del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula
3HBCDm	0.152055493949729	0.0080873426559933	Butanoate metabolism	55268.1	lysine metabolism	[m]	
3HBCOAHLm	0.0060605118549213	0.00563252409502151	Valine, leucine, and isoleucine metabolism		valine metabolism	[m]	
3HLYTCL	0.152058087804488	0.00808734426758658	Tyrosine metabolism	1644.1	tyrosine metabolism, cytosol/ DOPA decarboxylase	[c]	
3M4HDXPAC	0.152053450622814	0.0080873413864109	Tyrosine metabolism	218.1 or 221.1 or 222.1 or 220.1	NA	[c]	
3MLDAt	-0.0220570798347604	-0.00572616761826707	Transport, extracellular		histidine metabolism, cytosol	intercompartmental	
3MOBt2im	4.86175180113254e-05	-0.00755804482771803	Transport, mitochondrial		NA	intercompartmental	
3MOX4HOXPGALDOX	-0.000684165172241805	-0.61612114121623	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
3MOX4HOXPGALDOX_NADP_	-0.000684165172241805	-0.61612114121623	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
3MOXTYROX	0.152053450622814	0.0080873413864109	Tyrosine metabolism	4128.1 or 4129.1	NA	[c]	
3SALAASPm	-0.00226982827283288	-0.235918998058501	Transport, mitochondrial	10165.1 or 8604.1	NA	intercompartmental	
3SALATAi	0.0272243598348965	0.00765414653655121	Methionine and cysteine metabolism	2805.1	cysteine metabolism	[c]	
3SALATAim	0.0203662872064663	0.00747646022433753	Methionine and cysteine metabolism	2806.1	NA	[m]	
3SPYRSP	0.0272243598348965	0.00765414653655121	Methionine and cysteine metabolism		cysteine metabolism	[c]	
3SPYRSPm	0.0203662872064663	0.00747646022433753	Methionine and cysteine metabolism		NA	[m]	
41R1H2MAE12BOOX	0.152057911460065	0.0080873441580234	Tyrosine metabolism	4128.1 or 4129.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
41R2A1H12BOOX	0.152058087804471	0.00808734426758657	Tyrosine metabolism	4128.1 or 4129.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	
42A12BOOX	0.152058087804488	0.00808734426758658	Tyrosine metabolism	4129.1 or 8639.1 or 26.1 or 314.2 or 314.1 or 4128.1	NA	[c]	
4ABUTtm	0.00182496095182424	0.00134411819793698	Transport, mitochondrial		NA	intercompartmental	
4HGLSDm	-0.000490546808084117	-0.359183686591893	Arginine and proline metabolism	8659.1 or 8659.2	NA	[m]	
4HOXPACDOX_NADP_	0.152057911460065	0.0080873441580234	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	NA	[c]	
4MOPt2im	0.000682734216531294	-0.0209105929092289	Transport, mitochondrial		NA	intercompartmental	
5ADTSTSTERONESte	0.152057911460065	0.0080873441580234	Transport, extracellular		NA	intercompartmental	
5ADTSTSTERONEte	0.152057911460065	0.0080873441580234	Transport, extracellular		NA	intercompartmental	
5AOPtm	-0.00489499761757903	-0.243162765832921	Heme synthesis		NA	intercompartmental	
5HOXINOXDA	0.152058326203545	0.00808734441570403	Tryptophan metabolism	4128.1 or 4129.1	tryptophan degradation, cytosol/ tryptophan decarboxylase	[c]	
5MTHFt	-0.000815378457127654	-0.285273688922051	Transport, extracellular	2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2	NA	intercompartmental	
5MTHFt2	-0.000815378457127654	-0.285273688922051	Transport, extracellular	6573.1 or 6573.2	NA	intercompartmental	
7DHCHSTEROLtr	-0.00152338824292049	-0.0286056302402128	Transport, endoplasmic reticular		NA	intercompartmental	
7DHFtl	0.00776447456995057	0.00633165786304924	Transport, lysosomal		NA	intercompartmental	
7THFtl	0.00750075781979901	0.00626660866692173	Transport, lysosomal		NA	intercompartmental	
A_MANASEly	0.152053264618284	0.00808734127083882	N-glycan degradation	4125.1	NA	[l]	
A4GALTg	0.15205443440953	0.00808734199767236	Sphingolipid metabolism	53947.1	NA	[g]	
AASAD3m	-0.00146707127389427	-0.00744720453132453	Lysine metabolism		lysine metabolism, mitochondria	[m]	
AATAi	0.00583314086917459	0.0059812989319035	Lysine metabolism	51166.1 or 51166.2	NA	[c]	
ABO9g	0.152057574791175	0.00808734394884957	Blood group synthesis	28.1	NA	[g]	
ABTArm	0.00182496095182424	0.00134411819793698	Glutamate metabolism	18.1 or 18.2	GABA aminotransferase	[m]	
ABTD	0.152057911460065	0.0080873441580234	Pentose phosphate pathway		NA	[c]	
ABUTt2rL	0.149386612270942	0.00808565479390088	Transport, lysosomal	206358.1	NA	intercompartmental	
ABUTt4_2_r	0.00262534045097344	0.186371277057113	Transport, extracellular	6529.1 or 6538.1 or 6540.1 or 6539.1	NA	intercompartmental	
ACACT10m	0.0101227793436072	0.00672897242536516	Valine, leucine, and isoleucine metabolism	38.1 or 3032.1 or 10449.1	isoleucine metabolism	[m]	
ACACT1rm	0.152060709970702	0.00808734589671422	Tryptophan metabolism	(3030.1 and 3032.1) or 38.1	NA	[m]	
ACACT1x	0.000228949877190385	-0.0473839640196049	Cholesterol metabolism	39.1	NA	[x]	
ACACt2m	-0.000529997105258472	-0.0169105356113278	Transport, mitochondrial	6566.1	NA	intercompartmental	
ACACT4p	-3.25625380626682e-05	-0.00570591996382307	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT5p	0.00697644557440957	0.00612267178811488	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT6p	0.00697644557362419	0.00612267178788307	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT7p	0.00697644557362419	0.00612267178788307	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT8p	0.152057498404858	0.0080873439013903	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACT9p	0.152057911458914	0.00808734415802268	Fatty acid oxidation	30.1	betaoxidation	[x]	
ACACtx	0.00083249078972778	-0.0562714114444558	Transport, peroxisomal		NA	intercompartmental	
ACALDtm	-0.00240253925675546	-0.0282176637950436	Transport, mitochondrial		NA	intercompartmental	
ACCOACm	-0.0175447433453467	-1.34554944516493	Fatty acid oxidation	32.1	fatty acid synthesis & elongation	[m]	
ACCOAtn	4.39446101450226e-05	-0.341098083479333	Transport, nuclear		NA	intercompartmental	
ACCOAtr	-0.00225642741442643	-1.2999412666398	Transport, endoplasmic reticular	9197.1	NA	intercompartmental	
ACETONEt2	-0.00146051913767883	-0.44102255702166	Transport, extracellular	6566.1 or 9123.1 or 9194.1	NA	intercompartmental	
ACETONEt2m	-0.00146051913767883	-0.44102255702166	Transport, mitochondrial	6566.1	NA	intercompartmental	
ACGALtly	0.152051906845491	0.00808734042719153	Transport, lysosomal		NA	intercompartmental	
ACGAM6PSi	0.152057911460065	0.0080873441580234	Aminosugar metabolism	64841.1	amino sugar metabolism	[c]	
ACGAMPM	0.152057911460065	0.0080873441580234	Aminosugar metabolism	5238.1	amino sugar metabolism	[c]	
ACGAMtly	8.73312951081742e-05	-0.156312739326076	Transport, lysosomal		NA	intercompartmental	
ACGPID	0.152056596868536	0.00808734334125679	Phosphatidylinositol phosphate metabolism	9487.1	NA	[c]	
ACHtn	4.39446101450226e-05	-0.341098083479333	Transport, nuclear		NA	intercompartmental	
ACNACNGAL14ACGLCGALGLUSIDEte	0.152053450836736	0.00808734138654382	Transport, extracellular		NA	intercompartmental	
ACNACNGAL14ACGLCGALGLUSIDEtg	0.152058087797559	0.00808734426758227	Transport, golgi apparatus		NA	intercompartmental	
ACNACNGALGBSIDEte	0.15205443440953	0.00808734199767236	Transport, extracellular		NA	intercompartmental	
ACNACNGALGBSIDEtg	0.15205443440953	0.00808734199767236	Transport, golgi apparatus		NA	intercompartmental	
ACNAMlt	0.152055211998016	0.00808734248080998	Transport, lysosomal	26503.1	NA	intercompartmental	
ACNAMtn	0.0061595261488147	0.0108753415563389	Transport, nuclear		NA	intercompartmental	
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0.152045524854807	0.00808733646156248	Transport, extracellular		NA	intercompartmental	
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	0.152054434150547	0.00808734199751145	Transport, golgi apparatus		NA	intercompartmental	
ACNMLr	0.152052287617227	0.00808734066378421	Aminosugar metabolism		NA	[c]	
ACOAD10m	0.0101227793435538	0.00672897242533635	Valine, leucine, and isoleucine metabolism	36.1 or 34.1	isoleucine metabolism	[m]	
ACOAD1fm	0.152060710001908	0.00808734589673361	Butanoate metabolism	80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1	NA	[m]	
ACOAD8m	-2.25019220596092e-05	-0.0113890492278833	Valine, leucine, and isoleucine metabolism	3712.1	leucine metabolism	[m]	
ACOAD9m	4.86175180194449e-05	-0.00755804482765861	Valine, leucine, and isoleucine metabolism	34.1 or 27034.1	valine metabolism	[m]	
ACOAO7p	0.00697644557362419	0.00612267178788307	Fatty acid oxidation	51.1 or 51.2	betaoxidation	[x]	
ACONTm	-0.00303905964648719	-1.92557878765557	Citric acid cycle	50.1 or 48.1	TCA cycle, mitochondria	[m]	
ACP1_FMN_	0.0360761640919358	0.00778361834247789	Vitamin B2 metabolism	52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1	vitamin b2 metabolism	[c]	
ACS2	0.152053265960522	0.00808734127167281	Propanoate metabolism	55902.1 or 65985.1 or 55902.2	fatty acid activation, cytosol	[c]	
ACt2m	-0.000300573939085847	-0.0339697560124313	Transport, mitochondrial		NA	intercompartmental	
ACt2r	-0.00164113320539723	-0.0583532762658169	Transport, extracellular		NA	intercompartmental	
ACtg	0.152053450874362	0.00808734138656719	Transport, golgi apparatus		NA	intercompartmental	
ADEt	-0.00301066429852658	-0.0786779393851597	Transport, extracellular	3177.1	NA	intercompartmental	
ADK1m	0.000820792523428922	-0.387351416409061	Nucleotide interconversion	205.3 or 205.1 or 204.1 or 204.3 or 204.2 or 205.2	adenylate kinase	[m]	
ADK3	-0.00357119428634595	-2.77545438220199	Nucleotide interconversion	26289.1 or 26289.2	purine synthesis, cytosol	[c]	
ADK3m	-0.00676872580034528	-3.68881145694475	Nucleotide interconversion	50808.1	purine synthesis, cytosol	[m]	
ADKd	0.00148395478070749	-0.00412351436457668	Nucleotide interconversion	26289.2 or 26289.1	purine synthesis, cytosol	[c]	
ADNCYC	-0.178602709743602	-0.0844585659761425	Nucleotide interconversion	112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1	purine synthesis, cytosol	[c]	
ADNtm	-0.00200035662644689	-0.0361451022923863	Transport, mitochondrial	2030.1	NA	intercompartmental	
ADPMAN	0.152057911460065	0.0080873441580234	Nucleotide interconversion	11164.1	NA	[c]	
ADPtx	0.000988776899806278	-0.222269719881939	Transport, peroxisomal		NA	intercompartmental	
ADRNCOAtx	0.152056279778167	0.0080873431442438	Transport, peroxisomal		NA	intercompartmental	
ADRNCPT1	0.00236362198086083	0.00210406003701564	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	carnitine shuttle	[c]	
ADRNCPT2	0.00236362198086445	0.00210406003702496	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
ADRNCRNt	5.73127700107169e-06	-0.120880267716337	Fatty acid oxidation	788.1 or 788.1	carnitine shuttle	intercompartmental	
ADRNt	0.00446290206037279	1.01292923829715	Transport, extracellular		NA	intercompartmental	
ADSK	0.0460993125650776	0.00787019698952498	Nucleotide interconversion	9060.1 or 9061.1	NA	[c]	
ADSL1	-0.000823528461244867	-0.067345131932293	Nucleotide interconversion	158.1 or 158.2	purine synthesis, cytosol	[c]	
ADSL2	0.00408747340795214	0.0157535051996234	Purine synthesis	158.1 or 158.2	purine synthesis, cytosol	[c]	
AG13T16g	0.152056596879027	0.00808734334126331	Keratan sulfate synthesis	79369.1 or 10678.1 or 11041.1 or 146712.1 or 374907.1 or 93010.1 or 374907.2 or 10678.2 or 10331.1	NA	[g]	
AG13T17g	0.152056596879027	0.00808734334126331	Keratan sulfate synthesis	10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1	NA	[g]	
AG13T18g	0.152056596879027	0.00808734334126331	Keratan sulfate synthesis	10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1	NA	[g]	
AG13T1g	0.152055689225144	0.00808734277732218	Keratan sulfate synthesis	11041.1 or 10678.1 or 93010.1 or 374907.2 or 374907.1 or 146712.1 or 10331.1 or 10678.2 or 79369.1	NA	[g]	
AG13T2g	0.152055689225144	0.00808734277732218	Keratan sulfate synthesis	79369.1 or 374907.1 or 11041.1 or 146712.1 or 374907.2 or 93010.1 or 10331.1 or 10678.1 or 10678.2	NA	[g]	
AG13T3g	0.152055689225144	0.00808734277732218	Keratan sulfate synthesis	10331.1 or 11041.1 or 374907.2 or 10678.1 or 79369.1 or 374907.1 or 10678.2 or 93010.1 or 146712.1	NA	[g]	
AGPAT1	0.0281079586485958	0.0320713868711498	Triacylglycerol synthesis	10555.1 or 137964.1 or 56895.1 or 56894.2 or 56894.1 or 55326.1 or 10554.1 or 129642.1	triglyceride synthesis, cytosol	[c]	
AHCYStr	0.00054410216977603	-0.0135890741884811	Transport, endoplasmic reticular		NA	intercompartmental	
AHEXASE2ly	0.152057911460065	0.0080873441580234	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]	
AHEXASEly	0.152057911460065	0.0080873441580234	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]	
AIRCr	0.00408747340795214	0.0157535051996234	Purine synthesis	10606.1	purine synthesis, cytosol	[c]	
AKGDm	-0.00473788532289472	-0.270408227656536	Citric acid cycle	( 4967.2 and 1738.1 and 8050.1 and 1743.1 ) or ( 4967.1 and 1738.1 and 8050.1 and 1743.1 )	TCA cycle, mitochondria	[m]	
AKGMALtm	-0.00405438664099704	-0.0646704524420599	Transport, mitochondrial	8402.1 or 1468.1	malate-aspartate shuttle	intercompartmental	
AKGt4_3	0.00143480355873407	-0.124097380871247	Transport, extracellular	64849.1 or 64849.2	NA	intercompartmental	
AKGtp	0.00422602558310187	0.226325973239752	Transport, peroxisomal		NA	intercompartmental	
AKR1C41	9.00156941849426e-05	-0.395001747665315	Bile acid synthesis	1109.1	bile acid synthesis, cytosol	[c]	
AKR1C42	4.25836480940441e-05	-0.888075376949617	Bile acid synthesis	1109.1	bile acid synthesis, cytosol	[c]	
AKR1D2	0.0230185951469782	0.00755773479820195	Bile acid synthesis	6718.1	bile acid synthesis, cytosol	[c]	
ALADGLNexR	-0.00160749579871256	-0.21297461513325	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALADGLYexR	0.000629668804204776	-0.089247305716091	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALAGLNexR	-8.40356562209891e-05	-0.230580858005013	Transport, extracellular	6520.1 and 56301.1	NA	intercompartmental	
ALAGLYexR	0.000170794366356723	-0.0235012097564803	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	
ALASm	-0.00119588542887103	-0.441728262948805	Glycine, serine, alanine, and threonine metabolism	212.1 or 23464.1 or 211.2 or 211.1	heme synthesis	[m]	
ALAt4	-0.0021225632606978	-0.722609249785233	Transport, extracellular	54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1)	NA	intercompartmental	
ALATA_L	-0.00139884276473047	-0.2329912887122	Glutamate metabolism	2875.1 or 84706.1	alanine transaminase, cytosol	[c]	
ALAtN1	0.0025104213012223	0.184604806663456	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental	
ALCD21_D	-0.000172646456110503	-0.836452841884988	Pyruvate metabolism	127.1 or 284273.2 or 125.1 or 128.1 or 131.1 or (125.1 and 124.1) or 124.1 or 130.1 or 137872.1 or (125.1 and 126.1) or (126.1 and 124.1) or 284273.1 or 126.1	NA	[c]	
ALCD21_L	0.152058326196161	0.00808734441569944	Pyruvate metabolism	130.1 or 125.1 or 125.1 and 124.1 or 128.1 or 126.1 or 284273.2 or 137872.1 or 127.1 or 124.1 or (126.1 and 124.1) or 284273.1 or (125.1 and 126.1) or 131.1	NA	[c]	
ALCD22_D	7.05725368682112e-05	-0.195375023939883	Pyruvate metabolism	126.1 or 137872.1 or (126.1 and 124.1) or 127.1 or 130.1 or 284273.1 or (125.1 and 124.1) or 128.1 or 124.1 or 125.1 or 284273.2 or 131.1 or (125.1 and 126.1)	NA	[c]	
ALDD20x	0.152057911460065	0.0080873441580234	Tryptophan metabolism	216.1 or 8854.2 or 501.1 or 8854.1 or 223.1 or 224.1 or 8854.3	NA	[c]	
ALDD20xm	0.152057911460065	0.0080873441580234	Tryptophan metabolism	219.1 or 8659.1 or 217.1 or 8659.2	NA	[m]	
ALDD21	0.000407229487506352	-0.916955038706515	Fatty acid oxidation	224.1	alpha oxidation	[c]	
ALDD2xm	-0.00240253925675546	-0.0282176637950436	Glycolysis/gluconeogenesis	219.1 or 217.1	NA	[m]	
ALDD2y	0.0013283619582673	-0.00275343340116739	Glycolysis/gluconeogenesis	223.1 or 221.1 or 218.1 or 8854.1 or 8854.3 or 222.1 or 8854.2 or 224.1 or 219.1	NA	[c]	
ALR2	0.152058326196161	0.00808734441569944	Pyruvate metabolism	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]	
ALR3	0.152058326196161	0.00808734441569944	Pyruvate metabolism	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]	
AMACR2p	0.152058087804471	0.00808734426758657	Bile acid synthesis	23600.1 or 23600.2	NA	[x]	
AMETr	0.00054410216978049	-0.013589074188427	Transport, endoplasmic reticular		NA	intercompartmental	
AMETt2m	-0.00275594158488714	-1.41289447154008	Transport, mitochondrial	115286.3 or 115286.2 or 115286.1	NA	intercompartmental	
AMPDA	-0.000893126919527372	-0.0696136075600255	Nucleotide interconversion	271.2 or 270.1 or 271.1 or 272.1 or 271.3	purine synthesis, cytosol	[c]	
AMPtp	-0.000681666118452774	-0.0447490859663889	Transport, peroxisomal		NA	intercompartmental	
ANDRSTRNte	0.152056279937767	0.00808734314434296	Transport, extracellular		NA	intercompartmental	
ANDRSTRNtr	0.152056596834752	0.0080873433412358	Transport, endoplasmic reticular		NA	intercompartmental	
APAT2rm	-0.00056415451362813	-0.00586055903619232	Beta-Alanine metabolism	18.1 or 18.2	NA	[m]	
APOCF	0.0112040523722628	0.0073122486742719	Biotin metabolism		NA	[c]	
APOCFm	0.0188471699454014	0.00741960704948199	Biotin metabolism		NA	[m]	
APOC_LYS_BTNP	0.0112040523722628	0.0073122486742719	Biotin metabolism		NA	[c]	
APOC_LYS_BTNPm	0.0188471699454014	0.00741960704948199	Biotin metabolism		NA	[m]	
APRTO2	-0.000225259777076793	-0.00257538614965012	Arginine and proline metabolism	4128.1 or 4129.1	NA	[c]	
AQCOBALt	0.152057911460065	0.0080873441580234	Transport, extracellular		NA	intercompartmental	
ARAB_Lt	0.152057911460065	0.0080873441580234	Transport, extracellular		NA	intercompartmental	
ARABR	0.152057911460065	0.0080873441580234	Pentose phosphate pathway	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]	
ARACHCPT1	0.00411903509735137	0.00495286640626784	Fatty acid oxidation	1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1	carnitine shuttle	[c]	
ARACHCPT2	0.00411903509733251	0.00495286640624506	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	
ARACHCRNt	-9.16177730352783e-05	-0.633127106823446	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental	
ARACHDt2	0.00730581345354186	0.809217529626937	Transport, extracellular	10998.1	NA	intercompartmental	
ARACHDtr	-0.00122425369686946	-1.15065817895711	Transport, endoplasmic reticular		NA	intercompartmental	
ARACHt	-0.00451988693146608	-0.551968087862128	Transport, extracellular		NA	intercompartmental	
ARGLYSex	-0.000277849879725145	-0.125575933624654	Transport, extracellular	9057.1 and 6520.1	NA	intercompartmental	
ARSA	0.149381773835227	0.00808565167919446	Sphingolipid metabolism	410.1	NA	[l]	
R_group_phosphotase_3	0.00848745465814184	0.00648925859546059	Miscellaneous		fatty acid activation, cytosol	[c]	
ARTFR208	-0.0040731176756464	-0.395980504959627	R group synthesis		NA	intercompartmental	
ARTPLM3m	0.00910666466714829	0.00660434462036859	R group synthesis		NA	[m]	
ASAH1	-0.00332539388106144	-0.00465171852013847	Sphingolipid metabolism	427.1 or 427.2	NA	[l]	
ASCBt	0.0014989963176993	-0.0297908164398177	Transport, extracellular		NA	intercompartmental	
ASCBt4	0.00151381615596248	-0.0280367327091363	Transport, extracellular	9962.2 or 9963.1 or 9962.1 or 9963.2	NA	intercompartmental	
ASNNm	0.0799392105792345	0.00800211259501858	Alanine and aspartate metabolism	80150.1	NA	[m]	
ASNt4	-0.00224956205208972	-0.871377031661972	Transport, extracellular	81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1)	NA	intercompartmental	
ASNtm	0.0799392105792345	0.00800211259501858	Transport, mitochondrial		NA	intercompartmental	
ASNtN1	0.00246725356097331	0.293328729682912	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental	
ASPCTr	0.152057911460065	0.0080873441580234	Pyrimidine synthesis	790.1	pyrimidine synthesis/ de novo	[c]	
ASPDt6	-0.0025571045758437	-0.289839976983856	Transport, extracellular	6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1	NA	intercompartmental	
ASPGLUm	-0.00293998924981826	-0.611694459840674	Transport, mitochondrial	8604.1 or 10165.1	malate-aspartate shuttle	intercompartmental	
ASPt6	-0.00187806284142758	-0.910083098401007	Transport, extracellular	6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1	NA	intercompartmental	
ASPTAm	-0.00301437083958112	-1.5259628769841	Alanine and aspartate metabolism	2806.1	malate-aspartate shuttle	[m]	
ATP1ter	0.00693728638480155	0.0123844838841621	Transport, endoplasmic reticular		NA	intercompartmental	
ATP2ter	0.000405653672641801	-0.0559031454833335	Transport, endoplasmic reticular		NA	intercompartmental	
ATPH1e	0.00420534126275846	0.00253103829422868	Nucleotide interconversion	954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1	purine catabolism, cytosol	[e]	
ATPH2e	0.152057911460065	0.0080873441580234	Nucleotide interconversion	954.2 or 954.1 or 953.1 or 956.1 or 955.1 or 957.1 or 377841.1	purine catabolism, cytosol	[e]	
ATPtm	-0.000653808631773419	-0.700918101625056	Transport, mitochondrial	291.1 or 293.1 or 292.1	NA	intercompartmental	
ATPtn	0.000305236095941825	-0.507352321117852	Transport, nuclear		NA	intercompartmental	
ATPtx	0.00089699628236939	-0.200033151666211	Transport, peroxisomal		NA	intercompartmental	
B_MANNASEly	0.152056596866822	0.00808734334125572	N-glycan degradation	4126.1	NA	[l]	
B3GALT3g	0.15205443440953	0.00808734199767236	Sphingolipid metabolism	8706.4 or 8706.1 or 8706.3 or 8706.2	NA	[g]	
B3GALT41g	0.152053450855709	0.0080873413865556	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT42g	0.152043087994316	0.00808733494726299	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT43g	0.152053450849131	0.00808734138655152	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT44g	0.152054434404018	0.00808734199766894	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT5g	0.15205443440953	0.00808734199767236	Sphingolipid metabolism	10317.4 or 10317.1 or 10317.3 or 10317.2 or 10317.5	NA	[g]	
B3GNT11g	0.152047592500153	0.00808733774638841	Blood group synthesis	10678.1	NA	[g]	
B3GNT12g	0.152056416799405	0.00808734322937724	Blood group synthesis	10678.1 or 10678.2	NA	[g]	
B3GNT310g	0.152057498356425	0.00808734390136021	Blood group synthesis	10331.1	NA	[g]	
B3GNT312g	0.152047592500153	0.00808733774638841	Blood group synthesis	10331.1	NA	[g]	
B3GNT314g	0.152057574791175	0.00808734394884957	Blood group synthesis	10331.1	NA	[g]	
B3GNT315g	0.152056416799405	0.00808734322937724	Blood group synthesis	10331.1	NA	[g]	
B3GNT51g	0.152057498356425	0.00808734390136021	Blood group synthesis	84002.1	NA	[g]	
BAAT2x	-1.28264930191619e-05	-0.783472340504385	Bile acid synthesis	570.1	NA	[x]	
