del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula
ATPtn	2.44193082055127	5.78119985980162	Transport, nuclear		NA	intercompartmental	
ATPtx	4.97421686794571	6.08358032272125	Transport, peroxisomal		NA	intercompartmental	
B_MANNASEly	133.552162188135	5.5950357308473	N-glycan degradation	4126.1	NA	[l]	
B3GALT3g	171.330896566709	7.17987785002778	Sphingolipid metabolism	8706.4 or 8706.1 or 8706.3 or 8706.2	NA	[g]	
B3GALT41g	143.479461807455	6.01149231214367	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT42g	240.036564125481	9.91318716539774	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT43g	146.933313833573	6.1563836182546	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT44g	177.76813000002	7.44992391807813	Sphingolipid metabolism	8705.1	NA	[g]	
B3GALT5g	171.330896566709	7.17987785002778	Sphingolipid metabolism	10317.4 or 10317.1 or 10317.3 or 10317.2 or 10317.5	NA	[g]	
B3GNT11g	136.532691536402	5.72007084711814	Blood group synthesis	10678.1	NA	[g]	
B3GNT310g	136.532691534442	5.72007084711815	Blood group synthesis	10331.1	NA	[g]	
B3GNT312g	136.532691536402	5.72007084711814	Blood group synthesis	10331.1	NA	[g]	
B3GNT314g	145.239607594643	6.08533155587867	Blood group synthesis	10331.1	NA	[g]	
B3GNT51g	136.532691534442	5.72007084711815	Blood group synthesis	84002.1	NA	[g]	
BAAT3x	NaN	NaN	Bile acid synthesis	570.1	NA	[x]	
BACCL	133.073318800381	5.71988964437885	Biotin metabolism	3141.1	NA	[c]	
BACCLm	135.48440702911	5.71997589645934	Biotin metabolism	3141.1	NA	[m]	
BALAtmr	139.633474968543	5.85275272026755	Transport, mitochondrial		NA	intercompartmental	
BAMPPALDOX	133.421584775176	5.58955792466652	Beta-Alanine metabolism	8854.2 or 501.1 or 216.1 or 224.1 or 8854.3 or 223.1 or 8854.1	NA	[c]	
BBHOX	133.421584776319	5.58955792466646	Lysine metabolism	8424.1	lysine metabolism	[c]	
BDHm	26.0620971278028	7.29917830730976	Nucleotide salvage pathway	622.2 or 622.3 or 622.1	ketolysis	[m]	
BETALDHxm	139.456813426825	5.79926664197616	Glycine, serine, alanine, and threonine metabolism		glycine metabolism, mitochondria	[m]	
BHBt	11.3467711397796	5.95991300990994	Transport, extracellular		NA	intercompartmental	
BHBtm	42.3441145849558	6.02012521648595	Transport, mitochondrial		NA	intercompartmental	
BHMT	60.8012348115186	5.50858793011223	Glycine, serine, alanine, and threonine metabolism	23743.1 or 635.1	methionine regeneration, cytosol	[c]	
BILGLCURt	7.39629533925473	5.49225125241952	Transport, extracellular	10599.1 or 28234.1	NA	intercompartmental	
BILGLCURtr	112.310234670098	5.71907765849086	Transport, endoplasmic reticular		NA	intercompartmental	
BILIRUBt2	123.571832740388	5.17709903194115	Transport, extracellular	10599.1	NA	intercompartmental	
BILIRUBtr	8.9568956334843	7.11325117699517	Transport, endoplasmic reticular		NA	intercompartmental	
BIOCYTtn	133.073318800381	5.71988964437885	Transport, nuclear		NA	intercompartmental	
BMTer_U	136.40211412279	5.71459304093734	Phosphatidylinositol phosphate metabolism	9488.1	NA	[r]	
BPNT2	136.51564174918	5.7200711371974	Nucleotide interconversion	10380.1	NA	[c]	
BTND1n	133.073318800381	5.71988964437885	Biotin metabolism	686.1	NA	[n]	
BTNDm	135.48440702911	5.71997589645934	Biotin metabolism	686.1	NA	[m]	
BTNPL	133.073318800381	5.71988964437885	Biotin metabolism	3141.1	NA	[c]	
