del_rxnID_KO	prctile_CP	prctile_PC	prctile_CB	prctile_BC	prctile_CBR	prctile_BRC	prctile_CBNR	prctile_BNRC	subSystem_CP	subSystem_PC	subSystem_CB	subSystem_BC	subSystem_CBR	subSystem_BRC	subSystem_CBNR	subSystem_BNRC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CB	MetabolicUnits_BC	MetabolicUnits_CBR	MetabolicUnits_BRC	MetabolicUnits_CBNR	MetabolicUnits_BNRC	Localization_CP	Localization_PC	Localization_CB	Localization_BC	Localization_CBR	Localization_BRC	Localization_CBNR	Localization_BNRC
r1457	79.7899778924097	68.6927062574731	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
FAOXC15NADPx	79.7899778924097	68.6927062574731	69.7126013264554	91.5829145728643	77.2836316663591	NA	74.0829493087558	77.3719948614425	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	Fatty acid oxidation	Fatty acid oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	NA	alpha oxidation	alpha oxidation	[x]	[x]	[x]	[x]	[x]	NA	[x]	[x]
2OXOADPt	79.7899778924097	28.1187724192906	69.7126013264554	91.5829145728643	77.2836316663591	63.6012506897186	74.0829493087558	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_2oxoadp[e]	79.7899778924097	28.1187724192906	69.7126013264554	91.5829145728643	77.2836316663591	63.6012506897186	74.0829493087558	77.3719948614425	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
EX_trpprogly[e]	79.7899778924097	54.2646472698286	69.7126013264554	91.5829145728643	77.2836316663591	43.5718226963399	74.0829493087558	43.1088273077629	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
TRPPROGLYt	79.7899778924097	54.2646472698286	69.7126013264554	91.5829145728643	77.2836316663591	43.5718226963399	74.0829493087558	43.1088273077629	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
TRPPROGLYr	79.7899778924097	54.2646472698286	69.7126013264554	91.5829145728643	77.2836316663591	43.5718226963399	74.0829493087558	43.1088273077629	Peptide metabolism	Peptide metabolism	Peptide metabolism	Peptide metabolism	Peptide metabolism	Peptide metabolism	Peptide metabolism	Peptide metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
EX_sphmyln_hs[e]	79.7899778924097	66.0023913909924	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
13_CIS_RETNte	79.7899778924097	31.7457154244719	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_13_cis_retn[e]	79.7899778924097	31.7457154244719	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
PPBNGte	79.7899778924097	11.8971701873256	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	52.688566709488	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_ppbng[e]	79.7899778924097	11.8971701873256	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	52.688566709488	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
BGAL1e	79.7899778924097	23.3758469509765	69.7126013264554	91.5829145728643	77.2836316663591	37.9621114585249	74.0829493087558	82.3270324830244	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
EX_galgluside_hs[e]	79.7899778924097	55.7194101235552	69.7126013264554	91.5829145728643	77.2836316663591	67.5004598123965	74.0829493087558	77.8674986236007	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HMR_0388	79.7899778924097	60.1036269430052	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
ABTArm	79.7899778924097	31.845356715823	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	GABA aminotransferase	GABA aminotransferase	GABA aminotransferase	GABA aminotransferase	GABA aminotransferase	GABA aminotransferase	GABA aminotransferase	GABA aminotransferase	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
4ABUTtm	79.7899778924097	31.845356715823	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_bhb[e]	79.7899778924097	23.6149860502192	69.7126013264554	91.5829145728643	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Exchange	Exchange/demand reaction	Exchange	Exchange	Exchange	Exchange	Exchange	Exchange	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
EX_cortsn[e]	79.7899778924097	20.8648864089279	69.7126013264554	91.5829145728643	77.2836316663591	89.1116424498804	74.0829493087558	86.9517342631676	Exchange	Exchange/demand reaction	Exchange	Exchange	Exchange	Exchange/demand reaction	Exchange	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
EX_thyox_L[e]	68.4598378776713	22.9174970107613	70.6890198968312	94.9748743718593	90.2749584794243	69.4684568695972	74.5622119815668	80.6019453110662	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HMR_3067	68.4229918938836	68.8322040653647	87.5460574797347	70.5132806891601	83.2810481638679	92.2199742505058	88.073732718894	97.1554413653881	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
GACMTRc	68.2756079587325	28.0390593862096	69.7126013264554	92.2828427853553	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	creatine synthesis	creatine synthesis	creatine synthesis	creatine synthesis	creatine synthesis	creatine synthesis	creatine synthesis	creatine synthesis	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
GUDACtr2	68.2756079587325	24.4121163810283	69.7126013264554	92.2828427853553	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_gudac[e]	68.2756079587325	24.4121163810283	69.7126013264554	92.2828427853553	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
PCREATte	68.2756079587325	31.4667198086887	69.7126013264554	92.0315865039483	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_pcreat[e]	68.2756079587325	31.4667198086887	69.7126013264554	92.0315865039483	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
CK	68.2756079587325	44.0813072937425	69.7126013264554	98.1873653984207	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	phosphocreatine synthesis, mitochondria	phosphocreatine synthesis, mitochondria	phosphocreatine synthesis, mitochondria	phosphocreatine synthesis, mitochondria	phosphocreatine synthesis, mitochondria	phosphocreatine synthesis, mitochondria	phosphocreatine synthesis, mitochondria	phosphocreatine synthesis, mitochondria	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
PCREATtmdiffir	68.2756079587325	44.0813072937425	69.7126013264554	98.1873653984207	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CREATtmdiffir	68.2756079587325	44.0813072937425	69.7126013264554	98.1873653984207	77.2836316663591	83.7778186499908	74.0829493087558	77.3719948614425	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	Urea cycle	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_retn[e]	67.5018422991894	42.805898764448	71.3706705969049	91.5829145728643	85.6984683520945	67.4820673165349	88.110599078341	77.3719948614425	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HMR_2771	67.1518054532056	25.3886010362694	86.2564480471629	26.7767408470926	95.2758811588854	27.7358837594262	84.36866359447	95.6872820701046	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
HMR_2772	67.1518054532056	25.3886010362694	86.2564480471629	26.7767408470926	95.2758811588854	27.7358837594262	84.36866359447	95.6872820701046	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HMR_2773	67.1518054532056	25.3886010362694	86.2564480471629	26.7767408470926	95.2758811588854	27.7358837594262	84.36866359447	95.6872820701046	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	NA	NA	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
HMR_3424	67.1518054532056	25.3886010362694	86.2564480471629	26.7767408470926	95.2758811588854	27.7358837594262	84.36866359447	95.6872820701046	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
HMR_3064	66.9675755342668	68.8322040653647	82.8113485630066	78.4458004307251	83.2810481638679	92.2199742505058	81.3640552995392	95.2651862727106	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
ADRNCPT2	66.2122328666175	31.1677959346353	87.656595431098	63.6575735821967	92.360214061635	61.1734412359757	89.7695852534562	95.0816663608001	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
HMR_3421	66.2122328666175	53.8660821044241	87.656595431098	67.4443646805456	92.360214061635	61.1734412359757	89.7695852534562	96.678289594421	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
HMR_3069	66.1569638909359	55.9984057393384	82.8113485630066	71.1414213926777	92.8031002029895	71.0869965054258	81.3640552995392	93.8520829510002	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
HMR_3070	66.1569638909359	55.9984057393384	82.8113485630066	1.9562096195262	92.8031002029895	71.0869965054258	81.3640552995392	93.8520829510002	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
FAOXC181C161m	65.9358879882093	68.8521323236349	82.1849668386146	68.3955491744436	85.4954788706403	71.9698363067868	96.6267281105991	59.2035235823087	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
OCD11COACPT1	65.9358879882093	66.1219609406138	82.1849668386146	64.572864321608	85.4954788706403	71.9698363067868	96.6267281105991	59.2769315470729	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
OCD11CRNCACT	65.9358879882093	66.1219609406138	82.1849668386146	64.572864321608	85.4954788706403	71.9698363067868	96.6267281105991	59.2769315470729	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
OCD11CRNCPT2	65.9358879882093	66.1219609406138	82.1849668386146	64.572864321608	85.4954788706403	71.9698363067868	96.6267281105991	59.2769315470729	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
