del_rxnID_KO	prctile_CP	prctile_PC	prctile_CB	prctile_BC	prctile_CBR	prctile_BRC	prctile_CBNR	prctile_BNRC	subSystem_CP	subSystem_PC	subSystem_CB	subSystem_BC	subSystem_CBR	subSystem_BRC	subSystem_CBNR	subSystem_BNRC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CB	MetabolicUnits_BC	MetabolicUnits_CBR	MetabolicUnits_BRC	MetabolicUnits_CBNR	MetabolicUnits_BNRC	Localization_CP	Localization_PC	Localization_CB	Localization_BC	Localization_CBR	Localization_BRC	Localization_CBNR	Localization_BNRC
CYSTS	64.0198968312454	36.2495017935432	84.3957258658806	58.9195979899497	45.5619117918435	35.6814419716756	96.9769585253456	86.309414571481	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	cysteine metabolism	cysteine metabolism	cysteine metabolism	cysteine metabolism	cysteine metabolism	cysteine metabolism	cysteine metabolism	cysteine metabolism	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
LHCYSTIN	63.9646278555637	64.6273415703468	52.0817980840088	60.2476669059584	63.4803469274774	59.2974066580835	82.9861751152074	63.3510735914847	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	Methionine and cysteine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
LHCYSTINt	63.9646278555637	64.6273415703468	52.0817980840088	60.2476669059584	63.4803469274774	59.2974066580835	82.9861751152074	63.3510735914847	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_Lhcystin[e]	63.9646278555637	64.6273415703468	52.0817980840088	60.2476669059584	63.4803469274774	59.2974066580835	82.9861751152074	63.3510735914847	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
C50CPT1	62.969786293294	60.4623355918693	83.3271923360354	95.656855707107	79.6087839084702	70.0938017288946	78.2857142857143	80.6753532758304	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
EX_ivcrn[e]	62.969786293294	60.4623355918693	83.3271923360354	95.656855707107	79.6087839084702	70.0938017288946	78.2857142857143	80.6753532758304	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
IVCOAACBP	62.969786293294	60.4623355918693	83.3271923360354	95.656855707107	79.6087839084702	70.0938017288946	78.2857142857143	80.6753532758304	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
IVCRNe	62.969786293294	60.4623355918693	83.3271923360354	95.656855707107	79.6087839084702	70.0938017288946	78.2857142857143	80.6753532758304	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2514	62.656595431098	38.0829015544041	86.6064848931467	50.6281407035176	79.221258534785	47.1399668935074	90.1382488479263	52.5233987887686	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HMR_3023	62.5460574797347	38.60103626943	70.5969049373618	72.0208183776023	78.4646613766377	67.6292072834284	90.5990783410138	94.8247384841255	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HMR_3326	62.5460574797347	38.60103626943	70.5969049373618	72.0208183776023	78.4646613766377	67.6292072834284	90.5990783410138	94.8247384841255	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
HMR_3327	62.5460574797347	38.60103626943	70.5969049373618	72.0208183776023	78.4646613766377	67.6292072834284	90.5990783410138	94.8247384841255	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
HMR_3328	62.5460574797347	38.60103626943	70.5969049373618	72.0208183776023	78.4646613766377	67.6292072834284	90.5990783410138	94.8247384841255	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
BILGLCURtr	61.5696389093589	23.2164208848147	86.3669859985262	95.3517587939699	65.547148920465	16.0198638955306	80.7557603686636	96.8985134887135	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
UGT1A10r	61.5696389093589	23.2164208848147	86.3669859985262	95.3517587939699	65.547148920465	16.0198638955306	80.7557603686636	96.8985134887135	Steroid metabolism	Steroid metabolism	Steroid metabolism	Steroid metabolism	Steroid metabolism	Steroid metabolism	Steroid metabolism	Steroid metabolism	heme degradation	heme degradation	heme degradation	heme degradation	heme degradation	heme degradation	heme degradation	heme degradation	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
C161OHc	61.1827560795873	40.7134316460741	74.4657332350774	76.9741564967696	65.8424063480347	68.8063270185764	93.3087557603687	88.2730776289227	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
EX_3hdececrn[e]	61.1827560795873	40.7134316460741	74.4657332350774	76.9741564967696	65.8424063480347	68.8063270185764	93.3087557603687	88.2730776289227	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
FAOXC161C161OHm	61.1827560795873	40.7134316460741	74.4657332350774	76.9741564967696	65.8424063480347	68.8063270185764	93.3087557603687	88.2730776289227	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
HDECEACBP	61.1827560795873	40.7134316460741	74.4657332350774	76.9741564967696	65.8424063480347	68.8063270185764	93.3087557603687	88.2730776289227	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HEDCECRNe	61.1827560795873	40.7134316460741	74.4657332350774	76.9741564967696	65.8424063480347	68.8063270185764	93.3087557603687	88.2730776289227	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
C14OHc	61.072218128224	67.018732562774	99.8157700810612	91.6905958363245	79.0182690533309	63.987493102814	60.036866359447	90.3835566158928	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
EX_3tdcrn[e]	61.072218128224	67.018732562774	99.8157700810612	91.6905958363245	79.0182690533309	63.987493102814	60.036866359447	90.3835566158928	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HTDCACBP	61.072218128224	67.018732562774	99.8157700810612	91.6905958363245	79.0182690533309	63.987493102814	60.036866359447	90.3835566158928	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HTDCRNe	61.072218128224	67.018732562774	99.8157700810612	91.6905958363245	79.0182690533309	63.987493102814	60.036866359447	90.3835566158928	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_atp[e]	60.6116433308769	48.4854523714627	90.3279292557111	30.3481694185212	63.4249861598081	61.7252161118264	92.0184331797235	97.6509451275463	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
PEPtr	60.5932203389831	37.3455559984057	91.3411938098747	34.08111988514	54.0136556560251	37.6126540371528	20.4423963133641	97.0086254358598	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_pep[e]	60.5932203389831	37.3455559984057	91.3411938098747	34.08111988514	54.0136556560251	37.6126540371528	20.4423963133641	97.0086254358598	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
FUMm	60.5563743551953	15.6436827421283	53.1871775976419	54.1636755204594	60.6754013655656	58.5065293360309	97.1244239631336	39.2916131400257	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	TCA cycle, mitochondria	TCA cycle, mitochondria	TCA cycle, mitochondria	TCA cycle, mitochondria	TCA cycle, mitochondria	TCA cycle, mitochondria	TCA cycle, mitochondria	TCA cycle, mitochondria	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
MINOHPtn	60.3537214443626	65.5440414507772	55.5084745762712	66.7085427135678	63.406532570585	60.8423763104653	90.9308755760369	86.7682143512571	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
PMI12346PHn	60.3537214443626	65.5440414507772	55.5084745762712	66.7085427135678	63.406532570585	60.8423763104653	90.9308755760369	86.7682143512571	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[n]	[n]	[n]	[n]	[n]	[n]	[n]	[n]
PPMI12346Ptn	60.3537214443626	65.5440414507772	55.5084745762712	66.7085427135678	63.406532570585	60.8423763104653	90.9308755760369	86.7682143512571	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	Transport, nuclear	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CYTK2	60.2063375092115	12.455161418892	53.5372144436256	65.9727207465901	60.8783908470197	62.3321684752621	96.5345622119816	98.6603046430538	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
MI1345PKc	59.9484156226971	42.2279792746114	54.7162859248342	40.6137832017229	57.8335486252076	45.3926797866471	38.9308755760369	98.1831528720866	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
MI13456PK	59.9484156226971	42.2279792746114	54.7162859248342	40.6137832017229	57.8335486252076	45.3926797866471	38.9308755760369	98.1831528720866	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
FACOAL140i	59.7273397199705	38.9796731765644	56.5033161385409	38.4960516870065	60.1587008673187	39.8565385322788	84.5898617511521	37.5665259680675	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	fatty acid activation, cytosol	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
SPHGNte	59.4325718496684	52.0326823435632	53.9056742815033	48.7437185929648	56.5971581472596	66.9302924406842	96.6635944700461	52.1380069737567	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_sphgn[e]	59.4325718496684	52.0326823435632	53.9056742815033	48.7437185929648	56.5971581472596	66.9302924406842	96.6635944700461	52.1380069737567	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
EX_utp[e]	59.3957258658806	52.5707453168593	54.7715549005158	58.2555635319454	61.3950913452666	57.7892219974251	76.8294930875576	96.4213617177464	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HMR_2978	59.3220338983051	62.1562375448386	50.792188651437	58.0581478822685	55.065510241742	59.8675740297958	96.294930875576	54.8908056524133	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3658	59.3220338983051	62.1562375448386	50.792188651437	58.0581478822685	55.065510241742	59.8675740297958	96.294930875576	54.8908056524133	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3717	59.3220338983051	62.1562375448386	50.792188651437	58.0581478822685	55.065510241742	59.8675740297958	96.294930875576	54.8908056524133	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
