del_rxnID_KO	prctile_CP	prctile_PC	prctile_CB	prctile_BC	prctile_CBR	prctile_BRC	prctile_CBNR	prctile_BNRC	subSystem_CP	subSystem_PC	subSystem_CB	subSystem_BC	subSystem_CBR	subSystem_BRC	subSystem_CBNR	subSystem_BNRC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CB	MetabolicUnits_BC	MetabolicUnits_CBR	MetabolicUnits_BRC	MetabolicUnits_CBNR	MetabolicUnits_BNRC	Localization_CP	Localization_PC	Localization_CB	Localization_BC	Localization_CBR	Localization_BRC	Localization_CBNR	Localization_BNRC
DOPAt4_2_r	63.9093588798821	12.7341570346752	53.5556374355195	20.6389088298636	96.1431998523713	97.1859481331617	53.3824884792627	NA	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	NA
FUM	63.8909358879882	65.5639697090474	53.7214443625645	56.7659727207466	96.3646429230485	61.4493286739011	55.4470046082949	39.1998531840705	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	TCA cycle	TCA cycle	TCA cycle	TCA cycle	TCA cycle	TCA cycle	TCA cycle	TCA cycle	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
HMR_3128	63.7803979366249	53.7066560382623	51.8607221812822	63.7114142139268	96.1801070308175	35.8285819385691	55.9815668202765	56.2121490181685	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
HMR_3427	61.7538688282977	54.9820645675568	79.0346352247605	65.3625269203159	81.712493079904	88.136840169211	76.5898617511521	77.3719948614425	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
FAOXC4C4DCc	61.7170228445099	52.1721801514548	86.8828297715549	NA	79.3688872485698	83.7778186499908	61.2903225806452	NA	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	carnitine shuttle	carnitine shuttle	carnitine shuttle	NA	carnitine shuttle	carnitine shuttle	carnitine shuttle	NA	[c]	[c]	[c]	NA	[c]	[c]	[c]	NA
ADRNCPT1	61.5880619012528	35.2132323634914	71.8496683861459	63.6755204594401	89.7213508027311	61.1734412359757	60.9400921658986	62.9473297852817	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
RE3476C	60.9432571849668	55.9585492227979	54.0162122328666	60.427135678392	57.7781878575383	83.7778186499908	58.4884792626728	77.3719948614425	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
CYTK7	60.8327192336035	40.5141490633719	51.9712601326455	99.300071787509	61.4689057021591	97.1491631414383	59.1152073732719	47.7702330702881	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
sink_17ahprgstrn[c]	60.4274134119381	65.7433240334795	57.756079587325	99.2462311557789	87.6914559881897	61.3205812028692	79.741935483871	46.9994494402643	Sink	Sink	Sink	Sink	Sink	Sink	Sink	Sink	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
GLCt2_2	59.966838614591	66.8593064966122	50.3316138540899	63.7652548456569	62.1516885034139	96.8180982159279	33.8986175115207	43.4391631492017	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HMR_2986	59.1930729550479	47.5488242327621	54.8268238761975	58.7939698492462	64.0893153718398	88.0632701857642	49.7695852534562	56.4507249036521	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3666	59.1930729550479	47.5488242327621	54.8268238761975	58.7939698492462	64.0893153718398	88.0632701857642	49.7695852534562	56.4507249036521	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3725	59.1930729550479	47.5488242327621	54.8268238761975	58.7939698492462	64.0893153718398	88.0632701857642	49.7695852534562	56.4507249036521	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
THD1m	55.2689756816507	28.6568353925867	99.1341193809875	99.5872218234027	28.5661561173648	99.5585800993195	43.5760368663594	30.1706735180767	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
DPCOAK	55.2321296978629	27.0426464726983	46.2417096536478	52.8715003589375	53.7922125853479	96.8548832076513	46.5069124423963	57.6252523398789	CoA synthesis	CoA synthesis	CoA synthesis	CoA synthesis	CoA synthesis	CoA synthesis	CoA synthesis	CoA synthesis	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
HMR_2965	55.1952837140752	34.9342367477083	54.108327192336	60.1579325197416	87.6176416312973	59.5365091042855	57.4562211981567	54.7256377316939	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3645	55.1952837140752	34.9342367477083	54.108327192336	60.1579325197416	87.6176416312973	59.5365091042855	57.4562211981567	54.7256377316939	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3704	55.1952837140752	34.9342367477083	54.108327192336	60.1579325197416	87.6176416312973	59.5365091042855	57.4562211981567	54.7256377316939	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_2999	53.316138540899	60.9804703068952	48.2129697862933	58.8478104809763	86.0859937257797	52.3266507265036	51.741935483871	56.3222609653147	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3678	53.316138540899	60.9804703068952	48.2129697862933	58.8478104809763	86.0859937257797	52.3266507265036	51.741935483871	56.3222609653147	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
HMR_3737	53.316138540899	60.9804703068952	48.2129697862933	58.8478104809763	86.0859937257797	52.3266507265036	51.741935483871	56.3222609653147	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	Cholesterol metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]	[r]	[r]
r0660	52.4686809137804	54.9023515344759	42.0044215180545	49.4436468054558	48.6252076028788	89.2036049291889	52.6820276497696	18.4437511469994	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
