name	Literature_Model_Input	Literature_Model_v9_Output	Mouse_Microarray_v9_Input	Mouse_Microarray_v9_Output	Rat_Microarray_v9_Input	Rat_Microarray_v9_Output	Rat_RNA_Seq_v9_Input	Rat_RNA_Seq_v9_Output
'DDCRNe'	0	0	0	0	0	0	0	1
'DDECCRNe'	0	0	0	0	0	0	0	1
'DDECE1CRNe'	0	0	0	0	0	0	0	1
'DECCRNe'	0	0	0	0	0	0	0	1
'DECDICRNe'	0	0	0	0	0	0	0	1
'DESAT14_9'	0	0	0	0	0	1	0	1
'DESAT18_4'	0	0	0	0	0	0	0	1
'DESAT18_6'	0	0	0	0	0	1	0	0
'DESAT18_7'	0	0	0	0	0	1	0	0
'DESAT18_8'	0	0	0	0	0	1	0	0
'DESAT18_9'	0	0	0	0	0	1	0	0
'DESAT20_2'	0	0	0	0	0	0	0	1
'DESAT22_1p'	0	0	0	0	0	1	0	1
'DESAT22_2p'	0	0	0	0	0	1	0	1
'DHCR242r'	0	0	0	0	0	1	0	0
'DHCR243r'	0	0	0	0	0	1	0	0
'DHCR71r'	0	0	0	0	0	1	0	0
'DHCRD1'	0	0	0	0	0	1	0	0
'DLNLCGCPT1'	0	0	0	0	0	0	1	0
'DOCOSACTDr'	0	0	0	0	0	0	0	1
'ECOAH1m'	0	0	0	0	0	1	0	0
'ECOAH1x'	0	0	0	0	0	1	0	1
'EICOSTETCPT1'	0	0	0	0	0	1	1	0
'EICOSTETCPT2'	0	0	0	0	0	1	0	1
'ELAIDCPT1'	0	0	0	0	0	0	1	0
'ELAIDCPT2'	0	0	0	0	0	0	0	1
'EX_2hb[e]'	0	0	0	0	0	0	0	1
'EX_2obut[e]'	0	0	0	0	0	0	0	1
'EX_3bcrn[e]'	0	0	0	0	0	0	0	1
'EX_3ddcrn[e]'	0	0	0	0	0	0	0	1
'EX_3deccrn[e]'	0	0	0	0	0	0	0	1
'EX_3hdececrn[e]'	0	0	0	0	0	0	0	1
'EX_3hexdcrn[e]'	0	0	0	0	0	0	0	1
'EX_3ivcrn[e]'	0	0	0	0	0	0	0	1
'EX_3octdec2crn[e]'	0	0	0	0	0	0	0	1
'EX_3octdeccrn[e]'	0	0	0	0	0	0	0	1
'EX_3octdece1crn[e]'	0	0	0	0	0	0	0	1
'EX_3tdcrn[e]'	0	0	0	0	0	0	0	1
'EX_3tetd7ecoacrn[e]'	0	0	0	0	0	0	0	1
'EX_3thexddcoacrn[e]'	0	0	0	0	0	0	0	1
'EX_3ttetddcoacrn[e]'	0	0	0	0	0	0	0	1
'EX_4aabutn[e]'	0	0	0	1	0	0	0	0
'EX_5aop[e]'	0	0	0	0	0	0	0	1
'EX_acgly[e]'	0	0	0	0	0	0	0	1
'EX_asp_L[e]'	0	0	0	0	0	0	0	1
'EX_but[e]'	0	0	0	0	0	0	0	1
'EX_C02356[e]'	0	0	0	0	0	0	0	1
'EX_C05767[e]'	0	0	0	0	0	0	0	1
'EX_c101crn[e]'	0	0	0	0	0	0	0	1
'EX_c10crn[e]'	0	0	0	0	0	0	0	1
'EX_c3dc[e]'	0	0	0	0	0	0	0	1
'EX_c4dc[e]'	0	0	0	0	0	0	0	1
'EX_c51crn[e]'	0	0	0	0	0	0	0	1
'EX_c5dc[e]'	0	0	0	0	0	0	0	1
'EX_c81crn[e]'	0	0	0	0	0	0	0	1
'EX_CE1401[e]'	0	0	0	0	0	1	0	0
'EX_cyst_L[e]'	0	0	0	0	0	1	0	0
'EX_ddece1crn[e]'	0	0	0	0	0	0	0	1
'EX_ddecrn[e]'	0	0	0	0	0	0	0	1
'EX_decdicrn[e]'	0	0	0	0	0	0	0	1
'EX_elaid[e]'	0	0	0	0	0	1	0	1
'EX_glu_L[e]'	0	0	0	0	0	0	0	1
'EX_glx[e]'	0	0	0	0	0	0	0	1
'EX_gly[e]'	0	0	0	0	0	0	0	1
'EX_glyc_S[e]'	0	0	0	0	0	0	0	1
'EX_glyclt[e]'	0	0	0	0	0	0	0	1
'EX_HC02020[e]'	0	0	0	0	0	1	0	0
'EX_hcys_L[e]'	0	0	0	0	0	1	0	0
'EX_hdcea[e]'	0	0	0	0	0	1	0	0
'EX_hexgly[e]'	0	0	0	0	0	0	0	1
'EX_hxa[e]'	0	0	0	0	0	1	0	0
'EX_ivcrn[e]'	0	0	0	0	0	0	0	1
'EX_Lhcystin[e]'	0	0	0	0	0	1	0	0
'EX_M00019[e]'	0	0	0	0	0	1	0	1
'EX_M02745[e]'	0	0	0	0	0	1	0	1
'EX_ocdca[e]'	0	0	0	0	0	1	0	0
'EX_ocdcea[e]'	0	0	0	0	0	1	0	0
'EX_orn[e]'	0	0	0	1	0	0	0	0
'EX_oxa[e]'	0	0	0	0	0	0	0	1
'EX_ppbng[e]'	0	0	0	0	0	0	0	1
'EX_ptrc[e]'	0	0	0	1	0	0	0	0
'EX_ser_D[s]'	0	0	0	0	0	0	0	1
'EX_ser_L[e]'	0	0	0	0	0	0	0	1
'EX_serglyglu[e]'	0	0	0	0	0	0	0	1
'EX_sphings[e]'	0	0	0	0	0	1	0	0
'EX_stcrn[e]'	0	0	0	0	0	0	0	1
'EX_tetdec2crn[e]'	0	0	0	0	0	0	0	1
'EX_tetdece1crn[e]'	0	0	0	0	0	0	0	1
'EX_ttdcea[e]'	0	0	0	0	0	1	0	0
'EX_xolest_hs[e]'	0	0	0	0	0	0	0	1
'FADH2tru'	0	0	0	0	0	1	0	0
'FADH2tx'	0	0	0	0	0	1	0	0
'FADtru'	0	0	0	0	0	1	0	0
'FADtx'	0	0	0	0	0	1	0	0
'FAEL184'	0	0	0	0	0	1	0	1
'FAOXC101C102m'	0	0	0	0	1	0	0	0
'FAOXC101C102x'	0	0	0	0	0	1	0	0
'FAOXC101x'	0	0	0	0	0	1	0	0
'FAOXC102C101m'	0	0	0	0	0	1	0	0
'FAOXC102C103m'	0	0	0	0	1	0	0	1
'FAOXC102C103x'	0	0	0	0	0	1	0	1
'FAOXC102C81m'	0	0	0	0	0	0	0	1
'FAOXC102C81x'	0	0	0	0	0	1	0	1
'FAOXC102m'	0	0	0	0	0	0	0	1
'FAOXC102x'	0	0	0	0	0	1	0	1
'FAOXC103C102m'	0	0	0	0	0	0	0	1
'FAOXC103C102x'	0	0	0	0	0	1	0	1
'FAOXC10C10OHm'	0	0	0	0	1	0	0	0
'FAOXC10C8x'	0	0	0	0	0	1	0	0
'FAOXC11'	0	0	0	0	1	0	0	0
'FAOXC11C9m'	0	0	0	0	1	0	0	0
'FAOXC121C101m'	0	0	0	0	1	0	0	0
'FAOXC122C101m'	0	0	0	0	0	1	0	0
'FAOXC122m'	0	0	0	0	0	1	0	0
'FAOXC122x'	0	0	0	0	0	1	0	0
'FAOXC123C102m'	0	0	0	0	0	0	0	1
'FAOXC123C102x'	0	0	0	0	0	1	0	1
'FAOXC123m'	0	0	0	0	0	0	0	1
'FAOXC123x'	0	0	0	0	0	1	0	1
'FAOXC12C12OHm'	0	0	0	0	1	0	0	0
'FAOXC12DCc'	0	0	0	0	0	0	1	0
'FAOXC140'	0	0	0	0	1	0	0	0
'FAOXC141C121m'	0	0	0	0	0	1	0	0
'FAOXC141C141OHm'	0	0	0	0	0	0	0	1
'FAOXC142C122m'	0	0	0	0	0	1	0	0
'FAOXC142C122x'	0	0	0	0	0	1	0	0
'FAOXC142C142OHm'	0	0	0	0	0	0	0	1
'FAOXC143C123m'	0	0	0	0	0	0	0	1
'FAOXC143C123x'	0	0	0	0	0	1	0	1
'FAOXC14C12m'	0	0	0	0	0	1	0	0
'FAOXC14C14OHm'	0	0	0	0	0	0	0	1
'FAOXC150m'	0	0	0	0	1	0	0	0
'FAOXC160'	0	0	0	0	1	0	0	0
'FAOXC16080m'	0	0	0	0	1	0	0	0
'FAOXC161802m'	0	0	0	0	1	0	0	0
'FAOXC16180m'	0	0	0	0	1	0	0	0
'FAOXC161C141m'	0	0	0	0	0	1	0	0
'FAOXC161C161OHm'	0	0	0	0	0	0	0	1
'FAOXC162C142m'	0	0	0	0	0	1	0	1
'FAOXC162C162OHm'	0	0	0	0	0	0	0	1
'FAOXC163C142x'	0	0	0	0	0	1	0	0
'FAOXC163C164Gm'	0	0	0	0	0	1	0	0
'FAOXC163C164x'	0	0	0	0	0	1	0	0
'FAOXC163GC142m'	0	0	0	0	0	1	0	0
'FAOXC163Gm'	0	0	0	0	0	1	0	0
'FAOXC163x'	0	0	0	0	0	1	0	0
'FAOXC164C143m'	0	0	0	0	0	0	0	1
'FAOXC164C143x'	0	0	0	0	0	1	0	1
'FAOXC164C163x'	0	0	0	0	0	1	0	0
'FAOXC164C165m'	0	0	0	0	0	0	0	1
'FAOXC164C165x'	0	0	0	0	0	1	0	1
'FAOXC164GC163m'	0	0	0	0	0	1	0	0
'FAOXC164m'	0	0	0	0	0	0	0	1
'FAOXC164x'	0	0	0	0	0	1	0	1
'FAOXC165C164m'	0	0	0	0	0	0	0	1
'FAOXC165C164x'	0	0	0	0	0	1	0	1
'FAOXC16C14m'	0	0	0	0	0	1	0	0
'FAOXC16C14x'	0	0	0	0	0	1	0	0
'FAOXC16C16OHm'	0	0	0	0	0	0	0	1
'FAOXC170m'	0	0	0	0	1	0	0	0
'FAOXC180'	0	0	0	0	1	0	0	1
'FAOXC1811601m'	0	0	0	0	1	0	0	0
'FAOXC1811602m'	0	0	0	0	1	0	0	1
'FAOXC1811603m'	0	0	0	0	1	0	0	0
'FAOXC181C161m'	0	0	0	0	0	0	0	1
'FAOXC181C181OHm'	0	0	0	0	0	0	0	1
'FAOXC182806m'	0	0	0	0	1	0	0	1
'FAOXC18280m'	0	0	0	0	1	0	0	1
'FAOXC182C162m'	0	0	0	0	0	1	0	1
'FAOXC182C182OHm'	0	0	0	0	0	0	0	1
'FAOXC183803m'	0	0	0	0	1	0	0	0
'FAOXC183806m'	0	0	0	0	1	0	0	0
'FAOXC183C163Gm'	0	0	0	0	0	1	0	0
'FAOXC18480m'	0	0	0	0	1	0	0	1
'FAOXC18480x'	0	0	0	0	0	1	0	1
'FAOXC184C163m'	0	0	0	0	0	1	0	1
'FAOXC184C163x'	0	0	0	0	0	1	0	0
'FAOXC184C164m'	0	0	0	0	0	0	0	1
'FAOXC184C164x'	0	0	0	0	0	1	0	1
'FAOXC184m'	0	0	0	0	0	1	0	1
'FAOXC184x'	0	0	0	0	0	1	0	0
'FAOXC185C164m'	0	0	0	0	0	0	0	1
'FAOXC185m'	0	0	0	0	0	0	0	1
'FAOXC18C18OHm'	0	0	0	0	0	0	0	1
'FAOXC200180m'	0	0	0	0	1	0	0	1
'FAOXC200180x'	0	0	0	0	0	1	0	0
'FAOXC2031836m'	0	0	0	0	1	0	0	0
'FAOXC204'	0	0	0	0	1	0	0	0
'FAOXC204184m'	0	0	0	0	1	0	0	1
'FAOXC204C184m'	0	0	0	0	0	1	0	1
'FAOXC204C205x'	0	0	0	0	0	1	0	0
'FAOXC2051843m'	0	0	0	0	1	0	0	1
'FAOXC2051843x'	0	0	0	0	0	1	0	1
'FAOXC205C184x'	0	0	0	0	0	1	0	0
'FAOXC205C185m'	0	0	0	0	0	0	0	1
'FAOXC2242046m'	0	0	0	0	1	0	0	0
'FAOXC2251836m'	0	0	0	0	1	0	0	1
'FAOXC2252053m'	0	0	0	0	1	0	0	1
'FAOXC225C204m'	0	0	0	0	0	1	0	1
'FAOXC225C204x'	0	0	0	0	0	1	0	0
'FAOXC225C226m'	0	0	0	0	0	1	0	1
'FAOXC225C226x'	0	0	0	0	0	1	0	0
'FAOXC225m'	0	0	0	0	0	1	0	1
'FAOXC225x'	0	0	0	0	0	1	0	0
'FAOXC226'	0	0	0	0	1	0	0	1
'FAOXC226205m'	0	0	0	0	1	0	0	1
'FAOXC226C205m'	0	0	0	0	0	0	0	1
'FAOXC226C225m'	0	0	0	0	0	1	0	1
'FAOXC226C225x'	0	0	0	0	0	1	0	0
'FAOXC226C227m'	0	0	0	0	0	0	0	1
'FAOXC226m'	0	0	0	0	0	0	0	1
'FAOXC227C226m'	0	0	0	0	0	0	0	1
'FAOXC3DC'	0	0	0	0	0	0	1	0
'FAOXC4C4DCc'	0	0	0	0	0	0	1	0
'FAOXC5C5DCc'	0	0	0	0	0	0	1	0
'FAOXC5C5OHm'	0	0	0	0	0	0	0	1
'FAOXC5OHc'	0	0	0	0	0	0	1	0
'FAOXC61C4x'	0	0	0	0	0	1	0	1
'FAOXC61m'	0	0	0	0	0	0	0	1
'FAOXC61x'	0	0	0	0	0	1	0	1
'FAOXC7C5m'	0	0	0	0	1	0	0	0
'FAOXC80'	0	0	0	0	1	0	0	0
'FAOXC81C61m'	0	0	0	0	1	0	0	1
'FAOXC81C61x'	0	0	0	0	0	1	0	1
'FAOXC9C7m'	0	0	0	0	1	0	0	0
'FAOXTC101TC102m'	0	0	0	0	1	0	0	1
'FAOXTC102C101m'	0	0	0	0	0	1	0	1
'FAOXTC122m'	0	0	0	0	0	1	0	1
'FAOXTC122TC101m'	0	0	0	0	0	1	0	1
'FAOXTC142TC122m'	0	0	0	0	0	1	0	1
'FAOXTC162TC142m'	0	0	0	0	0	1	0	1
'FAOXTC182TC162m'	0	0	0	0	0	1	0	1
'FAS120COA'	0	0	0	0	0	0	0	1
'FOAXC122C101x'	0	0	0	0	0	1	0	0
'GARFT'	0	0	0	0	0	1	0	0
'GCC2cm'	0	0	0	0	0	0	0	1
'GGNG'	0	1	0	0	1	0	0	0
'GLBRAN'	0	1	0	0	0	0	0	0
'GLCAASE1ly'	0	0	0	0	1	0	0	0
'GLGNS1'	0	1	0	0	1	0	0	0
'GLPASE1'	0	1	0	0	0	0	0	0
'GLPASE2'	0	1	0	0	0	0	0	0
'GLUDC'	0	0	0	0	0	0	0	1
'GLUPROASCT1'	0	0	0	0	0	0	0	1
'GLUPRT'	0	0	0	0	0	1	0	0
'GLUt6_s'	0	0	0	0	0	0	1	0
'GLUt6'	0	0	0	0	0	0	1	0
'GLUTCOAACBP'	0	0	0	0	0	0	0	1
'GLXO1'	0	0	0	0	0	0	0	1
'GLXte'	0	0	0	0	0	0	0	1
'GLYACm'	0	0	0	0	0	0	0	1
'GLYC_St'	0	0	0	0	0	0	0	1
'GLYCLTtd'	0	0	0	0	0	0	0	1
'GLYtm'	0	0	0	0	0	0	0	1
'GTHPm'	0	0	0	0	0	0	1	0
'GUAPRT'	0	0	0	0	1	0	0	0
'HACD1m'	0	0	0	0	0	1	0	0
'HACD1x'	0	0	0	0	0	1	0	1
'HC02020te'	0	0	0	0	0	1	0	0
'HC02020tr'	0	0	0	0	0	1	0	0
'HCYSte'	0	0	0	0	0	1	0	0
'HDCACBP'	0	0	0	0	0	0	0	1
'HDCEAtr'	0	0	0	0	0	1	0	0
'HDD2COAtx'	0	0	0	0	0	0	0	1
'HDDACBP'	0	0	0	0	0	0	0	1
'HDECAACBP'	0	0	0	0	0	0	0	1
'HDECEACBP'	0	0	0	0	0	0	0	1
'HEDCECRNe'	0	0	0	0	0	0	0	1
'HEX1'	0	1	0	0	0	0	0	0
'HEX7'	0	1	0	0	0	0	0	0
'HEXCOAACBP'	0	0	0	0	0	0	0	1
'HEXDCRNe'	0	0	0	0	0	0	0	1
'HEXGLYc'	0	0	0	0	0	0	0	1
'HEXGLYte'	0	0	0	0	0	0	0	1
'HIVCACBP'	0	0	0	0	0	0	0	1
'HIVCRNe'	0	0	0	0	0	0	0	1
'HMBS'	0	0	0	0	0	0	0	1
'HMR_0019'	0	0	0	0	0	0	1	0
'HMR_0020'	0	0	0	0	0	0	0	1
'HMR_0156'	0	0	0	0	0	0	0	1
'HMR_0182'	0	0	0	0	0	0	0	1
'HMR_0593'	0	0	0	0	0	1	0	0
'HMR_0601'	0	0	0	0	0	1	0	0
'HMR_0672'	0	0	0	0	0	1	0	0
'HMR_0678'	0	0	0	0	0	1	1	0
'HMR_0753'	0	0	0	0	0	1	0	0
'HMR_0758'	0	0	0	0	0	1	0	0
'HMR_0765'	0	0	0	0	0	0	1	0
'HMR_2259'	0	0	0	0	0	0	0	1
'HMR_2260'	0	0	0	0	0	0	0	1
'HMR_2261'	0	0	0	0	0	0	0	1
'HMR_2262'	0	0	0	0	0	0	0	1
'HMR_2263'	0	0	0	0	0	0	0	1
'HMR_2264'	0	0	0	0	0	0	0	1
'HMR_2265'	0	0	0	0	0	0	0	1
'HMR_2266'	0	0	0	0	0	0	0	1
'HMR_2287'	0	0	0	0	0	1	0	1
'HMR_2296'	0	0	0	0	0	1	0	0
'HMR_2342'	0	0	0	0	0	0	0	1
'HMR_2343'	0	0	0	0	0	0	0	1
'HMR_2344'	0	0	0	0	0	0	0	1
'HMR_2345'	0	0	0	0	0	0	0	1
'HMR_2347'	0	0	0	0	0	1	0	0
'HMR_2348'	0	0	0	0	0	1	0	0
'HMR_2349'	0	0	0	0	0	1	0	0
'HMR_2350'	0	0	0	0	0	1	0	0
'HMR_2353'	0	0	0	0	0	1	0	1
'HMR_2354'	0	0	0	0	0	1	0	1
'HMR_2355'	0	0	0	0	0	1	0	1
'HMR_2356'	0	0	0	0	0	1	0	1
'HMR_2359'	0	0	0	0	0	1	0	0
'HMR_2361'	0	0	0	0	0	1	0	1
'HMR_2362'	0	0	0	0	0	1	0	1
'HMR_2363'	0	0	0	0	0	1	0	1
'HMR_2364'	0	0	0	0	0	1	0	1
'HMR_2365'	0	0	0	0	0	1	0	1
'HMR_2368'	0	0	0	0	0	1	0	0
'HMR_2391'	0	0	0	0	0	0	0	1
'HMR_2484'	0	0	0	0	0	1	0	1
'HMR_2530'	0	0	0	0	0	1	0	0
'HMR_2533'	0	0	0	0	0	1	0	0
'HMR_2535'	0	0	0	0	0	1	0	0
'HMR_2537'	0	0	0	0	0	1	0	0
'HMR_2540'	0	0	0	0	0	1	0	1
'HMR_2541'	0	0	0	0	0	1	0	1
'HMR_2542'	0	0	0	0	0	1	0	1
'HMR_2543'	0	0	0	0	0	1	0	1
'HMR_2569'	0	0	0	0	0	0	0	1
'HMR_2602'	0	0	0	0	0	0	1	0
'HMR_2603'	0	0	0	0	0	0	0	1
'HMR_2604'	0	0	0	0	0	0	0	1
'HMR_2608'	0	0	0	0	0	0	1	0
'HMR_2609'	0	0	0	0	0	0	0	1
'HMR_2610'	0	0	0	0	0	0	0	1
'HMR_2611'	0	0	0	0	0	1	1	0
'HMR_2613'	0	0	0	0	0	1	0	0
'HMR_2620'	0	0	0	0	0	1	1	0
'HMR_2621'	0	0	0	0	0	1	0	1
'HMR_2622'	0	0	0	0	0	1	0	1
'HMR_2633'	0	0	0	0	0	1	1	0
'HMR_2635'	0	0	0	0	0	1	0	0
'HMR_2648'	0	0	0	0	0	0	1	0
'HMR_2651'	0	0	0	0	0	0	1	0
'HMR_2657'	0	0	0	0	0	1	1	0
'HMR_2659'	0	0	0	0	0	1	0	0
'HMR_2660'	0	0	0	0	0	0	1	0
'HMR_2661'	0	0	0	0	0	0	0	1
'HMR_2662'	0	0	0	0	0	0	0	1
'HMR_2666'	0	0	0	0	0	1	1	0
'HMR_2668'	0	0	0	0	0	1	0	0
'HMR_2669'	0	0	0	0	0	1	1	0
'HMR_2670'	0	0	0	0	0	1	0	1
'HMR_2671'	0	0	0	0	0	1	0	1
'HMR_2675'	0	0	0	0	0	0	1	0
'HMR_2676'	0	0	0	0	0	0	0	1
'HMR_2677'	0	0	0	0	0	0	0	1
'HMR_2679'	0	0	0	0	0	1	0	0
'HMR_2681'	0	0	0	0	0	0	1	0
'HMR_2682'	0	0	0	0	0	0	0	1
'HMR_2683'	0	0	0	0	0	0	0	1
'HMR_2684'	0	0	0	0	0	0	1	0
'HMR_2687'	0	0	0	0	0	1	1	0
'HMR_2688'	0	0	0	0	0	1	0	1
'HMR_2689'	0	0	0	0	0	1	0	1
'HMR_2690'	0	0	0	0	0	1	1	0
'HMR_2691'	0	0	0	0	0	1	0	1
'HMR_2692'	0	0	0	0	0	1	0	1
'HMR_2693'	0	0	0	0	0	1	1	0
'HMR_2695'	0	0	0	0	0	1	0	1
'HMR_2697'	0	0	0	0	0	1	0	1
'HMR_2699'	0	0	0	0	0	0	1	0
'HMR_2700'	0	0	0	0	0	0	0	1
'HMR_2701'	0	0	0	0	0	0	0	1
'HMR_2702'	0	0	0	0	0	0	1	0
'HMR_2705'	0	0	0	0	0	0	1	0
'HMR_2708'	0	0	0	0	0	1	1	0
'HMR_2709'	0	0	0	0	0	1	0	1
'HMR_2710'	0	0	0	0	0	1	0	1
'HMR_2711'	0	0	0	0	0	0	1	0
'HMR_2712'	0	0	0	0	0	0	0	1
'HMR_2713'	0	0	0	0	0	0	0	1
'HMR_2733'	0	0	0	0	0	1	1	0
'HMR_2734'	0	0	0	0	0	1	0	1
'HMR_2735'	0	0	0	0	0	1	0	1
'HMR_2736'	0	0	0	0	0	1	1	0
'HMR_2737'	0	0	0	0	0	1	0	1
'HMR_2738'	0	0	0	0	0	1	0	1
'HMR_2739'	0	0	0	0	0	0	1	0
'HMR_2768'	0	0	0	0	0	0	1	0
'HMR_2771'	0	0	0	0	0	0	1	0
'HMR_2774'	0	0	0	0	0	0	1	0
'HMR_2851'	0	0	0	0	0	0	0	1
'HMR_2852'	0	0	0	0	0	0	0	1
'HMR_2865'	0	0	0	0	0	0	0	1
'HMR_2866'	0	0	0	0	0	0	0	1
'HMR_2884'	0	0	0	0	0	0	0	1
'HMR_2886'	0	0	0	0	0	0	0	1
'HMR_2888'	0	0	0	0	0	0	0	1
'HMR_2890'	0	0	0	0	0	0	0	1
