del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula	mta_score_prctile
EX_pcholn281_hs[e]	0.0552421313603365	0.00715014237030333	Exchange/demand reaction		NA	[e]	NA	99.7446536865624
PCHOLN261_HSte	0.0552421313603365	0.00715014237030333	Transport, extracellular		NA	intercompartmental	NA	99.7446536865624
PCHOLN281_HSte	0.0552421313603365	0.00715014237030333	Transport, extracellular		NA	intercompartmental	NA	99.7446536865624
PCHOLN28_HSte	0.0552421313603365	0.00715014237030333	Transport, extracellular		NA	intercompartmental	NA	99.7446536865624
LPASE	0.0552414187953861	0.00715014599609163	Glycerophospholipid metabolism	5321.1 or 1178.1 or 29124.1	phospholipid metabolism	[c]	NA	99.6010213852537
PLA2_2	0.0552414187953861	0.00715014599609163	Glycerophospholipid metabolism	8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1	phospholipid metabolism, extracellular space/ phospholipase A2	[c]	NA	99.6010213852537
G3PCtr	0.0552414187953861	0.00715014599609163	Transport, extracellular		NA	intercompartmental	NA	99.6010213852537
EX_g3pc[e]	0.0552414187953861	0.00715014599609163	Exchange/demand reaction		NA	[e]	NA	99.6010213852537
PPNCL3	0.0552369834199665	0.00715015990057806	CoA synthesis	79717.1	NA	[c]	NA	99.5371848068943
2PGtr	0.0552325926730761	0.00715007455871045	Transport, extracellular		NA	intercompartmental	NA	99.5212256623045
EX_2pg[e]	0.0552325926730761	0.00715007455871045	Exchange/demand reaction		NA	[e]	NA	99.5212256623045
DPCOAK	0.0552304454252606	0.00714974795592739	CoA synthesis	80347.1	NA	[c]	NA	99.4893073731248
PTPAT	0.0552304454252606	0.00714974795592739	CoA synthesis	80347.1	NA	[c]	NA	99.4893073731248
EX_3mhis[e]	0.0552298041372258	0.0071500733981798	Exchange/demand reaction		NA	[e]	NA	99.4573890839451
3SALACBOXL	0.055229652208594	0.00714991695059812	Taurine and hypotaurine metabolism	51380.1 or 2571.1 or 2572.1 or 2571.2	cysteine and CoA metabolism	[c]	NA	99.4414299393553
HYPTROX	0.055229652208594	0.00714991695059812	Taurine and hypotaurine metabolism		cysteine and CoA metabolism	[c]	NA	99.4414299393553
C14769td1	0.0552276994017227	0.00715004682983859	Transport, extracellular		NA	intercompartmental	NA	99.4095116501755
EX_C14769[e]	0.0552276994017227	0.00715004682983859	Exchange/demand reaction		NA	[e]	NA	99.4095116501755
HMR_0946	0.0552276994017227	0.00715004682983859	Arachidonic acid metabolism	64816.1 or 1565.1 or 1577.1 or 1562.1 or 1571.1 or 1573.1 or 1588.1 or 1545.1 or 1559.1 or 1558.1 or 1543.1 or 1544.1 or 1580.1 or 113612.1 or 1576.1 or 1551.1 or 1557.1 or 29785.1 or 57834.1 or 199974.1 or 66002.1 or 260293.1 or 11283.1 or 1555.1 or 1572.1 or 1553.1 or 1549.1 or 1548.1	NA	[c]	NA	99.4095116501755
3MHISc	0.0552275654206607	0.007150054368825	Histidine metabolism		NA	[c]	NA	99.361634216406
PCHOL_HStg	0.0552264418507982	0.00715003607762881	Transport, golgi apparatus		NA	intercompartmental	NA	99.3456750718161
CHOLtr	0.0552255506848615	0.00715002964037345	Transport, endoplasmic reticular		NA	intercompartmental	NA	99.3297159272263
PCHOLPr_hs	0.0552255506848615	0.00715002964037345	Glycerophospholipid metabolism	5337.1	NA	[r]	NA	99.3297159272263
HMR_3966	0.0552254713334414	0.00715002354534902	Nucleotide metabolism	3704.1	NA	[m]	NA	99.2977976380466
SMS1	0.0552252466479192	0.00715002705176549	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.2818384934567
SMS13	0.0552252466479192	0.00715002705176549	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.2818384934567
EX_sphmyln180241_hs[e]	0.0552252466479192	0.00715002705176549	Exchange/demand reaction		NA	[e]	NA	99.2818384934567
EX_sphmyln18114_hs[e]	0.0552252466479192	0.00715002705176549	Exchange/demand reaction		NA	[e]	NA	99.2818384934567
SPHMYLN180241_hs_SECt	0.0552252466479192	0.00715002705176549	Transport, extracellular		NA	intercompartmental	NA	99.2818384934567
SPHMYLN18114_hs_SECt	0.0552252466479192	0.00715002705176549	Transport, extracellular		NA	intercompartmental	NA	99.2818384934567
SMS10	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS11	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS12	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS16	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS14	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS15	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS2	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS3	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS4	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS5	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS6	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS7	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS8	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
SMS9	0.0552252464694543	0.00715002704844817	Glycerophospholipid metabolism	259230.1 or 166929.1	NA	[c]	NA	99.1860836259177
EX_sphmyln18115_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln18116_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln181161_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln18117_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln18118_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln181181_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln18120_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln181201_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln18121_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln18122_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln181221_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln18123_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln1824_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
EX_sphmyln1825_hs[e]	0.0552252464694543	0.00715002704844817	Exchange/demand reaction		NA	[e]	NA	99.1860836259177
SPHMYLN18115_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN18116_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN181161_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN18117_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN18118_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN181181_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN18120_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN181201_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN18121_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN18122_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN181221_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN18123_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN1824_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
SPHMYLN1825_hs_SECt	0.0552252464694543	0.00715002704844817	Transport, extracellular		NA	intercompartmental	NA	99.1860836259177
CE2512te	0.0552252336557751	0.0071500269677687	Transport, extracellular		NA	intercompartmental	NA	98.5157995531439
HMR_0321	0.0552252336557751	0.0071500269677687	Transport, extracellular	19.1	NA	intercompartmental	NA	98.5157995531439
EX_ps_hs[e]	0.0552252336402034	0.00715002697646989	Exchange/demand reaction		NA	[e]	NA	98.4838812639643
EX_clpnd[e]	0.0552252334524868	0.0071500269751747	Exchange/demand reaction		NA	[e]	NA	98.4679221193744
S6T3g	0.0552252334107873	0.00715002696503628	Keratan sulfate synthesis	8534.1 or 9469.1	NA	[g]	NA	98.4519629747845
HMR_3069	0.0552252333766415	0.00715002696322374	Fatty acid oxidation	30.1 or 4645.1	NA	[x]	NA	98.4360038301947
HMR_3070	0.0552252333766415	0.00715002696322374	Fatty acid oxidation	8310.1 or 51.1	NA	[x]	NA	98.4360038301947
GLYC3tr	0.0552252333487505	0.00715002696326767	Transport, extracellular		NA	intercompartmental	NA	98.404085541015
EX_glyc3p[e]	0.0552252333487505	0.00715002696326767	Exchange/demand reaction		NA	[e]	NA	98.404085541015
ACCOAgt	0.05522523327045	0.00715002696369159	Transport, extracellular	9197.1	NA	intercompartmental	NA	98.3721672518353
COAtg	0.05522523327045	0.00715002696369159	Transport, golgi apparatus		NA	intercompartmental	NA	98.3721672518353
EX_oagd3_hs[e]	0.05522523327045	0.00715002696369159	Exchange/demand reaction		NA	[e]	NA	98.3721672518353
GAO1g	0.05522523327045	0.00715002696369159	Sphingolipid metabolism	9197.1	NA	[g]	NA	98.3721672518353
OAGD3te	0.05522523327045	0.00715002696369159	Transport, extracellular		NA	intercompartmental	NA	98.3721672518353
OAGD3tg	0.05522523327045	0.00715002696369159	Transport, golgi apparatus		NA	intercompartmental	NA	98.3721672518353
FAOXC225C226x	0.0552252332534455	0.00715002696514211	Fatty acid oxidation	51.1	betaoxidation	[x]	NA	98.2764123842962
FAOXC226C225x	0.0552252332534455	0.00715002696514211	Fatty acid oxidation	26063.1	betaoxidation	[x]	NA	98.2764123842962
HMR_0842	0.0552252332528485	0.00715002696252973	Glycosphingolipid metabolism	2583.1	NA	[c]	NA	98.2444940951165
B3GNT12g	0.0552252332522356	0.00715002696209823	Blood group synthesis	10678.1 or 10678.2	NA	[g]	NA	98.2285349505267
B3GNT315g	0.0552252332522356	0.00715002696209823	Blood group synthesis	10331.1	NA	[g]	NA	98.2285349505267
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e]	0.0552252332522356	0.00715002696209823	Exchange/demand reaction		NA	[e]	NA	98.2285349505267
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte	0.0552252332522356	0.00715002696209823	Transport, extracellular		NA	intercompartmental	NA	98.2285349505267
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg	0.0552252332522356	0.00715002696209823	Transport, golgi apparatus		NA	intercompartmental	NA	98.2285349505267
FUT910g	0.0552252332522356	0.00715002696209823	Blood group synthesis	10690.1	NA	[g]	NA	98.2285349505267
FUT911g	0.0552252332522356	0.00715002696209823	Blood group synthesis	10690.1	NA	[g]	NA	98.2285349505267
FUT99g	0.0552252332522356	0.00715002696209823	Blood group synthesis	10690.1	NA	[g]	NA	98.2285349505267
HMR_3341	0.0552252332412248	0.00715002696152324	Fatty acid oxidation	30.1 or 4645.1	NA	[x]	NA	98.1008617938079
HMR_3342	0.0552252332412248	0.00715002696152324	Fatty acid oxidation	8310.1 or 51.1	NA	[x]	NA	98.1008617938079
HMR_3343	0.0552252332332735	0.00715002696223217	Fatty acid oxidation	1962.1	NA	[x]	NA	98.0689435046282
IDOAASE3ly	0.055225233228655	0.00715002696271888	Heparan sulfate degradation	3425.1	chondroitin sulphate degradation, lysosome	[l]	NA	98.0529843600383
EX_tettet6[e]	0.0552252332216949	0.00715002696257306	Exchange/demand reaction		NA	[e]	NA	98.0370252154485
EX_hexc[e]	0.0552252332183233	0.00715002696188469	Exchange/demand reaction		NA	[e]	NA	98.0210660708586
HMR_0342	0.0552252332183233	0.00715002696188469	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	NA	[c]	NA	98.0210660708586
HMR_0343	0.0552252332183233	0.00715002696188469	Transport, extracellular	19.1	NA	intercompartmental	NA	98.0210660708586
ACNACNGAL14ACGLCGALGLUSIDEte	0.0552252332177901	0.00715002696230047	Transport, extracellular		NA	intercompartmental	NA	97.9731886370891
EX_acnacngal14acglcgalgluside_hs[e]	0.0552252332177901	0.00715002696230047	Exchange/demand reaction		NA	[e]	NA	97.9731886370891
S6TASE18ly	0.0552252332112447	0.00715002696201785	Keratan sulfate degradation	2799.1	NA	[l]	NA	97.9412703479094
KSII_CORE2t	0.0552252332049603	0.00715002696730208	Transport, extracellular		NA	intercompartmental	NA	97.9253112033195
KSII_CORE2tly	0.0552252332049603	0.00715002696730208	Transport, lysosomal		NA	intercompartmental	NA	97.9253112033195
HSAT2ly	0.0552252332004579	0.00715002696248346	Heparan sulfate degradation		NA	intercompartmental	NA	97.8933929141398
HMR_0296	0.0552252332004322	0.00715002696180196	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	NA	intercompartmental	NA	97.87743376955
SIAASE3ly	0.0552252332000981	0.0071500269620256	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	NA	[l]	NA	97.8614746249601
HMR_0839	0.0552252331985142	0.00715002696177901	Glycosphingolipid metabolism	29906.1	NA	[c]	NA	97.8455154803703
EX_tetpent3[e]	0.0552252331979657	0.00715002696187522	Exchange/demand reaction		NA	[e]	NA	97.8295563357804
G14T21g	0.0552252331922308	0.00715002696169059	Keratan sulfate synthesis	8703.1 or 2683.1 or 8704.2 or 8704.1 or 9334.1	NA	[g]	NA	97.8135971911906
3HPVSTETtev	0.0552252331889481	0.00715002696115696	Drug metabolism		NA	intercompartmental	NA	97.7976380466007
EX_3hpvstet[e]	0.0552252331889481	0.00715002696115696	Exchange/demand reaction		NA	[e]	NA	97.7976380466007
3HPVSCOAhc	0.0552252331889481	0.00715002696115696	Drug metabolism		NA	[c]	NA	97.7976380466007
3HPVSTEThc	0.0552252331889481	0.00715002696115696	Drug metabolism		NA	[c]	NA	97.7976380466007
B3GALT43g	0.055225233188014	0.00715002696182556	Sphingolipid metabolism	8705.1	NA	[g]	NA	97.7338014682413
GALGT3	0.055225233188014	0.00715002696182556	Sphingolipid metabolism	2583.1	NA	[g]	NA	97.7338014682413
GQ1Btg	0.055225233188014	0.00715002696182556	Transport, golgi apparatus		NA	intercompartmental	NA	97.7338014682413
ST3GAL23g	0.055225233188014	0.00715002696182556	Sphingolipid metabolism	6483.1	NA	[g]	NA	97.7338014682413
ST8SIA52g	0.055225233188014	0.00715002696182556	Sphingolipid metabolism	29906.1	NA	[g]	NA	97.7338014682413
EX_pmtcrn[e]	0.0552252331879091	0.00715002696266155	Exchange/demand reaction		NA	[e]	NA	97.6540057452921
PMTCRNtr	0.0552252331879091	0.00715002696266155	Transport, extracellular		transport, extracellular	intercompartmental	NA	97.6540057452921
EX_lpam[e]	0.0552252331848658	0.00715002696184703	Exchange/demand reaction		NA	[e]	NA	97.6220874561124
LPAMt	0.0552252331848658	0.00715002696184703	Transport, extracellular		NA	intercompartmental	NA	97.6220874561124
LPAMtm	0.0552252331848658	0.00715002696184703	Transport, mitochondrial		NA	intercompartmental	NA	97.6220874561124
UAG4E	0.0552252331824797	0.00715002696169474	Aminosugar metabolism	2582.1 or 2582.2	amino sugar metabolism	[c]	NA	97.5742100223428
HMR_2771	0.0552252331823566	0.00715002696142525	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	NA	[c]	NA	97.558250877753
HMR_2772	0.0552252331823566	0.00715002696142525	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	NA	intercompartmental	NA	97.558250877753
HMR_2773	0.0552252331823566	0.00715002696142525	Transport, mitochondrial	1384.1 or 1376.1	NA	[m]	NA	97.558250877753
HMR_3424	0.0552252331823566	0.00715002696142525	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	NA	[m]	NA	97.558250877753
S6TASE26ly	0.0552252331809903	0.00715002696244395	Keratan sulfate degradation	2799.1	chondroitin degradation, lysosome	[l]	NA	97.4944142993936
34DHOXPEGOX	0.0552252331804447	0.00715002696162426	Tyrosine metabolism	130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1)	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	NA	97.4784551548037
34DHOXPEGt	0.0552252331804447	0.00715002696162426	Transport, extracellular		tyrosine metabolism, cytosol/ degradation of catechoamines	intercompartmental	NA	97.4784551548037
EX_34dhoxpeg[e]	0.0552252331804447	0.00715002696162426	Exchange/demand reaction		NA	[e]	NA	97.4784551548037
3MOX4HOXMte	0.0552252331794607	0.00715002696321548	Transport, extracellular		NA	intercompartmental	NA	97.4305777210342
EX_3mox4hoxm[e]	0.0552252331794607	0.00715002696321548	Exchange/demand reaction		NA	[e]	NA	97.4305777210342
BGAL3l	0.0552252331792814	0.00715002695835457	Sphingolipid metabolism	2720.1	NA	[l]	NA	97.3986594318545
HEXA2l	0.0552252331792814	0.00715002695835457	Sphingolipid metabolism	3073.1 and 3074.1	NA	[l]	NA	97.3986594318545
GD1Btl	0.0552252331792814	0.00715002695835457	Transport, lysosomal		NA	intercompartmental	NA	97.3986594318545
GD3tlc	0.0552252331792814	0.00715002695835457	Transport, lysosomal		NA	intercompartmental	NA	97.3986594318545
EX_glyc[e]	0.0552252331766975	0.00715002696167513	Exchange/demand reaction		NA	[e]	NA	97.3348228534951
RE3038C	0.055225233176143	0.00715002696142076	Arachidonic acid metabolism	2053.1	lipoxin synthesis	[c]	NA	97.3188637089052
RE3040C	0.055225233176143	0.00715002696142076	Arachidonic acid metabolism	2053.1	lipoxin synthesis	[c]	NA	97.3188637089052
C06314t	0.055225233176143	0.00715002696142076	Transport, extracellular		NA	intercompartmental	NA	97.3188637089052
EX_C06314[e]	0.055225233176143	0.00715002696142076	Exchange/demand reaction		NA	[e]	NA	97.3188637089052
FAOXC122x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 or 10455.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC142C122x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	51.1 and 1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC163C142x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC163C164x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	51.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC163x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 or 10455.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC164C163x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	26063.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC184C163x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC184x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 or 10455.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC204C205x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	51.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC205C184x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	97.2550271305458
FAOXC225C204x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	97.2550271305458
FOAXC122C101x	0.0552252331756092	0.00715002696164147	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	betaoxidation	[x]	NA	97.2550271305458
PEDH14_HSPLA2	0.0552252331744157	0.00715002696150243	Glycerophospholipid metabolism	8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1	NA	[c]	NA	97.0635173954676
EX_pe14_hs[e]	0.0552252331744157	0.00715002696150243	Exchange/demand reaction		NA	[e]	NA	97.0635173954676
PE14_HSABCt	0.0552252331744157	0.00715002696150243	Transport, extracellular	23250.1 or 286410.1	NA	intercompartmental	NA	97.0635173954676
PEAR_HSPLA2	0.0552252331743224	0.00715002696159077	Glycerophospholipid metabolism	8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1	NA	[c]	NA	97.0156399616981
ARACHETH	0.0552252331743224	0.00715002696159077	Glycerophospholipid metabolism	5337.1 or 5338.1	lipid metabolism	[e]	NA	97.0156399616981
EX_aracheth[e]	0.0552252331743224	0.00715002696159077	Exchange/demand reaction		NA	[e]	NA	97.0156399616981
PEAR_HSABCt	0.0552252331743224	0.00715002696159077	Transport, extracellular	23250.1 or 286410.1	NA	intercompartmental	NA	97.0156399616981
HMR_0319	0.0552252331741775	0.00715002696156141	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	NA	[c]	NA	96.9518033833387
HMR_2705	0.0552252331741775	0.00715002696156141	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	NA	[c]	NA	96.9518033833387
HMR_2706	0.0552252331741775	0.00715002696156141	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	NA	intercompartmental	NA	96.9518033833387
HMR_2707	0.0552252331741775	0.00715002696156141	Transport, mitochondrial	1384.1 or 1376.1	NA	[m]	NA	96.9518033833387
HMR_3218	0.0552252331741775	0.00715002696156141	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	NA	[m]	NA	96.9518033833387
HMR_3219	0.0552252331741775	0.00715002696156141	Fatty acid oxidation	3030.1 or 1892.1	NA	[m]	NA	96.9518033833387
HMR_3220	0.0552252331741775	0.00715002696156141	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	NA	[m]	NA	96.9518033833387
HMR_3221	0.0552252331741775	0.00715002696156141	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	NA	[m]	NA	96.9518033833387
ESTRIOLtr	0.0552252331727485	0.00715002696139797	Transport, endoplasmic reticular		NA	intercompartmental	NA	96.8241302266199
