del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	RxnFormula	mta_score_prctile
EX_CE2049[e]	0.0745559810947774	0.00637351796236154	Exchange/demand reaction		NA	[e]	NA	99.4420532440619
HMR_2457	0.0745559810947774	0.00637351796236154	Linoleate metabolism	64816.1 or 1565.1 or 1577.1 or 1562.1 or 1571.1 or 1573.1 or 1588.1 or 1545.1 or 1559.1 or 1558.1 or 1543.1 or 1544.1 or 1580.1 or 113612.1 or 1576.1 or 1551.1 or 1557.1 or 29785.1 or 57834.1 or 199974.1 or 66002.1 or 260293.1 or 11283.1 or 1555.1 or 1572.1 or 1553.1 or 1549.1 or 1548.1	NA	[c]	NA	99.4420532440619
P45027A1m	0.0745525398764236	0.0113792807630745	Bile acid synthesis	1593.1	cholesterol metabolism	[m]	NA	99.3782879005261
EX_fald[e]	0.0745519652491311	0.0063735275124369	Exchange/demand reaction		NA	[e]	NA	99.3623465646421
r1421	0.0745519652491311	0.0063735275124369	Transport, extracellular		NA	intercompartmental	NA	99.3623465646421
EX_cit[e]	0.0745428715691165	0.00637502506081256	Exchange		NA	[e]	NA	99.3304638928742
DM_oretn_n_	0.0745356365914882	0.00637343348431221	Exchange/demand reaction		NA	[n]	NA	99.3145225569903
ORETNF	0.0745356365914882	0.00637343348431221	Vitamin A metabolism		vitamin a metabolism, cytosol	[c]	NA	99.3145225569903
ORETNtn	0.0745356365914882	0.00637343348431221	Transport, nuclear		vitamin a metabolism, cytosol	intercompartmental	NA	99.3145225569903
PI34P5K	0.0745353411536384	0.0063734783992533	Inositol phosphate metabolism	8394.1 or 23396.1 or 8395.1	NA	[c]	NA	99.2666985493384
EX_amp[e]	0.074534341782943	0.0063734895961351	Exchange/demand reaction		NA	[e]	NA	99.2507572134545
FAOXC16080m	0.0745333471541304	0.00637346862985705	Fatty acid oxidation	35.1 or 34.1	betaoxidation	[m]	NA	99.2348158775705
EX_vacc[e]	0.07453252054402	0.00637347029470702	Exchange/demand reaction		NA	[e]	NA	99.2188745416866
FAOXC160	0.0745318604335021	0.00637346685546416	Fatty acid oxidation	34.1 or 35.1	betaoxidation	[m]	NA	99.2029332058027
FAOXC184C164m	0.0745313607459403	0.00637347642292439	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	betaoxidation	[m]	NA	99.1869918699187
EX_cholate[e]	0.0745312623642768	0.00637349750683952	Exchange/demand reaction		NA	[e]	NA	99.1710505340347
DUTPDPm	0.0745310328995093	0.0063734595614209	Nucleotide interconversion	1854.1 or 3704.1	NA	[m]	NA	99.1551091981508
URIDK2m	0.0745310328995093	0.0063734595614209	Nucleotide interconversion	1841.1	pyrimidine synthesis/ de novo	[m]	NA	99.1551091981508
r0541	0.0745306340295971	0.00637345928402291	Tryptophan metabolism	2639.1	lysine metabolism	[m]	NA	99.1232265263829
HMR_3339	0.0745306208103229	0.00637345919909671	Fatty acid oxidation	1962.1	NA	[x]	NA	99.107285190499
HMR_3340	0.0745306208103229	0.00637345919909671	Fatty acid oxidation	1962.1 or 3295.1	NA	[x]	NA	99.107285190499
GALASE19ly	0.0745306205293925	0.00637345919483332	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	NA	[l]	NA	99.0754025187311
NAGLCAly	0.0745306205293925	0.00637345919483332	Keratan sulfate degradation		NA	[l]	NA	99.0754025187311
HMR_0359	0.0745306203437944	0.00637345920219722	Transport, extracellular	19.1	NA	intercompartmental	NA	99.0435198469632
HMR_0828	0.074530620167175	0.00637345919534714	Glycosphingolipid metabolism	3074.1 or 284004.1 or 3073.1	NA	[c]	NA	99.0275785110792
C12OHc	0.0745306201383194	0.00637345919432011	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	carnitine shuttle	[c]	NA	99.0116371751953
DDCRNe	0.0745306201383194	0.00637345919432011	Fatty acid oxidation		NA	intercompartmental	NA	99.0116371751953
EX_3ddcrn[e]	0.0745306201383194	0.00637345919432011	Exchange/demand reaction		NA	[e]	NA	99.0116371751953
HDDACBP	0.0745306201383194	0.00637345919432011	Fatty acid oxidation	1622.1	NA	intercompartmental	NA	99.0116371751953
SMVACIDhep	0.0745306201165112	0.00637345919490224	Drug metabolism	2990.1	NA	[r]	NA	98.9478718316595
SMVGLUChep	0.0745306201165112	0.00637345919490224	Drug metabolism	(54658.1 or 54659.1)	NA	[r]	NA	98.9478718316595
XYLUDte	0.0745306200889232	0.00637345919422536	Transport, extracellular		NA	intercompartmental	NA	98.9159891598916
EX_xylu_D[e]	0.0745306200889232	0.00637345919422536	Exchange/demand reaction		NA	[e]	NA	98.9159891598916
EX_gd1c_hs[e]	0.0745306200655428	0.00637345919349614	Exchange/demand reaction		NA	[e]	NA	98.8841064881237
GD1Cte	0.0745306200655428	0.00637345919349614	Transport, extracellular		NA	intercompartmental	NA	98.8841064881237
HMR_3352	0.0745306200512823	0.00637345919290141	Fatty acid oxidation	1962.1 or 3295.1	NA	[x]	NA	98.8522238163558
r1516	0.074530620047766	0.00637345919394256	Transport, extracellular	19.1	NA	intercompartmental	NA	98.8362824804719
HMR_3072	0.0745306200355895	0.00637345919376018	Fatty acid oxidation	1962.1 or 3295.1	NA	[x]	NA	98.8203411445879
r1522	0.0745306200256187	0.0063734591944254	Transport, extracellular	19.1	NA	intercompartmental	NA	98.804399808704
PEAR_HSPLA2	0.0745306200253874	0.00637345919328652	Glycerophospholipid metabolism	8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1	NA	[c]	NA	98.78845847282
ARACHETH	0.0745306200253874	0.00637345919328652	Glycerophospholipid metabolism	5337.1 or 5338.1	lipid metabolism	[e]	NA	98.78845847282
EX_aracheth[e]	0.0745306200253874	0.00637345919328652	Exchange/demand reaction		NA	[e]	NA	98.78845847282
PEAR_HSABCt	0.0745306200253874	0.00637345919328652	Transport, extracellular	23250.1 or 286410.1	NA	intercompartmental	NA	98.78845847282
HMR_3202	0.0745306200212673	0.00637345919321964	Fatty acid oxidation	36.1	NA	[m]	NA	98.7246931292842
C4CRNe	0.0745306200108186	0.00637345919451444	Fatty acid oxidation		NA	intercompartmental	NA	98.7087517934003
EX_c4crn[e]	0.0745306200108186	0.00637345919451444	Exchange/demand reaction		NA	[e]	NA	98.7087517934003
HMR_0297	0.074530620010516	0.0063734591939065	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	NA	[c]	NA	98.6768691216324
HMR_0819	0.0745306200083596	0.00637345919389423	Glycosphingolipid metabolism	3938.1 or 79411.1 or 2720.1	NA	[c]	NA	98.6609277857484
EX_CE2510[e]	0.0745306199970972	0.00637345919419796	Exchange/demand reaction		NA	[e]	NA	98.6449864498645
Ser_Thrtg	0.0745306199940996	0.00637345919340565	Transport, golgi apparatus		NA	intercompartmental	NA	98.6290451139806
SIAT9g	0.0745306199801357	0.00637345919341264	Sphingolipid metabolism	8869.1	NA	[g]	NA	98.6131037780966
H6_ETer	0.0745306199785205	0.00637345919384319	Phosphatidylinositol phosphate metabolism	23556.1 or 23556.2	phospholipid metabolism, er/ inositol	[r]	NA	98.5971624422127
C161OHc	0.0745306199751194	0.00637345919358758	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	carnitine shuttle	[c]	NA	98.5812211063287
EX_3hdececrn[e]	0.0745306199751194	0.00637345919358758	Exchange/demand reaction		NA	[e]	NA	98.5812211063287
FAOXC161C161OHm	0.0745306199751194	0.00637345919358758	Fatty acid oxidation	37.1 and 3030.1	betaoxidation	[m]	NA	98.5812211063287
HDECEACBP	0.0745306199751194	0.00637345919358758	Fatty acid oxidation	1622.1	NA	intercompartmental	NA	98.5812211063287
HEDCECRNe	0.0745306199751194	0.00637345919358758	Fatty acid oxidation		NA	intercompartmental	NA	98.5812211063287
HMR_3071	0.0745306199739022	0.00637345919360719	Fatty acid oxidation	1962.1	NA	[x]	NA	98.501514426909
S6T18g	0.0745306199736238	0.00637345919363342	Keratan sulfate synthesis	8534.1 or 9469.1	NA	[g]	NA	98.485573091025
CHOLtr	0.0745306199694941	0.00637345919354066	Transport, endoplasmic reticular		NA	intercompartmental	NA	98.4696317551411
PCHOL_HSter	0.0745306199694941	0.00637345919354066	Transport, endoplasmic reticular		NA	intercompartmental	NA	98.4696317551411
PCHOLPr_hs	0.0745306199694941	0.00637345919354066	Glycerophospholipid metabolism	5337.1	NA	[r]	NA	98.4696317551411
r0826	0.0745306199694941	0.00637345919354066	Transport, endoplasmic reticular		NA	intercompartmental	NA	98.4696317551411
RE3273R	0.0745306199694941	0.00637345919354066	Phosphatidylinositol phosphate metabolism	5337.1	NA	[r]	NA	98.4696317551411
S4TASE5ly	0.0745306199676164	0.00637345919560818	Chondroitin sulfate degradation	411.1 or 411.2	chondroitin sulphate degradation, lysosome	[l]	NA	98.3899250757213
ACNAMtr	0.0745306199657212	0.00637345919356244	Transport, extracellular		NA	intercompartmental	NA	98.3739837398374
EX_acnam[e]	0.0745306199657212	0.00637345919356244	Exchange/demand reaction		NA	[e]	NA	98.3739837398374
HMR_7900	0.0745306199650765	0.0063734591947506	Transport, extracellular		NA	intercompartmental	NA	98.3421010680695
EX_ditp[e]	0.0745306199650765	0.0063734591947506	Exchange/demand reaction		NA	[e]	NA	98.3421010680695
ETF	0.0745306199611389	0.00637345919292226	Fatty acid oxidation	(2109.2 and 2108.1) or (2109.1 and 2108.1)	betaoxidation	[m]	NA	98.3102183963016
ETFQO	0.0745306199611389	0.00637345919292226	Fatty acid oxidation	2110.1	betaoxidation	[m]	NA	98.3102183963016
S6T19g	0.0745306199580741	0.00637345919370044	Chondroitin synthesis	9469.1 or 56548.1	NA	[g]	NA	98.2783357245337
S4T1g	0.0745306199555252	0.00637345919508642	Chondroitin synthesis	113189.1 or 50515.1 or 166012.1 or 55501.1	NA	[g]	NA	98.2623943886498
HMR_0815	0.0745306199518561	0.00637345919322844	Glycosphingolipid metabolism	2583.1	NA	[c]	NA	98.2464530527658
HMR_2613	0.074530619946081	0.00637345919356047	Transport, mitochondrial	1384.1 or 1376.1	NA	[m]	NA	98.2305117168819
HMR_3398	0.074530619946081	0.00637345919356047	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	NA	[m]	NA	98.2305117168819
EX_nrpphr[e]	0.0745306199357257	0.00637345919378697	Exchange/demand reaction		NA	[e]	NA	98.198629045114
HMR_8762	0.0745306199357257	0.00637345919378697	Galactose metabolism	230.1 or 229.1 or 226.1	NA	[c]	NA	98.198629045114
HMR_6633	0.0745306199275193	0.0063734591927593	Vitamin A metabolism	8630.1 or 5959.1 or 137872.1 or 195814.1 or 130.1 or 124.1 or 131.1 or 125.1 or 128.1 or 127.1 or 126.1	NA	[r]	NA	98.1667463733461
GALASE4ly	0.074530619915293	0.00637345919311975	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	NA	[l]	NA	98.1508050374621
NACHEX10ly	0.074530619915293	0.00637345919311975	Keratan sulfate degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]	NA	98.1508050374621
S6TASE12ly	0.074530619915293	0.00637345919311975	Keratan sulfate degradation	2799.1	NA	[l]	NA	98.1508050374621
HMR_2739	0.074530619914397	0.00637345919329811	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	NA	[c]	NA	98.1029810298103
HMR_2740	0.074530619914397	0.00637345919329811	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	NA	intercompartmental	NA	98.1029810298103
HMR_2741	0.074530619914397	0.00637345919329811	Transport, mitochondrial	1384.1 or 1376.1	NA	[m]	NA	98.1029810298103
HMR_3433	0.074530619914397	0.00637345919329811	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	NA	[m]	NA	98.1029810298103
GLCURtr	0.0745306199131597	0.00637345919329517	Transport, extracellular		NA	intercompartmental	NA	98.0392156862745
EX_glcur[e]	0.0745306199131597	0.00637345919329517	Exchange/demand reaction		NA	[e]	NA	98.0392156862745
HMR_8397	0.074530619909331	0.00637345919333185	Inositol phosphate metabolism	23556.1	NA	[r]	NA	98.0073330145066
XYLTD_Dr	0.0745306199073653	0.00637345919312784	Pentose phosphate pathway		xylulose metabolism, cytosol	[c]	NA	97.9913916786227
HMR_3178	0.0745306199001828	0.00637345919330282	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	NA	[m]	NA	97.9754503427387
HMR_3179	0.0745306199001828	0.00637345919330282	Fatty acid oxidation	3030.1 or 1892.1	NA	[m]	NA	97.9754503427387
HMR_3180	0.0745306199001828	0.00637345919330282	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	NA	[m]	NA	97.9754503427387
HMR_3181	0.0745306199001828	0.00637345919330282	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	NA	[m]	NA	97.9754503427387
EX_idp[e]	0.0745306198985065	0.00637345919340567	Exchange/demand reaction		NA	[e]	NA	97.9116849992029
r0181	0.0745306198985065	0.00637345919340567	Purine catabolism	953.1 or 956.1 or 377841.1	purine catabolism, cytosol	[e]	NA	97.9116849992029
HMR_7898	0.0745306198985065	0.00637345919340567	Transport, extracellular		NA	intercompartmental	NA	97.9116849992029
EX_gthrd[e]	0.0745306198965737	0.00637345919325629	Exchange/demand reaction		NA	[e]	NA	97.8638609915511
C141ACBP	0.0745306198948333	0.00637345919292528	Fatty acid oxidation	1622.1	NA	intercompartmental	NA	97.8479196556671
C141OHc	0.0745306198948333	0.00637345919292528	Fatty acid oxidation	1374.1 or 1375.1 or 126129.1	carnitine shuttle	[c]	NA	97.8479196556671
C141OHe	0.0745306198948333	0.00637345919292528	Fatty acid oxidation		NA	intercompartmental	NA	97.8479196556671
EX_3tetd7ecoacrn[e]	0.0745306198948333	0.00637345919292528	Exchange/demand reaction		NA	[e]	NA	97.8479196556671
FAOXC141C141OHm	0.0745306198948333	0.00637345919292528	Fatty acid oxidation	37.1 and 3030.1	betaoxidation	[m]	NA	97.8479196556671
HMR_0775	0.0745306198924173	0.00637345919311173	Sphingolipid metabolism	8611.1 or 9663.1 or 23175.1 or 64900.1 or 8612.1 or 8613.1	NA	[c]	NA	97.7682129762474
FAOXC121x	0.0745306198888102	0.00637345919310396	Fatty acid oxidation	1962.1 or 10455.1	betaoxidation	[x]	NA	97.7522716403635
HMR_3353	0.0745306198888102	0.00637345919310396	Fatty acid oxidation	30.1 or 4645.1	NA	[x]	NA	97.7522716403635
34DHOXPEGOX	0.074530619885701	0.00637345919272952	Tyrosine metabolism	130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1)	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	NA	97.7203889685956
34DHOXPEGt	0.074530619885701	0.00637345919272952	Transport, extracellular		tyrosine metabolism, cytosol/ degradation of catechoamines	intercompartmental	NA	97.7203889685956
EX_34dhoxpeg[e]	0.074530619885701	0.00637345919272952	Exchange/demand reaction		NA	[e]	NA	97.7203889685956
PTDCACRNCPT2	0.0745306198844015	0.00637345919306045	Fatty acid oxidation	1376.1	carnitine shuttle	[m]	NA	97.6725649609437
DM_atp_c_	0.0745306198839768	0.00637345919333534	Exchange/demand reaction		purine degradation, cytosol 	[c]	NA	97.6566236250598
DEOXFVShc	0.0745306198831587	0.00637345919304906	Drug metabolism	(51.1 or 1962.1 or 3295.1 or 30.1)	NA	[x]	NA	97.6406822891758
DEOXFVStev	0.0745306198831587	0.00637345919304906	Drug metabolism		NA	intercompartmental	NA	97.6406822891758
EX_deoxfvs[e]	0.0745306198831587	0.00637345919304906	Exchange/demand reaction		NA	[e]	NA	97.6406822891758
DEOXFVSitx	0.0745306198831587	0.00637345919304906	Drug metabolism		NA	intercompartmental	NA	97.6406822891758
FVSitx	0.0745306198831587	0.00637345919304906	Drug metabolism		NA	intercompartmental	NA	97.6406822891758
S6TASE17ly	0.0745306198819577	0.00637345919302775	Keratan sulfate degradation	2799.1	NA	[l]	NA	97.5609756097561
EICOSTETt	0.0745306198801439	0.006373459193062	Transport, extracellular		NA	intercompartmental	NA	97.5450342738722
r0655	0.0745306198782504	0.00637345919306051	Valine, leucine, and isoleucine metabolism	34.1 or 3712.1	leucine metabolism	[m]	NA	97.5290929379882
FAOXC2252053m	0.0745306198773476	0.00637345919306024	Fatty acid oxidation	35.1 or 34.1	betaoxidation	[m]	NA	97.5131516021043
NTD12	0.0745306198767748	0.00637345919305084	Nucleotide interconversion	30833.1 or 5251.1 	purine catabolism, cytosol	[c]	NA	97.4972102662203
NTPP10	0.0745306198767748	0.00637345919305084	Nucleotide interconversion	3704.1 or 3704.2	purine catabolism, cytosol	[c]	NA	97.4972102662203
HMR_3343	0.0745306198767616	0.0063734591935916	Fatty acid oxidation	1962.1	NA	[x]	NA	97.4653275944524
LCADim	0.0745306198764153	0.00637345919283969	Pyruvate metabolism	4329.1 or 7915.1 or 8659.1 or 5832.1 or 217.1 or 7915.2 or 219.1 or 8659.2	NA	[m]	NA	97.4493862585685
HMR_8505	0.0745306198764153	0.00637345919283969	Transport, mitochondrial		NA	intercompartmental	NA	97.4493862585685
r2321	0.0745306198761024	0.00637345919316846	Transport, extracellular	6578.1	NA	intercompartmental	NA	97.4175035868006
RE3565C	0.0745306198761024	0.00637345919316846	Eicosanoid metabolism		NA	[c]	NA	97.4175035868006
EX_HC02204[e]	0.0745306198761024	0.00637345919316846	Exchange/demand reaction		NA	[e]	NA	97.4175035868006
EX_gluside_hs[e]	0.074530619873448	0.00637345919303426	Exchange/demand reaction		NA	[e]	NA	97.3696795791487
3HPVSTETCOAhcm	0.0745306198727085	0.00637345919303868	Drug metabolism	(37.1 or 3030.1 or 3032.1)	NA	[m]	NA	97.3537382432648
3HPVSTETCOAhcx	0.0745306198727085	0.00637345919303868	Drug metabolism	(51.1 or 1962.1 or 3295.1 or 30.1)	NA	[x]	NA	97.3537382432648
3HPVSCOAitm	0.0745306198727085	0.00637345919303868	Drug metabolism		NA	intercompartmental	NA	97.3537382432648
3HPVSCOAitx	0.0745306198727085	0.00637345919303868	Drug metabolism		NA	intercompartmental	NA	97.3537382432648
3HPVSTETCOAitm	0.0745306198727085	0.00637345919303868	Drug metabolism		NA	intercompartmental	NA	97.3537382432648
3HPVSTETCOAitx	0.0745306198727085	0.00637345919303868	Drug metabolism		NA	intercompartmental	NA	97.3537382432648
FAOXC204184m	0.0745306198714914	0.00637345919298585	Fatty acid oxidation	35.1 or 34.1	betaoxidation	[m]	NA	97.2580902279611
HMR_3201	0.0745306198712055	0.00637345919332036	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	NA	[m]	NA	97.2421488920772
DM_gpi_sig_er_	0.0745306198710876	0.00637345919264533	Exchange/demand reaction		NA	[r]	NA	97.2262075561932
HMR_3349	0.0745306198704402	0.00637345919296019	Fatty acid oxidation	30.1 or 4645.1	NA	[x]	NA	97.2102662203093
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	0.0745306198686239	0.0063734591925839	Transport, golgi apparatus		NA	intercompartmental	NA	97.1943248844253
ST3GAL62g	0.0745306198686239	0.0063734591925839	Blood group synthesis	10402.1	NA	[g]	NA	97.1943248844253
KSII_CORE4t	0.074530619867395	0.00637345919293088	Transport, extracellular		NA	intercompartmental	NA	97.1624422126574
KSII_CORE4tly	0.074530619867395	0.00637345919293088	Transport, lysosomal		NA	intercompartmental	NA	97.1624422126574
EX_steeth[e]	0.0745306198668269	0.00637345919274403	Exchange/demand reaction		NA	[e]	NA	97.1305595408895
STEETH	0.0745306198668269	0.00637345919274403	Glycerophospholipid metabolism	5337.1 or 5338.1	lipid metabolism	[e]	NA	97.1305595408895
FACOAL245_1	0.0745306198662149	0.00637345919300121	Fatty acid oxidation	2180.1	fatty acid activation, cytosol	[c]	NA	97.0986768691216
HMR_0821	0.0745306198654449	0.00637345919299202	Glycosphingolipid metabolism	3074.1 or 284004.1 or 3073.1	NA	[c]	NA	97.0827355332377
HS4ly	0.0745306198653702	0.00637345919295516	Heparan sulfate degradation	6448.1	heparan sulphate degradation, lysosome	[l]	NA	97.0667941973537
S3TASE2ly	0.0745306198653702	0.00637345919295516	Heparan sulfate degradation		NA	[l]	NA	97.0667941973537
HMR_0389	0.0745306198651528	0.0063734591928935	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	NA	[c]	NA	97.0349115255858
EX_bilirub[e]	0.074530619865147	0.00637345919298277	Exchange/demand reaction		NA	[e]	NA	97.0189701897019
ABO9g	0.0745306198651401	0.0063734591928429	Blood group synthesis	28.1	NA	[g]	NA	97.003028853818
B3GNT314g	0.0745306198651401	0.0063734591928429	Blood group synthesis	10331.1	NA	[g]	NA	97.003028853818
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]	0.0745306198651401	0.0063734591928429	Exchange/demand reaction		NA	[e]	NA	97.003028853818
FUT18g	0.0745306198651401	0.0063734591928429	Blood group synthesis	2523.1	NA	[g]	NA	97.003028853818
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte	0.0745306198651401	0.0063734591928429	Transport, extracellular		NA	intercompartmental	NA	97.003028853818
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.0745306198651401	0.0063734591928429	Transport, golgi apparatus		NA	intercompartmental	NA	97.003028853818
GCNTg	0.0745306198651401	0.0063734591928429	Blood group synthesis	2651.1	NA	[g]	NA	97.003028853818
HMR_2484	0.0745306198651122	0.00637345919292027	Fatty acid synthesis	9415.1 or 3992.1 or 3995.1	NA	[c]	NA	96.8914395026303
