name	iPS_Ctrl_TP_vs_iPS_BD_NR_TP	iPS_Ctrl_TP_vs_iPS_BD_R_TP	iPS_Ctrl_TP_vs_iPS_BD_TP	UnChanged_iPS_Ctrl_TP_vs_Primary_TP
EX_lysvalphe[e]	0	1	0	1
EX_lysvaltrp[e]	0	1	0	1
EX_M01989[e]	0	1	0	0
EX_mag_hs[e]	1	1	0	0
EX_mercplaccys[e]	1	1	0	1
EX_o2s[e]	0	1	0	1
EX_oxa[e]	1	1	0	0
EX_ppa[e]	1	1	0	0
EX_procys[e]	0	1	0	1
EX_prostge1[e]	1	1	0	0
EX_provalgln[e]	0	1	0	1
EX_Rtotal2[e]	1	1	0	0
EX_sfcys[e]	1	1	0	1
EX_tchola[e]	0	1	0	1
EX_trpglyval[e]	0	1	0	1
EX_trpleuval[e]	0	1	0	1
EX_trpmetval[e]	0	1	0	1
EX_trpprogly[e]	1	1	0	0
EX_trpproval[e]	0	1	0	1
EX_trpvalasp[e]	0	1	0	1
EX_tyrvalmet[e]	0	1	0	1
EX_val_L[e]	0	1	0	1
EX_valarggly[e]	0	1	0	1
EX_valhisasn[e]	0	1	0	1
EX_valleuphe[e]	0	1	0	1
EX_vallystyr[e]	0	1	0	1
EX_valphearg[e]	0	1	0	1
EX_valprotrp[e]	0	1	0	1
EX_valserarg[e]	0	1	0	1
EX_valtrpphe[e]	0	1	0	1
EX_valtrpval[e]	0	1	0	1
EX_valval[e]	0	1	0	1
FADH2tru	1	1	0	0
FADtru	1	1	0	0
FAOXC14C12m	1	1	0	0
FAOXC14C14OHm	1	1	0	0
FAOXC184C163m	0	1	0	1
FAOXC184m	0	1	0	1
FAOXC204C184m	0	1	0	1
FAOXC225C204m	0	1	0	1
FAOXC225C226m	0	1	0	1
FAOXC225m	0	1	0	1
FAOXC226C225m	0	1	0	1
FORtr	0	1	0	0
FPGS8	0	1	0	0
FPGS9	0	1	0	1
FRUt4	0	1	0	0
FTHFL	1	1	0	0
G5SADrm	0	1	0	0
G6PDH2r	1	1	0	0
GALGLUSIDEtl	0	1	0	0
GALOR	1	1	0	0
GALtly	1	1	0	1
GALTt	1	1	0	0
GAPD	0	1	0	1
GGH_10FTHF5GLUl	0	1	0	1
GGH_10FTHF6GLUl	0	1	0	1
GGH_10FTHF7GLUl	0	1	0	1
GGNG	0	1	0	0
GLB1	0	1	0	1
GLBRAN	0	1	0	0
GLGNS1	0	1	0	0
GLPASE1	0	1	0	0
GLUCYS	0	1	0	1
GLXO1	1	1	0	0
GLXtm	0	1	0	0
GLXtp	0	1	0	0
GLYVALHISr	0	1	0	1
GLYVALHISt	0	1	0	1
GRTT	0	1	0	0
GTHP	0	1	0	0
GTHPm	0	1	0	0
H2O2t	0	1	0	0
H2O2tm	0	1	0	0
H2O2tn	0	1	0	1
H2O2tp	0	1	0	0
HEX7	0	1	0	0
HISCYSCYSr	1	1	0	1
HISCYSCYSt	1	1	0	1
HISLYSVALr	0	1	0	1
HISLYSVALt	0	1	0	1
HMR_0358	0	1	0	0
HMR_0765	0	1	0	0
HMR_0769	0	1	0	1
HMR_0942	0	1	0	0
HMR_0946	0	1	0	0
HMR_0950	0	1	0	0
HMR_0954	0	1	0	0
HMR_0960	1	1	0	1
HMR_0962	1	1	0	1
HMR_0963	1	1	0	1
HMR_0979	1	1	0	1
HMR_0980	1	1	0	1
HMR_0981	1	1	0	1
HMR_1127	1	1	0	0
HMR_1129	1	1	0	0
HMR_1243	1	1	0	0
HMR_1305	0	1	0	0
HMR_1307	1	1	0	0
HMR_1315	1	1	0	1
HMR_1316	1	1	0	1
HMR_1390	0	1	0	0
HMR_1392	0	1	0	0
HMR_1465	0	1	0	0
HMR_1467	0	1	0	0
HMR_1470	0	1	0	0
HMR_1473	0	1	0	0
HMR_1484	0	1	0	0
HMR_1490	0	1	0	0
HMR_1493	0	1	0	0
HMR_1494	0	1	0	0
HMR_1495	0	1	0	0
HMR_1500	0	1	0	0
HMR_1502	0	1	0	0
HMR_1503	0	1	0	0
HMR_1504	0	1	0	0
HMR_1505	0	1	0	0
HMR_1509	0	1	0	0
HMR_1512	0	1	0	0
HMR_1516	0	1	0	0
HMR_1526	0	1	0	0
HMR_1536	0	1	0	0
HMR_1538	0	1	0	0
HMR_1539	0	1	0	0
HMR_1540	0	1	0	0
HMR_1543	0	1	0	0
HMR_1544	0	1	0	0
HMR_1545	0	1	0	0
HMR_1546	0	1	0	0
HMR_1547	0	1	0	0
HMR_1548	0	1	0	0
HMR_1549	0	1	0	0
HMR_1550	0	1	0	0
HMR_1551	0	1	0	0
HMR_1552	0	1	0	0
HMR_1666	0	1	0	0
HMR_1706	0	1	0	0
HMR_1834	0	1	0	0
HMR_2281	0	1	0	0
HMR_2284	0	1	0	0
HMR_2286	0	1	0	0
HMR_2287	0	1	0	0
HMR_2295	0	1	0	0
HMR_2365	0	1	0	0
HMR_2380	0	1	0	0
HMR_2581	0	1	0	0
HMR_2620	0	1	0	0
HMR_2621	0	1	0	0
HMR_2622	0	1	0	0
HMR_2633	0	1	0	0
HMR_2693	0	1	0	0
HMR_2695	0	1	0	0
HMR_2697	0	1	0	0
HMR_3094	0	1	0	0
HMR_3095	0	1	0	0
HMR_3096	0	1	0	0
HMR_3097	0	1	0	0
HMR_3234	0	1	0	0
HMR_3235	0	1	0	0
HMR_3236	0	1	0	0
HMR_3237	0	1	0	0
HMR_3414	0	1	0	0
HMR_3422	0	1	0	1
HMR_3446	0	1	0	0
HMR_3447	0	1	0	0
HMR_4270	0	1	0	0
HMR_4777	0	1	0	0
HMR_6595	0	1	0	0
HMR_7703	0	1	0	0
HMR_7758	0	1	0	0
HMR_9189	0	1	0	0
HMR_9627	0	1	0	0
HMR_9638	1	1	0	0
HMR_9803	0	1	0	1
HMR_9804	0	1	0	1
HSD17B42x	0	1	0	0
Htmi	0	1	0	0
HXCOAc	1	1	0	0
HXCOAte	0	1	0	0
L2AADPtr	0	1	0	0
LEUKTRB4WCOOHt	0	1	0	1
LEUKTRD4t	0	1	0	0
LEULEULAPc	0	1	0	1
LEUVALr	0	1	0	1
LEUVALt	0	1	0	1
LNSTLSr	0	1	0	0
LPCOXp	0	1	0	1
LPS3	1	1	0	0
LSTO1r	0	1	0	0
LTHSTRLt	0	1	0	0
LYSVALPHEr	0	1	0	1
LYSVALPHEt	0	1	0	1
LYSVALTRPr	0	1	0	1
LYSVALTRPt	0	1	0	1
MAGt	1	1	0	0
MCLACCYSR	1	1	0	1
MCLOR	1	1	0	1
MELATNOX	0	1	0	0
MERCPLACCYSt	1	1	0	1
MI1345PP	0	1	0	0
MI145PK	0	1	0	0
MLTHFte2	0	1	0	0
MLTHFtm	1	1	0	0
NABTNO	0	1	0	0
NAIt	0	1	0	0
NTD5	0	1	0	0
O2St	0	1	0	1
O2Stm	0	1	0	1
O2Stn	0	1	0	1
O2Stx	0	1	0	1
O2ter	1	1	0	0
O2tn	0	1	0	1
OBDHc	0	1	0	0
OCCOAtx	1	1	0	0
PGESr	0	1	0	1
PGK	0	1	0	0
PGL	1	1	0	0
PGLc	1	1	0	0
PGM	1	1	0	1
PGS	0	1	0	0
PGSr	0	1	0	0
PRDX	0	1	0	0
PROCYSr	0	1	0	1
PROCYSt	0	1	0	1
PROSTGE2t2r	0	1	0	1
PROVALGLNr	0	1	0	1
PROVALGLNt	0	1	0	1
PTRCAT1	0	1	0	0
PUNP6	0	1	0	0
PYNP2r	1	1	0	0
r0023	0	1	0	0
r0357	0	1	0	0
r0358	0	1	0	0
r0409	1	1	0	1
r0472	0	1	0	1
r0510	0	1	0	0
r0594	0	1	0	0
r0596	0	1	0	1
r0642	0	1	0	1
r0720	0	1	0	0
r0781	0	1	0	0
r0839	0	1	0	0
r0940	1	1	0	1
r0974	1	1	0	0
r0990	0	1	0	1
r1252	0	1	0	0
r1468	1	1	0	0
r2196	1	1	0	0
r2200	1	1	0	0
r2201	0	1	0	1
r2317	0	1	0	1
r2321	1	1	0	0
r2357	0	1	0	0
r2433	1	1	0	1
r2435	1	1	0	1
RE1254C	0	1	0	1
RE1342C	0	1	0	1
RE1834M	0	1	0	0
RE1978C	1	1	0	0
RE2112C	0	1	0	0
RE2407C	0	1	0	0
RE2410C	0	1	0	0
RE2426C	0	1	0	0
RE2563C	1	1	0	1
RE2814R	0	1	0	1
RE2985M	0	1	0	0
RE2985X	0	1	0	0
RE2986X	0	1	0	0
RE2987X	0	1	0	0
RE2988X	0	1	0	0
RE2989X	0	1	0	0
RE2990X	0	1	0	0
RE2991X	0	1	0	0
RE2992X	0	1	0	0
RE2993X	0	1	0	0
RE2994X	0	1	0	0
RE2996X	0	1	0	0
RE2997X	0	1	0	0
RE3002X	0	1	0	0
RE3011M	1	1	0	0
RE3012C	1	1	0	0
RE3012M	1	1	0	0
RE3134C	0	1	0	0
RE3136C	0	1	0	0
RE3180C	0	1	0	0
RE3181C	0	1	0	0
RE3307C	1	1	0	1
RE3470C	1	1	0	1
RE3470M	0	1	0	0
RE3476C	1	1	0	1
RE3476M	0	1	0	0
RE3496C	0	1	0	0
RE3526C	1	1	0	1
RE3526M	0	1	0	0
RE3556C	1	1	0	0
RE3565C	1	1	0	0
RE3568C	1	1	0	0
RE3587C	0	1	0	0
RE3597M	1	1	0	0
RTOTAL2t	1	1	0	0
RTOTALt	1	1	0	1
SFCYSc	1	1	0	1
SFCYSe	1	1	0	1
sink_arachd[c]	0	1	0	0
sink_cholate[c]	0	1	0	1
sink_cys_L[c]	1	1	0	1
sink_dchac[c]	0	1	0	0
sink_gchola[c]	1	1	0	0
sink_tchola[c]	0	1	0	1
sink_Tyr_ggn[c]	0	1	0	0
SO4t4_2	0	1	0	1
SPODM	0	1	0	1
SPODMm	0	1	0	1
SPODMn	0	1	0	1
SPODMx	0	1	0	1
SQLEr	0	1	0	0
THFt2	0	1	0	1
THP2Ctp	0	1	0	1
TRPGLYVALr	0	1	0	1
TRPGLYVALt	0	1	0	1
TRPLEUVALr	0	1	0	1
TRPLEUVALt	0	1	0	1
TRPMETVALr	0	1	0	1
TRPMETVALt	0	1	0	1
TRPPROGLYr	1	1	0	0
TRPPROGLYt	1	1	0	0
TRPPROVALr	0	1	0	1
TRPPROVALt	0	1	0	1
TRPVALASPr	0	1	0	1
TRPVALASPt	0	1	0	1
TTDCEAc	0	1	0	0
TTDCRNNAt	1	1	0	0
TXA2tr	1	1	0	1
TYRVALMETr	0	1	0	1
TYRVALMETt	0	1	0	1
UDPG4E	1	1	0	0
UDPGALt2r	0	1	0	0
UGCG	0	1	0	0
UGT1A10r	0	1	0	0
VALARGGLYr	0	1	0	1
VALARGGLYt	0	1	0	1
VALHISASNr	0	1	0	1
VALHISASNt	0	1	0	1
VALLEUPHEr	0	1	0	1
VALLEUPHEt	0	1	0	1
VALLYSTYRr	0	1	0	1
VALLYSTYRt	0	1	0	1
VALPHEARGr	0	1	0	1
VALPHEARGt	0	1	0	1
VALPROTRPr	0	1	0	1
VALPROTRPt	0	1	0	1
VALSERARGr	0	1	0	1
VALSERARGt	0	1	0	1
VALTA	1	1	0	1
VALTRPPHEr	0	1	0	1
VALTRPPHEt	0	1	0	1
VALTRPVALr	0	1	0	1
VALTRPVALt	0	1	0	1
VALVALr	0	1	0	1
VALVALt	0	1	0	1
XOL27OHtm	0	1	0	1
12DHCHOLt	1	0	0	1
3DSPHR	1	0	0	1
3HMPtd	1	0	0	0
3HMPtm	1	0	0	0
3SALACBOXL	1	0	0	0
3SALATAi	1	0	0	0
3SALATAim	1	0	0	0
3SPYRSP	1	0	0	0
3SPYRSPm	1	0	0	0
7DHCDCHOLt	1	0	0	1
ACACT10m	1	0	0	0
ACGAM2E	1	0	0	1
ACGAM6PSi	1	0	0	0
ACGAMPM	1	0	0	1
ACGPID	1	0	0	1
ACNAMlt	1	0	0	1
ACNAMtr	1	0	0	1
ACNMLr	1	0	0	1
ACOAD8m	1	0	0	0
ADNCNT3tc	1	0	0	1
AG13T16g	1	0	0	0
AG13T17g	1	0	0	0
AG13T18g	1	0	0	0
AG13T1g	1	0	0	0
AG13T2g	1	0	0	0
AG13T3g	1	0	0	0
AHC	1	0	0	0
ALCD22_D	1	0	0	1
BHMT	1	0	0	0
BILIVERDt	1	0	0	1
BMTer_U	1	0	0	1
C05957td	1	0	0	0
C180CPT1	1	0	0	0
C180CPT2	1	0	0	0
C2tcx	1	0	0	1
CHLPCTD	1	0	0	1
CLPNDCPT1	1	0	0	1
CLPNDCPT2	1	0	0	1
CMPACNAtg	1	0	0	0
CORE2GTg	1	0	0	0
CORE3GTg	1	0	0	0
CORE4GTg	1	0	0	0
COt	1	0	0	0
CPPPGO	1	0	0	0
CYSO	1	0	0	0
DAG_HSter	1	0	0	1
DESAT18_10	1	0	0	1
DHFtm	1	0	0	0
DM_dem2emgacpail_prot_hs_r_	1	0	0	0
DM_dgpi_prot_hs_r_	1	0	0	1
DM_gpi_sig_er_	1	0	0	1
DM_pmtcoa[r]	1	0	0	0
DNDPt21m	1	0	0	0
DOLMANP_Uter	1	0	0	1
DOLPMT3_Uer	1	0	0	1
DOLPMT4_Uer	1	0	0	1
ECOAH9m	1	0	0	0
ESTRADIOLtr	1	0	0	1
ESTRONEtr	1	0	0	1
EX_3hmp[e]	1	0	0	0
EX_acnam[e]	1	0	0	1
EX_biliverd[e]	1	0	0	1
EX_co[e]	1	0	0	0
EX_fald[e]	1	0	0	1
EX_fmn[e]	1	0	0	1
EX_glcn[e]	1	0	0	0
EX_glx[e]	1	0	0	0
EX_gpi_sig[e]	1	0	0	1
EX_hdca[e]	1	0	0	0
EX_hexdtr[e]	1	0	0	0
EX_kynate[e]	1	0	0	1
EX_lnlnca[e]	1	0	0	0
EX_mlthf[e]	1	0	0	0
EX_ncam[e]	1	0	0	1
EX_ppbng[e]	1	0	0	0
EX_ribflv[e]	1	0	0	0
EX_so4[e]	1	0	0	0
EX_sphgn[e]	1	0	0	1
EX_strdnc[e]	1	0	0	0
EX_taur[e]	1	0	0	1
EX_ttdcea[e]	1	0	0	0
FACOAL160i	1	0	0	0
FAOXC163C143m	1	0	0	1
FAOXC16C14m	1	0	0	1
FAOXC183C163m	1	0	0	1
FCLTc	1	0	0	0
FMNALKPle	1	0	0	1
FMNAT	1	0	0	0
G14T18g	1	0	0	0
G14T19g	1	0	0	0
G14T20g	1	0	0	0
G14T21g	1	0	0	0
G14T2g	1	0	0	0
G14T3g	1	0	0	0
G14T4g	1	0	0	0
G14T5g	1	0	0	0
GACPAILter	1	0	0	1
GALASE16ly	1	0	0	1
GALASE17ly	1	0	0	1
GALASE18ly	1	0	0	1
GALASE19ly	1	0	0	1
GALASE20ly	1	0	0	1
GALNTg	1	0	0	0
GLACter	1	0	0	1
GLCNte	1	0	0	0
GLUt2m	1	0	0	1
GLXte	1	0	0	0
GLYCLTtp	1	0	0	0
GLYCtm	1	0	0	0
GLYCTO1p	1	0	0	0
GPIAT	1	0	0	1
GPIDA2er	1	0	0	0
GPIDAer	1	0	0	1
GPIMTer_U	1	0	0	1
H2ETer	1	0	0	1
H2MTer_U	1	0	0	1
H3ETer	1	0	0	1
H3MTer_U	1	0	0	1
H4ET3er	1	0	0	1
H4ETer	1	0	0	1
H5MTer_U	1	0	0	1
H6_ET2er	1	0	0	0
H6_ETer	1	0	0	1
H6ET3er	1	0	0	1
H7_ETer	1	0	0	1
H7_TAer	1	0	0	0
H8TAer	1	0	0	1
HACD9m	1	0	0	0
HDCAtr	1	0	0	0
HEXDTRm	1	0	0	0
HEXDTRte	1	0	0	0
HEXDTRtm	1	0	0	0
HMBS	1	0	0	0
HMR_0350	1	0	0	0
HMR_0354	1	0	0	0
HMR_0597	1	0	0	1
HMR_0625	1	0	0	1
HMR_0629	1	0	0	1
HMR_2041	1	0	0	1
HMR_2472	1	0	0	1
HMR_2530	1	0	0	1
HMR_2533	1	0	0	1
HMR_2535	1	0	0	1
HMR_2537	1	0	0	1
HMR_2540	1	0	0	1
HMR_2541	1	0	0	1
HMR_2542	1	0	0	1
HMR_2543	1	0	0	1
HMR_2733	1	0	0	1
HMR_2734	1	0	0	1
HMR_2735	1	0	0	1
HMR_2736	1	0	0	1
HMR_2737	1	0	0	1
HMR_2738	1	0	0	1
HMR_2817	1	0	0	0
HMR_2819	1	0	0	0
HMR_2857	1	0	0	0
HMR_2859	1	0	0	0
HMR_2861	1	0	0	0
HMR_2862	1	0	0	0
HMR_2982	1	0	0	0
HMR_3106	1	0	0	1
HMR_3426	1	0	0	1
HMR_3429	1	0	0	1
HMR_3431	1	0	0	1
HMR_3432	1	0	0	1
HMR_4700	1	0	0	1
HMR_4756	1	0	0	0
HMR_8397	1	0	0	1
HMR_8399	1	0	0	1
HMR_9625	1	0	0	1
HMR_9629	1	0	0	1
HMR_9635	1	0	0	1
HOXG	1	0	0	0
HSD17B1	1	0	0	1
HSD17B8r	1	0	0	1
HYPTROX	1	0	0	1
INSt2	1	0	0	1
ISOCHOLt	1	0	0	1
KSII_CORE2t	1	0	0	0
KSII_CORE2tly	1	0	0	1
KSII_CORE4t	1	0	0	0
KSII_CORE4tly	1	0	0	1
KYNATEtr2	1	0	0	1
LEUKTRB4t	1	0	0	1
LNLNCAt	1	0	0	0
MAN1PT2	1	0	0	1
MAN6PI	1	0	0	1
N3Tg	1	0	0	0
NACHEX23ly	1	0	0	1
NACHEX24ly	1	0	0	1
NACHEX25ly	1	0	0	1
NACHEX26ly	1	0	0	1
NAGA2ly	1	0	0	1
NAGLCAly	1	0	0	1
NCAMUP	1	0	0	1
NDP7g	1	0	0	1
PHETA1	1	0	0	1
PHETA1m	1	0	0	1
PHPYRtm	1	0	0	1
PI45P5P	1	0	0	0
PIACGT	1	0	0	1
PIK4	1	0	0	0
PItn	1	0	0	1
PMANM	1	0	0	1
PMTCOAtx	1	0	0	1
PPA	1	0	0	1
PPBNGte	1	0	0	0
PPPG9tm	1	0	0	0
PPPGOm	1	0	0	0
PROGLyt	1	0	0	0
PTVSTtu	1	0	0	1
r0245	1	0	0	0
r0246	1	0	0	0
r0311	1	0	0	0
r0340	1	0	0	0
r0393	1	0	0	0
r0595	1	0	0	0
r0653	1	0	0	0
r0655	1	0	0	1
r0686	1	0	0	1
r0714	1	0	0	0
r0716	1	0	0	0
r0783	1	0	0	0
r0795	1	0	0	0
r0870	1	0	0	0
r0926	1	0	0	0
r1106	1	0	0	0
r1253	1	0	0	0
r1254	1	0	0	0
r1259	1	0	0	0
r1421	1	0	0	1
r1459	1	0	0	0
r2143	1	0	0	1
r2314	1	0	0	0
r2333	1	0	0	1
r2359	1	0	0	1
RE0124C	1	0	0	0
RE1233C	1	0	0	1
RE2954C	1	0	0	1
RE3114R	1	0	0	0
RE3272N	1	0	0	0
RNDR1	1	0	0	1
S23T2g	1	0	0	0
S23T4g	1	0	0	0
S6T16g	1	0	0	0
S6T17g	1	0	0	0
S6T18g	1	0	0	0
S6T1g	1	0	0	0
S6T2g	1	0	0	0
S6T3g	1	0	0	0
S6TASE22ly	1	0	0	1
S6TASE23ly	1	0	0	1
S6TASE24ly	1	0	0	1
S6TASE25ly	1	0	0	1
S6TASE26ly	1	0	0	1
Ser_Thrtg	1	0	0	0
SERPT	1	0	0	1
SFGTH	1	0	0	1
SIAASE3ly	1	0	0	1
SIAASE4ly	1	0	0	1
sink_hdca[c]	1	0	0	0
sink_lnlncacoa[c]	1	0	0	1
sink_pmtcoa[c]	1	0	0	1
sink_pre_prot[r]	1	0	0	1
SPHGNte	1	0	0	1
STCRNtr	1	0	0	0
STRDNCCPT2	1	0	0	0
STRDNCt	1	0	0	0
SUCCt4_2	1	0	0	1
TTDCEAt	1	0	0	0
UAGDP	1	0	0	1
UCHOLt	1	0	0	1
UDPACGALtl	1	0	0	1
UDPGALtg	1	0	0	0
UDPtl	1	0	0	1
UGALNACtg	1	0	0	0
UGLCNACtg	1	0	0	1
UPP3S	1	0	0	0
UPPDC1	1	0	0	0
UROLACer	1	0	0	1
11DOCRTSLte	0	0	0	1
17AHPRGSTRNte	0	0	0	1
2H3MVc	0	0	0	1
2H3MVte	0	0	0	1
2HATVACIDtep	0	0	0	1
2HATVACIDthc	0	0	0	1
2HATVLACtep	0	0	0	1
2HATVLACthc	0	0	0	1
2HBt2	0	0	0	1
2HCO3_NAt	0	0	0	1
2PGtr	0	0	0	1
34DHOXMANDte	0	0	0	1
34DHOXPEGOX	0	0	0	1
34DHOXPEGt	0	0	0	1
34DHPHEt	0	0	0	1
34DHPLACOX	0	0	0	1
35DHPVStep	0	0	0	1
35DHPVSthc	0	0	0	1
3AIBSYMPt	0	0	0	1
3AIBt1	0	0	0	1
3HCO3_NAt	0	0	0	1
3HPVSCOAhc	0	0	0	1
3HPVSCOAitm	0	0	0	1
3HPVSCOAitx	0	0	0	1
3HPVStep	0	0	0	1
3HPVSTETCOAhcm	0	0	0	1
3HPVSTETCOAhcx	0	0	0	1
3HPVSTETCOAitm	0	0	0	1
3HPVSTETCOAitx	0	0	0	1
3HPVSTEThc	0	0	0	1
3HPVSTETtev	0	0	0	1
3HPVSthc	0	0	0	1
3ISPVStep	0	0	0	1
3ISPVSthc	0	0	0	1
3MHISc	0	0	0	1
3MHISt1	0	0	0	1
3MHISt2	0	0	0	1
3MHISt3	0	0	0	1
3MOBt2im	0	0	0	1
3MOPte	0	0	0	1
3MOX4HOXPGALDOX	0	0	0	1
3MOXTYRt	0	0	0	1
3PGtr	0	0	0	1
4HATVACIDtep	0	0	0	1
4HATVACIDthc	0	0	0	1
4HATVLACtep	0	0	0	1
4HATVLACthc	0	0	0	1
4HGLSDm	0	0	0	1
4MOPt2im	0	0	0	1
4MOPte	0	0	0	1
4TMEABUTNt1	0	0	0	1
4TMEABUTNt2	0	0	0	1
56DTHMt	0	0	0	1
56DTHMtd	0	0	0	1
56DURAt	0	0	0	1
56DURAtd	0	0	0	1
5ADTSTSTERONESte	0	0	0	1
5ADTSTSTERONEte	0	0	0	1
5HOXINDOAtr	0	0	0	1
5MTHFt	0	0	0	1
5MTHFt2	0	0	0	1
5MTHFt2le	0	0	0	1
6EPVStep	0	0	0	1
6EPVSthc	0	0	0	1
7DHCHSTEROLtd	0	0	0	1
7DHCHSTEROLtr	0	0	0	1
7DHFtl	0	0	0	1
7KILTCHOLt	0	0	0	1
A_MANASEly	0	0	0	1
ABUTt2r	0	0	0	1
ABUTt2rL	0	0	0	1
ABUTt4_2_r	0	0	0	1
ACACt2	0	0	0	1
ACACT9p	0	0	0	1
ACCOAgt	0	0	0	1
ACCOAtr	0	0	0	1
ACGALtly	0	0	0	1
ACGALtr	0	0	0	1
ACGAMtly	0	0	0	1
ACILEm	0	0	0	1
ACILEte	0	0	0	1
ACILEtm	0	0	0	1
ACITL	0	0	0	1
ACLYSHYc	0	0	0	1
ACLYSt	0	0	0	1
ACOAD10m	0	0	0	1
ACONT	0	0	0	1
ACONTm	0	0	0	1
ACP1_FMN_	0	0	0	1
ACt2r	0	0	0	1
ADK1	0	0	0	1
ADK3	0	0	0	1
ADNCYC	0	0	0	1
ADNK1	0	0	0	1
ADPtx	0	0	0	1
ADRNCRNt	0	0	0	1
ADRNLtu	0	0	0	1
ADRNt	0	0	0	1
AHCYStd	0	0	0	1
AHCYSte	0	0	0	1
AHEXASE2ly	0	0	0	1
AHEXASEly	0	0	0	1
AK2LGCHOLABCt	0	0	0	1
AK2LGCHOLt1	0	0	0	1
AKGMALtm	0	0	0	1
AKGt4_3	0	0	0	1
AKGtp	0	0	0	1
AKR1C41	0	0	0	1
AKR1C42	0	0	0	1
ALAALACNc	0	0	0	1
ALAARGCYSr	0	0	0	1
ALAARGCYSt	0	0	0	1
ALAARGGLYr	0	0	0	1
ALAARGGLYt	0	0	0	1
ALAASNLEUr	0	0	0	1
ALAASNLEUt	0	0	0	1
ALADGLNexR	0	0	0	1
ALADGLYexR	0	0	0	1
ALAGLNexR	0	0	0	1
ALAGLYexR	0	0	0	1
ALAGLYLYSr	0	0	0	1
ALAGLYLYSt	0	0	0	1
ALAHISALAr	0	0	0	1
ALAHISALAt	0	0	0	1
ALALYSTHRr	0	0	0	1
ALALYSTHRt	0	0	0	1
ALAPAT4te	0	0	0	1
ALAt2r	0	0	0	1
ALAt4	0	0	0	1
ALATA_L	0	0	0	1
ALAtN1	0	0	0	1
ALCD21_D	0	0	0	1
ALCD2if	0	0	0	1
ALDD20x	0	0	0	1
ALDD20xm	0	0	0	1
ALDD21	0	0	0	1
AMETt	0	0	0	1
AMETt2m	0	0	0	1
AMETtd	0	0	0	1
AMPtp	0	0	0	1
ANDRSTRNte	0	0	0	1
APRGSTRNt1e	0	0	0	1
ARAB_Lt	0	0	0	1
ARABR	0	0	0	1
ARACHCRNt	0	0	0	1
ARACHDt2	0	0	0	1
ARACHDtr	0	0	0	1
ARACHt	0	0	0	1
ARGALAALAr	0	0	0	1
ARGALAALAt	0	0	0	1
ARGALAPHEr	0	0	0	1
ARGALAPHEt	0	0	0	1
ARGALATHRr	0	0	0	1
ARGALATHRt	0	0	0	1
ARGARGLYSr	0	0	0	1
ARGARGLYSt	0	0	0	1
ARGARGMETr	0	0	0	1
ARGARGMETt	0	0	0	1
ARGARGr	0	0	0	1
ARGARGt	0	0	0	1
ARGCYSGLYr	0	0	0	1
ARGCYSGLYt	0	0	0	1
ARGCYSSERr	0	0	0	1
ARGCYSSERt	0	0	0	1
ARGGLUGLUr	0	0	0	1
ARGGLUGLUt	0	0	0	1
ARGGLUPROr	0	0	0	1
ARGGLUPROt	0	0	0	1
ARGGLYGLYr	0	0	0	1
ARGGLYGLYt	0	0	0	1
ARGHISTHRr	0	0	0	1
ARGHISTHRt	0	0	0	1
ARGLEUPHEr	0	0	0	1
ARGLEUPHEt	0	0	0	1
ARGLYSASPr	0	0	0	1
ARGLYSASPt	0	0	0	1
ARGPHEARGr	0	0	0	1
ARGPHEARGt	0	0	0	1
ARGPROMETr	0	0	0	1
ARGPROMETt	0	0	0	1
ARGPROTHRr	0	0	0	1
ARGPROTHRt	0	0	0	1
ARGSERSERr	0	0	0	1
ARGSERSERt	0	0	0	1
ARGt4	0	0	0	1
ARGtD	0	0	0	1
ARTFR208	0	0	0	1
ASAH1	0	0	0	1
ASCBt	0	0	0	1
ASCBt4	0	0	0	1
ASNASNARGr	0	0	0	1
ASNASNARGt	0	0	0	1
ASNMETPROr	0	0	0	1
ASNMETPROt	0	0	0	1
ASNPHEASPr	0	0	0	1
ASNPHEASPt	0	0	0	1
ASNPHECYSr	0	0	0	1
ASNPHECYSt	0	0	0	1
ASNt4	0	0	0	1
ASNtN1	0	0	0	1
ASNTYRGLYr	0	0	0	1
ASNTYRGLYt	0	0	0	1
ASNTYRPHEr	0	0	0	1
ASNTYRPHEt	0	0	0	1
ASNTYRTHRr	0	0	0	1
ASNTYRTHRt	0	0	0	1
ASPALAARGr	0	0	0	1
ASPALAARGt	0	0	0	1
ASPASNGLUr	0	0	0	1
ASPASNGLUt	0	0	0	1
ASPCTr	0	0	0	1
ASPDt6	0	0	0	1
ASPDTDe	0	0	0	1
ASPGLUm	0	0	0	1
ASPGLUTRPr	0	0	0	1
ASPGLUTRPt	0	0	0	1
ASPHISCYSr	0	0	0	1
ASPHISCYSt	0	0	0	1
ASPHISPROr	0	0	0	1
ASPHISPROt	0	0	0	1
ASPLYSGLUr	0	0	0	1
ASPLYSGLUt	0	0	0	1
ASPLYSHISr	0	0	0	1
ASPLYSHISt	0	0	0	1
ASPMETASPr	0	0	0	1
ASPMETASPt	0	0	0	1
ASPPROLYSr	0	0	0	1
ASPPROLYSt	0	0	0	1
ASPt6	0	0	0	1
ASPTAm	0	0	0	1
ASPte	0	0	0	1
ATP2ter	0	0	0	1
ATPH2e	0	0	0	1
ATPtm	0	0	0	1
ATPtx	0	0	0	1
