rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization
HMR_0625	Glycerophospholipid metabolism	56994.1 or 10390.1	30	10	3	L	NA	[c]
HMR_0629	Glycerophospholipid metabolism	5337.1 or 23646.1 or 5338.1 or 122618.1 or 201164.1	30	10	3	L	NA	[c]
HMR_2041	Steroid metabolism	8630.1 or 3294.1 or 158160.1 or 3292.1 or 7923.1 or 51478.1 or 51144.1 or 51170.1 or 7923.1 or 7923.1 or 7923.1 or 7923.1 or 7923.1	1000	292.513966480447	3.41864018334607	L	NA	intercompartmental
HMR_2472	Fatty acid synthesis	9415.1 or 3992.1 or 3995.1	10	27.5	0.363636363636364	H	NA	[c]
HMR_2530	Fatty acid synthesis	60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1	10	38.2543103448276	0.261408450704225	H	NA	[c]
HMR_2533	Fatty acid synthesis	51144.1	10	38.2543103448276	0.261408450704225	H	NA	[c]
HMR_2535	Fatty acid synthesis	51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1	10	38.2543103448276	0.261408450704225	H	NA	[c]
HMR_2537	Fatty acid synthesis	9524.1 or 253017.1	10	38.2543103448276	0.261408450704225	H	NA	[c]
HMR_2540	Fatty acid synthesis	60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1	10	34.7333333333333	0.287907869481766	H	NA	[c]
HMR_2541	Fatty acid synthesis	51144.1	10	34.7333333333333	0.287907869481766	H	NA	[c]
HMR_2542	Fatty acid synthesis	51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1	10	34.7333333333333	0.287907869481766	H	NA	[c]
HMR_2543	Fatty acid synthesis	9524.1 or 253017.1	10	34.7333333333333	0.287907869481766	H	NA	[c]
HMR_2733	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	10	38.2543103448277	0.261408450704225	H	NA	[c]
HMR_2734	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	10	38.2543103448277	0.261408450704225	H	NA	intercompartmental
HMR_2735	Transport, mitochondrial	1384.1 or 1376.1	10	38.2543103448276	0.261408450704226	H	NA	[m]
HMR_2736	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	10	34.7333333333333	0.287907869481766	H	NA	[c]
HMR_2737	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	10	34.7333333333333	0.287907869481766	H	NA	intercompartmental
HMR_2738	Transport, mitochondrial	1384.1 or 1376.1	10	34.7333333333333	0.287907869481766	H	NA	[m]
HMR_3106	Transport, peroxisomal		2000	1090.62857142857	1.83380488316043	L	NA	intercompartmental
HMR_3426	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	10	41.7530864197531	0.239503252513306	H	NA	[m]
HMR_3429	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	30	0	Inf	L	NA	[m]
HMR_3431	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	10	38.2543103448276	0.261408450704225	H	NA	[m]
HMR_3432	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	10	34.7333333333333	0.287907869481766	H	NA	[m]
HMR_4700	Glycine, serine, alanine, and threonine metabolism	55066.1 or 29958.1	0	40	0	H	NA	[c]
HMR_8397	Inositol phosphate metabolism	23556.1	0	8.33333333333333	0	H	NA	[r]
HMR_8399	Inositol phosphate metabolism	23556.1	0	5.55555555555556	0	H	NA	[r]
HMR_9625	Transport, endoplasmic reticular		0	8.33333333333333	0	H	NA	intercompartmental
HMR_9629	Transport, endoplasmic reticular		0	8.33333333333337	0	H	NA	intercompartmental
HMR_9635	Transport, extracellular		0	8.33333333333326	0	H	NA	intercompartmental
HSD17B1	Steroid metabolism	3292.1 or 7923.1	1000	292.513966480447	3.41864018334607	L	NA	[c]
HSD17B8r	Steroid metabolism	3294.1	1000	292.513966480447	3.41864018334606	L	NA	[r]
HYPTROX	Taurine and hypotaurine metabolism		10	35	0.285714285714286	H	cysteine and CoA metabolism	[c]
INSt2	Transport, extracellular	64078.1	2000	30	66.6666666666667	L	NA	intercompartmental
ISOCHOLt	Transport, extracellular	(28234.1) or (10599.1) or (123264.1) or (200931.1)	0	1000	0	H	NA	intercompartmental
KSII_CORE2tly	Transport, lysosomal		0	7.6532640269072	0	H	NA	intercompartmental
KSII_CORE4tly	Transport, lysosomal		0	6.93736141906873	0	H	NA	intercompartmental
KYNATEtr2	Transport, extracellular		0	20	0	H	NA	intercompartmental
LEUKTRB4t	Transport, extracellular	387775.1	2000	0	Inf	L	NA	intercompartmental
MAN1PT2	Fructose and mannose metabolism	29926.2 or 29926.1 or 29925.2 or 29925.1	0	25	0	H	NA	[c]
MAN6PI	Fructose and mannose metabolism	4351.1	0	25	0	H	NA	[c]
NACHEX23ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	7.6532640269072	0	H	NA	[l]
NACHEX24ly	Keratan sulfate degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	0	7.6532640269072	0	H	NA	[l]
NACHEX25ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	7.6532640269072	0	H	NA	[l]
NACHEX26ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	6.93736141906873	0	H	chondroitin sulphate degradation, lysosome	[l]
NAGA2ly	Keratan sulfate degradation	4668.1	0	7.6532640269072	0	H	NA	[l]
NAGLCAly	Keratan sulfate degradation		0	7.6532640269072	0	H	NA	[l]
NCAMUP	Transport, extracellular		10	0	Inf	L	NA	intercompartmental
NDP7g	Nucleotide interconversion	9583.1	0	76.532640269072	0	H	pyrimidine degradation	[g]
PHETA1	Phenylalanine metabolism	2805.1	446.947674418604	1020	0.438183994528044	H	phenylalanine metabolism	[c]
PHETA1m	Phenylalanine metabolism	6898.1 or 2806.1	428.372093023256	1000	0.428372093023256	H	phenylalanine metabolism	[m]
PHPYRtm	Transport, mitochondrial	51660.1 and 25874.1	428.372093023256	1000	0.428372093023256	H	NA	intercompartmental
PIACGT	Phosphatidylinositol phosphate metabolism	(5279.1 and 51227.2 and 5283.1 and 5277.2 and 9091.1 and 8818.1) or (5279.1 and 51227.2 and 5283.1 and 9091.1 and 5277.2 and 8818.1) or (51227.1 and 9091.2 and 5277.3 and 5283.1 and 5279.2 and 8818.1) or (51227.2 and 5277.1 and 5283.1 and 9091.1 and 8818.2 and 5279.2) or (51227.3 and 9091.2 and 5277.3 and 5283.1 and 5279.2 and 8818.1) or (5279.1 and 51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.2) or (51227.3 and 9091.2 and 5277.1 and 5283.1 and 5279.2 and 8818.1) or (51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.1 and 5279.2) or (51227.3 and 9091.2 and 5277.3 and 5283.1 and 5279.2 and 8818.2) or (51227.1 and 5277.1 and 5283.1 and 9091.1 and 5279.2 and 8818.1) or (51227.2 and 5283.1 and 9091.1 and 5277.2 and 8818.1 and 5279.2) or (5279.1 and 51227.1 and 9091.2 and 5277.3 and 5283.1 and 8818.2) or (51227.3 and 9091.2 and 5277.1 and 5283.1 and 8818.2 and 5279.2) or (5279.1 and 51227.2 and 5277.3 and 5283.1 and 9091.1 and 8818.2) or (51227.1 and 5277.3 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (51227.2 and 5277.1 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (5279.1 and 51227.2 and 9091.2 and 5277.1 and 5283.1 and 8818.1) or (5279.1 and 51227.1 and 9091.2 and 5283.1 and 5277.2 and 8818.2) or (5279.1 and 9091.2 and 51227.2 and 5277.2 and 5283.1 and 8818.2) or (5279.1 and 9091.2 and 51227.2 and 5277.1 and 5283.1 and 8818.2) or (51227.3 and 5283.1 and 5277.2 and 9091.1 and 8818.1 and 5279.2) or (51227.2 and 5277.3 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (5279.1 and 51227.1 and 5283.1 and 5277.2 and 9091.1 and 8818.2) or (51227.3 and 9091.2 and 5283.1 and 5277.2 and 5279.2 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5283.1 and 5277.2 and 8818.2) or (51227.1 and 9091.2 and 5277.3 and 5283.1 and 8818.2 and 5279.2) or (5279.1 and 51227.3 and 5277.3 and 5283.1 and 9091.1 and 8818.2) or (51227.1 and 5283.1 and 5277.2 and 9091.1 and 5279.2 and 8818.2) or (5279.1 and 51227.3 and 5277.1 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5277.1 and 5283.1 and 8818.2) or (5279.1 and 51227.1 and 5277.3 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5277.3 and 5283.1 and 8818.2) or (5279.1 and 51227.2 and 5277.3 and 9091.1 and 5283.1 and 8818.1) or (51227.2 and 5277.3 and 9091.1 and 5283.1 and 8818.2 and 5279.2) or (51227.2 and 9091.2 and 5277.2 and 5283.1 and 8818.1 and 5279.2) or (51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.2 and 5279.2) or (51227.1 and 5277.3 and 5283.1 and 9091.1 and 5279.2 and 8818.2) or (5279.1 and 51227.1 and 9091.2 and 5277.3 and 5283.1 and 8818.1) or (51227.2 and 9091.2 and 5277.3 and 5283.1 and 8818.1 and 5279.2) or (51227.3 and 5277.3 and 9091.1 and 5283.1 and 5279.2 and 8818.2) or (9091.2 and 51227.2 and 5277.3 and 5283.1 and 5279.2 and 8818.2) or (5279.1 and 9091.2 and 51227.2 and 5277.3 and 5283.1 and 8818.2) or (51227.1 and 5277.1 and 5283.1 and 9091.1 and 8818.2 and 5279.2) or (5279.1 and 9091.2 and 51227.2 and 5277.3 and 5283.1 and 8818.1) or (5279.1 and 51227.1 and 9091.2 and 5277.2 and 5283.1 and 8818.1) or (51227.3 and 5277.1 and 9091.1 and 5283.1 and 5279.2 and 8818.2) or (5279.1 and 51227.1 and 9091.1 and 5277.2 and 5283.1 and 8818.1) or (51227.1 and 5283.1 and 9091.1 and 5277.2 and 5279.2 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5277.1 and 5283.1 and 8818.1) or (51227.3 and 5279.1 and 9091.2 and 5277.3 and 5283.1 and 8818.1) or (51227.3 and 5277.3 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (51227.3 and 9091.1 and 5283.1 and 5277.2 and 5279.2 and 8818.2) or (51227.3 and 5277.1 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (5279.1 and 51227.1 and 5277.3 and 5283.1 and 9091.1 and 8818.2) or (9091.2 and 51227.2 and 5277.1 and 5283.1 and 5279.2 and 8818.1) or (51227.1 and 9091.2 and 5277.2 and 5283.1 and 8818.1 and 5279.2) or (51227.2 and 5283.1 and 5277.2 and 9091.1 and 8818.2 and 5279.2) or (9091.2 and 51227.2 and 5277.1 and 5283.1 and 8818.2 and 5279.2) or (5279.1 and 51227.3 and 5277.1 and 5283.1 and 9091.1 and 8818.2) or (5279.1 and 51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.1) or (5279.1 and 51227.3 and 5277.3 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 51227.3 and 5283.1 and 5277.2 and 9091.1 and 8818.1) or (5279.1 and 51227.2 and 5277.1 and 9091.1 and 5283.1 and 8818.2) or (51227.3 and 9091.2 and 5283.1 and 5277.2 and 8818.2 and 5279.2) or (9091.2 and 51227.2 and 5283.1 and 5277.2 and 5279.2 and 8818.2) or (5279.1 and 51227.2 and 5277.1 and 9091.1 and 5283.1 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5283.1 and 5277.2 and 8818.1) or (5279.1 and 51227.1 and 5277.1 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 9091.2 and 51227.2 and 5277.2 and 5283.1 and 8818.1) or (5279.1 and 51227.3 and 9091.1 and 5277.2 and 5283.1 and 8818.2) or (51227.1 and 9091.2 and 5283.1 and 5277.2 and 8818.2 and 5279.2) or (5279.1 and 51227.1 and 5277.1 and 9091.1 and 5283.1 and 8818.2)	0	8.33333333333333	0	H	NA	[c]
PItn	Transport, nuclear		1594.84375	1996.56891495601	0.798792237048896	H	NA	intercompartmental
PMANM	Fructose and mannose metabolism	5372.1 or 55276.1 or 5373.1	0	25	0	H	NA	[c]
PMTCOAtx	Transport, peroxisomal		2000	0	Inf	L	NA	intercompartmental
PPA	Oxidative phosphorylation	5464.1 or 64077.1	349.986842105264	498.284457478006	0.702383622151634	H	NA	[c]
PTVSTtu	Drug metabolism	(6579.1 or 11309.1)	2000	0	Inf	L	NA	intercompartmental
RE1233C	Tryptophan metabolism	883.1	0	20	0	H	NA	[c]
RE2954C	Pyrimidine synthesis	5315.1	1753.37209302326	1130	1.55165671948961	L	glycolysis	[c]
RNDR1	Nucleotide interconversion	(6240.1 and 6241.1) or 50484.1	1000	518.998044965788	1.92678953167525	L	NA	[c]
S6TASE22ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	7.65326402690721	0	H	NA	[l]
S6TASE23ly	Keratan sulfate degradation	2799.1	0	7.65326402690721	0	H	NA	[l]
S6TASE24ly	Keratan sulfate degradation	2799.1	0	7.65326402690721	0	H	NA	[l]
S6TASE25ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	6.93736141906868	0	H	chondroitin degradation, lysosome	[l]
S6TASE26ly	Keratan sulfate degradation	2799.1	0	6.93736141906868	0	H	chondroitin degradation, lysosome	[l]
SERPT	Sphingolipid metabolism	10558.1 and 9517.1 and 55304.1	40	54.4444444444444	0.73469387755102	H	new to recon	[c]
SFGTH	Tyrosine metabolism	2098.1	0	80	0	H	NA	[c]
SIAASE3ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	7.6532640269072	0	H	NA	[l]
SIAASE4ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	6.93736141906873	0	H	chondroitin degradation, lysosome	[l]
SPHGNte	Transport, extracellular		40	54.4444444444445	0.73469387755102	H	NA	intercompartmental
SUCCt4_2	Transport, extracellular	9058.1	389.791666666667	1000	0.389791666666667	H	NA	intercompartmental
UAGDP	Aminosugar metabolism	6675.1 or 91373.1	0	34.6868070953437	0	H	amino sugar metabolism	[c]
UCHOLt	Transport, extracellular	(28234.1) or (10599.1) or (123264.1) or (200931.1)	0	1000	0	H	NA	intercompartmental
UDPACGALtl	Transport, lysosomal		0	7.65326402690721	0	H	NA	intercompartmental
UDPtl	Transport, lysosomal		0	7.65326402690721	0	H	NA	intercompartmental
UGLCNACtg	Transport, golgi apparatus	11046.1	0	34.6868070953437	0	H	NA	intercompartmental
UROLACer	Vitamin C metabolism		1000	0	Inf	L	vitamin c metabolism/inositol degradation, er	[r]
r0655	Valine, leucine, and isoleucine metabolism	34.1 or 3712.1	0	20	0	H	leucine metabolism	[m]
r0686	Arginine and proline metabolism	8659.1	1045	35	29.8571428571429	L	NA	[m]
r1421	Transport, extracellular		0	80	0	H	NA	intercompartmental
r2143	Transport, extracellular	6579.1	2000	10	200	L	NA	intercompartmental
r2333	Transport, extracellular	6578.1	2000	0	Inf	L	NA	intercompartmental
r2359	Transport, extracellular	387775.1	2000	25	80	L	NA	intercompartmental
sink_lnlncacoa[c]	Exchange/demand reaction		10	46	0.217391304347826	H	NA	[c]
sink_pmtcoa[c]	Exchange/demand reaction		40	57.5	0.695652173913043	H	NA	[c]
sink_pre_prot[r]	Exchange/demand reaction		0	8.33333333333333	0	H	NA	[r]
34DHPHAMT	Tyrosine metabolism	1312.1 or 1312.2	10	0	Inf	L	NA	[c]
34DHPHAte	Transport, extracellular	9376.1 or 9356.1	10	0	Inf	L	NA	intercompartmental
CYTDt2r	Transport, extracellular	64078.1	1000	20	50	L	NA	intercompartmental
EX_34dhpha[e]	Exchange/demand reaction		10	0	Inf	L	NA	[e]
EX_asp_L[e]	Exchange/demand reaction		297.812855055999	10	29.7812855055999	L	NA	[e]
EX_homoval[e]	Exchange/demand reaction		10	0	Inf	L	NA	[e]
EX_prolyspro[e]	Exchange/demand reaction		20	10	2	L	NA	[e]
EX_proproarg[e]	Exchange/demand reaction		20	10	2	L	NA	[e]
FAOXC102C103m	Fatty acid oxidation	34.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC102C81m	Fatty acid oxidation	1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC102m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC103C102m	Fatty acid oxidation	1666.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC123C102m	Fatty acid oxidation	1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC123m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC143C123m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC164C143m	Fatty acid oxidation	3030.1 and 3032.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC164C165m	Fatty acid oxidation	37.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC164m	Fatty acid oxidation	1632.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC165C164m	Fatty acid oxidation	1666.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC61m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC81C61m	Fatty acid oxidation	34.1 and 1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
HMR_2634	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	2000	37.5	53.3333333333333	L	NA	intercompartmental
HMR_7198	Transport, lysosomal		0	10	0	H	NA	intercompartmental
LGTHL	Pyruvate metabolism	2739.1	1000	242.948717948718	4.11609498680738	L	NA	[c]
LTD4DP	Eicosanoid metabolism		0	1000	0	H	leukotriene synthesis	[c]
PROLYSPROr	Peptide metabolism		20	10	2	L	NA	[c]
PROLYSPROt	Transport, extracellular	6564.1 or 6565.1	20	10	2	L	NA	intercompartmental
PROPROARGr	Peptide metabolism		20	10	2	L	NA	[c]
PROPROARGt	Transport, extracellular	6564.1 or 6565.1	20	10	2	L	NA	intercompartmental
PSSA1_hs	Glycerophospholipid metabolism	9791.1	20	36.6666666666666	0.545454545454546	H	new to recon	[c]
PUNP3	Purine catabolism	4860.1	1030	518.859649122807	1.98512256973795	L	purine catabolism	[c]
PUNP7	Nucleotide interconversion	4860.1	1030	518.859649122807	1.98512256973796	L	purine catabolism	[c]
r0652	Fatty acid oxidation	55825.1 or 51102.1 	499.285140562249	327.189189189189	1.52598300023156	L	fatty acid synthesis & elongation	[m]
r1143	Transport, extracellular	10991.1	1000	10	100	L	NA	intercompartmental
r1384	Nucleotide interconversion		1030	518.859649122807	1.98512256973795	L	purine catabolism, cytosol	[c]
sink_Ser_Gly_Ala_X_Gly[r]	Exchange/demand reaction		0	10	0	H	NA	[r]
