rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization
ILETA	Valine, leucine, and isoleucine metabolism	586.1	20	603.430555555555	0.0331438304140677	H	isoleucine metabolism	[c]
ILETAm	Valine, leucine, and isoleucine metabolism	587.1	20	608.462962962963	0.0328697081291658	H	isoleucine metabolism	[m]
ILEt5m	Transport, mitochondrial		20	608.462962962963	0.0328697081291658	H	isoleucine metabolism	intercompartmental
NAtx	Transport, peroxisomal		2000	1000	2	L	NA	intercompartmental
PI5P4K	Inositol phosphate metabolism	5297.1 or 55361.1 or 5298.1	598.59375	226.314814814815	2.64496051877915	L	new to recon	[c]
TAURtcx	Taurine and hypotaurine metabolism	6533.1	2000	1000	2	L	NA	intercompartmental
XOL27OHte	Transport, extracellular		0	10	0	H	NA	intercompartmental
XOL27OHtmc	Transport, mitochondrial		0	10	0	H	NA	intercompartmental
XOL7AONEt	Transport, extracellular	6554.1	0	10	0	H	NA	intercompartmental
XOL7AONEtr	Transport, endoplasmic reticular		0	10	0	H	NA	intercompartmental
r0747	Bile acid synthesis	1109.1	1000	10	100	L	NA	[c]
r1472	Fatty acid oxidation	33.1	30	40	0.75	H	betaoxidation	[m]
r1474	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	30	40	0.75	H	betaoxidation	[m]
r1477	Fatty acid oxidation	(3028.1 and 1962.1 and 3295.1) or (3033.1 and 1962.1 and 3295.1)	30	40	0.75	H	betaoxidation	[m]
r2331	Transport, extracellular	6578.1	2000	28.3333333333333	70.5882352941178	L	NA	intercompartmental
5AOPtm	Heme synthesis		241.75	115	2.10217391304348	L	NA	intercompartmental
ACACT4p	Fatty acid oxidation	30.1	42	25	1.68	L	betaoxidation	[x]
EX_chol[e]	Exchange/demand reaction		0	36.6666666666667	0	H	NA	[e]
EX_gly[e]	Exchange/demand reaction		293.888888888889	115	2.55555555555556	L	NA	[e]
EX_glypro[e]	Exchange/demand reaction		195	20	9.75	L	NA	[e]
EX_lnlc[e]	Exchange/demand reaction		20	37.5	0.533333333333333	H	NA	[e]
EX_na1[e]	Exchange		0	10	0	H	NA	[e]
FAOXC101x	Fatty acid oxidation	1962.1 or 10455.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
GK1	Nucleotide interconversion	2987.1	367.433333333333	738.150462962963	0.497775659258469	H	purine synthesis, cytosol	[c]
GLYPROPRO1c	Transport, extracellular	5184.1	195	20	9.75	L	peptide metabolism, Leucylleucine, cytosol	[c]
GLYPROt	Transport, extracellular		195	20	9.75	L	NA	intercompartmental
HMR_3322	Fatty acid oxidation	1666.1 or 26063.1	42	21.4285714285714	1.96	L	NA	[x]
HMR_6515	Methionine and cysteine metabolism	4357.1 or 7263.1	0	10	0	H	NA	[c]
PPAm	Oxidative phosphorylation	27068.4 or 27068.1 or 27068.3 or 27068.2	390.886549707602	251.171497584541	1.55625360945278	L	NA	[m]
RE1518X	Fatty acid oxidation	51.1 or 8310.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1520X	Fatty acid oxidation	1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1521X	Fatty acid oxidation	1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1522X	Fatty acid oxidation	1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1525X	Fatty acid oxidation	3295.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1526X	Fatty acid oxidation	3295.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1527X	Fatty acid oxidation	3295.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1532X	Fatty acid oxidation	30.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1533X	Fatty acid oxidation	30.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1534X	Fatty acid oxidation	30.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
RE1573X	Fatty acid oxidation	10455.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]
TALA	Pentose phosphate pathway	6888.1	1718.59375	1063.33333333333	1.61623236677116	L	HMP shunt	[c]
r0407	Miscellaneous	230.1 or 229.1 or 226.1	1718.59375	1086.66666666667	1.58152799079755	L	HMP shunt	[c]
r0444	Fatty acid oxidation	1374.1 and 1376.1	0	238.020833333334	0	H	carnitine shuttle	[r]
r0660	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	764.394573643411	337.269162210339	2.26642296210495	L	betaoxidation	[m]
r0727	Fatty acid oxidation	3030.1 and 1962.1 and 3033.1	42	25	1.68	L	betaoxidation	[x]
r0729	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	42	25	1.68	L	betaoxidation	[x]
r0791	Fatty acid oxidation	55825.1 or 51102.1 	20	39.382160171898	0.507844158692733	H	fatty acid synthesis & elongation	[m]
r1000	Transport, endoplasmic reticular		0	238.020833333334	0	H	carnitine shuttle	intercompartmental
r1262	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	338.5	37.5	9.02666666666667	L	NA	[r]
r1487	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	0	238.020833333334	0	H	NA	[r]
r2514	Transport, endoplasmic reticular		0	238.020833333333	0	H	NA	intercompartmental
sink_gly[c]	Exchange/demand reaction		293.888888888888	115	2.55555555555555	L	NA	[c]
sink_lnlc[c]	Exchange/demand reaction		20	37.5	0.533333333333333	H	NA	[c]
34DHPHAMT	Tyrosine metabolism	1312.1 or 1312.2	10	0	Inf	L	NA	[c]
34DHPHAte	Transport, extracellular	9376.1 or 9356.1	10	0	Inf	L	NA	intercompartmental
CYTDt2r	Transport, extracellular	64078.1	1000	20	50	L	NA	intercompartmental
EX_34dhpha[e]	Exchange/demand reaction		10	0	Inf	L	NA	[e]
EX_asp_L[e]	Exchange/demand reaction		297.812855055999	10	29.7812855055999	L	NA	[e]
EX_homoval[e]	Exchange/demand reaction		10	0	Inf	L	NA	[e]
EX_prolyspro[e]	Exchange/demand reaction		20	10	2	L	NA	[e]
EX_proproarg[e]	Exchange/demand reaction		20	10	2	L	NA	[e]
FAOXC102C103m	Fatty acid oxidation	34.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC102C81m	Fatty acid oxidation	1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC102m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC103C102m	Fatty acid oxidation	1666.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC123C102m	Fatty acid oxidation	1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC123m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC143C123m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC164C143m	Fatty acid oxidation	3030.1 and 3032.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC164C165m	Fatty acid oxidation	37.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC164m	Fatty acid oxidation	1632.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC165C164m	Fatty acid oxidation	1666.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]
FAOXC61m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
FAOXC81C61m	Fatty acid oxidation	34.1 and 1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]
HMR_2634	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	2000	37.5	53.3333333333333	L	NA	intercompartmental
HMR_7198	Transport, lysosomal		0	10	0	H	NA	intercompartmental
LGTHL	Pyruvate metabolism	2739.1	1000	242.948717948718	4.11609498680738	L	NA	[c]
LTD4DP	Eicosanoid metabolism		0	1000	0	H	leukotriene synthesis	[c]
PROLYSPROr	Peptide metabolism		20	10	2	L	NA	[c]
PROLYSPROt	Transport, extracellular	6564.1 or 6565.1	20	10	2	L	NA	intercompartmental
PROPROARGr	Peptide metabolism		20	10	2	L	NA	[c]
PROPROARGt	Transport, extracellular	6564.1 or 6565.1	20	10	2	L	NA	intercompartmental
PSSA1_hs	Glycerophospholipid metabolism	9791.1	20	36.6666666666666	0.545454545454546	H	new to recon	[c]
PUNP3	Purine catabolism	4860.1	1030	518.859649122807	1.98512256973795	L	purine catabolism	[c]
PUNP7	Nucleotide interconversion	4860.1	1030	518.859649122807	1.98512256973796	L	purine catabolism	[c]
r0652	Fatty acid oxidation	55825.1 or 51102.1 	499.285140562249	327.189189189189	1.52598300023156	L	fatty acid synthesis & elongation	[m]
r1143	Transport, extracellular	10991.1	1000	10	100	L	NA	intercompartmental
r1384	Nucleotide interconversion		1030	518.859649122807	1.98512256973795	L	purine catabolism, cytosol	[c]
sink_Ser_Gly_Ala_X_Gly[r]	Exchange/demand reaction		0	10	0	H	NA	[r]
34HPLFM	Ubiquinone synthesis		20	40	0.5	H	NA	[m]
34HPLte	Transport, extracellular		20	40	0.5	H	NA	intercompartmental
34HPLtm	Transport, mitochondrial		20	40	0.5	H	NA	intercompartmental
34HPPte	Transport, extracellular		20	40	0.5	H	NA	intercompartmental
7THFtl	Transport, lysosomal		166.666666666667	70.916179337232	2.35019241341396	L	NA	intercompartmental
ADNK1m	Nucleotide interconversion		668.533333333333	374.107449364916	1.7870088779794	L	purine synthesis, cytosol	[m]
ALLTNt	Transport, extracellular		0	46.2162162162094	0	H	NA	intercompartmental
ASPTA	Alanine and aspartate metabolism	2805.1	1876.74418604651	1141.2556022409	1.64445561744578	L	aspartate transaminase, cytosol	[c]
BTNt2	Transport, extracellular	6566.1	10	1000	0.01	H	NA	intercompartmental
C02712te	Transport, extracellular	64849.1	20	0	Inf	L	NA	intercompartmental
DHAPtr	Transport, extracellular		170	212.601214574899	0.799619138300407	H	NA	intercompartmental
DHPR	Tetrahydrobiopterin metabolism	5860.1	0	20	0	H	NA	[c]
EX_34hpl[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]
EX_34hpp[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]
EX_C02712[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]
EX_CE0074[e]	Exchange/demand reaction		0	45.2631578947368	0	H	NA	[e]
EX_adrn[e]	Exchange/demand reaction		0	37.5	0	H	NA	[e]
EX_alltn[e]	Exchange/demand reaction		0	46.2162162162161	0	H	NA	[e]
EX_leutyrtyr[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]
EX_ocdcea[e]	Exchange/demand reaction		30	40	0.75	H	NA	[e]
EX_trptyrtyr[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]
EX_tyr_L[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]
EX_tyrala[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]
EX_tyrglu[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]
EX_tyrphetyr[e]	Exchange/demand reaction		10	13.3333333333333	0.75	H	NA	[e]
EX_tyrtyr[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]
EX_urate[e]	Exchange/demand reaction		0	47.5000000000004	0	H	NA	[e]
FATP8t	Transport, extracellular	10998.1 or 11001.1	2000	0	Inf	L	NA	intercompartmental
GGH_5THFl	Folate metabolism	8836.1	166.666666666667	70.916179337232	2.35019241341396	L	NA	[l]
GGH_6THFl	Folate metabolism	8836.1	166.666666666667	70.916179337232	2.35019241341396	L	NA	[l]
GGH_7THFl	Folate metabolism	8836.1	166.666666666667	70.916179337232	2.35019241341396	L	NA	[l]
H2CO3Dm	Miscellaneous	763.1 or 11238.1	746.56887755102	443.54179502978	1.68319848527667	L	NA	[m]
HC02149td	Transport, extracellular		1000	0	Inf	L	NA	intercompartmental
HMR_2608	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	2000	65	30.7692307692308	L	NA	[c]
HMR_2609	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	2000	65	30.7692307692308	L	NA	intercompartmental
HMR_2610	Transport, mitochondrial	1384.1 or 1376.1	2000	65	30.7692307692308	L	NA	[m]
HMR_2973	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	338.5	0	Inf	L	NA	[r]
HMR_3070	Fatty acid oxidation	8310.1 or 51.1	0	90	0	H	NA	[x]
HMR_3071	Fatty acid oxidation	1962.1	0	90	0	H	NA	[x]
HMR_3072	Fatty acid oxidation	1962.1 or 3295.1	0	90	0	H	NA	[x]
HMR_3073	Fatty acid oxidation	30.1 or 4645.1	0	90	0	H	NA	[x]
HMR_3121	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	463.045045045045	287.274952919021	1.6118531752943	L	NA	[m]
HMR_3128	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	463.045045045045	287.274952919021	1.6118531752943	L	NA	[m]
HMR_3135	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	463.045045045045	287.274952919021	1.6118531752943	L	NA	[m]
HMR_3428	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	10	37.9478917645429	0.263519250609428	H	NA	[m]
HMR_3831	Glutamate metabolism	2271.1	1000	498.666666666667	2.00534759358289	L	NA	[c]
HMR_6611	Purine catabolism		0	46.2162162162163	0	H	NA	[c]
HMR_9639	Transport, extracellular		0	45.2631578947364	0	H	NA	intercompartmental
HMR_9652	Transport, extracellular		1000	0	Inf	L	NA	intercompartmental
LALDO	Pyruvate metabolism	128.1	1000	236.330467372133	4.23136301941708	L	NA	[c]
LEULEUt	Transport, extracellular		10	1000	0.01	H	NA	intercompartmental
LEUTYRTYRr	Peptide metabolism		10	20	0.5	H	NA	[c]
LEUTYRTYRt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental
ME1m	Pyruvate metabolism	4200.1	719.62962962963	434.667198298777	1.65558761380236	L	malic enzyme, nad, mitochondria	[m]
ME2m	Pyruvate metabolism	4200.1 or 10873.1	719.629629629629	434.667198298777	1.65558761380236	L	malic enzyme	[m]
PPDOy	Pyruvate metabolism	8574.1 or 231.1 or 10327.2 or 10327.1	1000	202.010506208214	4.95023758303586	L	NA	[c]
RE1447M	Phosphatidylinositol phosphate metabolism	54995.1	668.533333333333	374.107449364916	1.7870088779794	L	NA	[m]
RE1530C	Pyrimidine synthesis		1576.71875	2000	0.788359375	H	pyrimidine synthesis/ de novo	[c]
RE2888C	Purine catabolism	7173.1 or 9588.1	0	45.2631578947369	0	H	purine catabolism, cytosol	[c]
RE2972M	Phosphatidylinositol phosphate metabolism	5297.1 or 5298.1	668.533333333333	374.107449364916	1.7870088779794	L	NA	[m]
RE3119C	Fatty acid oxidation		30	40	0.75	H	fatty acid synthesis & elongation	[c]
RE3120C	Fatty acid oxidation	6785.1 or 79071.1 or 60481.1 or 54898.1 	30	40	0.75	H	fatty acid synthesis & elongation	[c]
RE3121C	Fatty acid oxidation		30	40	0.75	H	fatty acid synthesis & elongation	[c]
RE3122C	Fatty acid oxidation		30	40	0.75	H	fatty acid synthesis & elongation	[c]
RE3352C	Purine catabolism		0	46.2162162162163	0	H	purine catabolism, cytosol	[c]
THFtl	Transport, lysosomal		166.666666666667	70.9161793372319	2.35019241341396	L	NA	intercompartmental
TRPTYRTYRr	Peptide metabolism		10	20	0.5	H	NA	[c]
TRPTYRTYRt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental
TTDCPT2	Fatty acid oxidation	1376.1	2000	85	23.5294117647059	L	carnitine shuttle	[m]
TYRALAr	Peptide metabolism		20	40	0.5	H	NA	[c]
TYRALAt	Transport, extracellular	6564.1 or 6565.1	20	40	0.5	H	NA	intercompartmental
TYRGLUr	Peptide metabolism		20	40	0.5	H	NA	[c]
TYRGLUt	Transport, extracellular	6564.1 or 6565.1	20	40	0.5	H	NA	intercompartmental
TYRPHETYRr	Peptide metabolism		10	13.3333333333334	0.749999999999998	H	NA	[c]
TYRPHETYRt	Transport, extracellular	6564.1 or 6565.1	10	13.3333333333334	0.749999999999998	H	NA	intercompartmental
TYRTA	Tyrosine metabolism	2805.1 or 6898.1	20	40	0.5	H	tyrosine metabolism	[c]
TYRTAm	Tyrosine metabolism	6898.1 or 2806.1	20	40	0.5	H	ubiquinone synthesis, mitochondria	[m]
TYRTYRr	Peptide metabolism		10	20	0.5	H	NA	[c]
TYRTYRt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental
URIDK3	Nucleotide interconversion		1825	1095.95563806918	1.66521338693528	L	NA	[c]
r0308	Fatty acid oxidation	11332.1 or 10965.1 or 5538.1 or 122970.1 or 641371.1 or 9374.1	598.59375	21.4285714285714	27.934375	L	NA	[x]
r0309	Fatty acid oxidation	55825.1 or 51102.1 	499.285140562249	317.126984126984	1.57440131415094	L	fatty acid synthesis & elongation	[m]
r0398	Tetrahydrobiopterin metabolism	5860.1	0	20	0	H	NA	[c]
r0531	Nucleotide interconversion	83549.1 or 7371.1	1598.59375	472.62962962963	3.38233925632787	L	NA	[c]
r0630	Bile acid synthesis	570.1	1020	30	34	L	NA	[c]
r0986	Transport, lysosomal		1000	0	Inf	L	NA	intercompartmental
r1078	Transport, mitochondrial		20	40	0.5	H	NA	intercompartmental
r2324	Transport, extracellular	6578.1	2000	28.3333333333334	70.5882352941176	L	NA	intercompartmental
r2437	Transport, mitochondrial	788.1	2000	0	Inf	L	NA	intercompartmental
r2497	Transport, peroxisomal	215.1	598.59375	21.4285714285714	27.934375	L	NA	intercompartmental
r2508	Transport, endoplasmic reticular		1010	2000	0.505	H	NA	intercompartmental
r2511	Transport, endoplasmic reticular		1338.96666666667	486.340155945419	2.75314849143762	L	NA	intercompartmental
sink_odecoa[c]	Exchange/demand reaction		30	40	0.75	H	NA	[c]
sink_tmndnccoa[c]	Exchange/demand reaction		30	40	0.75	H	NA	[c]
sink_tyr_L[c]	Exchange/demand reaction		20	40	0.5	H	NA	[c]
