del_rxnID_KO	prctile_CP	prctile_PC	prctile_CB	prctile_BC	prctile_CBR	prctile_BRC	prctile_CBNR	prctile_BNRC	subSystem_CP	subSystem_PC	subSystem_CB	subSystem_BC	subSystem_CBR	subSystem_BRC	subSystem_CBNR	subSystem_BNRC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CB	MetabolicUnits_BC	MetabolicUnits_CBR	MetabolicUnits_BRC	MetabolicUnits_CBNR	MetabolicUnits_BNRC	Localization_CP	Localization_PC	Localization_CB	Localization_BC	Localization_CBR	Localization_BRC	Localization_CBNR	Localization_BNRC
FCOAH	78.3806626098715	67.3924050632911	62.0695592286501	69.8299319727891	90.4694419840567	82.8527291452111	73.6477349560514	75.8322010869565	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
FORMCOAtx	78.3806626098715	67.3924050632911	62.0695592286501	69.8299319727891	90.4694419840567	82.8527291452111	73.6477349560514	75.8322010869565	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
PHYHx	78.3806626098715	67.3924050632911	62.0695592286501	69.8299319727891	90.4694419840567	82.8527291452111	73.6477349560514	75.8322010869565	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	alpha oxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
SUCCtp	78.3806626098715	67.3924050632911	62.0695592286501	70.9013605442177	90.4694419840567	82.8527291452111	73.6477349560514	75.8322010869565	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
ACACT6p	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	64.1983695652174	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
ACACT7p	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	64.1983695652174	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
r0715	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	64.1983695652174	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
r0717	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	64.1983695652174	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
r0719	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	64.1983695652174	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
r0721	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	64.1983695652174	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
r1443	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	67.1535326086957	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
r1444	78.1271129141312	63.662447257384	68.715564738292	54.812925170068	92.7015057573074	97.0305526948163	64.9256254225828	64.1983695652174	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
EX_M03045[e]	77.1467207572684	47.8649789029536	64.9449035812672	68.6054421768708	63.4012400354296	85.0841057329214	71.7207572684246	68.461277173913	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HMR_3337	77.0283975659229	77.4683544303797	56.7665289256198	73.6734693877551	NA	91.9327154136629	76.132521974307	78.023097826087	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[x]	[x]	[x]	[x]	[x]	[x]	[x]	[x]
EX_triodthy[e]	76.9776876267749	38.7510548523207	43.5089531680441	80.3061224489796	62.6749335695306	81.6855475454857	70.4361054766734	76.0360054347826	Exchange	Exchange/demand reaction	Exchange	Exchange/demand reaction	Exchange	Exchange	Exchange	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
GTHS	76.7241379310345	70.7004219409283	91.6150137741047	95.7993197278911	71.6563330380868	90.1304497082046	65.26369168357	64.7248641304348	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism	glutathione synthesis	glutathione synthesis	glutathione synthesis	glutathione synthesis	glutathione synthesis	glutathione synthesis	glutathione synthesis	glutathione synthesis	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
GLCNACASE3ly	76.5043948613928	49.0801687763713	NA	96.3775510204082	88.1842338352524	66.6838311019567	69.9628127112914	78.2778532608696	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	heparan sulphate degradation, lysosome	[l]	[l]	[l]	[l]	[l]	[l]	[l]	[l]
HSAT3ly	76.5043948613928	49.0801687763713	NA	96.3775510204082	88.1842338352524	66.6838311019567	69.9628127112914	78.2778532608696	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	Heparan sulfate degradation	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
UMPK	76.4198782961461	32.3544303797468	40.0998622589532	52.6020408163265	92.5243578387954	52.7119807758325	63.1338742393509	62.8226902173913	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
pac	76.4029749830967	70.1772151898734	97.1590909090909	60.3741496598639	69.4065544729849	94.4558874013045	63.7931034482759	67.9517663043478	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_pac[e]	76.4029749830967	70.1772151898734	97.1590909090909	60.3741496598639	69.4065544729849	94.4558874013045	63.7931034482759	67.9517663043478	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HMR_2294	76.3353617308993	77.6877637130802	65.9090909090909	32.312925170068	59.8582816651904	93.8036388602815	67.3597025016903	36.7357336956522	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
HMR_9802	76.3184584178499	39.3080168776371	40.9607438016529	56.5136054421769	58.7953941541187	96.5327840714041	65.8891142663962	63.3322010869565	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	Glutamate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
FAOXC161802m	76.2339418526031	58.9367088607595	92.2004132231405	61.7687074829932	58.9902568644818	90.9371781668383	62.474645030426	63.5360054347826	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
Htmi	76.2001352265044	23.5443037974684	91.4428374655647	58.1972789115646	59.5571302037201	84.6721592859595	62.3394185260311	63.671875	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
sink_fe3[c]	76.183231913455	74.2616033755274	92.4242424242424	64.5918367346939	59.7874224977856	95.9663577068314	66.210277214334	64.3342391304348	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
FERO	76.183231913455	74.2616033755274	92.4242424242424	64.5918367346939	59.7874224977856	95.9663577068314	66.210277214334	64.3342391304348	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
HMR_0293	76.0649087221095	40.8101265822785	61.8457300275482	97.312925170068	93.0912311780337	87.5386199794027	61.2745098039216	61.8885869565217	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	Fatty acid synthesis	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
DCMPDA	76.0480054090602	47.1561181434599	92.3898071625344	23.6394557823129	93.4455270150576	24.4078269824923	61.4435429344151	23.0978260869565	Pyrimidine catabolism	Pyrimidine catabolism	Pyrimidine catabolism	Pyrimidine catabolism	Pyrimidine catabolism	Pyrimidine catabolism	Pyrimidine catabolism	Pyrimidine catabolism	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
EX_amp[e]	75.6254225828262	74.2784810126582	68.3367768595041	62.9081632653061	53.6403897254207	93.9924476484724	59.2123056118999	64.8097826086957	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
RBFK	75.3718728870859	77.0970464135021	86.0709366391185	99.0476190476191	47.3162090345438	82.6295914864401	56.1020960108181	53.4476902173913	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	Vitamin B2 metabolism	vitamin b2 metabolism	vitamin b2 metabolism	vitamin b2 metabolism	vitamin b2 metabolism	vitamin b2 metabolism	vitamin b2 metabolism	vitamin b2 metabolism	vitamin b2 metabolism	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
CYTK2	74.6788370520622	13.2658227848101	39.6005509641873	50.2551020408163	92.8255093002657	59.3374527978029	65.2805949966193	62.9755434782609	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
EX_HC00229[e]	74.526707234618	72.6751054852321	87.9476584022039	70.5612244897959	58.458813108946	96.1380020597322	47.1940500338066	60.15625	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
r0390	74.526707234618	72.6751054852321	87.9476584022039	70.5612244897959	58.458813108946	96.1380020597322	47.1940500338066	60.15625	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
CHOLt4	74.4252873563218	50.7679324894515	39.8415977961433	82.4489795918367	94.0478299379982	58.3247511156883	37.5422582826234	41.7119565217391	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	Citric acid cycle	NA	NA	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
XYLUDte	74.340770791075	75.5443037974684	90.1342975206611	65.391156462585	35.5713020372011	84.8094747682801	53.4313725490196	78.0570652173913	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_xylu_D[e]	74.340770791075	75.5443037974684	90.1342975206611	65.391156462585	35.5713020372011	84.8094747682801	53.4313725490196	78.0570652173913	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
HMR_3121	73.7660581473969	61.3670886075949	88.1198347107438	45.9863945578231	50.5757307351639	97.0648815653965	49.7295469912103	59.0692934782609	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
r0357	73.630831643002	66.2784810126582	20.0241046831956	36.343537414966	28.3790965456156	81.1019567456231	31.3387423935091	58.5767663043478	Fructose and mannose metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	fructose metabolism	fructose metabolism	fructose metabolism	fructose metabolism	fructose metabolism	fructose metabolism	fructose metabolism	fructose metabolism	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
MI1PS	73.5632183908046	40.9789029535865	29.4938016528926	64.8979591836735	51.85119574845	89.8386543082733	55.1724137931034	58.984375	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism	phospholipid metabolism/inositol, cytosol	phospholipid metabolism/inositol, cytosol	phospholipid metabolism/inositol, cytosol	phospholipid metabolism/inositol, cytosol	phospholipid metabolism/inositol, cytosol	phospholipid metabolism/inositol, cytosol	phospholipid metabolism/inositol, cytosol	phospholipid metabolism/inositol, cytosol	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
GLYALDtr	73.5463150777552	65.4177215189873	85.3305785123967	56.734693877551	49.867139061116	87.8132509440439	45.3346855983773	55.5876358695652	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_glyald[e]	73.5463150777552	65.4177215189873	85.3305785123967	56.734693877551	49.867139061116	87.8132509440439	45.3346855983773	55.5876358695652	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
ME2	73.3265720081136	37.9915611814346	84.8657024793389	45.3571428571429	49.1231178033658	87.4527978029523	48.15753887762	44.4972826086957	Pyruvate metabolism	Pyruvate metabolism	Pyruvate metabolism	Pyruvate metabolism	Pyruvate metabolism	Pyruvate metabolism	Pyruvate metabolism	Pyruvate metabolism	malic enzyme, cytosol, astrocytes	malic enzyme, cytosol, astrocytes	malic enzyme, cytosol, astrocytes	malic enzyme, cytosol, astrocytes	malic enzyme, cytosol, astrocytes	malic enzyme, cytosol, astrocytes	malic enzyme, cytosol, astrocytes	malic enzyme, cytosol, astrocytes	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
ABT_Dt2	73.1068289384719	35.5105485232068	70.0585399449036	33.3673469387755	93.9946855624446	84.5176793683488	50.709939148073	70.9578804347826	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
ABTD1	73.1068289384719	35.5105485232068	70.0585399449036	76.0714285714286	93.9946855624446	84.5176793683488	50.709939148073	70.9578804347826	Pentose phosphate pathway	Pentose phosphate pathway	Pentose phosphate pathway	Pentose phosphate pathway	Pentose phosphate pathway	Pentose phosphate pathway	Pentose phosphate pathway	Pentose phosphate pathway	HMP shunt	HMP shunt	HMP shunt	HMP shunt	HMP shunt	HMP shunt	HMP shunt	HMP shunt	[c]	[c]	[c]	[c]	[c]	[c]	[c]	[c]
EX_abt_D[e]	73.1068289384719	35.5105485232068	70.0585399449036	66.0714285714286	93.9946855624446	84.5176793683488	50.709939148073	70.9578804347826	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]	[e]	[e]
BUTSMCT1	71.7883705206221	19.746835443038	73.2610192837465	19.9829931972789	99.9468556244464	98.6783384826639	36.3759296822177	27.9042119565217	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
