rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
RE1518X	Fatty acid oxidation	51.1 or 8310.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	fad[x] + CE0785[x]  -> fadh2[x] + CE2432[x] 
RE1520X	Fatty acid oxidation	1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	h2o[x] + C05279[x]  <=> CE2420[x] 
RE1521X	Fatty acid oxidation	1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	h2o[x] + CE2432[x]  <=> CE2417[x] 
RE1522X	Fatty acid oxidation	1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	h2o[x] + CE2433[x]  <=> CE2418[x] 
RE1525X	Fatty acid oxidation	3295.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	nad[x] + CE2418[x]  <=> h[x] + nadh[x] + CE2422[x] 
RE1526X	Fatty acid oxidation	3295.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	nad[x] + CE2417[x]  <=> h[x] + nadh[x] + CE2424[x] 
RE1527X	Fatty acid oxidation	3295.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	nad[x] + CE2420[x]  <=> h[x] + nadh[x] + CE0693[x] 
RE1532X	Fatty acid oxidation	30.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	coa[x] + CE2422[x]  <=> accoa[x] + CE0785[x] 
RE1533X	Fatty acid oxidation	30.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	coa[x] + CE2424[x]  <=> accoa[x] + C05280[x] 
RE1534X	Fatty acid oxidation	30.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	coa[x] + CE0693[x]  <=> accoa[x] + dece4coa[x] 
RE1573X	Fatty acid oxidation	10455.1 or 1962.1	42	21.4285714285714	1.96	L	betaoxidation	[x]	C05280[x]  <=> C05279[x] 
TALA	Pentose phosphate pathway	6888.1	1718.59375	1063.33333333333	1.61623236677116	L	HMP shunt	[c]	g3p[c] + s7p[c]  <=> f6p[c] + e4p[c] 
r0407	Miscellaneous	230.1 or 229.1 or 226.1	1718.59375	1086.66666666667	1.58152799079755	L	HMP shunt	[c]	HC00361[c]  <=> dhap[c] + e4p[c] 
r0444	Fatty acid oxidation	1374.1 and 1376.1	0	238.020833333334	0	H	carnitine shuttle	[r]	crn[r] + hdcoa[r]  -> coa[r] + hdcecrn[r] 
r0660	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	764.394573643411	337.269162210339	2.26642296210495	L	betaoxidation	[m]	3hddcoa[m]  <=> h2o[m] + dd2coa[m] 
r0727	Fatty acid oxidation	3030.1 and 1962.1 and 3033.1	42	25	1.68	L	betaoxidation	[x]	nad[x] + 3hdcoa[x]  -> h[x] + nadh[x] + 3odcoa[x] 
r0729	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	42	25	1.68	L	betaoxidation	[x]	h2o[x] + dc2coa[x]  -> 3hdcoa[x] 
r0791	Fatty acid oxidation	55825.1 or 51102.1 	20	39.382160171898	0.507844158692733	H	fatty acid synthesis & elongation	[m]	h[m] + nadph[m] + hx2coa[m]  <=> nadp[m] + hxcoa[m] 
r1000	Transport, endoplasmic reticular		0	238.020833333334	0	H	carnitine shuttle	intercompartmental	crn[c] + hdcecrn[r]  -> hdcecrn[c] + crn[r] 
r1262	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	338.5	37.5	9.02666666666667	L	NA	[r]	arachd[r] + atp[r] + coa[r]  -> amp[r] + ppi[r] + arachdcoa[r] 
r1487	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	0	238.020833333334	0	H	NA	[r]	atp[r] + coa[r] + hdcea[r]  -> amp[r] + ppi[r] + hdcoa[r] 
r2514	Transport, endoplasmic reticular		0	238.020833333333	0	H	NA	intercompartmental	crn[r] + hdcea[c]  <=> crn[c] + hdcea[r] 
sink_gly[c]	Exchange/demand reaction		293.888888888888	115	2.55555555555555	L	NA	[c]	gly[c]  <=> 
sink_lnlc[c]	Exchange/demand reaction		20	37.5	0.533333333333333	H	NA	[c]	lnlc[c]  <=> 
ACCOAC	Fatty acid oxidation	31.5 or 31.4 or (31.2 and 32.1) or (31.4 and 32.1) or 31.2 or (32.1 and 31.3) or (31.1 and 32.1) or 31.1 or (31.5 and 32.1) or 31.3	419.303370786517	242.236559139785	1.73096650759704	L	fatty acid synthesis & elongation	[c]	atp[c] + hco3[c] + accoa[c]  -> h[c] + adp[c] + pi[c] + malcoa[c] 
ADNtm	Transport, mitochondrial	2030.1	1024.67410714286	482.62962962963	2.12310650701075	L	NA	intercompartmental	adn[c]  <=> adn[m] 
EX_eicostet[e]	Exchange/demand reaction		0	10	0	H	NA	[e]	eicostet[e]  -> 
EX_xol27oh[e]	Exchange/demand reaction		0	10	0	H	NA	[e]	xol27oh[e]  -> 
EX_xol7aone[e]	Exchange/demand reaction		0	10	0	H	NA	[e]	xol7aone[e]  -> 
HMR_2774	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	0	30.1110155398819	0	H	NA	[c]	crn[c] + CE4847[c]  <=> coa[c] + M00263[c] 
HMR_2775	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	0	30.1110155398819	0	H	NA	intercompartmental	crn[m] + M00263[c]  <=> crn[c] + M00263[m] 
HMR_2776	Transport, mitochondrial	1384.1 or 1376.1	0	30.1110155398819	0	H	NA	[m]	crn[m] + CE4847[m]  <=> coa[m] + M00263[m] 
HMR_3229	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	30	40	0.75	H	NA	[m]	coa[m] + HC10858[m]  -> accoa[m] + M01191[m] 
HMR_3230	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	30	40	0.75	H	NA	[m]	fad[m] + M01191[m]  -> fadh2[m] + M03019[m] 
HMR_3231	Fatty acid oxidation	3030.1 or 1892.1	30	40	0.75	H	NA	[m]	h2o[m] + M03019[m]  -> M00172[m] 
HMR_3232	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	30	40	0.75	H	NA	[m]	nad[m] + M00172[m]  -> h[m] + nadh[m] + M00849[m] 
HMR_3233	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	30	40	0.75	H	NA	[m]	coa[m] + M00849[m]  -> accoa[m] + M01141[m] 
HMR_3425	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	0	30.1110155398819	0	H	NA	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 7 fad[m] + CE4847[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 7 fadh2[m] 
Htr	Transport, endoplasmic reticular		2000	1115	1.79372197309417	L	NA	intercompartmental	h[c]  <=> h[r] 
ILETA	Valine, leucine, and isoleucine metabolism	586.1	20	603.430555555555	0.0331438304140677	H	isoleucine metabolism	[c]	akg[c] + ile_L[c]  <=> glu_L[c] + 3mop[c] 
ILETAm	Valine, leucine, and isoleucine metabolism	587.1	20	608.462962962963	0.0328697081291658	H	isoleucine metabolism	[m]	akg[m] + ile_L[m]  <=> glu_L[m] + 3mop[m] 
ILEt5m	Transport, mitochondrial		20	608.462962962963	0.0328697081291658	H	isoleucine metabolism	intercompartmental	ile_L[c]  <=> ile_L[m] 
NAtx	Transport, peroxisomal		2000	1000	2	L	NA	intercompartmental	na1[c]  <=> na1[x] 
PI5P4K	Inositol phosphate metabolism	5297.1 or 55361.1 or 5298.1	598.59375	226.314814814815	2.64496051877915	L	new to recon	[c]	atp[c] + pail5p_hs[c]  -> h[c] + adp[c] + pail45p_hs[c] 
TAURtcx	Taurine and hypotaurine metabolism	6533.1	2000	1000	2	L	NA	intercompartmental	na1[c] + taur[c]  <=> taur[x] + na1[x] 
XOL27OHte	Transport, extracellular		0	10	0	H	NA	intercompartmental	xol27oh[c]  -> xol27oh[e] 
XOL27OHtmc	Transport, mitochondrial		0	10	0	H	NA	intercompartmental	xol27oh[m]  <=> xol27oh[c] 
XOL7AONEt	Transport, extracellular	6554.1	0	10	0	H	NA	intercompartmental	na1[c] + xol7aone[c]  <=> na1[e] + xol7aone[e] 
XOL7AONEtr	Transport, endoplasmic reticular		0	10	0	H	NA	intercompartmental	xol7aone[c]  <=> xol7aone[r] 
r0747	Bile acid synthesis	1109.1	1000	10	100	L	NA	[c]	nadp[c] + xol7ah2[c]  <=> h[c] + nadph[c] + xol7ah[c] 
r1472	Fatty acid oxidation	33.1	30	40	0.75	H	betaoxidation	[m]	fad[m] + odecoa[m]  -> fadh2[m] + HC10856[m] 
r1474	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	30	40	0.75	H	betaoxidation	[m]	h2o[m] + HC10856[m]  -> HC10857[m] 
r1477	Fatty acid oxidation	(3028.1 and 1962.1 and 3295.1) or (3033.1 and 1962.1 and 3295.1)	30	40	0.75	H	betaoxidation	[m]	nad[m] + HC10857[m]  -> h[m] + nadh[m] + HC10858[m] 
r2331	Transport, extracellular	6578.1	2000	28.3333333333333	70.5882352941178	L	NA	intercompartmental	hco3[c] + gthrd[c] + prostgf2[e]  <=> hco3[e] + prostgf2[c] + gthrd[e] 
34DHPHAMT	Tyrosine metabolism	1312.1 or 1312.2	10	0	Inf	L	NA	[c]	34dhpha[c] + amet[c]  -> h[c] + ahcys[c] + homoval[c] 
34DHPHAte	Transport, extracellular	9376.1 or 9356.1	10	0	Inf	L	NA	intercompartmental	34dhpha[c]  <=> 34dhpha[e] 
CYTDt2r	Transport, extracellular	64078.1	1000	20	50	L	NA	intercompartmental	h[e] + cytd[e]  <=> h[c] + cytd[c] 
EX_34dhpha[e]	Exchange/demand reaction		10	0	Inf	L	NA	[e]	34dhpha[e]  -> 
EX_asp_L[e]	Exchange/demand reaction		297.812855055999	10	29.7812855055999	L	NA	[e]	asp_L[e]  <=> 
EX_homoval[e]	Exchange/demand reaction		10	0	Inf	L	NA	[e]	homoval[e]  -> 
EX_prolyspro[e]	Exchange/demand reaction		20	10	2	L	NA	[e]	prolyspro[e]  -> 
EX_proproarg[e]	Exchange/demand reaction		20	10	2	L	NA	[e]	proproarg[e]  -> 
FAOXC102C103m	Fatty acid oxidation	34.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	fad[m] + dec47dicoa[m]  -> fadh2[m] + dectricoa[m] 
FAOXC102C81m	Fatty acid oxidation	1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2decdicoa[m]  -> h[m] + nadh[m] + accoa[m] + octe5coa[m] 
FAOXC102m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	3decdicoa[m]  -> 2decdicoa[m] 
FAOXC103C102m	Fatty acid oxidation	1666.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	h[m] + nadph[m] + dectricoa[m]  -> nadp[m] + 3decdicoa[m] 
FAOXC123C102m	Fatty acid oxidation	1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2dodtricoa[m]  -> h[m] + nadh[m] + accoa[m] + dec47dicoa[m] 
FAOXC123m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	3dodtricoa[m]  -> 2dodtricoa[m] 
FAOXC143C123m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + 5tedtricoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + 3dodtricoa[m] 
FAOXC164C143m	Fatty acid oxidation	3030.1 and 3032.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2hexdtetcoa[m]  -> h[m] + nadh[m] + accoa[m] + 5tedtricoa[m] 
FAOXC164C165m	Fatty acid oxidation	37.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]	fad[m] + 4hexdtetcoa[m]  -> fadh2[m] + hexdpencoa[m] 
FAOXC164m	Fatty acid oxidation	1632.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]	3hexdtetcoa[m]  -> 2hexdtetcoa[m] 
FAOXC165C164m	Fatty acid oxidation	1666.1	20	37.1820370790278	0.537894143817119	H	betaoxidation	[m]	h[m] + nadph[m] + hexdpencoa[m]  -> nadp[m] + 3hexdtetcoa[m] 
FAOXC61m	Fatty acid oxidation	1632.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	hexe3coa[m]  -> hx2coa[m] 
FAOXC81C61m	Fatty acid oxidation	34.1 and 1892.1 and 3033.1 and 10449.1	20	39.3821601718981	0.507844158692732	H	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + octe5coa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + hexe3coa[m] 
HMR_2634	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	2000	37.5	53.3333333333333	L	NA	intercompartmental	crn[c] + hdd2crn[m]  <=> crn[m] + hdd2crn[c] 
HMR_7198	Transport, lysosomal		0	10	0	H	NA	intercompartmental	Ser_Gly_Ala_X_Gly[l]  <=> Ser_Gly_Ala_X_Gly[r] 
LGTHL	Pyruvate metabolism	2739.1	1000	242.948717948718	4.11609498680738	L	NA	[c]	mthgxl[c] + gthrd[c]  -> lgt_S[c] 
LTD4DP	Eicosanoid metabolism		0	1000	0	H	leukotriene synthesis	[c]	h2o[c] + leuktrD4[c]  <=> gly[c] + leuktrE4[c] 
PROLYSPROr	Peptide metabolism		20	10	2	L	NA	[c]	2 h2o[c] + prolyspro[c]  <=> lys_L[c] + 2 pro_L[c] 
PROLYSPROt	Transport, extracellular	6564.1 or 6565.1	20	10	2	L	NA	intercompartmental	h[e] + prolyspro[e]  <=> h[c] + prolyspro[c] 
PROPROARGr	Peptide metabolism		20	10	2	L	NA	[c]	2 h2o[c] + proproarg[c]  <=> arg_L[c] + 2 pro_L[c] 
PROPROARGt	Transport, extracellular	6564.1 or 6565.1	20	10	2	L	NA	intercompartmental	h[e] + proproarg[e]  <=> h[c] + proproarg[c] 
PSSA1_hs	Glycerophospholipid metabolism	9791.1	20	36.6666666666666	0.545454545454546	H	new to recon	[c]	ser_L[c] + pchol_hs[c]  <=> chol[c] + ps_hs[c] 
PUNP3	Purine catabolism	4860.1	1030	518.859649122807	1.98512256973795	L	purine catabolism	[c]	pi[c] + gsn[c]  <=> gua[c] + r1p[c] 
PUNP7	Nucleotide interconversion	4860.1	1030	518.859649122807	1.98512256973796	L	purine catabolism	[c]	pi[c] + xtsn[c]  <=> xan[c] + r1p[c] 
r0652	Fatty acid oxidation	55825.1 or 51102.1 	499.285140562249	327.189189189189	1.52598300023156	L	fatty acid synthesis & elongation	[m]	nadp[m] + tdcoa[m]  <=> h[m] + nadph[m] + HC01412[m] 
r1143	Transport, extracellular	10991.1	1000	10	100	L	NA	intercompartmental	na1[e] + asp_L[e]  -> na1[c] + asp_L[c] 
r1384	Nucleotide interconversion		1030	518.859649122807	1.98512256973795	L	purine catabolism, cytosol	[c]	h2o[c] + h[c] + gsn[c]  <=> nh4[c] + xtsn[c] 
sink_Ser_Gly_Ala_X_Gly[r]	Exchange/demand reaction		0	10	0	H	NA	[r]	Ser_Gly_Ala_X_Gly[r]  <=> 
34HPLFM	Ubiquinone synthesis		20	40	0.5	H	NA	[m]	h[m] + nadh[m] + 34hpp[m]  -> nad[m] + 34hpl[m] 
34HPLte	Transport, extracellular		20	40	0.5	H	NA	intercompartmental	h[c] + 34hpl[c]  <=> h[e] + 34hpl[e] 
34HPLtm	Transport, mitochondrial		20	40	0.5	H	NA	intercompartmental	h[c] + 34hpl[c]  <=> h[m] + 34hpl[m] 
34HPPte	Transport, extracellular		20	40	0.5	H	NA	intercompartmental	34hpp[e]  <=> 34hpp[c] 
7THFtl	Transport, lysosomal		166.666666666667	70.916179337232	2.35019241341396	L	NA	intercompartmental	7thf[c]  -> 7thf[l] 
ADNK1m	Nucleotide interconversion		668.533333333333	374.107449364916	1.7870088779794	L	purine synthesis, cytosol	[m]	atp[m] + adn[m]  -> h[m] + adp[m] + amp[m] 
ALLTNt	Transport, extracellular		0	46.2162162162094	0	H	NA	intercompartmental	alltn[c]  <=> alltn[e] 
ASPTA	Alanine and aspartate metabolism	2805.1	1876.74418604651	1141.2556022409	1.64445561744578	L	aspartate transaminase, cytosol	[c]	akg[c] + asp_L[c]  <=> glu_L[c] + oaa[c] 
BTNt2	Transport, extracellular	6566.1	10	1000	0.01	H	NA	intercompartmental	h[e] + btn[e]  <=> h[c] + btn[c] 
C02712te	Transport, extracellular	64849.1	20	0	Inf	L	NA	intercompartmental	na1[c] + C02712[c]  <=> na1[e] + C02712[e] 
DHAPtr	Transport, extracellular		170	212.601214574899	0.799619138300407	H	NA	intercompartmental	dhap[e]  <=> dhap[c] 
DHPR	Tetrahydrobiopterin metabolism	5860.1	0	20	0	H	NA	[c]	h[c] + nadh[c] + dhbpt[c]  -> nad[c] + thbpt[c] 
EX_34hpl[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	34hpl[e]  -> 
EX_34hpp[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	34hpp[e]  -> 
EX_C02712[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	C02712[e]  -> 
EX_CE0074[e]	Exchange/demand reaction		0	45.2631578947368	0	H	NA	[e]	CE0074[e]  -> 
EX_adrn[e]	Exchange/demand reaction		0	37.5	0	H	NA	[e]	adrn[e]  -> 
EX_alltn[e]	Exchange/demand reaction		0	46.2162162162161	0	H	NA	[e]	alltn[e]  -> 
EX_leutyrtyr[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	leutyrtyr[e]  -> 
EX_ocdcea[e]	Exchange/demand reaction		30	40	0.75	H	NA	[e]	ocdcea[e]  -> 
EX_trptyrtyr[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	trptyrtyr[e]  -> 
EX_tyr_L[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	tyr_L[e]  <=> 
EX_tyrala[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	tyrala[e]  -> 
EX_tyrglu[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	tyrglu[e]  -> 
EX_tyrphetyr[e]	Exchange/demand reaction		10	13.3333333333333	0.75	H	NA	[e]	tyrphetyr[e]  -> 
EX_tyrtyr[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	tyrtyr[e]  -> 
EX_urate[e]	Exchange/demand reaction		0	47.5000000000004	0	H	NA	[e]	urate[e]  -> 
FATP8t	Transport, extracellular	10998.1 or 11001.1	2000	0	Inf	L	NA	intercompartmental	na1[c] + lgnc[c]  <=> na1[e] + lgnc[e] 
GGH_5THFl	Folate metabolism	8836.1	166.666666666667	70.916179337232	2.35019241341396	L	NA	[l]	4 h2o[l] + 5thf[l]  -> 4 glu_L[l] + thf[l] 
GGH_6THFl	Folate metabolism	8836.1	166.666666666667	70.916179337232	2.35019241341396	L	NA	[l]	h2o[l] + 6thf[l]  -> 5thf[l] + glu_L[l] 
GGH_7THFl	Folate metabolism	8836.1	166.666666666667	70.916179337232	2.35019241341396	L	NA	[l]	h2o[l] + 7thf[l]  -> 6thf[l] + glu_L[l] 
H2CO3Dm	Miscellaneous	763.1 or 11238.1	746.56887755102	443.54179502978	1.68319848527667	L	NA	[m]	h2o[m] + co2[m]  -> h[m] + hco3[m] 
HC02149td	Transport, extracellular		1000	0	Inf	L	NA	intercompartmental	pcrn[c]  <=> pcrn[e] 
HMR_2608	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	2000	65	30.7692307692308	L	NA	[c]	coa[c] + M02973[c]  <=> crn[c] + tdcoa[c] 
HMR_2609	Transport, mitochondrial	114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1	2000	65	30.7692307692308	L	NA	intercompartmental	crn[c] + M02973[m]  <=> crn[m] + M02973[c] 
HMR_2610	Transport, mitochondrial	1384.1 or 1376.1	2000	65	30.7692307692308	L	NA	[m]	coa[m] + M02973[m]  <=> crn[m] + tdcoa[m] 
HMR_2973	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	338.5	0	Inf	L	NA	[r]	atp[r] + coa[r] + docosac[r]  -> amp[r] + ppi[r] + docoscoa[r] 
HMR_3070	Fatty acid oxidation	8310.1 or 51.1	0	90	0	H	NA	[x]	o2[x] + arachcoa[x]  -> h2o2[x] + CE2243[x] 
HMR_3071	Fatty acid oxidation	1962.1	0	90	0	H	NA	[x]	h2o[x] + CE2243[x]  -> CE2247[x] 
HMR_3072	Fatty acid oxidation	1962.1 or 3295.1	0	90	0	H	NA	[x]	nad[x] + CE2247[x]  -> h[x] + nadh[x] + CE2251[x] 
HMR_3073	Fatty acid oxidation	30.1 or 4645.1	0	90	0	H	NA	[x]	coa[x] + CE2251[x]  -> accoa[x] + stcoa[x] 
HMR_3121	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	463.045045045045	287.274952919021	1.6118531752943	L	NA	[m]	fad[m] + pmtcoa[m]  -> fadh2[m] + hdd2coa[m] 
HMR_3128	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	463.045045045045	287.274952919021	1.6118531752943	L	NA	[m]	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 
HMR_3135	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	463.045045045045	287.274952919021	1.6118531752943	L	NA	[m]	fad[m] + ddcacoa[m]  -> fadh2[m] + dd2coa[m] 
HMR_3428	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	10	37.9478917645429	0.263519250609428	H	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 4 fad[m] + tmndnccoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 4 fadh2[m] 
HMR_3831	Glutamate metabolism	2271.1	1000	498.666666666667	2.00534759358289	L	NA	[c]	asp_L[c]  -> nh4[c] + fum[c] 
HMR_6611	Purine catabolism		0	46.2162162162163	0	H	NA	[c]	h2o[c] + o2[c] + urate[c]  <=> h2o2[c] + C11821[c] 
HMR_9639	Transport, extracellular		0	45.2631578947364	0	H	NA	intercompartmental	CE0074[c]  <=> CE0074[e] 
HMR_9652	Transport, extracellular		1000	0	Inf	L	NA	intercompartmental	homoval[c]  -> homoval[e] 
LALDO	Pyruvate metabolism	128.1	1000	236.330467372133	4.23136301941708	L	NA	[c]	nad[c] + lald_D[c] + gthrd[c]  <=> h[c] + nadh[c] + lgt_S[c] 
LEULEUt	Transport, extracellular		10	1000	0.01	H	NA	intercompartmental	leuleu[c]  <=> leuleu[e] 
LEUTYRTYRr	Peptide metabolism		10	20	0.5	H	NA	[c]	2 h2o[c] + leutyrtyr[c]  <=> 2 tyr_L[c] + leu_L[c] 
LEUTYRTYRt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + leutyrtyr[e]  <=> h[c] + leutyrtyr[c] 
ME1m	Pyruvate metabolism	4200.1	719.62962962963	434.667198298777	1.65558761380236	L	malic enzyme, nad, mitochondria	[m]	nad[m] + mal_L[m]  -> nadh[m] + co2[m] + pyr[m] 
ME2m	Pyruvate metabolism	4200.1 or 10873.1	719.629629629629	434.667198298777	1.65558761380236	L	malic enzyme	[m]	nadp[m] + mal_L[m]  -> nadph[m] + co2[m] + pyr[m] 
PPDOy	Pyruvate metabolism	8574.1 or 231.1 or 10327.2 or 10327.1	1000	202.010506208214	4.95023758303586	L	NA	[c]	h[c] + nadph[c] + lald_D[c]  -> nadp[c] + 12ppd_R[c] 
RE1447M	Phosphatidylinositol phosphate metabolism	54995.1	668.533333333333	374.107449364916	1.7870088779794	L	NA	[m]	h2o[m] + pail45p_hs[m]  <=> pi[m] + CE5101[m] 
RE1530C	Pyrimidine synthesis		1576.71875	2000	0.788359375	H	pyrimidine synthesis/ de novo	[c]	dgtp[c] + duri[c]  <=> h[c] + dgdp[c] + dump[c] 
RE2888C	Purine catabolism	7173.1 or 9588.1	0	45.2631578947369	0	H	purine catabolism, cytosol	[c]	h2o2[c] + urate[c]  <=> 2 h[c] + urea[c] + CE0074[c] 
RE2972M	Phosphatidylinositol phosphate metabolism	5297.1 or 5298.1	668.533333333333	374.107449364916	1.7870088779794	L	NA	[m]	atp[m] + CE5101[m]  -> h[m] + adp[m] + pail45p_hs[m] 
RE3119C	Fatty acid oxidation		30	40	0.75	H	fatty acid synthesis & elongation	[c]	h[c] + nadph[c] + CE4821[c]  <=> nadp[c] + clpndcoa[c] 
RE3120C	Fatty acid oxidation	6785.1 or 79071.1 or 60481.1 or 54898.1 	30	40	0.75	H	fatty acid synthesis & elongation	[c]	h[c] + tmndnccoa[c] + malcoa[c]  -> co2[c] + coa[c] + CE4819[c] 
RE3121C	Fatty acid oxidation		30	40	0.75	H	fatty acid synthesis & elongation	[c]	h[c] + nadph[c] + CE4819[c]  <=> nadp[c] + CE4817[c] 
RE3122C	Fatty acid oxidation		30	40	0.75	H	fatty acid synthesis & elongation	[c]	CE4817[c]  <=> h2o[c] + CE4821[c] 
