SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
PDCD6IP	10015	63.1349	68.1563	NA	NA	NA	NA
PDCD7	10081	12.6894	9.5514	NA	NA	NA	NA
PDCL	5082	17.2204	13.5309	NA	NA	NA	NA
PDCL3	79031	24.1554	29.2468	cerebral-cortex	glial-cells	Low	Approved
PDCL3P4	285359	2.78257	2.45736	NA	NA	NA	NA
PDCL3P5	644850	3.29183	4.80153	NA	NA	NA	NA
PDE10A	10846	1.5071	1.06604	NA	NA	NA	NA
PDE11A	50940	0	0.0489925	cerebral-cortex	glial-cells	Medium	Approved
PDE12	201626	6.53037	5.20543	cerebral-cortex	glial-cells	Medium	Approved
PDE1A	5136	0.282736	0.219242	cerebral-cortex	glial-cells	Medium	Approved
PDE1B	5153	0.0761156	0	cerebral-cortex	glial-cells	Medium	Enhanced
PDE1C	5137	0.240453	2.47775	NA	NA	NA	NA
PDE2A	5138	2.66001	2.56344	NA	NA	NA	NA
PDE3A	5139	2.5627	1.19318	NA	NA	NA	NA
PDE3B	5140	1.31125	0.653989	NA	NA	NA	NA
PDE4A	5141	0.914623	0.769909	NA	NA	NA	NA
PDE4B	5142	31.0418	34.9483	NA	NA	NA	NA
PDE4C	5143	0.0555159	0.212806	NA	NA	NA	NA
PDE4D	5144	1.98056	0.87793	cerebral-cortex	glial-cells	Medium	Approved
PDE4DIP	9659	1.48792	3.15707	NA	NA	NA	NA
PDE5A	8654	2.42828	1.64878	NA	NA	NA	NA
PDE6B	5158	1.98236	4.24333	NA	NA	NA	NA
PDE6C	5146	0.151468	0.0940026	NA	NA	NA	NA
PDE6D	5147	29.6761	33.9955	NA	NA	NA	NA
PDE6G	5148	0.0740452	0.182922	NA	NA	NA	NA
PDE7A	5150	14.5998	15.0364	NA	NA	NA	NA
PDE7B	27115	0.476759	0.14995	NA	NA	NA	NA
PDE8A	5151	14.4087	12.0401	cerebral-cortex	glial-cells	Medium	Approved
PDE8B	8622	5.30933	6.30826	NA	NA	NA	NA
PDE9A	5152	10.0084	8.94105	NA	NA	NA	NA
PDF	64146	6.61366	7.76358	NA	NA	NA	NA
PDGFA	5154	6.40096	5.44994	NA	NA	NA	NA
PDGFB	5155	3.31636	2.87738	cerebral-cortex	glial-cells	Low	Supported
PDGFC	56034	21.2878	24.0002	NA	NA	NA	NA
PDGFD	80310	2.75523	1.75247	NA	NA	NA	NA
PDGFRA	5156	31.4147	32.4148	NA	NA	NA	NA
PDGFRB	5159	35.2966	6.50543	NA	NA	NA	NA
PDGFRL	5157	1.092	0.0376904	NA	NA	NA	NA
PDHA1	5160	85.3856	78.7482	cerebral-cortex	glial-cells	Low	Approved
PDHB	5162	50.0664	62.4344	cerebral-cortex	glial-cells	Low	Enhanced
PDHX	8050	24.0312	15.6604	cerebral-cortex	glial-cells	Medium	Enhanced
PDIA2	64714	0.936653	1.21159	NA	NA	NA	NA
PDIA3	2923	292.32	261.371	cerebral-cortex	glial-cells	Medium	Enhanced
PDIA4	9601	129.497	132.344	cerebral-cortex	glial-cells	Medium	Supported
PDIA5	10954	27.4506	23.4907	NA	NA	NA	NA
PDIA6	10130	267.426	211.426	cerebral-cortex	glial-cells	Medium	Enhanced
PDIK1L	149420	6.96158	4.57162	NA	NA	NA	NA
PDK1	5163	1.50561	1.50345	cerebral-cortex	glial-cells	Low	Approved
PDK2	5164	14.1028	19.567	NA	NA	NA	NA
PDK3	5165	2.92887	2.93518	NA	NA	NA	NA
PDK4	5166	0.424687	0.288383	cerebral-cortex	glial-cells	High	Approved
PDLIM1	9124	103.094	138.856	cerebral-cortex	glial-cells	Low	Approved
PDLIM1P4	100419185	0.112788	0.242909	NA	NA	NA	NA
PDLIM2	64236	35.4262	44.3531	NA	NA	NA	NA
PDLIM3	27295	4.67536	5.91422	NA	NA	NA	NA
PDLIM4	8572	82.2356	95.9908	NA	NA	NA	NA
PDLIM5	10611	33.0886	43.2943	NA	NA	NA	NA
PDLIM7	9260	112.1	231.503	cerebral-cortex	glial-cells	Low	Approved
PDP1	54704	39.5461	55.3095	NA	NA	NA	NA
PDP2	57546	3.25537	3.66584	NA	NA	NA	NA
PDPK1	5170	20.7197	17.2946	NA	NA	NA	NA
PDPN	10630	38.0253	77.1242	NA	NA	NA	NA
PDPR	55066	4.72761	6.40771	NA	NA	NA	NA
PDRG1	81572	28.9713	24.3119	NA	NA	NA	NA
PDS5A	23244	26.3048	21.4121	cerebral-cortex	glial-cells	Medium	Enhanced
PDS5B	23047	26.435	23.6159	cerebral-cortex	glial-cells	High	Supported
PDSS1	23590	7.98716	5.80367	NA	NA	NA	NA
PDSS2	57107	6.66657	8.21655	NA	NA	NA	NA
PDXDC1	23042	21.3565	23.1261	NA	NA	NA	NA
PDXK	8566	16.3792	17.2505	cerebral-cortex	glial-cells	High	Enhanced
PDXP	57026	29.3459	28.8396	cerebral-cortex	glial-cells	Low	Approved
PDYN	5173	0	0	NA	NA	NA	NA
PDZD11	51248	51.0303	58.7774	NA	NA	NA	NA
PDZD2	23037	1.03614	0.269485	NA	NA	NA	NA
PDZD4	57595	3.48299	0.844426	cerebral-cortex	glial-cells	High	Enhanced
PDZD7	79955	0.52846	0.324646	NA	NA	NA	NA
PDZD8	118987	9.65687	7.43696	NA	NA	NA	NA
PDZD9	255762	0.262005	0.225436	NA	NA	NA	NA
PDZRN3	23024	21.6278	26.7775	cerebral-cortex	glial-cells	Medium	Approved
PDZRN3-AS1	101927249	0.310141	0.342118	NA	NA	NA	NA
PDZRN4	29951	0.140291	0.456808	NA	NA	NA	NA
PEA15	8682	335.297	410.258	cerebral-cortex	glial-cells	Low	Enhanced
PEAK1	79834	12.4608	19.9934	cerebral-cortex	glial-cells	Medium	Approved
PEAR1	375033	0.718721	0.0113929	NA	NA	NA	NA
PEBP1	5037	189.879	217.069	cerebral-cortex	glial-cells	Low	Enhanced
PEBP1P2	647307	0.87788	0.137924	NA	NA	NA	NA
PECR	55825	6.07949	6.7551	cerebral-cortex	glial-cells	High	Enhanced
PEF1	553115	38.5427	43.6945	NA	NA	NA	NA
PEG10	23089	520.094	713.963	NA	NA	NA	NA
PELI1	57162	16.9879	11.186	NA	NA	NA	NA
PELI2	57161	3.0221	3.66219	NA	NA	NA	NA
PELI3	246330	2.15246	3.32439	NA	NA	NA	NA
PELO	53918	7.92638	6.7156	NA	NA	NA	NA
PELP1	27043	15.6491	21.3626	cerebral-cortex	glial-cells	Medium	Supported
PEMT	10400	19.246	17.0353	NA	NA	NA	NA
PENK	5179	1.70768	0	NA	NA	NA	NA
PEPD	5184	39.9996	46.2429	NA	NA	NA	NA
PER1	5187	7.4083	10.14	NA	NA	NA	NA
PER2	8864	1.15576	2.23891	cerebral-cortex	glial-cells	Medium	Enhanced
PER3	8863	2.5636	2.84624	cerebral-cortex	glial-cells	Medium	Approved
PERP	64065	12.2068	7.00682	NA	NA	NA	NA
PES1	23481	40.7096	36.1737	NA	NA	NA	NA
PET100	100131801	43.8039	46.0374	NA	NA	NA	NA
PET117	100303755	10.9961	9.25889	NA	NA	NA	NA
PEX1	5189	12.0951	11.6376	NA	NA	NA	NA
PEX10	5192	20.9401	27.1883	cerebral-cortex	glial-cells	High	Approved
PEX11A	8800	4.4287	3.78506	NA	NA	NA	NA
PEX11B	8799	0.177899	0.126684	NA	NA	NA	NA
PEX11G	92960	1.31907	1.81615	NA	NA	NA	NA
PEX12	5193	5.7669	5.45064	NA	NA	NA	NA
PEX13	5194	11.8072	12.5095	cerebral-cortex	glial-cells	Medium	Enhanced
PEX14	5195	9.08874	11.4427	cerebral-cortex	glial-cells	Low	Supported
PEX16	9409	5.97658	10.6492	NA	NA	NA	NA
PEX19	5824	38.7084	43.5228	cerebral-cortex	glial-cells	Medium	Supported
PEX2	5828	31.9756	32.0424	cerebral-cortex	glial-cells	Medium	Approved
PEX26	55670	10.6642	14.883	NA	NA	NA	NA
PEX3	8504	8.65957	11.0334	NA	NA	NA	NA
PEX5	5830	18.1603	18.0864	cerebral-cortex	glial-cells	High	Enhanced
PEX5L	51555	0.222512	0.184041	cerebral-cortex	glial-cells	High	Enhanced
PEX6	5190	7.43735	9.15282	cerebral-cortex	glial-cells	Medium	Supported
PEX7	5191	3.35934	2.8578	NA	NA	NA	NA
PFAS	5198	13.3772	18.9889	cerebral-cortex	glial-cells	Low	Enhanced
PFDN1	5201	77.7053	75.4732	cerebral-cortex	glial-cells	High	Approved
PFDN2	5202	80.477	75.9204	cerebral-cortex	glial-cells	Low	Approved
PFDN4	5203	45.1805	43.6132	NA	NA	NA	NA
PFDN5	5204	286.494	347.67	NA	NA	NA	NA
PFKFB1	5207	0.0792711	0.175388	NA	NA	NA	NA
PFKFB2	5208	2.97823	2.19671	NA	NA	NA	NA
PFKFB3	5209	41.3163	24.3028	NA	NA	NA	NA
PFKFB4	5210	4.73497	7.99706	NA	NA	NA	NA
PFKL	5211	33.8306	46.723	NA	NA	NA	NA
PFKM	5213	48.0758	68.2687	cerebral-cortex	glial-cells	Low	Approved
PFKP	5214	22.7698	21.8503	NA	NA	NA	NA
PFN1	5216	411.695	453.331	cerebral-cortex	glial-cells	Medium	Enhanced
PFN1P1	730138	7.11618	3.99711	NA	NA	NA	NA
PFN1P6	645126	0	0	NA	NA	NA	NA
PFN2	5217	239.23	237.819	cerebral-cortex	glial-cells	Low	Enhanced
PFN4	375189	0	0.190636	NA	NA	NA	NA
PGA5	5222	0.136023	0	NA	NA	NA	NA
PGAM1	5223	117.188	123.096	NA	NA	NA	NA
PGAM1P7	100420650	0.505456	0.548932	NA	NA	NA	NA
PGAM2	5224	0.232398	0.210218	NA	NA	NA	NA
PGAM5	192111	17.6107	14.3939	cerebral-cortex	glial-cells	Medium	Enhanced
PGAP1	80055	16.658	13.0942	NA	NA	NA	NA
PGAP2	27315	20.0846	18.4224	cerebral-cortex	glial-cells	Low	Approved
PGAP3	93210	7.68451	10.341	cerebral-cortex	glial-cells	Low	Approved
PGBD1	84547	9.06465	8.86775	NA	NA	NA	NA
PGBD2	267002	5.83771	6.32729	NA	NA	NA	NA
PGBD3	267004	1.04432	1.11437	NA	NA	NA	NA
PGBD4	161779	1.38162	1.3112	NA	NA	NA	NA
PGBD4P3	100421136	0.17348	0.258991	NA	NA	NA	NA
PGBD5	79605	2.81901	2.76773	NA	NA	NA	NA
PGD	5226	159.633	168.094	NA	NA	NA	NA
PGDP1	342705	0.220495	0.0393382	NA	NA	NA	NA
PGF	5228	2.92644	0.130685	NA	NA	NA	NA
PGGT1B	5229	9.68282	9.73237	NA	NA	NA	NA
PGK1P2	5233	0.269482	0.192787	NA	NA	NA	NA
PGLS	25796	57.4846	75.3943	cerebral-cortex	glial-cells	Medium	Approved
PGLYRP1	8993	0	0.0945148	NA	NA	NA	NA
PGM1	5236	12.9645	12.1695	NA	NA	NA	NA
PGM2	55276	15.0629	15.5166	NA	NA	NA	NA
PGM2L1	283209	6.53388	3.63694	cerebral-cortex	glial-cells	Low	Enhanced
PGM3	5238	31.0623	23.7892	NA	NA	NA	NA
PGM5	5239	2.11526	3.24201	NA	NA	NA	NA
PGM5P2	595135	0.557927	0.413591	NA	NA	NA	NA
PGP	283871	11.3845	16.1655	cerebral-cortex	glial-cells	Medium	Approved
PGPEP1	54858	15.5227	13.4014	cerebral-cortex	glial-cells	Low	Approved
PGRMC1	10857	99.2234	84.6571	cerebral-cortex	glial-cells	Low	Enhanced
PGRMC2	10424	57.5559	46.2716	NA	NA	NA	NA
PGS1	9489	17.0422	21.5653	cerebral-cortex	glial-cells	Medium	Approved
PHACTR1	221692	2.55956	5.1618	cerebral-cortex	glial-cells	Low	Enhanced
PHACTR2	9749	2.98129	2.18653	cerebral-cortex	glial-cells	Medium	Approved
PHACTR2P1	100533676	0.187806	0.0402174	NA	NA	NA	NA
PHACTR3	116154	0.159826	0.042025	NA	NA	NA	NA
PHACTR4	65979	15.4323	17.6894	cerebral-cortex	glial-cells	Medium	Approved
PHAX	51808	43.8475	44.5416	cerebral-cortex	glial-cells	Medium	Supported
PHB	5245	95.7206	100.059	cerebral-cortex	glial-cells	High	Supported
PHB2	11331	2.1557	6.47849	cerebral-cortex	glial-cells	Medium	Supported
PHBP13	100418843	0.161694	0.175381	NA	NA	NA	NA
PHBP9	100289414	1.16041	1.09876	NA	NA	NA	NA
PHC1	1911	12.4933	20.0094	cerebral-cortex	glial-cells	Low	Approved
PHC1P1	653441	1.91433	3.08083	NA	NA	NA	NA
PHC2	1912	114.199	119.07	cerebral-cortex	glial-cells	Medium	Supported
PHC3	80012	5.70983	4.82676	cerebral-cortex	glial-cells	Low	Approved
PHEX	5251	0.590965	0.570043	NA	NA	NA	NA
PHF1	5252	0.324381	0.359499	cerebral-cortex	glial-cells	Medium	Approved
PHF10	55274	44.3694	37.0479	NA	NA	NA	NA
PHF11	51131	7.78243	16.5707	NA	NA	NA	NA
PHF12	57649	30.5825	30.962	cerebral-cortex	glial-cells	Low	Approved
PHF13	148479	14.2324	10.6115	NA	NA	NA	NA
PHF14	9678	23.2074	21.9387	cerebral-cortex	glial-cells	High	Supported
PHF19	26147	26.2529	34.9786	NA	NA	NA	NA
PHF2	5253	17.9726	20.1548	cerebral-cortex	glial-cells	High	Approved
PHF20	51230	12.7574	11.922	cerebral-cortex	glial-cells	Low	Approved
PHF20L1	51105	29.5871	24.0863	NA	NA	NA	NA
PHF21A	51317	24.9306	18.6825	NA	NA	NA	NA
PHF21B	112885	8.3284	7.42429	cerebral-cortex	glial-cells	Medium	Enhanced
PHF23	79142	47.803	39.1456	cerebral-cortex	glial-cells	Medium	Approved
PHF3	23469	14.2297	11.1938	cerebral-cortex	glial-cells	Low	Approved
PHF5A	84844	35.957	34.2834	cerebral-cortex	glial-cells	High	Supported
PHF6	84295	31.0659	26.6421	cerebral-cortex	glial-cells	Medium	Enhanced
PHF7	51533	2.19105	1.60474	NA	NA	NA	NA
PHF8	23133	0.498575	2.24419	cerebral-cortex	glial-cells	High	Approved
PHGDH	26227	67.176	49.1953	cerebral-cortex	glial-cells	High	Enhanced
PHIP	55023	13.973	10.1571	cerebral-cortex	glial-cells	Low	Approved
PHKA1P1	646780	1.39127	1.75562	NA	NA	NA	NA
PHKA2	5256	5.60592	6.74435	NA	NA	NA	NA
PHKA2-AS1	100132163	0.101397	0.112158	NA	NA	NA	NA
PHKB	5257	29.5372	42.0954	NA	NA	NA	NA
PHKG1	5260	2.36661	2.4603	NA	NA	NA	NA
PHKG2	5261	17.3087	20.7762	NA	NA	NA	NA
PHLDA1	22822	83.2502	85.8283	NA	NA	NA	NA
PHLDA2	7262	29.3604	25.4259	NA	NA	NA	NA
PHLDA3	23612	31.1428	32.1532	NA	NA	NA	NA
PHLDB1	23187	2.20623	1.4671	cerebral-cortex	glial-cells	Low	Approved
PHLDB2	90102	3.8817	2.05735	NA	NA	NA	NA
PHLDB3	653583	2.46789	4.2916	cerebral-cortex	glial-cells	Medium	Approved
PHLPP1	23239	20.5549	21.7989	NA	NA	NA	NA
PHLPP2	23035	4.72208	3.99418	NA	NA	NA	NA
PHOSPHO2	493911	3.75949	2.71706	NA	NA	NA	NA
PHPT1	29085	128.986	171.818	NA	NA	NA	NA
PHRF1	57661	9.72849	13.2864	NA	NA	NA	NA
PHTF1	10745	26.3251	26.009	NA	NA	NA	NA
PHTF2	57157	10.4498	8.18903	NA	NA	NA	NA
PHYH	5264	21.7316	22.2449	NA	NA	NA	NA
PHYHD1	254295	0.537091	0.17719	NA	NA	NA	NA
PHYHIP	9796	0.268845	1.11047	NA	NA	NA	NA
PHYHIPL	84457	21.1764	25.8442	NA	NA	NA	NA
PHYKPL	85007	20.6186	46.5109	NA	NA	NA	NA
PI15	51050	3.47891	9.47931	NA	NA	NA	NA
PI4K2A	55361	16.6558	12.1368	NA	NA	NA	NA
PI4K2B	55300	8.9852	12.2738	cerebral-cortex	glial-cells	Low	Approved
PI4KA	5297	13.6645	17.9874	NA	NA	NA	NA
PI4KAP1	728233	13.919	21.2204	NA	NA	NA	NA
PI4KAP2	375133	13.1587	14.8162	NA	NA	NA	NA
PI4KB	5298	34.019	39.9833	cerebral-cortex	glial-cells	Low	Approved
PIANP	196500	12.7336	9.97602	cerebral-cortex	glial-cells	Low	Enhanced
PIAS1	8554	11.203	7.20379	cerebral-cortex	glial-cells	High	Supported
PIAS2	9063	8.40843	10.151	NA	NA	NA	NA
PIAS3	10401	0.503796	0.446267	NA	NA	NA	NA
PIAS4	51588	9.97804	9.07572	NA	NA	NA	NA
PIBF1	10464	12.5283	10.3056	cerebral-cortex	glial-cells	Low	Approved
PICALM	8301	80.059	71.6728	cerebral-cortex	glial-cells	Medium	Enhanced
PICK1	9463	3.97455	6.77469	cerebral-cortex	glial-cells	Low	Approved
PID1	55022	4.14985	2.60626	NA	NA	NA	NA
PIEZO1	9780	37.3435	32.3705	NA	NA	NA	NA
PIEZO2	63895	3.4854	1.13256	NA	NA	NA	NA
PIF1	80119	14.9959	16.3694	cerebral-cortex	glial-cells	High	Supported
PIFO	128344	1.56923	3.30142	NA	NA	NA	NA
PIGA	5277	6.55649	6.07689	NA	NA	NA	NA
PIGB	9488	5.17364	8.41246	NA	NA	NA	NA
PIGC	5279	21.6496	21.0415	NA	NA	NA	NA
PIGCP1	5280	5.87714	4.51263	NA	NA	NA	NA
PIGF	5281	28.7066	28.1664	NA	NA	NA	NA
PIGFP1	5282	0.099595	0	NA	NA	NA	NA
PIGG	54872	24.1789	24.8049	NA	NA	NA	NA
PIGH	5283	15.4677	16.5914	cerebral-cortex	glial-cells	Low	Approved
PIGHP1	644761	0.246128	0.405746	NA	NA	NA	NA
PIGK	10026	12.7897	9.13289	NA	NA	NA	NA
PIGL	9487	17.3212	12.8551	cerebral-cortex	glial-cells	Low	Approved
PIGM	93183	6.11166	6.22052	NA	NA	NA	NA
PIGN	23556	8.97483	9.00641	cerebral-cortex	glial-cells	Low	Approved
PIGO	84720	11.4036	12.811	NA	NA	NA	NA
PIGP	51227	20.3256	24.3298	NA	NA	NA	NA
PIGQ	9091	19.7684	34.5905	cerebral-cortex	glial-cells	Low	Approved
PIGS	94005	28.3702	37.2218	cerebral-cortex	glial-cells	Low	Approved
PIGT	51604	55.1687	60.339	NA	NA	NA	NA
PIGU	128869	19.275	24.6873	NA	NA	NA	NA
PIGUP1	100422342	1.61194	1.6219	NA	NA	NA	NA
PIGV	55650	3.17047	4.32356	NA	NA	NA	NA
PIGX	54965	16.7903	18.278	NA	NA	NA	NA
PIGZ	80235	2.16742	2.86046	NA	NA	NA	NA
PIH1D1	55011	41.0401	50.7427	NA	NA	NA	NA
PIK3AP1	118788	0.178189	0.21916	NA	NA	NA	NA
PIK3C2A	5286	15.7727	15.9725	NA	NA	NA	NA
PIK3C2B	5287	3.78307	10.7696	NA	NA	NA	NA
PIK3C3	5289	35.9664	29.3006	NA	NA	NA	NA
PIK3CA	5290	9.67824	6.27423	cerebral-cortex	glial-cells	Low	Approved
PIK3CB	5291	16.6008	15.9725	cerebral-cortex	glial-cells	Medium	Approved
PIK3CD	5293	3.18254	2.96455	NA	NA	NA	NA
PIK3IP1	113791	4.13262	4.65786	NA	NA	NA	NA
PIK3R1	5295	27.206	19.1834	cerebral-cortex	glial-cells	Medium	Approved
PIK3R3	8503	26.0439	34.7465	cerebral-cortex	glial-cells	Low	Approved
PIK3R4	30849	10.7461	11.8288	cerebral-cortex	glial-cells	Low	Approved
PIKFYVE	200576	11.8285	8.91208	NA	NA	NA	NA
PILRA	29992	0.964157	0.965117	NA	NA	NA	NA
PILRB	29990	22.4179	38.9357	cerebral-cortex	glial-cells	Low	Approved
PIM1	5292	4.70526	3.19059	NA	NA	NA	NA
PIM3	415116	8.41936	6.60356	NA	NA	NA	NA
PIN1	5300	76.1782	93.2126	NA	NA	NA	NA
PIN4	5303	16.3908	13.2754	cerebral-cortex	glial-cells	Low	Approved
PIN4P1	728758	1.56075	0.756751	NA	NA	NA	NA
PINK1	65018	26.2575	27.3466	NA	NA	NA	NA
PINK1-AS	100861548	2.67798	1.91544	NA	NA	NA	NA
PINLYP	390940	1.74448	3.25525	NA	NA	NA	NA
PINX1	54984	9.63114	12.4722	NA	NA	NA	NA
PIP4K2A	5305	13.6619	14.132	cerebral-cortex	glial-cells	High	Supported
PIP4K2B	8396	40.0305	41.3883	NA	NA	NA	NA
PIP4K2C	79837	9.68854	10.2283	NA	NA	NA	NA
PIP5K1A	8394	37.3117	32.7891	NA	NA	NA	NA
PIP5K1B	8395	0.393133	0.0595384	NA	NA	NA	NA
PIP5K1C	23396	13.2924	15.9591	cerebral-cortex	glial-cells	Medium	Approved
PIP5KL1	138429	1.61043	2.72221	NA	NA	NA	NA
PIPOX	51268	15.4517	28.7357	NA	NA	NA	NA
PIPSL	266971	0.749804	0.727859	NA	NA	NA	NA
PIR	8544	20.3658	21.2847	NA	NA	NA	NA
PISD	23761	11.4961	11.2492	cerebral-cortex	glial-cells	Low	Approved
PITHD1	57095	51.4356	45.2224	NA	NA	NA	NA
PITPNA	5306	39.226	43.0474	NA	NA	NA	NA
PITPNA-AS1	100306951	10.8835	15.7409	NA	NA	NA	NA
PITPNB	23760	34.1966	29.4657	NA	NA	NA	NA
PITPNC1	26207	29.4922	16.2171	NA	NA	NA	NA
PITPNM1	9600	9.06716	15.463	NA	NA	NA	NA
PITPNM2	57605	9.00104	6.36902	NA	NA	NA	NA
PITPNM3	83394	2.78662	1.17033	NA	NA	NA	NA
PITRM1	10531	26.8585	24.9073	cerebral-cortex	glial-cells	Medium	Enhanced
PITRM1-AS1	100507034	0.349339	0.574379	NA	NA	NA	NA
PITX2	5308	0	0	NA	NA	NA	NA
PITX3	5309	0	0	NA	NA	NA	NA
PIWIL4	143689	0.306635	0.261852	cerebral-cortex	glial-cells	Low	Enhanced
PJA1	64219	26.6315	32.8717	cerebral-cortex	glial-cells	Low	Approved
PJA2	9867	94.8975	83.9125	cerebral-cortex	glial-cells	Medium	Supported
PKD1	5310	36.2276	50.7953	NA	NA	NA	NA
PKD1P1	339044	0.493992	1.66844	NA	NA	NA	NA
PKD1P5	348156	4.4891	7.50972	NA	NA	NA	NA
PKD1P6	353511	4.69568	10.7332	NA	NA	NA	NA
PKD2	5311	16.2043	18.0293	cerebral-cortex	glial-cells	Low	Approved
PKDCC	91461	16.9066	7.86454	NA	NA	NA	NA
PKDREJ	10343	0.227369	0.123839	NA	NA	NA	NA
PKIA	5569	21.2431	24.3448	NA	NA	NA	NA
PKIB	5570	8.41219	12.8318	cerebral-cortex	glial-cells	Low	Approved
PKIG	11142	42.7063	42.5839	NA	NA	NA	NA
PKM	5315	728.185	742.312	NA	NA	NA	NA
PKMP1	643586	0.517269	0.332001	NA	NA	NA	NA
PKMP3	100419758	1.93131	0.858978	NA	NA	NA	NA
PKMYT1	9088	18.7941	19.6467	NA	NA	NA	NA
PKN1	5585	34.7998	44.1335	cerebral-cortex	glial-cells	Low	Approved
PKN2	5586	17.1469	15.3405	NA	NA	NA	NA
PKN3	29941	4.74238	4.52262	NA	NA	NA	NA
PKNOX1	5316	9.14714	6.49159	NA	NA	NA	NA
PKNOX2	63876	5.39981	7.53512	cerebral-cortex	glial-cells	High	Supported
PKP2	5318	0.123185	0.126797	NA	NA	NA	NA
PKP4	8502	12.1161	9.77403	NA	NA	NA	NA
PLA2G12A	81579	9.19179	7.40667	NA	NA	NA	NA
PLA2G12AP1	100420258	0.244169	1.47543	NA	NA	NA	NA
PLA2G15	23659	15.2576	20.7507	NA	NA	NA	NA
PLA2G3	50487	0.69621	1.6383	NA	NA	NA	NA
PLA2G4A	5321	1.88169	2.38458	cerebral-cortex	glial-cells	Low	Approved
PLA2G4B	100137049	2.65378	2.63327	NA	NA	NA	NA
PLA2G4C	8605	1.99866	2.30036	cerebral-cortex	glial-cells	Medium	Approved
PLA2G6	8398	8.94664	14.1309	NA	NA	NA	NA
PLA2G7	7941	0.324646	0.335005	NA	NA	NA	NA
PLA2R1	22925	0.328669	0.42105	NA	NA	NA	NA
PLAA	9373	19.0348	15.708	NA	NA	NA	NA
PLAC8	51316	0.264616	0	NA	NA	NA	NA
PLAC8L1	153770	1.33827	0.224883	NA	NA	NA	NA
PLAC9	219348	3.69869	0	NA	NA	NA	NA
PLAG1	5324	1.56268	0.712314	NA	NA	NA	NA
PLAGL1	5325	3.4448	1.06022	NA	NA	NA	NA
PLAGL2	5326	9.25671	7.3861	NA	NA	NA	NA
PLAT	5327	46.2832	55.2333	NA	NA	NA	NA
PLAU	5328	51.549	46.4756	NA	NA	NA	NA
PLAUR	5329	45.6401	31.0734	NA	NA	NA	NA
PLB1	151056	2.07136	3.82455	NA	NA	NA	NA
PLBD1	79887	0.275948	0.611664	NA	NA	NA	NA
PLBD2	196463	11.5845	16.4672	cerebral-cortex	glial-cells	High	Approved
PLCB1	23236	7.91203	4.62708	NA	NA	NA	NA
PLCB2	5330	0.243756	0.0677113	cerebral-cortex	glial-cells	High	Approved
PLCB3	5331	14.0207	19.2677	NA	NA	NA	NA
PLCB4	5332	0.86692	1.13462	NA	NA	NA	NA
PLCD1	5333	13.6652	17.7882	NA	NA	NA	NA
PLCD3	113026	41.8659	55.4512	NA	NA	NA	NA
PLCD4	84812	2.47552	2.80457	NA	NA	NA	NA
PLCE1	51196	9.36386	12.3183	NA	NA	NA	NA
PLCE1-AS1	100128054	0.654313	1.11021	NA	NA	NA	NA
PLCG1	5335	80.8024	131.77	cerebral-cortex	glial-cells	Low	Approved
PLCG2	5336	1.74249	3.26664	cerebral-cortex	glial-cells	Low	Enhanced
PLCH1	23007	5.4724	13.6459	NA	NA	NA	NA
PLCH2	9651	0.249265	0.13822	NA	NA	NA	NA
PLCL1	5334	0.617805	0.0575631	cerebral-cortex	glial-cells	Medium	Enhanced
PLCL2	23228	1.51836	2.81135	cerebral-cortex	glial-cells	Medium	Enhanced
PLCXD1	55344	8.28981	14.6634	cerebral-cortex	glial-cells	Medium	Approved
PLCXD2	257068	0.975109	0.91044	NA	NA	NA	NA
PLD1	5337	1.88632	3.96216	cerebral-cortex	glial-cells	Low	Enhanced
PLD2	5338	15.0344	21.7928	NA	NA	NA	NA
PLD3	23646	197.155	260.584	cerebral-cortex	glial-cells	Low	Approved
PLD4	122618	0.0966597	0.105375	NA	NA	NA	NA
PLD5	200150	3.23869	4.15376	NA	NA	NA	NA
PLD6	201164	0.329487	0.503651	cerebral-cortex	glial-cells	Medium	Approved
PLEC	5339	2.84351	27.2632	cerebral-cortex	glial-cells	Low	Enhanced
PLEKHA1	59338	28.636	14.2655	cerebral-cortex	glial-cells	Medium	Approved
PLEKHA2	59339	4.94378	6.9299	cerebral-cortex	glial-cells	Low	Approved
PLEKHA3	65977	8.63943	6.79427	cerebral-cortex	glial-cells	Low	Approved
PLEKHA4	57664	17.6908	23.8757	NA	NA	NA	NA
PLEKHA5	54477	10.4034	11.7312	NA	NA	NA	NA
PLEKHA6	22874	1.08353	3.04842	NA	NA	NA	NA
PLEKHA7	144100	7.94507	10.272	NA	NA	NA	NA
PLEKHA8	84725	11.0655	8.27973	NA	NA	NA	NA
PLEKHA8P1	51054	7.81219	5.03274	NA	NA	NA	NA
PLEKHB1	58473	47.0562	65.9137	NA	NA	NA	NA
PLEKHB2	55041	54.0354	45.5323	NA	NA	NA	NA
PLEKHD1	400224	0.359869	0.718738	NA	NA	NA	NA
PLEKHF1	79156	4.05867	3.53027	NA	NA	NA	NA
PLEKHF2	79666	9.09699	7.28299	NA	NA	NA	NA
PLEKHG1	57480	17.7875	18.3008	cerebral-cortex	glial-cells	Medium	Approved
PLEKHG2	64857	31.7263	43.9903	NA	NA	NA	NA
