EX_s2l2n2m2m[e]	Exchange/demand reaction
XOL7AH3ATP	Transport, extracellular
sink_xol7aone[c]	Exchange/demand reaction
CTPS2	Pyrimidine synthesis
GF6PTA	Aminosugar metabolism
OMPDC	Pyrimidine synthesis
EX_malthx[e]	Exchange/demand reaction
THRD_L	Glycine, serine, alanine, and threonine metabolism
PPIOGLYc	Glycine, serine, alanine, and threonine metabolism
PPIOGLYtm	Transport, mitochondrial
PPIOGLYte	Transport, extracellular
EX_ppiogly[e]	Exchange/demand reaction
CE4877te	Transport, extracellular
EX_CE4877[e]	Exchange/demand reaction
C10164te	Transport, extracellular
EX_C10164[e]	Exchange/demand reaction
CE2049te	Transport, extracellular
EX_CE2049[e]	Exchange/demand reaction
CE2047te	Transport, extracellular
EX_CE2047[e]	Exchange/demand reaction
GM1tg	Transport, extracellular
NEU22	Sphingolipid metabolism
SMSn	Sphingolipid metabolism
SPMD3n	Sphingolipid metabolism
NH4tr	Transport, endoplasmic reticular
PCHOL_HStn	Transport, nuclear
CHOLPtn	Transport, nuclear
S2L2N2M2Mtl	Miscellaneous
HMR_0824	Glycosphingolipid metabolism
HMR_0839	Glycosphingolipid metabolism
HMR_0841	Glycosphingolipid metabolism
HMR_0846	Glycosphingolipid metabolism
HMR_0851	Glycosphingolipid metabolism
HMR_0852	Glycosphingolipid metabolism
HMR_0853	Glycosphingolipid metabolism
HMR_0854	Glycosphingolipid metabolism
HMR_0855	Glycosphingolipid metabolism
HMR_1496	Cholesterol metabolism
HMR_1681	Bile acid synthesis
HMR_1738	Bile acid synthesis
HMR_1739	Bile acid synthesis
HMR_1740	Bile acid synthesis
HMR_1741	Bile acid synthesis
HMR_1742	Bile acid synthesis
HMR_1743	Bile acid synthesis
HMR_1744	Transport, mitochondrial
HMR_1745	Transport, mitochondrial
HMR_1746	Bile acid synthesis
HMR_1747	Bile acid synthesis
HMR_1748	Bile acid synthesis
HMR_1749	Bile acid synthesis
HMR_1750	Bile acid synthesis
HMR_1751	Bile acid synthesis
HMR_1752	Transport, mitochondrial
HMR_1753	Transport, mitochondrial
HMR_1754	Bile acid synthesis
HMR_1756	Bile acid synthesis
HMR_1758	Transport, peroxisomal
HMR_1759	Transport, peroxisomal
HMR_1760	Bile acid synthesis
HMR_1761	Bile acid synthesis
HMR_1762	Bile acid synthesis
HMR_1764	Transport, mitochondrial
HMR_1765	Bile acid synthesis
HMR_1807	Bile acid synthesis
HMR_2016	Androgen and estrogen synthesis and metabolism
HMR_2018	Androgen and estrogen synthesis and metabolism
HMR_3491	Fatty acid oxidation
HMR_3996	Methionine and cysteine metabolism
HMR_4783	Arginine and proline metabolism
HMR_8884	Transport, extracellular
HMR_9185	Transport, extracellular
HMR_9590	Transport, extracellular
HMR_9612	Transport, extracellular
HMR_9619	Transport, extracellular
HMR_9620	Transport, extracellular
HMR_9678	Transport, peroxisomal
3DHCDCAS	Bile acid synthesis
3DHDCAt	Transport, extracellular
3DHDCAt2	Transport, extracellular
3DHLCAS	Bile acid synthesis
DCA24GSc	Bile acid synthesis
DCA3GSc	Bile acid synthesis
HYOCHOLt2	Transport, extracellular
CRVSATPthc	Drug metabolism
EX_ibup_R[e]	Exchange/demand reaction
EX_ibup_S[e]	Exchange/demand reaction
IBUP_RASCL1hep	Drug metabolism
IBUP_Rshep	Drug metabolism
IBUP_SACOT2	Drug metabolism
EX_rbl_D[e]	Exchange/demand reaction
DM_CE5026[c]	Exchange/demand reaction
EX_h[s]	Exchange
EX_nh4[s]	Exchange
EX_k[s]	Exchange
EX_gln_L[s]	Exchange
EX_lac_L[s]	Exchange
EX_ala_L[s]	Exchange
EX_cit[s]	Exchange
EX_gthrd[s]	Exchange
EX_chsterol[s]	Exchange
EX_HC00250[s]	Exchange
EX_ascb_L[s]	Exchange
EX_atp[s]	Exchange
EX_ser_D[s]	Exchange
EX_glu_L[s]	Exchange
EX_h2o[s]	Exchange
GLUt6_s	Transport, extracellular
NAt_s	Transport, extracellular
r2525_s	Transport, extracellular
L_LACt2r_s	Transport, extracellular
ALAPAT4te_s	Transport, extracellular
CITt4_2_s	Transport, extracellular
Kt_s	Transport, extracellular
r1493_s	Transport, extracellular
HMR_9802_s	Glutamate metabolism
r1050_s	Transport, extracellular
r1116_s	Transport, extracellular
ASCBt_s	Transport, extracellular
r0940_s	Transport, extracellular
HMR_9191_s	
