name	BD_NR_top	BD_R_top	BD_top	Ctrl_unchanged
A4GALTg	1	1	0	0
AATAi	0	1	0	1
ABT_Dt2	0	1	0	1
ABTArm	0	0	1	1
ABTD	1	1	1	0
ABTD1	0	1	0	1
ABUTD	1	1	1	0
ABUTt2r	1	0	1	1
ABUTt2rL	0	0	1	1
ABUTt4_2_r	1	1	0	1
ACACT10m	0	0	0	1
ACACT1r	0	1	0	0
ACACT1rm	0	0	0	1
ACACt2	0	1	0	1
ACACt2m	0	0	0	1
ACACT5p	0	1	0	0
ACACT6p	0	1	0	1
ACACT7p	0	1	0	1
ACACT8p	1	0	0	1
ACACT9p	1	0	1	0
ACACtx	0	0	0	1
ACALDt	0	0	0	1
ACALDtm	0	1	1	0
ACCOAC	0	0	0	1
ACCOAL	1	0	1	0
ACCOAtn	0	0	0	1
ACER12r	0	0	1	0
ACETONEt2	0	1	0	0
ACETONEt2m	0	1	0	0
ACGALK	0	1	1	0
ACGALtly	1	1	0	0
ACGALtr	0	0	1	0
ACGAM2E	1	0	0	1
ACGAM6PSi	1	1	0	0
ACGAMPM	1	1	0	1
ACGAMtly	0	0	0	1
ACGPID	1	0	0	1
ACHOMm	1	1	0	1
ACHOMte	1	1	0	1
ACHOMtm	1	1	0	1
ACHtn	0	0	0	1
ACITL	0	0	1	0
ACLYSHYc	0	0	0	1
ACLYSt	0	0	0	1
ACN13ACNGALGBSIDEte	1	0	0	0
ACN13ACNGALGBSIDEtg	1	0	0	0
ACN23ACNGALGBSIDEte	1	1	0	0
ACN23ACNGALGBSIDEtg	1	1	0	0
ACNAMlt	1	0	1	0
ACNAMtn	0	0	0	1
ACNAMtr	1	1	0	0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0	1	1	0
ACNMLr	1	0	0	1
ACOAD10m	0	0	1	1
ACOAD1fm	0	0	1	1
ACOAD8m	0	0	0	1
ACOAD9m	0	0	0	1
ACOAO7p	1	1	1	0
ACONT	0	0	0	1
ACONTm	0	0	0	1
ACOX22x	0	0	1	0
ACP1_FMN_	1	1	1	1
ACRNte	1	0	0	0
ACS	0	1	1	1
ACS2	1	1	1	0
ACSRTNMT	1	0	0	0
ACt2m	0	1	0	1
ACt2r	0	1	0	1
ACtg	1	1	0	0
ADEt	0	0	0	1
ADK1	0	0	0	1
ADK1m	0	0	0	1
ADK3	0	1	0	1
ADK3m	0	0	0	1
ADKd	0	0	0	1
ADNCNT3tc	0	0	0	1
ADNCYC	0	0	1	1
ADNK1	0	1	1	0
ADNK1m	0	1	0	0
ADNt4	0	1	0	0
ADNtm	0	0	0	1
ADPACDAc	1	1	1	0
ADPACtd	1	1	1	0
ADPCOACROT	1	1	1	0
ADPOHc	0	1	1	0
ADPOHt	0	1	1	0
ADPtx	0	0	0	1
ADRNCOAtx	0	1	1	0
ADRNCPT1	0	1	1	0
ADRNCPT2	1	0	1	1
ADRNCRNt	0	0	0	1
ADRNt	0	0	0	1
ADSL1	0	0	0	1
ADSL2	0	0	0	1
ADSS	0	0	0	1
AG13T16g	1	0	0	0
AG13T17g	1	0	0	0
AG13T18g	1	0	0	0
AG13T1g	1	0	1	0
AG13T2g	1	0	1	0
AG13T3g	1	0	1	0
AGMTm	1	1	1	0
AGPAT1	1	0	1	0
AGRMte	1	1	1	0
AGRMtm	1	1	1	0
AGTix	0	0	1	0
AHC	0	0	1	1
AHCYStd	0	0	0	1
AHCYSte	0	1	0	0
AHEXASE2ly	1	1	1	0
AHEXASEly	1	1	1	0
AICART	0	0	0	1
AIRCr	0	0	0	1
AK2LGCHOLABCt	0	0	1	0
AK2LGCHOLt1	0	0	1	0
AKGDm	0	0	0	1
AKGMALtm	0	0	0	1
AKGt4_3	0	0	0	1
AKGtp	0	0	0	1
ALAALACNc	0	0	0	1
ALAARGCYSr	0	0	0	1
ALAARGCYSt	0	0	0	1
ALAARGGLYr	0	0	0	1
ALAARGGLYt	0	0	0	1
ALAASNLEUr	0	0	0	1
ALAASNLEUt	0	0	0	1
ALADGLNexR	0	0	1	1
ALADGLYexR	1	0	1	1
ALAGLNexR	0	0	0	1
ALAGLYexR	0	0	0	1
ALAGLYLYSr	0	0	0	1
ALAGLYLYSt	0	0	0	1
ALAHISALAr	0	0	0	1
ALAHISALAt	0	0	0	1
ALALYSTHRr	0	0	0	1
ALALYSTHRt	0	0	0	1
ALAPAT4te	0	1	0	0
ALAR	0	0	1	1
ALASm	0	0	0	1
ALAt2r	0	0	0	1
ALAt4	0	0	0	1
ALATA_L	0	0	0	1
ALAtN1	1	1	0	1
ALCD21_D	0	0	0	1
ALCD21_L	1	1	0	1
ALCD22_D	0	0	0	1
ALCD2if	1	1	0	0
ALDD20x	1	1	1	0
ALDD20xm	1	1	1	0
ALDD21	0	0	0	1
ALDD2x	0	0	0	1
ALDD2xm	0	1	1	0
ALDD2y	0	0	0	1
ALLTNt	1	1	0	0
ALR2	1	1	0	1
ALR3	1	1	0	1
AM1ALCShr	1	1	0	0
AM1ALCStep	1	1	0	0
AM1CSAtep	1	1	0	0
AMETAMte	1	1	1	0
AMETt	1	1	0	0
AMETt2m	0	0	0	1
AMETtd	0	0	0	1
AMPDA	0	0	0	1
AMPTASECG	1	1	0	0
AMPtp	0	0	0	1
AMY2e	1	1	0	0
ANDRSTRNte	1	1	1	1
ANTHte	1	1	1	0
APAT2rm	0	1	0	0
APOC_LYS_BTNP	0	0	0	1
APOC_LYS_BTNPm	0	0	0	1
APOCF	0	0	0	1
APOCFm	0	0	0	1
APRGSTRNt1e	1	1	0	1
APRTO2	1	0	1	0
ARAB_Lt	1	1	1	0
ARABR	1	1	1	0
ARACHCPT1	0	0	0	1
ARACHCPT2	0	0	0	1
ARACHCRNt	0	0	0	1
ARACHDCOAtx	0	0	0	1
ARACHDFATPtc	0	0	1	0
ARACHDt2	0	0	0	1
ARACHDtr	0	0	0	1
ARACHETH	1	0	0	0
ARACHt	0	0	0	1
ARGALAALAr	0	0	0	1
ARGALAALAt	0	0	0	1
ARGALAPHEr	0	0	0	1
ARGALAPHEt	0	0	0	1
ARGALATHRr	0	0	0	1
ARGALATHRt	0	0	0	1
ARGARGLYSr	0	0	0	1
ARGARGLYSt	0	0	0	1
ARGARGMETr	0	0	1	0
ARGARGMETt	0	0	1	0
ARGARGr	0	0	0	1
ARGARGt	0	0	0	1
ARGGLUGLUr	0	0	1	1
ARGGLUGLUt	0	0	1	1
ARGGLUPROr	0	0	0	1
ARGGLUPROt	0	0	0	1
ARGGLYGLYr	0	0	1	0
ARGGLYGLYt	0	0	1	0
ARGLEUPHEr	0	0	0	1
ARGLEUPHEt	0	0	0	1
ARGLYSASPr	0	1	0	1
ARGLYSASPt	0	1	0	1
ARGN	1	0	0	0
ARGN1ASPMDte	0	1	0	0
ARGPHEARGr	0	0	0	1
ARGPHEARGt	0	0	0	1
ARGPROMETr	0	0	0	1
ARGPROMETt	0	0	0	1
ARGPROTHRr	0	0	0	1
ARGPROTHRt	0	0	0	1
ARGt4	0	1	0	0
ARGtD	0	0	0	1
ARGTYRVALr	0	0	0	1
ARGTYRVALt	0	0	0	1
ARGVALCYSr	0	0	0	1
ARGVALCYSt	0	0	0	1
ARGVALTRPr	0	0	0	1
ARGVALTRPt	0	0	0	1
ARSA	0	1	0	0
ARTPLM3m	0	0	0	1
ASAH1	1	0	1	1
ASCBOX	1	1	0	0
ASCBt	0	1	0	1
ASCBt4	0	1	0	1
ASNASNARGr	0	0	0	1
ASNASNARGt	0	0	0	1
ASNCYSCYSr	0	0	0	1
ASNCYSCYSt	0	0	0	1
ASNMETPROr	0	0	0	1
ASNMETPROt	0	0	0	1
ASNPHEASPr	0	0	0	1
ASNPHEASPt	0	0	0	1
ASNPHECYSr	0	0	0	1
ASNPHECYSt	0	0	0	1
ASNt4	0	1	0	1
ASNtN1	0	1	0	1
ASNTYRGLYr	0	0	1	1
ASNTYRGLYt	0	0	1	1
ASNTYRPHEr	0	0	0	1
ASNTYRPHEt	0	0	0	1
ASNTYRTHRr	0	0	0	1
ASNTYRTHRt	0	0	0	1
ASPALAARGr	0	0	0	1
ASPALAARGt	0	0	0	1
ASPASNGLUr	0	0	1	1
ASPASNGLUt	0	0	1	1
ASPCTr	1	1	1	0
ASPDt6	0	1	0	1
ASPDTDe	0	1	0	1
ASPGLUm	0	0	0	1
ASPGLUPROr	0	0	0	1
ASPGLUPROt	0	0	0	1
ASPGLUr	0	0	0	1
ASPGLUt	0	0	0	1
ASPGLUTRPr	0	1	0	1
ASPGLUTRPt	0	1	0	1
ASPHISPROr	0	0	1	1
ASPHISPROt	0	0	1	1
ASPMETASPr	0	1	0	1
ASPMETASPt	0	1	0	1
ASPPROLYSr	0	0	0	1
ASPPROLYSt	0	0	0	1
ASPt6	0	1	0	1
ASPTA	0	0	0	1
ASPTAm	0	0	0	1
ASPVALASNr	0	0	0	1
ASPVALASNt	0	0	0	1
ATP1ter	0	0	0	1
ATP2ter	0	0	0	1
ATPH1e	1	1	0	1
ATPH2e	1	1	1	0
ATPS4mi	0	1	0	1
ATPtg	0	0	1	0
ATPtm	0	0	0	1
ATPtn	0	0	0	1
ATPtx	0	0	0	1
ATVACIDOATPtu	0	0	0	1
ATVACIDtdu	0	0	0	1
ATVLACtdhc	0	0	0	1
ATVLACThc	0	0	0	1
B_MANNASEly	0	1	1	1
B3GALT3g	1	1	0	0
B3GALT41g	1	1	0	0
B3GALT42g	1	0	0	0
B3GALT43g	1	1	1	0
B3GALT44g	1	1	1	0
B3GALT5g	1	1	0	0
B3GNT11g	0	1	1	0
B3GNT12g	0	1	1	0
B3GNT310g	0	1	1	0
B3GNT312g	0	1	1	0
B3GNT315g	0	1	1	0
B3GNT51g	0	1	1	0
BAAT2x	0	0	0	1
BACCL	0	0	0	1
BACCLm	0	0	0	1
BALABETAtc2	0	1	0	1
BALAPAT1tc2	0	1	0	0
BALAtmr	0	1	0	0
BAMPPALDOX	1	1	1	0
BBHOX	0	1	0	0
BCRNe	0	0	1	1
BDHm	0	0	0	1
BETBGTtc	0	0	0	1
BGAL1e	0	1	0	1
BGAL1l	1	1	1	0
BGAL2l	1	1	1	0
BGAL3l	0	1	1	0
BHBt	0	1	0	1
BHBtm	0	0	0	1
BILGLCURt	0	0	0	1
BILGLCURtr	0	1	0	1
BILIRUBt2	0	1	0	1
BILIRUBtr	0	1	1	1
BILIVERDt	0	0	0	1
biomass_maintenance	1	1	0	1
biomass_maintenance_noTrTr	1	1	0	1
biomass_reaction	0	1	0	0
BMTer_U	1	0	0	0
BPNT2	0	1	0	1
BTNDe	0	1	1	0
BTNDm	0	0	0	1
BTNPL	0	0	0	1
BTNPLm	0	0	0	1
BTNt2	0	1	1	1
BTNt4i	0	1	0	0
BUTSMCT1	0	1	0	1
BUTt2m	0	1	0	0
BUTt2r	0	1	0	1
C02356t	0	0	0	1
C02712te	0	0	1	1
C03990t	0	0	1	1
C03990tr	0	0	1	0
C04483t2	1	1	0	1
C04717td	1	1	1	0
C04805td	1	1	0	1
C05463t2	0	0	1	1
C05769te2	0	1	0	1
C05769te3	0	1	0	1
C05770te3	0	1	0	1
C05770te4	0	1	0	1
C05953t	0	0	0	1
C05953tm	0	0	0	1
C05957td	0	0	0	1
C06315t	0	1	1	0
C06439t	1	1	0	1
C09642te	1	1	0	1
C100CPT1	0	0	0	1
C101CPT1	1	0	1	1
C101CRNe	1	0	1	1
C102CPT1	1	1	1	1
C10CRNe	0	0	0	1
C10DCc	1	1	0	0
C10DCCACT	1	1	0	0
C10OHc	0	1	1	0
C11695td	0	0	0	1
C120CPT1	1	1	0	1
C121CPT1	1	1	1	0
C12DCACT	1	1	1	0
C12OHc	1	0	1	0
C13856te	0	1	1	0
C140CPT1	0	0	0	1
C141ACBP	0	0	1	0
C141CPT1	0	1	1	1
C141OHc	0	0	1	0
C141OHe	0	0	1	0
C142ACBP	1	1	1	0
C142CPT1	0	1	1	1
C142OHc	1	1	1	0
C142OHe	1	1	1	0
C14768td	1	1	0	0
C14769td1	1	1	1	0
C14770ATP	1	1	0	0
C14771ATP	1	1	0	0
C14826td	1	0	0	0
C14OHc	0	1	1	1
C14STRr	1	1	1	0
C160CPT1	0	0	0	1
C160CPT2	0	0	0	1
C160CRNt	0	0	0	1
C161CPT12	1	0	1	0
C161CRN2t	0	0	0	1
C161CRNt	0	0	0	1
C161OHc	1	1	1	1
C162ACBP	1	1	0	0
C162OHc	1	1	0	0
C162OHe	1	1	0	0
C16DCc	1	1	1	1
C16DCe	1	1	1	1
C16OHc	1	0	1	0
C180CPT1	0	0	1	1
C180CPT2	0	0	0	1
C180CRNt	0	0	0	1
C181CPT1	0	0	0	1
C181CPT2	0	0	0	1
C181CRNt	0	0	0	1
C181OHc	1	1	1	0
C182OHc	1	0	1	1
C18OHc	1	0	1	0
C204CPT1	0	0	0	1
C204CPT2	0	0	0	1
C204CRNt	0	0	0	1
C226CPT1	0	0	0	1
C226CPT2	0	0	0	1
C226CRNt	0	0	0	1
C2tcx	0	0	0	1
C30CPT1	0	0	0	1
C3DCe	1	0	1	0
C3STDH1Pr	1	1	1	0
C3STKR2r	1	1	1	0
C40CPT1	0	0	0	1
C4CRNCPT2	0	0	0	1
C4OHc	0	0	1	1
C4STMO1r	1	1	1	0
C4STMO2r	1	1	1	0
C4tcx	0	0	1	0
C4x	0	0	1	0
C50CPT1	1	1	1	0
C51CPT1	0	0	1	1
C5DCe	0	1	0	0
C60CPT1	0	0	0	1
C6COAt	0	0	0	1
C6CRNtcx	0	0	0	1
C6DCc	1	1	1	0
C6DCCACT	1	1	1	0
C80CPT1	0	0	0	1
C81CPT1	1	1	1	1
C81CRNe	1	1	1	1
C8CRNe	1	0	0	1
C8DCc	1	1	1	1
C9BRxtc	0	0	0	1
CA24GSc	0	0	1	0
CA2t	0	0	0	1
CA3St	1	1	1	0
CAATPS	0	1	0	0
CALAtr	0	1	0	1
CARNtr	1	1	1	0
CAt7r	0	0	0	1
CATm	0	1	0	0
CATp	0	0	0	1
CBASPte	1	1	1	0
CBPPer	1	1	0	0
CBPter	1	1	0	0
CBR2	0	1	0	1
CDIPTr	0	0	1	1
CDS	0	1	1	1
CDSm	1	0	1	0
CE0737te	1	1	0	0
CE0955tr	0	0	0	1
CE1243UPKt	1	1	0	0
CE1261t	1	1	0	0
CE1273t2	0	0	1	1
CE1401te	0	0	0	1
CE1556td	0	0	0	1
CE1617te	1	1	0	1
CE1918te	1	1	1	0
CE2006te	1	1	1	0
CE2172t	1	1	0	1
CE2176t	1	1	0	0
CE2445t	1	1	0	0
CE2510ABCt	0	1	0	0
CE2510t	0	0	1	0
CE2512te	1	1	0	1
CE2513td	0	1	0	1
CE2537ABCt	0	0	1	0
CE2537ATP	0	0	1	0
CE4890te	0	1	0	0
CE4890te2	0	1	0	0
CE5025t	1	1	0	1
CE5026t	1	1	0	1
CE5304t	0	0	0	1
CE5629t	1	1	1	1
CE6031t	1	1	1	1
CE6247t	1	1	0	1
CE7081tr	0	1	1	0
CE7090te	1	1	1	0
CE7172UPKt	0	1	0	0
CERT1gt	1	1	1	0
CERT1rt	0	1	1	1
CGLYt3_2_	0	1	0	0
CHAT	0	0	0	1
CHATn	0	0	0	1
CHLPCTD	0	0	0	1
CHOLATEt	0	1	0	1
CHOLt4	0	1	1	1
CHOLtn	0	0	0	1
CHOLtu	0	0	0	1
CHSTEROLSte	0	0	0	1
CHSTEROLt1	0	0	0	1
CHSTEROLtg	0	0	1	0
CHSTEROLtrc	0	0	0	1
CHTNASE	1	0	0	0
CHTNASEe	1	1	1	0
CITRtm	0	0	0	1
CITt4_2	0	1	0	1
CITt4_4	0	0	1	1
CITtam	0	0	0	1
CK	1	1	1	0
CKc	1	1	1	1
CLCFTRte	0	1	0	1
CLOXAtex2	1	0	0	0
CLPNDCPT1	1	1	0	0
CLPNDCPT2	1	1	0	0
CLPNDCRNt	0	0	0	1
CLPNDt	0	0	0	1
CLS_hs	0	1	1	0
CMPACNAtg	1	0	0	0
CMPACNAtn	0	0	0	1
CMPSAS	0	0	0	1
CMPSASn	0	0	0	1
CO2t	0	0	0	1
CO2ter	0	0	1	1
CO2tg	0	1	1	0
CO2tp	0	0	0	1
COAtm	0	0	0	1
COAtn	0	0	0	1
COAtp	0	0	0	1
COAtr	0	0	0	1
COPROSTt	1	1	1	0
Coqe	1	1	1	1
CORE2GTg	1	0	1	0
CORE3GTg	1	0	0	0
CORE4GTg	1	0	0	0
CORTSNt	1	1	0	1
CORTSNti	1	1	0	1
COt	0	0	0	1
CPPPGO	0	0	0	1
CREATt4_2_r	0	0	0	1
CREATtmdiffir	1	1	1	0
CRMPte	1	1	1	0
CRMte	1	0	1	1
CRNrtx	0	0	0	1
CRNtim	0	0	0	1
CRNtx	0	0	0	1
CRTSLt	1	1	0	1
CRTSLtr	1	1	0	1
CRTSTRNt	0	1	0	0
CRVNCtr	0	0	1	1
CRVSM1hr	1	0	1	1
CRVSM23hr	0	0	1	1
CRVSthc	0	1	0	1
CRVStu	0	1	0	1
CSAPASEly	0	1	0	1
CSBPASEly	1	1	0	0
CSCPASEly	1	1	0	1
CSDPASEly	0	0	1	0
CSEPASEly	0	0	1	0
CSm	0	0	0	1
CSNAT2m	0	0	0	1
CSNATm	0	0	0	1
CSNATp	0	0	0	1
CSNATr	0	0	0	1
CSPG_At	0	1	0	1
CSPG_Atly	0	1	0	1
CSPG_Btly	1	1	0	0
CSPG_Ct	1	1	0	1
CSPG_Ctly	1	1	0	1
CSPG_Dt	0	1	1	0
CSPG_Dtly	0	0	1	0
CSPG_Et	0	0	1	0
CSPG_Etly	0	0	1	0
CTPtn	0	0	0	1
CVM1GLUChc	1	0	1	1
CVM23GLUChc	0	0	1	1
CYANt	1	1	1	0
CYANtm	1	1	1	0
CYOOm2i	0	1	0	0
CYSASNMETr	0	0	0	1
CYSASNMETt	0	0	0	1
CYSASPPHEr	0	0	0	1
CYSASPPHEt	0	0	0	1
CYSCYSr	0	0	0	1
CYSCYSt	0	0	0	1
CYSGLNMETr	0	0	0	1
CYSGLNMETt	0	0	0	1
CYSGLTH	0	0	0	1
CYSGLUexR	1	0	0	1
CYSGLUHISr	0	0	1	1
CYSGLUHISt	0	0	1	1
CYSGLUTRPr	0	0	1	1
CYSGLUTRPt	0	0	1	1
CYSGLYexR	1	0	0	1
CYSLEUTHRr	0	0	0	1
CYSLEUTHRt	0	0	0	1
CYSO	0	0	0	1
CYSSERMETr	0	0	0	1
CYSSERMETt	0	0	0	1
CYSSNAT5tc	0	0	0	1
CYST_Ltr	0	0	0	1
CYSt4	1	1	0	1
CYSTA	0	0	0	1
CYStec	1	1	0	0
CYSTGLUex	1	1	0	0
CYSTS	0	0	0	1
CYSTYRASNr	0	0	0	1
CYSTYRASNt	0	0	0	1
CYTDt2r	0	1	0	1
CYTDt5le	0	1	0	1
CYTK1	0	1	1	1
CYTK10	0	1	0	0
CYTK10n	0	0	1	1
CYTK12	0	0	1	0
CYTK12n	0	0	1	0
CYTK13n	0	0	1	0
CYTK14	0	1	1	0
CYTK14n	0	0	1	0
CYTK1m	1	0	1	0
CYTK2	0	1	0	1
CYTK2n	0	0	1	0
CYTK3	0	0	1	1
CYTK5n	0	0	1	0
CYTK6	0	0	1	0
CYTK6n	0	0	0	1
CYTK7	0	1	0	1
CYTK7n	0	0	0	1
CYTK8	0	0	0	1
CYTK9	0	0	0	1
CYTK9n	0	0	1	0
D_3AIBt	0	1	0	0
D_LACt2	0	1	0	1
D_LACtm	1	1	0	0
D3AIBTm	0	0	0	1
DACGST	1	1	1	1
DACT	0	0	0	1
DADNK	0	0	1	0
DAG_HSter	1	0	0	1
DAG_HStg	1	1	1	0
DAGK_hs	0	0	1	1
DAGt	0	0	0	1
DALAt2r	1	1	1	0
DASCBR	0	0	0	1
DATPtn	0	1	0	0
DCA24GSr	0	1	0	0
DCA24Gtr	0	1	0	0
DCA3GSr	0	1	0	0
DCA3Gtr	0	1	0	0
DCA3St	1	1	1	0
DCIm	0	0	1	1
DCK1n	0	0	0	1
DCK2n	0	0	0	1
DCMPDA	0	1	1	1
DCMPtr	0	0	0	1
DCSPTN1COAtx	1	1	0	0
DCSPTN1CPT1	1	1	1	1
DCSPTN1CPT2	0	0	1	1
DCSPTN1CRNt	0	0	0	1
DCSPTN1t	1	1	1	0
DCT	1	1	0	1
DCTPtn	0	1	0	1
DCYTD	0	1	0	0
DCYTDn	0	0	1	1
DDCRNe	1	0	1	0
DDECCRNe	1	1	0	1
DDECE1CRNe	1	1	1	0
DECCRNe	0	1	1	0
DECDICRNe	1	1	1	1
DEOXFVShc	1	1	1	0
DEOXFVSitx	1	1	1	0
DEOXFVStev	0	1	1	0
DESAT14_9	0	1	1	0
DESAT16_2	0	1	1	1
DESAT18_10	0	0	1	1
DESAT18_3	1	1	0	1
DESAT18_4	1	1	1	0
DESAT18_5	1	0	1	0
DESAT18_7	0	1	1	1
DESAT18_8	0	0	1	0
DESAT18_9	1	1	0	0
DESAT20_1	1	1	1	0
DESAT20_2	1	1	1	0
DESAT24_1	1	1	0	0
DGCHOLte	0	0	1	1
DGK1	0	0	0	1
DGK2m	0	0	0	1
DGNSKm	0	0	0	1
DGSNtm	0	0	0	1
DGTPtn	0	1	0	0
DGULND	0	0	1	1
DHAAt1r	0	0	0	1
DHAPtr	0	1	1	1
DHBPTt	1	1	1	0
DHCHOLESTANATEt	0	0	1	1
DHCR241r	0	1	1	0
DHCR243r	0	0	1	0
DHCR71r	1	1	1	1
DHCR72r	0	0	0	1
DHCRD2	0	0	1	0
DHCRMter	0	0	1	0
DHEASt	0	0	0	1
DHEAtr	0	1	0	0
DHFR	0	0	0	1
DHFtl	0	0	1	1
DHPM1	1	1	1	0
DHPR	1	1	1	0
DIDECAETH	0	1	0	0
DIDPtn	0	0	0	1
DITPtn	0	0	0	1
DLNLCGCPT1	0	0	0	1
DLNLCGCPT2	1	0	0	1
DLNLCGCRNt	0	0	0	1
DLNLCGt	0	1	0	0
DM_12dhchol[c]	1	1	1	0
DM_13_cis_retn_n_	1	1	0	0
DM_1a25dhvitd3[n]	1	1	1	0
DM_3dhcdchol[c]	1	1	1	0
DM_3dhdchol[c]	1	0	0	0
DM_4glu56dihdind[c]	1	1	1	1
DM_7dhcdchol[c]	1	1	1	0
DM_7dhchol[c]	1	1	1	0
DM_adprbp[c]	1	1	1	0
DM_akg[c]	0	0	1	0
DM_anth	1	1	1	0
DM_Asn_X_Ser_Thr_ly_	1	0	1	1
DM_atp_c_	1	0	1	0
DM_C02712[c]	0	0	1	0
DM_ca24g[c]	0	0	1	0
DM_ca3s[c]	1	1	1	0
