rxnList	subSystem	GPR	fluxspan_a	fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	localization	rxnFormula
7DHFtl	Transport, lysosomal		166.666666666667	103.916666666667	1.60384923817161	L	NA	intercompartmental	7dhf[c]  -> 7dhf[l] 
ACGALtly	Transport, lysosomal		0	81.8638613861386	0	H	NA	intercompartmental	acgal[l]  -> acgal[c] 
ADSL2	Purine synthesis	158.1 or 158.2	17.5	10	1.75	L	purine synthesis, cytosol	[c]	25aics[c]  -> fum[c] + aicar[c] 
AIRCr	Purine synthesis	10606.1	17.5	10	1.75	L	purine synthesis, cytosol	[c]	co2[c] + air[c]  <=> h[c] + 5aizc[c] 
DHFtl	Transport, lysosomal		166.666666666667	103.916666666667	1.60384923817161	L	NA	intercompartmental	dhf[c]  <=> dhf[l] 
GARFT	Purine synthesis	2618.1 or 2618.2	17.5	10	1.75	L	purine synthesis, cytosol	[c]	10fthf[c] + gar[c]  <=> h[c] + thf[c] + fgam[c] 
GD1Btl	Transport, lysosomal		0	81.8638613861388	0	H	NA	intercompartmental	gd1b_hs[c]  <=> gd1b_hs[l] 
GLUPRT	Purine synthesis	5471.1	17.5	10	1.75	L	purine synthesis, cytosol	[c]	h2o[c] + gln_L[c] + prpp[c]  -> glu_L[c] + ppi[c] + pram[c] 
GUAPRT	Nucleotide salvage pathway	3251.1	20	10	1.99999999999999	L	purine salvage	[c]	gua[c] + prpp[c]  -> ppi[c] + gmp[c] 
HMR_0831	Transport, lysosomal		0	30.9245283018868	0	H	NA	intercompartmental	gm1_hs[c]  <=> gm1_hs[l] 
HXPRT	Nucleotide salvage pathway	3251.1	20	9.99999999999993	2.00000000000001	L	purine salvage	[c]	hxan[c] + prpp[c]  -> ppi[c] + imp[c] 
PRAGSr	Purine synthesis	2618.1 or 2618.2	17.5	10	1.75	L	purine synthesis, cytosol	[c]	atp[c] + gly[c] + pram[c]  -> h[c] + adp[c] + pi[c] + gar[c] 
PRASCS	Purine synthesis	10606.1	17.5	10	1.75	L	purine synthesis, cytosol	[c]	atp[c] + asp_L[c] + 5aizc[c]  -> h[c] + adp[c] + pi[c] + 25aics[c] 
PRFGS	Purine synthesis	5198.1	17.5	10	1.75	L	purine synthesis, cytosol	[c]	h2o[c] + atp[c] + gln_L[c] + fgam[c]  -> h[c] + adp[c] + pi[c] + glu_L[c] + fpram[c] 
r0666	Purine synthesis	2618.1	17.5	10	1.75	L	purine synthesis, cytosol	[c]	atp[c] + fpram[c]  -> 2 h[c] + adp[c] + pi[c] + air[c] 
