rxnList	subSystem	GPR	fluxspan_a	fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	localization	rxnFormula
NACHEX25ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	8.39629347550139	0	H	NA	[l]	h2o[l] + ksii_core2_deg9[l]  -> acgam[l] + f1a[l] 
NACHEX26ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	7.7965582272513	0	H	chondroitin sulphate degradation, lysosome	[l]	2 h2o[l] + ksii_core4_deg4[l]  -> 2 acgam[l] + ksii_core2_deg5[l] 
NAGA2ly	Keratan sulfate degradation	4668.1	0	8.39629347550139	0	H	NA	[l]	h[l] + udp[l] + Tn_antigen[l]  -> Ser_Thr[l] + udpacgal[l] 
NAGLCAly	Keratan sulfate degradation		0	8.39629347550139	0	H	NA	[l]	h2o[l] + core6[l]  -> acgam[l] + Tn_antigen[l] 
RE3477C1	Eicosanoid metabolism		1000	0	Inf	L	NA	[c]	nad[c] + txb2[c]  -> h[c] + nadh[c] + CE1447[c] 
S6TASE22ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	8.39629347550135	0	H	NA	[l]	h2o[l] + ksii_core2_deg1[l]  <=> h[l] + so4[l] + ksii_core2_deg2[l] 
S6TASE23ly	Keratan sulfate degradation	2799.1	0	8.39629347550135	0	H	NA	[l]	h2o[l] + ksii_core2_deg3[l]  <=> h[l] + so4[l] + ksii_core2_deg4[l] 
S6TASE24ly	Keratan sulfate degradation	2799.1	0	8.39629347550135	0	H	NA	[l]	h2o[l] + ksii_core2_deg6[l]  <=> h[l] + so4[l] + ksii_core2_deg7[l] 
S6TASE25ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	7.79655822725135	0	H	chondroitin degradation, lysosome	[l]	h2o[l] + ksii_core4_deg1[l]  <=> h[l] + so4[l] + ksii_core4_deg2[l] 
S6TASE26ly	Keratan sulfate degradation	2799.1	0	7.79655822725135	0	H	chondroitin degradation, lysosome	[l]	h2o[l] + ksii_core4_deg3[l]  <=> h[l] + so4[l] + ksii_core4_deg4[l] 
SFCYSc	Methionine and cysteine metabolism		10	20	0.5	H	NA	[c]	h[c] + so3[c] + cys_L[c]  <=> slfcys[c] 
SIAASE3ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	8.39629347550137	0	H	NA	[l]	h2o[l] + ksii_core2[l]  -> acnam[l] + ksii_core2_deg1[l] 
SIAASE4ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	7.7965582272513	0	H	chondroitin degradation, lysosome	[l]	h2o[l] + ksii_core4[l]  -> acnam[l] + ksii_core4_deg1[l] 
Ser_Thrtg	Transport, golgi apparatus		0	8.39629347550135	0	H	NA	intercompartmental	Ser_Thr[g]  <=> Ser_Thr[l] 
TXB2c	Eicosanoid metabolism		1000	0	Inf	L	lipid metabolism	[c]	h2o[c] + txa2[c]  <=> txb2[c] 
UDPACGALtl	Transport, lysosomal		0	8.39629347550135	0	H	NA	intercompartmental	udpacgal[c]  <=> udpacgal[l] 
UDPGALtg	Transport, golgi apparatus	7355.1	0	109.151815181518	0	H	NA	intercompartmental	udpgal[c] + ump[g]  <=> udpgal[g] + ump[c] 
UDPtl	Transport, lysosomal		0	8.39629347550135	0	H	NA	intercompartmental	udp[c]  <=> udp[l] 
UGALNACtg	Transport, golgi apparatus	7355.1	0	32.7455445544554	0	H	NA	intercompartmental	ump[g] + udpacgal[c]  <=> udpacgal[g] + ump[c] 
UGLCNACtg	Transport, golgi apparatus	11046.1	0	38.9827911362565	0	H	NA	intercompartmental	uacgam[c] + ump[g]  <=> uacgam[g] + ump[c] 
