rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
r0728	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	685.806671501088	1090.85002359658	0.628690155994088	H	betaoxidation	[m]	3hdcoa[m]  <=> h2o[m] + dc2coa[m] 
r2508	Transport, endoplasmic reticular		2000	1000	2	L	NA	intercompartmental	crn[r] + hdca[c]  <=> crn[c] + hdca[r] 
BILIRUBtr	Transport, endoplasmic reticular		2000	0	Inf	L	NA	intercompartmental	bilirub[c]  <=> bilirub[r] 
C161CPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	2000	324.851945854484	6.15665082362133	L	carnitine shuttle	[c]	crn[c] + hdcoa[c]  <=> coa[c] + hdcecrn[c] 
EX_ttdca[e]	Exchange		130	60	2.16666666666667	L	NA	[e]	ttdca[e]  -> 
EX_ttdcea[e]	Exchange/demand reaction		130	60	2.16666666666667	L	NA	[e]	ttdcea[e]  -> 
HMR_2865	Transport, endoplasmic reticular	6584.1	390.685279187818	10	39.0685279187818	L	NA	intercompartmental	crn[r] + tmndnccrn[c]  <=> crn[c] + tmndnccrn[r] 
HMR_2866	Transport, endoplasmic reticular	1384.1	390.685279187818	10	39.0685279187818	L	NA	[r]	crn[r] + tmndnccoa[r]  <=> coa[r] + tmndnccrn[r] 
HMR_3428	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	40	10	4	L	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 4 fad[m] + tmndnccoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 4 fadh2[m] 
TTDCEAt	Transport, extracellular		130	60	2.16666666666667	L	lipid metabolism	intercompartmental	ttdcea[c]  <=> ttdcea[e] 
sink_crvnc[c]	Exchange/demand reaction		10	20	0.5	H	NA	[c]	crvnc[c]  <=> 
ACETONEt2	Transport, extracellular	6566.1 or 9123.1 or 9194.1	459.448538781308	1000	0.459448538781308	H	NA	intercompartmental	h[e] + acetone[e]  <=> h[c] + acetone[c] 
ACETONEt2m	Transport, mitochondrial	6566.1	459.448538781308	1000	0.459448538781308	H	NA	intercompartmental	h[c] + acetone[c]  <=> h[m] + acetone[m] 
ASNCYSCYSr	Peptide metabolism		10	20	0.5	H	NA	[c]	2 h2o[c] + asncyscys[c]  <=> asn_L[c] + 2 cys_L[c] 
ASNCYSCYSt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + asncyscys[e]  <=> h[c] + asncyscys[c] 
C180CPT1	Fatty acid oxidation	1375.4 or 1375.2 or 126129.1 or 1375.1 or 1374.1 or 1375.3	1018.9286559136	381.086012408348	2.67374981693577	L	carnitine shuttle	[c]	crn[c] + stcoa[c]  <=> coa[c] + stcrn[c] 
C180CPT2	Fatty acid oxidation	1376.1	1018.9286559136	375.752679075014	2.71170030888904	L	carnitine shuttle	[m]	coa[m] + stcrn[m]  <=> crn[m] + stcoa[m] 
CYSCYSr	Peptide metabolism		10	20	0.5	H	NA	[c]	h2o[c] + cyscys[c]  <=> 2 cys_L[c] 
CYSCYSt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + cyscys[e]  <=> h[c] + cyscys[c] 
CYSTA	Methionine and cysteine metabolism	2805.1	20	37.5	0.533333333333333	H	NA	[c]	akg[c] + cys_L[c]  <=> glu_L[c] + mercppyr[c] 
DNADtn	Transport, nuclear		389.018612521151	1324.85194585448	0.293631762959179	H	NA	intercompartmental	dnad[c]  <=> dnad[n] 
DXTRNt	Transport, extracellular		20	10	2	L	NA	intercompartmental	dxtrn[c]  <=> dxtrn[e] 
EX_HC00229[e]	Exchange/demand reaction		113.347081218274	75.033296721782	1.51062376532058	L	NA	[e]	isomal[e]  -> 
EX_HC00250[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	HC00250[e]  -> 
EX_ac[e]	Exchange/demand reaction		773.70663311163	488.436388420856	1.58404789539344	L	NA	[e]	ac[e]  -> 
EX_asncyscys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	asncyscys[e]  -> 
EX_cgly[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	cgly[e]  -> 
EX_cys_L[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	cys_L[e]  <=> 
EX_cyscys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	cyscys[e]  -> 
EX_dxtrn[e]	Exchange/demand reaction		20	10	2	L	NA	[e]	dxtrn[e]  -> 
EX_glc_D[e]	Exchange/demand reaction		215.148697859192	141.081518130609	1.52499562458644	L	NA	[e]	glc_D[e]  <=> 
EX_gluala[e]	Exchange/demand reaction		0	237.187017890913	0	H	NA	[e]	gluala[e]  -> 
EX_glyald[e]	Exchange/demand reaction		314.237832188714	0	Inf	L	NA	[e]	glyald[e]  -> 
EX_gthrd[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	gthrd[e]  -> 
EX_hiscyscys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	hiscyscys[e]  -> 
EX_mercplaccys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	mercplaccys[e]  -> 
EX_sfcys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	slfcys[e]  -> 
FAOXC140	Fatty acid oxidation	35.1 or 34.1	85.2956870057668	53.0107355318084	1.60902666507214	L	betaoxidation	[m]	6 h2o[m] + 6 nad[m] + 6 coa[m] + 6 fad[m] + tdcoa[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 6 fadh2[m] 
FAOXC18480m	Fatty acid oxidation	34.1 or 35.1	40	20	2	L	betaoxidation	[m]	5 h2o[m] + 5 nad[m] + 5 coa[m] + fad[m] + strdnccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + fadh2[m] + occoa[m] 
GAPD	Glycolysis/gluconeogenesis	2597.1 or 26330.1	685.478318021003	393.210001880053	1.74328810239701	L	glycolysis	[c]	pi[c] + nad[c] + g3p[c]  <=> h[c] + nadh[c] + 13dpg[c] 
GGLUCT	Glutathione metabolism	79017.1	0	368.033547880517	0	H	NA	intercompartmental	gluala[e]  -> ala_L[c] + 5oxpro[c] 
GLYALDtr	Transport, extracellular		314.237832188712	0	Inf	L	NA	intercompartmental	na1[e] + glyald[e]  <=> na1[c] + glyald[c] 
HEX7	Fructose and mannose metabolism	2645.2 or 2645.3 or 3098.3 or 3098.1 or 3101.1 or 3098.2 or 3099.1 or 2645.1 or 3098.4 or 80201.1 or 3098.5	479.01861252115	0	Inf	L	fructose metabolism	[c]	atp[c] + fru[c]  -> h[c] + adp[c] + f6p[c] 
HISCYSCYSr	Peptide metabolism		10	20	0.5	H	NA	[c]	2 h2o[c] + hiscyscys[c]  <=> 2 cys_L[c] + his_L[c] 
HISCYSCYSt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + hiscyscys[e]  <=> h[c] + hiscyscys[c] 
HMR_0354	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	20	19.4509306260575	L	NA	[c]	h2o[c] + strdnccoa[c]  -> h[c] + coa[c] + strdnc[c] 
HMR_2613	Transport, mitochondrial	1384.1 or 1376.1	91.0546822609701	55.5720600255755	1.63849751510138	L	NA	[m]	2 h[m] + crn[m] + M00129[m]  <=> coa[m] + ttdcrn[m] 
HMR_3115	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	583.546893884457	30	19.4515631294819	L	NA	[m]	fad[m] + stcoa[m]  -> fadh2[m] + od2coa[m] 
HMR_3398	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	91.0546822609702	55.5720600255755	1.63849751510138	L	NA	[m]	6 h2o[m] + 6 nad[m] + 6 coa[m] + 5 fad[m] + M00129[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 5 fadh2[m] 
MCLACCYSR	Methionine and cysteine metabolism		10	20	0.5	H	NA	[c]	nad[c] + cys_L[c] + mercplac[c]  -> h[c] + nadh[c] + mercplaccys[c] 
MCLOR	Methionine and cysteine metabolism	92483.1 or (3945.1 and 3939.1) or 55293.1 or 3948.2 or 3948.1 or 3945.1 or 160287.1 or 3939.1	10	20	0.5	H	NA	[c]	nad[c] + mercplac[c]  <=> h[c] + nadh[c] + mercppyr[c] 
MERCPLACCYSt	Transport, extracellular		10	20	0.5	H	NA	intercompartmental	mercplaccys[c]  -> mercplaccys[e] 
MGCHrm	Valine, leucine, and isoleucine metabolism	549.1	305.003685185893	20	15.2501842592946	L	leucine metabolism	[m]	h2o[m] + 3mgcoa[m]  <=> hmgcoa[m] 
MMEm	Valine, leucine, and isoleucine metabolism	84693.1	544.879198912652	1020	0.534195293051619	H	gluconeogenesis, mitochondria	[m]	mmcoa_R[m]  <=> mmcoa_S[m] 
NDPK5m	Nucleotide interconversion	4833.1 or 10201.1	758.265651438239	60.0000000000001	12.637760857304	L	NA	[m]	atp[m] + dgdp[m]  -> adp[m] + dgtp[m] 
SFCYSc	Methionine and cysteine metabolism		10	20	0.5	H	NA	[c]	h[c] + so3[c] + cys_L[c]  <=> slfcys[c] 
SFCYSe	Transport, extracellular		10	20	0.5	H	NA	intercompartmental	slfcys[c]  <=> slfcys[e] 
STRDNCCPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	389.01861252115	20	19.4509306260575	L	carnitine shuttle	[c]	crn[c] + strdnccoa[c]  <=> coa[c] + strdnccrn[c] 
URIDK3	Nucleotide interconversion		2000	1323.19796954315	1.51148962289485	L	NA	[c]	atp[c] + dump[c]  <=> adp[c] + dudp[c] 
r0339	Miscellaneous	132158.1	319.345741680767	0	Inf	L	NA	[c]	atp[c] + glyc_R[c]  -> h[c] + adp[c] + 3pg[c] 
r0357	Fructose and mannose metabolism	3098.1 or 3099.1 or 3101.1	479.018612521151	0	Inf	L	fructose metabolism	[c]	itp[c] + fru[c]  -> h[c] + idp[c] + f6p[c] 
r0358	Fructose and mannose metabolism	3098.1 or 3099.1 or 3101.1	479.01861252115	0	Inf	L	fructose metabolism	[c]	datp[c] + fru[c]  -> h[c] + dadp[c] + f6p[c] 
r0390	Miscellaneous	6476.1	113.347081218274	75.0332967217819	1.51062376532057	L	NA	[e]	h2o[e] + isomal[e]  <=> 2 glc_D[e] 
r0392	Miscellaneous	224.1 or 217.1 or 219.1 or 223.1 or 501.1	319.345741680767	0	Inf	L	NA	[c]	h2o[c] + nad[c] + glyald[c]  <=> 2 h[c] + nadh[c] + glyc_R[c] 
r0571	Valine, leucine, and isoleucine metabolism		544.879198912652	1020	0.534195293051619	H	valine metabolism	[m]	h2o[m] + mmcoa_S[m]  <=> h[m] + coa[m] + HC00900[m] 
r0633	Fatty acid oxidation	55825.1 or 51102.1 	706.179763113367	461.01269035533	1.53180113668687	L	fatty acid synthesis & elongation	[m]	nadp[m] + occoa[m]  <=> h[m] + nadph[m] + HC01415[m] 
r0853	Purine catabolism		1000	658.265651438241	1.5191435217911	L	NA	intercompartmental	atp[c] + pi[m]  -> pi[c] + atp[m] 
r0940	Transport, extracellular		20	40	0.5	H	NA	intercompartmental	HC00250[c]  <=> HC00250[e] 
sink_cys_L[c]	Exchange/demand reaction		20	40	0.5	H	NA	[c]	cys_L[c]  <=> 
2OXOADOXm	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	20	0	Inf	L	lysine metabolism	[m]	nad[m] + 2oxoadp[m] + coa[m]  -> nadh[m] + co2[m] + glutcoa[m] 
2OXOADPTm	Tryptophan metabolism	89874.1	20	0	Inf	L	NA	intercompartmental	akg[m] + 2oxoadp[c]  <=> akg[c] + 2oxoadp[m] 
2OXOADPt	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	2oxoadp[c] + akg[e]  <=> akg[c] + 2oxoadp[e] 
34DHXMANDACOX_NADP_	Tyrosine metabolism	221.1 or 222.1	0	1000	0	H	tyrosine metabolism, cytosol/ degradation of catechoamines	[c]	h2o[c] + nadp[c] + 34dhmald[c]  <=> 2 h[c] + nadph[c] + 34dhoxmand[c] 
3SALATAi	Methionine and cysteine metabolism	2805.1	20	35	0.571428571428571	H	cysteine metabolism	[c]	h[c] + akg[c] + 3sala[c]  -> glu_L[c] + 3snpyr[c] 
3SALATAim	Methionine and cysteine metabolism	2806.1	20	35	0.571428571428571	H	NA	[m]	h[m] + akg[m] + 3sala[m]  -> glu_L[m] + 3snpyr[m] 
3SPYRSP	Methionine and cysteine metabolism		20	35	0.571428571428571	H	cysteine metabolism	[c]	h2o[c] + 3snpyr[c]  -> h[c] + pyr[c] + so3[c] 
3SPYRSPm	Methionine and cysteine metabolism		20	35	0.571428571428571	H	NA	[m]	h2o[m] + 3snpyr[m]  -> h[m] + pyr[m] + so3[m] 
4HOXPACDOX_NADP_	Tyrosine metabolism	222.1 or 220.1 or 221.1 or 218.1	1000	0	Inf	L	NA	[c]	h2o[c] + nadp[c] + 4hoxpacd[c]  <=> 2 h[c] + nadph[c] + 4hphac[c] 
AATAi	Lysine metabolism	51166.1 or 51166.2	20	0	Inf	L	NA	[c]	L2aadp[c] + akg[c]  <=> 2oxoadp[c] + glu_L[c] 
ADPOHc	Lysine metabolism		20	0	Inf	L	NA	[c]	h[c] + nadh[c] + 2oxoadp[c]  <=> nad[c] + adpoh[c] 
ADPOHt	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	adpoh[c]  <=> adpoh[e] 
ARTFR208	R group synthesis		19.1111111111111	10	1.91111111111111	L	NA	intercompartmental	2 h[m] + 2 nadph[m] + 3 fadh2[m] + tmndnccoa[c]  -> 2 nadp[m] + 3 fad[m] + 1.25 R2coa_hs[c] 
C02712te	Transport, extracellular	64849.1	20	0	Inf	L	NA	intercompartmental	na1[c] + C02712[c]  <=> na1[e] + C02712[e] 
C13856te	Transport, extracellular		0	37.5	0	H	NA	intercompartmental	C13856[c]  <=> C13856[e] 
CE4890te	Transport, extracellular	222962.1	2000	0	Inf	L	NA	intercompartmental	h[c] + CE4890[c]  <=> h[e] + CE4890[e] 
CE7090te	Transport, extracellular	10257.1 or 4363.1	31.6666666666667	20	1.58333333333333	L	NA	intercompartmental	h2o[c] + atp[c] + CE7090[c]  -> h[c] + adp[c] + pi[c] + CE7090[e] 
CLPNDCPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	40	10	4	L	carnitine shuttle	[c]	crn[c] + clpndcoa[c]  <=> coa[c] + clpndcrn[c] 
CLPNDCPT2	Fatty acid oxidation	1376.1	40	10	4	L	carnitine shuttle	[m]	coa[m] + clpndcrn[m]  <=> crn[m] + clpndcoa[m] 
CO2t	Transport, extracellular		2000	926.717443136089	2.15815512572185	L	NA	intercompartmental	co2[e]  <=> co2[c] 
CYSO	Taurine and hypotaurine metabolism	1036.1	20	35	0.571428571428571	H	cysteine and CoA metabolism	[c]	o2[c] + cys_L[c]  -> 2 h[c] + 3sala[c] 
DAGt	Transport, extracellular		60	144.395093062606	0.415526585615935	H	NA	intercompartmental	dag_hs[e]  <=> dag_hs[c] 
ELAIDCPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	602.118322455887	65	9.26335880701364	L	carnitine shuttle	[c]	crn[c] + od2coa[c]  <=> coa[c] + elaidcrn[c] 
ELAIDCRNtd	Transport, extracellular		2000	0	Inf	L	NA	intercompartmental	elaidcrn[c]  <=> elaidcrn[e] 
EX_2oxoadp[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	2oxoadp[e]  -> 
EX_C02712[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	C02712[e]  -> 
EX_C13856[e]	Exchange/demand reaction		0	37.5	0	H	NA	[e]	C13856[e]  -> 
EX_CE7090[e]	Exchange/demand reaction		31.6666666666667	20	1.58333333333333	L	NA	[e]	CE7090[e]  -> 
EX_HC01444[e]	Exchange/demand reaction		0	76.4463756817652	0	H	NA	[e]	HC01444[e]  -> 
EX_L2aadp[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	L2aadp[e]  -> 
EX_adpoh[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	adpoh[e]  -> 
EX_clpnd[e]	Exchange/demand reaction		40	10	4	L	NA	[e]	clpnd[e]  -> 
EX_glyc[e]	Exchange/demand reaction		0	139.44483884514	0	H	NA	[e]	glyc[e]  -> 
EX_glyc_R[e]	Exchange/demand reaction		277.083057456044	0	Inf	L	NA	[e]	glyc_R[e]  -> 
EX_mag_hs[e]	Exchange/demand reaction		0	40	0	H	NA	[e]	mag_hs[e]  -> 
EX_so4[e]	Exchange/demand reaction		30	45	0.666666666666667	H	NA	[e]	so4[e]  <=> 
EX_tmndnc[e]	Exchange/demand reaction		40	20	2	L	NA	[e]	tmndnc[e]  -> 
EX_tsul[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	tsul[e]  -> 
EX_xolest_hs[e]	Exchange/demand reaction		23.8888888888889	12.5	1.91111111111111	L	NA	[e]	xolest_hs[e]  -> 
FAOXC101x	Fatty acid oxidation	1962.1 or 10455.1	30	38	0.789473684210526	H	betaoxidation	[x]	dece3coa[x]  -> dc2coa[x] 
FAOXC164C143m	Fatty acid oxidation	3030.1 and 3032.1	40	20	2	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2hexdtetcoa[m]  -> h[m] + nadh[m] + accoa[m] + 5tedtricoa[m] 
FAOXC164C165m	Fatty acid oxidation	37.1	40	20	2	L	betaoxidation	[m]	fad[m] + 4hexdtetcoa[m]  -> fadh2[m] + hexdpencoa[m] 
FAOXC164m	Fatty acid oxidation	1632.1	40	20	2	L	betaoxidation	[m]	3hexdtetcoa[m]  -> 2hexdtetcoa[m] 
FAOXC165C164m	Fatty acid oxidation	1666.1	40	20	2	L	betaoxidation	[m]	h[m] + nadph[m] + hexdpencoa[m]  -> nadp[m] + 3hexdtetcoa[m] 
FAOXC184C164m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	40	20	2	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + strdnccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + 4hexdtetcoa[m] 
GLUTCOADHm	Tryptophan metabolism	2639.1 or 2639.2	20	0	Inf	L	lysine metabolism	[m]	h[m] + glutcoa[m] + fad[m]  -> co2[m] + b2coa[m] + fadh2[m] 
GLYC_Rt	Transport, extracellular		277.083057456043	0	Inf	L	NA	intercompartmental	glyc_R[c]  <=> glyc_R[e] 
GLYCtm	Transport, mitochondrial		0	141.061759729273	0	H	NA	intercompartmental	glyc[c]  <=> glyc[m] 
HMR_0366	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	40	10	4	L	NA	[c]	h2o[c] + clpndcoa[c]  -> h[c] + coa[c] + clpnd[c] 
HMR_0367	Transport, extracellular	19.1	40	10	4	L	NA	intercompartmental	h2o[c] + atp[c] + clpnd[c]  -> h[c] + adp[c] + pi[c] + clpnd[e] 
HMR_0467	Transport, endoplasmic reticular		1000	20	50	L	NA	intercompartmental	pail_hs[c]  <=> pail_hs[r] 
HMR_2585	Transport, nuclear	5743.1 or 5742.1	31.6666666666667	20	1.58333333333333	L	NA	[c]	o2[c] + h[c] + nadph[c] + tmndnc[c]  -> h2o[c] + nadp[c] + CE7090[c] 
HMR_2611	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	165	95	1.73684210526316	L	NA	[c]	2 h[c] + crn[c] + M00129[c]  <=> coa[c] + ttdcrn[c] 
HMR_3322	Fatty acid oxidation	1666.1 or 26063.1	30	38	0.789473684210526	H	NA	[x]	h[x] + nadh[x] + dec24dicoa[x]  -> nad[x] + dece3coa[x] 
HMR_3429	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	40	10	4	L	NA	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 5 fad[m] + clpndcoa[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 5 fadh2[m] 
HMR_9719	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	40	20	2	L	NA	[m]	8 h2o[m] + 8 nad[m] + 8 coa[m] + 4 fad[m] + strdnccoa[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 4 fadh2[m] 
Htr	Transport, endoplasmic reticular		2000	1183.33333333333	1.69014084507042	L	NA	intercompartmental	h[c]  <=> h[r] 
ILETA	Valine, leucine, and isoleucine metabolism	586.1	20	1000	0.02	H	isoleucine metabolism	[c]	akg[c] + ile_L[c]  <=> glu_L[c] + 3mop[c] 
ILETAm	Valine, leucine, and isoleucine metabolism	587.1	20	1020	0.0196078431372549	H	isoleucine metabolism	[m]	akg[m] + ile_L[m]  <=> glu_L[m] + 3mop[m] 
ILEt5m	Transport, mitochondrial		20	1020	0.0196078431372549	H	isoleucine metabolism	intercompartmental	ile_L[c]  <=> ile_L[m] 
L2AADPtr	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	L2aadp[e]  <=> L2aadp[c] 
LNLCCRNtd	Transport, extracellular		2000	0	Inf	L	NA	intercompartmental	lnlccrn[c]  <=> lnlccrn[e] 
LPS3	Triacylglycerol synthesis	11343.1 or 11343.2	0	139.950648618161	0	H	triglyceride degradation, cytosol	[c]	h2o[c] + mag_hs[c]  -> h[c] + Rtotal2[c] + glyc[c] 
MAGt	Transport, extracellular		0	139.950648618161	0	H	NA	intercompartmental	mag_hs[e]  <=> mag_hs[c] 
OCCOAtx	Transport, peroxisomal		113.333333333333	1040	0.108974358974359	H	octanoate oxidation	intercompartmental	occoa[c]  <=> occoa[x] 
PYRt2m	Transport, mitochondrial	6566.1	2000	845.973984771574	2.36413889315997	L	NA	intercompartmental	h[c] + pyr[c]  <=> h[m] + pyr[m] 
RE0583C	Fatty acid synthesis		602.118322455886	65	9.26335880701363	L	fatty acid synthesis & elongation	[c]	h[c] + nadph[c] + od2coa[c]  <=> nadp[c] + stcoa[c] 
