rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
ADNK1	Nucleotide interconversion	132.1 or 132.2	758.265651438241	487.593744882921	1.5551176761308	L	purine synthesis, cytosol	[c]	atp[c] + adn[c]  -> h[c] + adp[c] + amp[c] 
ADNK1m	Nucleotide interconversion		758.26565143824	487.593744882921	1.55511767613079	L	purine synthesis, cytosol	[m]	atp[m] + adn[m]  -> h[m] + adp[m] + amp[m] 
ADNtl	Transport, lysosomal	55315.1	778.265651438243	509.045357786147	1.52887289813022	L	NA	intercompartmental	adn[l]  <=> adn[c] 
ADSK	Nucleotide interconversion	9060.1 or 9061.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	[c]	atp[c] + aps[c]  -> h[c] + adp[c] + paps[c] 
ADSL1	Nucleotide interconversion	158.1 or 158.2	757.170655064056	489.045357786147	1.54826263660222	L	purine synthesis, cytosol	[c]	dcamp[c]  -> amp[c] + fum[c] 
ADSS	Nucleotide interconversion	159.1 or 122622.1 or 122622.2	757.170655064056	489.045357786147	1.54826263660222	L	purine synthesis, cytosol	[c]	asp_L[c] + gtp[c] + imp[c]  -> 2 h[c] + pi[c] + gdp[c] + dcamp[c] 
AHC	Methionine and cysteine metabolism	191.1 or 10768.2 or 10768.1	266.135865137558	174.791671825348	1.52258893320433	L	cysteine metabolism, cytosol/ SAH hydrolase	[c]	h2o[c] + ahcys[c]  <=> adn[c] + hcys_L[c] 
AK2LGCHOLABCt	Transport, extracellular	5244.1 or 19.1 or 5205.1 or 57198.1 or 57194.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental	h2o[c] + atp[c] + ak2lgchol_hs[c]  -> h[c] + adp[c] + pi[c] + ak2lgchol_hs[e] 
AK2LGCHOLt1	Transport, extracellular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental	ak2lgchol_hs[e]  -> ak2lgchol_hs[c] 
AMPDA	Nucleotide interconversion	271.2 or 270.1 or 271.1 or 272.1 or 271.3	777.854085796758	504.421701872169	1.54207101500538	L	purine synthesis, cytosol	[c]	h2o[c] + h[c] + amp[c]  -> nh4[c] + imp[c] 
AMPTASECG	Glutathione metabolism	290.1	379.13282571912	243.79687244146	1.5551176761308	L	di-peptidase, cysteinylglycine, cytosol	[c]	h2o[c] + cgly[c]  -> cys_L[c] + gly[c] 
APOCF	Biotin metabolism		389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]	apoC[c] + lys_L[c]  -> h2o[c] + h[c] + apoC_Lys[c] 
APOCFm	Biotin metabolism		389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]	apoC[m] + lys_L[m]  -> h2o[m] + h[m] + apoC_Lys[m] 
APOC_LYS_BTNP	Biotin metabolism		389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]	h2o[c] + apoC_Lys_btn[c]  -> apoC[c] + biocyt[c] 
APOC_LYS_BTNPm	Biotin metabolism		389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]	h2o[m] + apoC_Lys_btn[m]  -> apoC[m] + biocyt[m] 
ARACHCPT1	Fatty acid oxidation	1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1	435.381762029142	277.247151720248	1.57037415651598	L	carnitine shuttle	[c]	crn[c] + arachcoa[c]  <=> coa[c] + arachcrn[c] 
ARACHCPT2	Fatty acid oxidation	1376.1	435.381762029143	277.247151720248	1.57037415651598	L	carnitine shuttle	[m]	coa[m] + arachcrn[m]  <=> crn[m] + arachcoa[m] 
ARACHDFATPtc	Transport, extracellular	376497.1 or 10999.1	389.01861252115	251.238847130027	1.54840151897296	L	NA	intercompartmental	atp[c] + coa[c] + arachd[e]  -> amp[c] + ppi[c] + arachdcoa[c] 
ATP1ter	Transport, endoplasmic reticular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental	atp[c] + adp[r]  <=> adp[c] + atp[r] 
ATP2ter	Transport, endoplasmic reticular		392.351945854483	254.239160601259	1.54323962101903	L	NA	intercompartmental	atp[c] + amp[r]  <=> amp[c] + atp[r] 
ATPH1e	Nucleotide interconversion	954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1	259.421883812747	169.681785928716	1.52887289813021	L	purine catabolism, cytosol	[e]	2 h2o[e] + atp[e]  -> 2 h[e] + 2 pi[e] + amp[e] 
ATPtg	Transport, golgi apparatus		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental	atp[c] + adp[g]  -> adp[c] + atp[g] 
BACCL	Biotin metabolism	3141.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]	h[c] + atp[c] + btn[c]  -> ppi[c] + btamp[c] 
BACCLm	Biotin metabolism	3141.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]	h[m] + atp[m] + btn[m]  -> ppi[m] + btamp[m] 
BHMT	Glycine, serine, alanine, and threonine metabolism	23743.1 or 635.1	60	0	Inf	L	methionine regeneration, cytosol	[c]	hcys_L[c] + glyb[c]  -> dmgly[c] + met_L[c] 
BIOCYTtn	Transport, nuclear		389.018612521151	251.028971152656	1.54969607983845	L	NA	intercompartmental	biocyt[c]  <=> biocyt[n] 
BPNT2	Nucleotide interconversion	10380.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	[c]	h2o[c] + paps[c]  -> pi[c] + aps[c] 
BTND1n	Biotin metabolism	686.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[n]	biocyt[n] + h2o[n]  -> lys_L[n] + btn[n] 
BTNDm	Biotin metabolism	686.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]	h2o[m] + biocyt[m]  -> lys_L[m] + btn[m] 
BTNPL	Biotin metabolism	3141.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]	apoC_Lys[c] + btamp[c]  -> h[c] + amp[c] + apoC_Lys_btn[c] 
BTNPLm	Biotin metabolism	3141.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]	apoC_Lys[m] + btamp[m]  -> h[m] + amp[m] + apoC_Lys_btn[m] 
CAATPS	Transport, extracellular	492.1 or 491.1 or 490.1 or 493.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental	h2o[c] + atp[c] + ca2[c]  -> adp[c] + pi[c] + h[e] + ca2[e] 
CBR2	Eicosanoid metabolism	873.1	1000	0	Inf	L	prostaglandin synthesis, cytosol	[c]	h[c] + nadph[c] + prostge2[c]  -> nadp[c] + prostgf2[c] 
CDIPTr	Glycerophospholipid metabolism	10423.1 or 10423.2	439.018612521151	291.028971152656	1.50850484328885	L	new to recon	[c]	cdpdag_hs[c] + inost[c]  <=> h[c] + cmp[c] + pail_hs[c] 
CDS	Glycerophospholipid metabolism	1040.1 or 8760.1	389.018612521151	251.028971152656	1.54969607983845	L	new to recon	[c]	h[c] + pa_hs[c] + ctp[c]  -> ppi[c] + cdpdag_hs[c] 
CE2512te	Transport, extracellular		758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental	doco13ac[c]  <=> doco13ac[e] 
CE2537ABCt	Transport, extracellular	376497.1 or 11001.1 or 11000.1 or 10999.1 or 10998.1 or 28965.1	379.132825719121	243.796872441461	1.55511767613079	L	NA	intercompartmental	h2o[c] + atp[c] + CE2537[e]  -> h[c] + adp[c] + pi[c] + CE2537[c] 
CE2537ATP	Transport, extracellular		379.132825719121	243.796872441461	1.55511767613079	L	lipid metabolism	intercompartmental	h2o[c] + atp[c] + CE2537[c]  -> h[c] + adp[c] + pi[c] + CE2537[e] 
CHLPCTD	Glycerophospholipid metabolism	5130.1 or 9468.1	40	60.0279345461424	0.66635642726059	H	phospholipid metabolism, phosphatidylcholine synthesis, cytosol	[c]	h[c] + ctp[c] + cholp[c]  -> ppi[c] + cdpchol[c] 
CHOLt4	Citric acid cycle	47.1 or 47.2	757.170655064056	487.593744882922	1.55287196156682	L	NA	[c]	atp[c] + coa[c] + cit[c]  -> adp[c] + pi[c] + accoa[c] + oaa[c] 
CHSTEROLt	Transport, extracellular	19.1 or (64240.1 and 64241.1)	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental	h2o[c] + atp[c] + chsterol[c]  -> h[c] + adp[c] + pi[c] + chsterol[e] 
CHSTEROLtg	Transport, golgi apparatus	19.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental	h2o[c] + atp[c] + chsterol[g]  -> h[c] + adp[c] + pi[c] + chsterol[c] 
CMPSAS	Aminosugar metabolism	55907.1	389.018612521151	251.028971152656	1.54969607983846	L	NA	[c]	acnam[c] + ctp[c]  -> ppi[c] + cmpacna[c] 
CRMte	Sphingolipid metabolism		399.018612521151	261.028971152656	1.528637264895	L	NA	intercompartmental	crm_hs[e]  <=> crm_hs[c] 
CSm	Citric acid cycle	1431.1 or 1431.2	960.154540327129	578.004877077736	1.66115300822626	L	TCA cycle, mitochondria	[m]	h2o[m] + accoa[m] + oaa[m]  -> h[m] + coa[m] + cit[m] 
CYTDtl	Transport, lysosomal	55315.1	758.26565143824	487.593744882921	1.5551176761308	L	NA	intercompartmental	cytd[l]  <=> cytd[c] 
DAGK_hs	Glycerophospholipid metabolism	9162.1 or 1607.1 or 8525.2 or 160851.1 or 1608.1 or 1607.2 or 8525.1 or 8527.1 or 1606.1 or 160851.2 or 8526.1 or 8525.3 or 1607.1 or 8527.2 or 1609.1	761.598984771576	490.174390044212	1.55373067267526	L	new to recon	[c]	atp[c] + dag_hs[c]  -> h[c] + adp[c] + pa_hs[c] 
DCATDc	Fatty acid oxidation	11001.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental	dca[e]  <=> dca[c] 
DCSPTN1t	Transport, extracellular		758.26565143824	487.593744882921	1.5551176761308	L	NA	intercompartmental	dcsptn1[e]  <=> dcsptn1[c] 
DGCHOLte	Transport, extracellular		10	20	0.5	H	NA	intercompartmental	dgchol[e]  <=> dgchol[c] 
DHCHOLESTANATEtm	Transport, peroxisomal		758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental	dhcholestanate[m]  <=> dhcholestanate[x] 
DMGLYtr	Transport, extracellular		60	0	Inf	L	NA	intercompartmental	dmgly[e]  <=> dmgly[c] 
DM_atp_c_	Exchange/demand reaction		758.265651438241	487.593744882921	1.5551176761308	L	purine degradation, cytosol 	[c]	h2o[c] + atp[c]  -> h[c] + adp[c] + pi[c] 
DOCOSACTDe	Fatty acid oxidation		758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental	docosac[e]  <=> docosac[c] 
DOCOSACTDr	Fatty acid oxidation		389.01861252115	251.028971152655	1.54969607983846	L	NA	intercompartmental	docosac[c]  <=> docosac[r] 
DUMPtn	Transport, nuclear		389.018612521151	251.028971152655	1.54969607983846	L	NA	intercompartmental	dump[c]  <=> dump[n] 
DURIPP	Nucleotide interconversion	4860.1 or 151531.1	1648.30600494224	1025.18748976584	1.60780932404737	L	pyrimidine catabolism, cytosol	[c]	pi[c] + duri[c]  <=> 2dr1p[c] + ura[c] 
DUTPDPm	Nucleotide interconversion	1854.1 or 3704.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]	h2o[m] + dutp[m]  -> h[m] + ppi[m] + dump[m] 
DUTPDPn	Nucleotide interconversion	1854.1	389.018612521151	251.028971152655	1.54969607983846	L	NA	[n]	h2o[n] + dutp[n]  -> ppi[n] + h[n] + dump[n] 
ELAIDt	Transport, extracellular	11001.1	778.26565143824	487.59374488292	1.59613542955748	L	NA	intercompartmental	elaid[e]  <=> elaid[c] 
ENO	Glycolysis/gluconeogenesis	2023.1 or 2027.1 or 2027.2 or 2026.1	871.469711390556	487.916325528083	1.78610484174176	L	glycolysis	[c]	2pg[c]  <=> h2o[c] + pep[c] 
EX_2m3hvac[e]	Exchange/demand reaction		251.359766097589	154.987008018834	1.62181184933285	L	NA	[e]	2m3hvac[e]  -> 
EX_3hpp[e]	Exchange/demand reaction		516.535869350245	308.131496253324	1.67634881740744	L	NA	[e]	3hpp[e]  -> 
EX_dgchol[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	dgchol[e]  -> 
EX_dmgly[e]	Exchange/demand reaction		60	0	Inf	L	NA	[e]	dmgly[e]  -> 
EX_fru[e]	Exchange/demand reaction		215.148697859193	110.179581747039	1.95270933550241	L	NA	[e]	fru[e]  -> 
EX_glcn[e]	Exchange/demand reaction		217.884195805433	130.383248730965	1.67110574346111	L	NA	[e]	glcn[e]  -> 
EX_glyc_S[e]	Exchange/demand reaction		368.603539136982	241.693976905037	1.52508367753743	L	NA	[e]	glyc_S[e]  -> 
EX_glyclt[e]	Exchange/demand reaction		307.1673750644	185.568950930626	1.65527354400593	L	NA	[e]	glyclt[e]  -> 
EX_hxa[e]	Exchange/demand reaction		122.807670614777	78.2695658621585	1.5690347743982	L	NA	[e]	hxa[e]  -> 
EX_inost[e]	Exchange/demand reaction		230.605075432678	137.031665458061	1.68285975844945	L	NA	[e]	inost[e]  <=> 
EX_lac_L[e]	Exchange/demand reaction		549.753086419753	345.185185185185	1.59263233190272	L	NA	[e]	lac_L[e]  -> 
EX_meoh[e]	Exchange/demand reaction		60	0	Inf	L	NA	[e]	meoh[e]  -> 
EX_ppa[e]	Exchange/demand reaction		467.223051657211	287.397268552091	1.62570456570824	L	NA	[e]	ppa[e]  -> 
EX_pyr[e]	Exchange/demand reaction		557.613835624188	368.601616427378	1.51278185111825	L	NA	[e]	pyr[e]  <=> 
EX_succ[e]	Exchange/demand reaction		455.441598497852	303.113102101585	1.50254672378106	L	NA	[e]	succ[e]  -> 
EX_sucsal[e]	Exchange/demand reaction		614.667529523622	402.875049848568	1.52570264590637	L	NA	[e]	sucsal[e]  -> 
FACOAL140i	Fatty acid oxidation	2181.1	389.01861252115	251.028971152655	1.54969607983846	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + ttdca[c]  -> amp[c] + ppi[c] + tdcoa[c] 
FACOAL150	Fatty acid oxidation	2182.1 or 2180.1 or 2181.2 or 2181.1	389.018612521152	251.028971152656	1.54969607983846	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + ptdca[c]  -> amp[c] + ppi[c] + ptdcacoa[c] 
FACOAL170	Fatty acid oxidation	2182.1 or 2180.1 or 2181.2 or 2181.1	389.018612521152	251.028971152656	1.54969607983846	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + hpdca[c]  -> amp[c] + ppi[c] + hpdcacoa[c] 
FACOAL180i	Fatty acid oxidation	2181.2 or 51703.1 or 2181.1 or 2180.1	389.018612521151	251.028971152656	1.54969607983845	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + ocdca[c]  -> amp[c] + ppi[c] + stcoa[c] 
FACOAL181i	Fatty acid oxidation	2180.1 or 2181.2 or 2181.1 or 2182.1 or 81616.1	389.01861252115	251.028971152656	1.54969607983845	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + ocdcea[c]  -> amp[c] + ppi[c] + odecoa[c] 
FACOAL1821	Fatty acid oxidation	2180.1 or 2182.1 or 81616.1 or 2181.1	390.685279187817	252.248483347778	1.54881121187625	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + lnlc[c]  -> amp[c] + ppi[c] + lnlccoa[c] 
FACOAL1831	Fatty acid oxidation	2180.1 or 2182.1 or 2181.1 or 81616.1 or 23305.1 or 51703.1	389.018612521151	251.028971152656	1.54969607983846	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + lnlncg[c]  -> amp[c] + ppi[c] + lnlncgcoa[c] 
FACOAL204	Fatty acid oxidation	2181.2 or 2181.1 or 2180.1 or 2182.1 or 2182.2 or 81616.1	389.018612521152	251.238847130027	1.54840151897297	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + arachd[c]  -> amp[c] + ppi[c] + arachdcoa[c] 
FACOAL2251	Fatty acid oxidation	2180.1	389.018612521151	251.028971152656	1.54969607983845	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + dcsptn1[c]  -> amp[c] + ppi[c] + dcsptn1coa[c] 
FACOAL244_1	Fatty acid oxidation	2180.1	389.01861252115	251.028971152656	1.54969607983845	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + tettet6[c]  -> amp[c] + ppi[c] + tettet6coa[c] 
FACOAL245_1	Fatty acid oxidation	2180.1	389.01861252115	251.028971152656	1.54969607983845	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + tetpent6[c]  -> amp[c] + ppi[c] + tetpent6coa[c] 
FACOAL245_2	Fatty acid oxidation	2180.1	389.01861252115	251.028971152656	1.54969607983845	L	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + tetpent3[c]  -> amp[c] + ppi[c] + tetpent3coa[c] 
FAOXC10C10OHm	Fatty acid oxidation	34.1 and 1892.1	583.546893884458	365.328321042046	1.59732180691597	L	betaoxidation	[m]	h2o[m] + fad[m] + dcacoa[m]  -> fadh2[m] + 3hdcoa[m] 
FAOXC12C12OHm	Fatty acid oxidation	34.1 and 1892.1	583.546893884457	365.328321042046	1.59732180691597	L	betaoxidation	[m]	h2o[m] + fad[m] + ddcacoa[m]  -> fadh2[m] + 3hddcoa[m] 
FAOXC200180m	Fatty acid oxidation	35.1 or 34.1	435.381762029143	277.247151720248	1.57037415651598	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + arachcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + stcoa[m] 
FAOXC80	Fatty acid oxidation	35.1 or 34.1	100.391886359915	61.0517512305584	1.64437357383559	L	octanoate oxidation	[m]	3 h2o[m] + 3 nad[m] + 3 coa[m] + 3 fad[m] + occoa[m]  -> 3 h[m] + 3 nadh[m] + 4 accoa[m] + 3 fadh2[m] 
G3PD2m	Glycolysis/gluconeogenesis	2820.1	583.546893884457	365.328321042046	1.59732180691597	L	NA	intercompartmental	fad[m] + glyc3p[c]  -> fadh2[m] + dhap[c] 
GBA	Sphingolipid metabolism	2629.2 or 2629.3 or 2629.4 or 2629.5 or 2629.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]	h2o[c] + gluside_hs[c]  -> glc_D[c] + crm_hs[c] 
GBA2e	Sphingolipid metabolism	57704.1	389.018612521151	251.028971152656	1.54969607983846	L	NA	[e]	h2o[e] + gluside_hs[e]  -> glc_D[e] + crm_hs[e] 
GCALDDm	Glyoxylate and dicarboxylate metabolism	4329.1 or 7915.1 or 8659.1 or 5832.1 or 217.1 or 7915.2 or 219.1 or 8659.2	307.1673750644	185.568950930626	1.65527354400593	L	NA	[m]	h2o[m] + nad[m] + gcald[m]  -> 2 h[m] + nadh[m] + glyclt[m] 
GCC2cm	Glycine, serine, alanine, and threonine metabolism	275.1 and 1738.1 and 2731.1 and 2653.1	587.197546531303	382.07163000564	1.53687816738091	L	glycine cleavage, mitochondria	[m]	nad[m] + dhlam[m]  <=> h[m] + nadh[m] + lpam[m] 
GGNG	Starch and sucrose metabolism	(8908.1 and 2998.1) or (2998.1 and 2992.1) or (2997.1 and 2992.1) or (8908.1 and 2997.1)	40.9493276338053	26.4241022265954	1.54969607983845	L	glycogen metabolism	[c]	Tyr_ggn[c] + 8 udpg[c]  -> 8 h[c] + 8 udp[c] + ggn[c] 
GLBRAN	Starch and sucrose metabolism	2632.1	40.9493276338053	26.4241022265954	1.54969607983845	L	glycogen metabolism	[c]	glygn1[c]  -> glygn2[c] 
GLCNte	Transport, extracellular		217.884195805433	130.383248730964	1.67110574346111	L	NA	intercompartmental	glcn[c]  <=> glcn[e] 
GLGNS1	Starch and sucrose metabolism	(8908.1 and 2997.1) or (2998.1 and 2992.1) or (2997.1 and 2992.1) or (8908.1 and 2998.1)	40.9493276338053	26.4241022265954	1.54969607983845	L	glycogen metabolism	[c]	3 udpg[c] + ggn[c]  -> 3 h[c] + 3 udp[c] + glygn1[c] 
GLNS	Glutamate metabolism	2752.1 or 51557.1	758.26565143824	487.59374488292	1.5551176761308	L	glutamine metabolism	[c]	nh4[c] + atp[c] + glu_L[c]  -> h[c] + adp[c] + pi[c] + gln_L[c] 
GLNtm	Transport, mitochondrial		778.265651438241	507.59374488292	1.53324515773486	L	NA	intercompartmental	gln_L[c]  -> gln_L[m] 
GLPASE1	Starch and sucrose metabolism	5834.1 or 5837.1 or 5836.1	50.9493276338052	26.4241022265954	1.92813845469178	L	glycogen metabolism	[c]	3 pi[c] + glygn2[c]  -> 3 g1p[c] + dxtrn[c] 
GLPASE2	Starch and sucrose metabolism	5834.1 or 5836.1 or 5837.1	50.9493276338054	26.4241022265953	1.92813845469179	L	glycogen metabolism	[c]	7 h2o[c] + glygn3[c]  -> 7 glc_D[c] + Tyr_ggn[c] 
GLUDC	Glutamate metabolism	2571.1 or 2572.1 or 2571.2	334.874546773024	210.15663524293	1.59345217145262	L	glutamate degradation, cytosol/ Glutamate Decarboxylase	[c]	h[c] + glu_L[c]  -> co2[c] + 4abut[c] 
GLUNm	Glutamate metabolism	2744.1 or 27165.2 or 27165.1	778.265651438241	507.593744882921	1.53324515773486	L	glutamine metabolism, mitochondria/ glutaminase	[m]	h2o[m] + gln_L[m]  -> glu_L[m] + nh4[m] 
GLYCLTtd	Transport, extracellular		307.1673750644	185.568950930626	1.65527354400593	L	NA	intercompartmental	glyclt[c]  <=> glyclt[e] 
GLYCLTtm	Transport, mitochondrial		307.1673750644	185.568950930626	1.65527354400593	L	NA	intercompartmental	glyclt[m]  <=> glyclt[c] 
GLYC_St	Transport, extracellular		368.603539136982	241.693976905037	1.52508367753743	L	NA	intercompartmental	glyc_S[c]  -> glyc_S[e] 
GSNtl	Transport, lysosomal	55315.1	808.265651438241	534.421701872169	1.51241173142249	L	NA	intercompartmental	gsn[l]  <=> gsn[c] 
GTHS	Glutathione metabolism	2937.1	379.13282571912	243.79687244146	1.5551176761308	L	glutathione synthesis	[c]	atp[c] + gly[c] + glucys[c]  -> h[c] + adp[c] + pi[c] + gthrd[c] 
H2Otg	Transport, golgi apparatus		774.932318104908	509.85180939905	1.51991677546129	L	NA	intercompartmental	h2o[c]  <=> h2o[g] 
HEX1	Glycolysis/gluconeogenesis	3098.3 or 80201.1 or 2645.3 or 3098.4 or 3099.1 or 2645.2 or 3098.5 or 2645.1 or 3098.1 or 3101.1 or 3098.2	479.01861252115	261.028971152656	1.83511665546507	L	glycolysis	[c]	atp[c] + glc_D[c]  -> h[c] + adp[c] + g6p[c] 
HMGCOASim	Cholesterol metabolism	3158.1	849.098984771572	517.775465313029	1.63989806712498	L	cholesterol synthesis	[m]	h2o[m] + accoa[m] + aacoa[m]  -> h[m] + coa[m] + hmgcoa[m] 
HMGLm	Cholesterol metabolism	3155.1 or 54511.1	849.098984771577	517.77546531303	1.63989806712498	L	ketogenesis	[m]	hmgcoa[m]  -> accoa[m] + acac[m] 
HMGLx	Cholesterol metabolism	3155.1	849.098984771578	517.77546531303	1.63989806712499	L	ketogenesis	[x]	hmgcoa[x]  -> accoa[x] + acac[x] 
HMR_0188	Fatty acid synthesis	2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521151	251.028971152655	1.54969607983846	L	NA	[c]	atp[c] + coa[c] + ddca[c]  -> amp[c] + ppi[c] + ddcacoa[c] 
