del_rxnID_KO	prctile_CP	prctile_PC	prctile_CH	prctile_HC	prctile_CS	prctile_SC	subSystem_CP	subSystem_PC	subSystem_CH	subSystem_HC	subSystem_CS	subSystem_SC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CH	MetabolicUnits_HC	MetabolicUnits_CS	MetabolicUnits_SC	Localization_CP	Localization_PC	Localization_CH	Localization_HC	Localization_CS	Localization_SC
EX_uri[e]	54.8405148293229	46.0175374497625	79.8358515202388	5.37251965555972	81.6825219175527	8.50985448517222	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
ALDD2x	54.8405148293229	18.560467665327	79.8358515202388	30.3257207038562	94.7957470621153	85.6511328053048	Glycolysis/gluconeogenesis	Glycolysis/gluconeogenesis	Glycolysis/gluconeogenesis	Glycolysis/gluconeogenesis	Glycolysis/gluconeogenesis	Glycolysis/gluconeogenesis	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
EX_btn[e]	54.8405148293229	32.1702594081111	79.8358515202388	38.7308124298016	81.6825219175527	31.03702339289	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
HMR_3427	54.8405148293229	62.3310193642674	79.8358515202388	70.4792212654437	81.6825219175527	70.7128384601216	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
HXPRT	54.8405148293229	21.3006941907198	79.8358515202388	27.8921752152752	81.6825219175527	17.4617793332105	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	purine salvage	purine salvage	purine salvage	purine salvage	purine salvage	purine salvage	[c]	[c]	[c]	[c]	[c]	[c]
GUAPRT	54.8405148293229	33.2663500182682	79.8358515202388	18.2141520029951	81.6825219175527	5.10222877141278	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	Nucleotide salvage pathway	purine salvage	purine salvage	purine salvage	purine salvage	purine salvage	purine salvage	[c]	[c]	[c]	[c]	[c]	[c]
NCAMUP	54.8405148293229	31.4943368651809	79.8358515202388	31.1493822538375	81.6825219175527	19.3037391784859	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
NMNS	54.8405148293229	31.4943368651809	79.8358515202388	31.1493822538375	81.6825219175527	22.4903297108123	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NAD metabolism	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
EX_ncam[e]	54.8405148293229	31.4943368651809	79.8358515202388	31.1493822538375	81.6825219175527	19.3037391784859	Exchange	Exchange	Exchange	Exchange	Exchange	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
EX_but[e]	54.8405148293229	70.8805261234929	79.8358515202388	76.4882066641707	81.6825219175527	85.6511328053048	Exchange	Exchange	Exchange	Exchange	Exchange	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
EX_HC02203[e]	44.5812348442455	25.3562294483011	79.8358515202388	28.1355297641333	92.9863831374743	45.6437649659237	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
EX_glyc[e]	44.5812348442455	43.5330654000731	79.8358515202388	76.4882066641707	93.5459802275695	54.6877878062258	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
HMR_9640	33.2960268606603	25.4841066861527	30.7964931915687	22.594533882441	32.8296959522477	85.6511328053048	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
GALOR	33.2587203879873	53.8363171355499	44.3200895355344	0.542867839760389	39.4515948517068	99.0606004789095	Galactose metabolism	Galactose metabolism	Galactose metabolism	Galactose metabolism	Galactose metabolism	Galactose metabolism	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
GALTt	33.2587203879873	53.8363171355499	44.3200895355344	0.542867839760389	39.4515948517068	99.0606004789095	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
EX_galt[e]	33.2587203879873	53.8363171355499	44.3200895355344	0.542867839760389	39.4515948517068	99.0606004789095	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
FAOXC2242046m	32.9229621339302	29.0829375228352	2.20108188770752	78.1355297641333	27.3642977056519	90.0165776386075	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	betaoxidation	[m]	[m]	[m]	[m]	[m]	[m]
TETPENT6t	32.8296959522477	63.646328096456	64.5401977243052	67.3717708723325	90.0764782689797	62.0372075888746	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
BGAL1e	32.2514456258161	25.5206430398246	30.7778399552322	4.08086858854362	31.8224211900765	85.6511328053048	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
CYTK6	30.3674687558291	19.4738765071246	23.335198656967	31.0557843504305	99.925387054654	22.8034628845091	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	NA	NA	NA	NA	NA	[c]	[c]	[c]	[c]	[c]	[c]
EX_thf[e]	29.9384443200895	31.1655096821337	30.1063234471181	32.1040808685885	30.2928558104831	85.6511328053048	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[e]	[e]	[e]	[e]	[e]	[e]
UMPK	28.2783062861406	5.6448666423091	9.17739227756016	28.8094346686634	91.5687371759	22.6192668999816	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	pyrimidine synthesis	[c]	[c]	[c]	[c]	[c]	[c]
ADRNCPT2	27.5694833053535	51.4249177932042	0.839395635142697	74.2418569824036	30.8524529005782	97.7343893903113	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[m]	[m]	[m]	[m]	[m]	[m]
UDPGALt2r	25.1072561089349	25.009134088418	26.6181682521918	3.20104829651816	26.9166200335758	87.0694418861669	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HMR_9627	25.1072561089349	25.009134088418	26.6181682521918	3.20104829651816	26.9166200335758	87.0694418861669	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r0642	24.9020705092334	27.2926561929119	25.6855064353665	74.1108199176338	23.9134489833986	90.9191379627924	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	Miscellaneous	valine metabolism	valine metabolism	valine metabolism	valine metabolism	valine metabolism	valine metabolism	[c]	[c]	[c]	[c]	[c]	[c]
2MOPtm	24.9020705092334	27.2926561929119	25.6855064353665	74.1108199176338	23.9134489833986	90.9191379627924	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	Transport, mitochondrial	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
DLNLCGCPT2	24.5849654915128	33.1567409572525	4.34620406640552	13.5342568326469	28.2223465771311	89.003499723706	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	Fatty acid oxidation	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	carnitine shuttle	[m]	[m]	[m]	[m]	[m]	[m]
CERT2rt	24.5290057825033	25.009134088418	26.6181682521918	3.20104829651816	26.9166200335758	87.0694418861669	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	Transport, endoplasmic reticular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HMR_0765	24.5290057825033	25.009134088418	26.6181682521918	3.20104829651816	26.9166200335758	87.0694418861669	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	Sphingolipid metabolism	NA	NA	NA	NA	NA	NA	[r]	[r]	[r]	[r]	[r]	[r]
HMR_0770	21.6191009140086	25.5023748629887	30.7591867188957	4.06214900786222	32.9043088975937	97.2923190274452	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
ABUTt2rL	21.339302368961	14.5414687614176	24.4357396008207	32.9277424185698	21.4325685506435	94.5662184564376	Transport, lysosomal	Transport, lysosomal	Transport, lysosomal	Transport, lysosomal	Transport, lysosomal	Transport, lysosomal	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
sink_4abut[l]	21.339302368961	14.5414687614176	24.4357396008207	32.9277424185698	21.4325685506435	94.5662184564376	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	Exchange/demand reaction	NA	NA	NA	NA	NA	NA	[l]	[l]	[l]	[l]	[l]	[l]
C226COAtx	19.9403096437232	36.9930580928023	7.36802835291923	19.1688506177462	21.301995896288	91.4533063179223	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	Transport, peroxisomal	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HC00900t4	19.8470434620407	10.979174278407	19.7537772803581	69.543242231374	16.1537026674128	99.5763492355867	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
UMPK2n	18.3361313187838	5.27950310559006	19.4553254989741	24.4852115312617	91.531430703227	NA	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	NA	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	NA	[n]	[n]	[n]	[n]	[n]	NA
MTHFD2m	18.0376795373997	4.21994884910486	8.18877075172542	11.7558966679146	21.7496735683641	99.9447412046417	Folate metabolism	Folate metabolism	Folate metabolism	Folate metabolism	Folate metabolism	Folate metabolism	NA	NA	NA	NA	NA	NA	[m]	[m]	[m]	[m]	[m]	[m]
UMPK3	11.9753777280358	28.5348922177567	21.7683268047006	14.6012729314863	92.2775601566872	11.7332842144041	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	Nucleotide interconversion	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	pyrimidine synthesis/ de novo	[c]	[c]	[c]	[c]	[c]	[c]
SACCD4m	9.23335198656967	62.2396784800877	13.0199589628801	17.540247098465	3.22700988621526	99.9815804015472	Lysine metabolism	Lysine metabolism	Lysine metabolism	Lysine metabolism	Lysine metabolism	Lysine metabolism	lysine metabolism	lysine metabolism	lysine metabolism	lysine metabolism	lysine metabolism	lysine metabolism	[m]	[m]	[m]	[m]	[m]	[m]
r0525	6.47267300876702	62.2579466569236	4.2342846483865	17.540247098465	5.07368028352919	100	Lysine metabolism	Lysine metabolism	Lysine metabolism	Lysine metabolism	Lysine metabolism	Lysine metabolism	lysine metabolism, mitochondria	lysine metabolism, mitochondria	lysine metabolism, mitochondria	lysine metabolism, mitochondria	lysine metabolism, mitochondria	lysine metabolism, mitochondria	[m]	[m]	[m]	[m]	[m]	[m]
