del_rxnID_KO	prctile_CP	prctile_PC	prctile_CB	prctile_BC	prctile_CBR	prctile_BRC	prctile_CBNR	prctile_BNRC	subSystem_CP	subSystem_PC	subSystem_CB	subSystem_BC	subSystem_CBR	subSystem_BRC	subSystem_CBNR	subSystem_BNRC	MetabolicUnits_CP	MetabolicUnits_PC	MetabolicUnits_CB	MetabolicUnits_BC	MetabolicUnits_CBR	MetabolicUnits_BRC	MetabolicUnits_CBNR	MetabolicUnits_BNRC	Localization_CP	Localization_PC	Localization_CB	Localization_BC	Localization_CBR	Localization_BRC	Localization_CBNR	Localization_BNRC
DOPAt4_2_r	63.9093588798821	12.7341570346752	53.5556374355195	20.6389088298636	96.1431998523713	97.1859481331617	53.3824884792627	NA	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	NA
GLCt2_2	59.966838614591	66.8593064966122	50.3316138540899	63.7652548456569	62.1516885034139	96.8180982159279	33.8986175115207	43.4391631492017	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
ACOAD10m	50.3684598378777	60.3029095257074	45.6705969049374	21.7157214644652	97.2135080273113	46.5697995217951	54.1935483870968	58.1941640668012	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
ACACT10m	48.6919675755343	38.8202471104025	45.6521739130435	21.7695620961953	97.2688687949806	46.6249770093802	54.2488479262673	39.3466691135988	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
ECOAH9m	48.6919675755343	38.8202471104025	45.6521739130435	21.7695620961953	97.2688687949806	46.6249770093802	54.2488479262673	39.3466691135988	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
HACD9m	48.6919675755343	38.8202471104025	45.6521739130435	21.7695620961953	97.2688687949806	46.6249770093802	54.2488479262673	39.3466691135988	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	isoleucine metabolism	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[m]
GLYALDtr	48.4340456890199	66.7596652052611	91.2859248341931	91.5829145728643	42.1110906071231	83.7778186499908	45.5483870967742	60.9286107542668	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
OAAt	44.1783345615328	59.6054204862495	45.246868091378	50.7896625987078	30.2454327366673	98.3998528600331	60.8847926267281	60.3229950449624	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
GALt2_2	39.8489314664702	66.8991630131526	90.3647752394989	65.3266331658292	61.4135449344898	98.1607504138312	33.9723502304147	44.1548908056524	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
MAGt	38.0250552689757	48.4057393383818	25.1289609432572	51.3819095477387	35.7261487359291	83.7778186499908	33.6589861751152	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
PROt4	37.2881355932203	17.0785173375847	97.0338983050847	19.3287867910983	99.3172171987452	3.54975170130587	0.571428571428571	17.7830794641219	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
5HPETtd	37.1591746499632	27.6604224790753	33.8246131171702	52.943287867911	41.55748293043	83.7778186499908	36.258064516129	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
34HPLte	33.1429624170965	41.1119968114787	26.7686072218128	42.2828427853553	21.2954419634619	97.8296854883208	36.7741935483871	47.2747293081299	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CE5304t	32.9034635224761	28.9358310083699	91.0648489314665	25.897343862168	97.1027864919727	23.4136472319294	20.3502304147465	NA	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	NA
r2095	32.8481945467944	28.3778397768035	94.3994104642594	10.2656137832017	99.5571138586455	17.3625160934339	11.0414746543779	16.6819599926592	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r1116	32.2402358142962	48.4854523714627	93.7177597641857	23.205312275664	99.8708248754383	98.0687879345227	18.2488479262673	45.5496421361718	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HIBDm	31.1901252763449	21.6620167397369	26.1790714812085	72.056712132089	98.0808267207972	43.2591502666912	18.8571428571429	NA	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	Valine, leucine, and isoleucine metabolism	NA	valine metabolism	valine metabolism	valine metabolism	valine metabolism	valine metabolism	valine metabolism	valine metabolism	NA	[m]	[m]	[m]	[m]	[m]	[m]	[m]	NA
C04805td	24.3367722918202	30.530091669988	11.1827560795873	24.5333811916726	3.46927477394353	83.7778186499908	15.2442396313364	77.3719948614425	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CRVStu	23.9498894620486	66.6002391390992	97.2549742078114	9.33237616654702	98.579073629821	39.6910060695236	0.350230414746544	23.4538447421545	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CRVSthc	23.9498894620486	66.6002391390992	97.2549742078114	9.33237616654702	98.579073629821	39.6910060695236	0.350230414746544	23.4538447421545	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2089	23.5630066322771	16.3411717815863	24.0604274134119	15.8650394831299	98.228455434582	16.3325363251793	3.963133640553	23.655716645256	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r1579	22.4944731024318	14.9661219609406	1.58437730287399	24.3539124192391	99.2618564310758	15.2841640610631	16.5529953917051	23.9860524866948	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2091	21.6285924834193	15.1654045436429	4.32940309506264	19.5979899497487	98.8927846466138	28.1956961559684	24.2764976958525	11.3782345384474	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
56DTHMt	21.5549005158438	8.78836189717019	4.53205600589536	16.116295764537	99.7047425724303	4.46937649439029	16.6451612903226	16.6269040190861	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
56DTHMtd	21.5549005158438	8.78836189717019	4.53205600589536	16.116295764537	99.7047425724303	4.46937649439029	16.6451612903226	16.6269040190861	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r1617	21.4443625644805	17.6165803108808	93.5335298452469	20.6209619526202	98.1915482561358	13.2425970204157	12.7188940092166	16.1497522481189	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
C06439t	20.8732498157701	13.7504982064568	93.994104642594	15.4881550610194	98.3576305591437	18.3189258782417	9.21658986175115	34.5567994127363	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
35DHPVStep	20.5600589535741	8.72857712235951	0.0552689756816507	14.6984924623116	98.6159808082672	1.56336214824352	26.4147465437788	23.7658285924023	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
35DHPVSthc	20.5600589535741	8.72857712235951	0.0552689756816507	14.6984924623116	98.6159808082672	1.56336214824352	26.4147465437788	23.7658285924023	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
LSTNM7TDhc	20.1547531319086	14.9461937026704	1.41857037582903	21.2491026561378	30.3930614504521	99.8160750413831	11.4470046082949	31.2350890071573	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
LSTNM7thc	20.1547531319086	14.9461937026704	1.41857037582903	21.2491026561378	30.3930614504521	99.8160750413831	11.4470046082949	31.2350890071573	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
D_LACt2	19.8784082535004	42.5269031486648	32.7929255711127	33.5247666905958	13.3419450083041	97.8664704800441	33.1244239631336	50.192695907506	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	MCT1 transporter	MCT1 transporter	MCT1 transporter	MCT1 transporter	MCT1 transporter	MCT1 transporter	MCT1 transporter	MCT1 transporter	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
L_LACt4r	19.30729550479	32.4232762056596	94.454679439941	20.4953338119167	99.815464107769	98.5102078352032	23.9447004608295	22.811525050468	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r1662	19.1783345615328	9.32642487046632	2.04495210022108	17.2469490308686	98.9850525927293	7.00754092330329	15.3364055299539	11.8920902917967	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2097	19.141488577745	19.3104822638501	96.039056742815	7.75305096913137	99.9261856431076	14.7139966893507	27.63133640553	14.0209212699578	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2098	18.9019896831245	9.06735751295337	98.2866617538688	13.4960516870065	98.4314449160362	17.0314511679235	7.41013824884793	NA	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	NA
4HATVLACtep	18.6993367722918	9.28656835392587	0.368459837877671	11.1629576453697	98.4683520944824	40.8681258046717	23.1336405529954	24.885300055056	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
4HATVLACthc	18.6993367722918	9.28656835392587	0.368459837877671	11.1629576453697	98.4683520944824	40.8681258046717	23.1336405529954	24.885300055056	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	Drug metabolism	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
CALAtr	18.6624907885041	6.55639697090474	2.11864406779661	21.8234027279253	1.67927661930245	99.117160198639	13.2350230414747	15.0486327766563	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
THMtrbc	17.9624170965365	5.5001992825827	4.10832719233604	34.6195262024408	5.2039121609153	99.5953650910429	21.4193548387097	36.2268306111213	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
DHEASt	17.8334561532793	7.83180550019928	0.128960943257185	9.18880114860014	98.7267023436058	40.4818833915762	1.88018433179724	9.57973940172509	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2343	17.8334561532793	7.83180550019928	0.128960943257185	9.18880114860014	98.7267023436058	40.4818833915762	1.88018433179724	9.57973940172509	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
r2096	17.4465733235077	18.5133519330411	96.6285924834193	16.2239770279971	99.7785569293227	17.7303660106676	5.16129032258065	14.0392732611488	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
HISt4	17.1518054532056	16.9589477879633	2.13706705969049	18.5032304379038	98.6528879867134	0.901232297222733	23.0230414746544	13.1216737015966	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
PPASMCT1	16.9859985261606	19.3503387803906	95.1363301400147	19.9030868628859	99.8892784646614	57.439764576053	1.47465437788018	22.4811892090292	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	Transport, extracellular	NA	NA	NA	NA	NA	NA	NA	NA	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental	intercompartmental
