rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
HMR_3121	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	415.05329153605	552.25	0.751567752894613	H	NA	[m]	fad[m] + pmtcoa[m]  -> fadh2[m] + hdd2coa[m] 
HMR_3128	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	415.05329153605	552.25	0.751567752894613	H	NA	[m]	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 
HMR_3135	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	415.05329153605	552.25	0.751567752894613	H	NA	[m]	fad[m] + ddcacoa[m]  -> fadh2[m] + dd2coa[m] 
HMR_3142	Fatty acid oxidation	34.1 or 28976.1	415.05329153605	552.25	0.751567752894614	H	NA	[m]	fad[m] + dcacoa[m]  -> fadh2[m] + dc2coa[m] 
HMR_3149	Fatty acid oxidation	34.1 or 28976.1	415.05329153605	552.25	0.751567752894614	H	NA	[m]	fad[m] + occoa[m]  -> fadh2[m] + HC01415[m] 
HMR_4592	Pentose phosphate pathway	231.1 or 57016.1	0	45	0	H	NA	[c]	h[c] + nadph[c] + xyl_D[c]  <=> nadp[c] + xylt[c] 
LNLCCPT2	Fatty acid oxidation	1376.1	32	20	1.6	L	carnitine shuttle	[m]	coa[m] + lnlccrn[m]  <=> crn[m] + lnlccoa[m] 
RE0512M	Fatty acid oxidation	3030.1 or 3295.1 or 1962.1 or 3033.1 or 3028.1 or 3032.1	32	20	1.6	L	betaoxidation	[m]	nad[m] + CE2421[m]  -> h[m] + nadh[m] + CE0713[m] 
RE1516M	Fatty acid oxidation	33.1 or 51.1	32	20	1.6	L	betaoxidation	[m]	fad[m] + lnlccoa[m]  <=> fadh2[m] + CE2434[m] 
RE1517M	Fatty acid oxidation	33.1 or 51.1	32	20	1.6	L	betaoxidation	[m]	fad[m] + CE0849[m]  <=> fadh2[m] + CE2433[m] 
RE1523M	Fatty acid oxidation	1892.1 or 3030.1 or 1962.1 or 3032.1	32	20	1.6	L	betaoxidation	[m]	h2o[m] + CE2434[m]  <=> CE2421[m] 
RE1531M	Fatty acid oxidation	10449.1 or 3032.1 or 3030.1	32	20	1.6	L	betaoxidation	[m]	coa[m] + CE0713[m]  <=> accoa[m] + CE0849[m] 
RE2985M	Fatty acid oxidation	51.1	20	10	2	L	betaoxidation	[m]	o2[m] + arachdcoa[m]  -> h2o2[m] + CE4795[m] 
RPEc	Pentose phosphate pathway	6120.1 or 6120.2	1026.66666666667	1296.98602598052	0.791578818970319	H	HMP shunt	[c]	2 ru5p_D[c]  <=> 2 xu5p_D[c] 
XYLTD_Dr	Pentose phosphate pathway		0	45	0	H	xylulose metabolism, cytosol	[c]	nad[c] + xylt[c]  <=> h[c] + nadh[c] + xylu_D[c] 
r0309	Fatty acid oxidation	55825.1 or 51102.1 	439.47853736089	612.25	0.717808962614766	H	fatty acid synthesis & elongation	[m]	nadp[m] + pmtcoa[m]  <=> h[m] + nadph[m] + hdd2coa[m] 
r1253	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	0	20	0	H	NA	[r]	atp[r] + 8 h[r] + coa[r] + strdnc[r]  -> amp[r] + ppi[r] + stcoa[r] 
r1254	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	0	20	0	H	fatty acid activation, cytosol	[c]	8 h[c] + atp[c] + coa[c] + strdnc[c]  -> amp[c] + ppi[c] + stcoa[c] 
