name	Ctrl_unchanged	ST_top
EX_gluside_hs[e]	0	1
EX_gluthr[e]	1	0
EX_gluthrlys[e]	1	0
EX_glutrpala[e]	1	0
EX_gly[e]	1	0
EX_glyc_R[e]	1	0
EX_glyc[e]	0	1
EX_glygn4[e]	0	1
EX_glygn5[e]	0	1
EX_glyhisasn[e]	1	0
EX_glyhislys[e]	1	0
EX_glylyscys[e]	1	0
EX_glylysphe[e]	1	0
EX_glypro[e]	1	0
EX_glysar[e]	0	1
EX_glytyrlys[e]	1	0
EX_glyvalhis[e]	1	0
EX_glz[e]	0	1
EX_gm1_hs[e]	0	1
EX_gm2_hs[e]	0	1
EX_gm3_hs[e]	0	1
EX_gmp[e]	0	1
EX_gp1calpha_hs[e]	0	1
EX_gpi_sig[e]	0	1
EX_gq1b_hs[e]	0	1
EX_gsn[e]	1	0
EX_gt1a_hs[e]	0	1
EX_gthrd[e]	0	1
EX_gtp[e]	0	1
EX_gudac[e]	1	0
EX_h[e]	1	0
EX_ha[e]	0	1
EX_HC00822[e]	0	1
EX_HC00955[e]	0	1
EX_HC01104[e]	0	1
EX_HC01361[e]	0	1
EX_HC01440[e]	0	1
EX_HC01441[e]	0	1
EX_HC01446[e]	0	1
EX_HC01577[e]	0	1
EX_HC01609[e]	0	1
EX_HC01610[e]	0	1
EX_HC01700[e]	0	1
EX_HC02160[e]	0	1
EX_HC02161[e]	0	1
EX_HC02180[e]	0	1
EX_HC02187[e]	0	1
EX_HC02195[e]	0	1
EX_HC02196[e]	0	1
EX_HC02203[e]	1	0
EX_HC02204[e]	0	1
EX_HC02213[e]	1	0
EX_hcys_L[e]	0	1
EX_hdca[e]	1	0
EX_hdd2crn[e]	0	1
EX_hexdiac[e]	0	1
EX_hgentis[e]	0	1
EX_his_L[e]	1	0
EX_hisglnala[e]	1	0
EX_hisglylys[e]	1	0
EX_hislysala[e]	1	0
EX_hislysglu[e]	1	0
EX_hislysile[e]	1	0
EX_hislysthr[e]	1	0
EX_hislysval[e]	1	0
EX_hismetgln[e]	1	0
EX_hisphearg[e]	1	0
EX_hisprolys[e]	1	0
EX_hista[e]	1	0
EX_hLkynr[e]	0	1
EX_hmcr[e]	0	1
EX_hom_L[e]	0	1
EX_homoval[e]	0	1
EX_hpdca[e]	0	1
EX_hspg[e]	0	1
EX_hxa[e]	1	0
EX_hxcoa[e]	1	0
EX_hyochol[e]	0	1
EX_i[e]	0	1
EX_icdchol[e]	0	1
EX_icit[e]	1	1
EX_idour[e]	0	1
EX_idp[e]	0	1
EX_ile_L[e]	1	0
EX_ileargile[e]	1	0
EX_ileasnhis[e]	1	0
EX_ileasp[e]	1	0
EX_ileglnglu[e]	1	0
EX_ileglyarg[e]	1	0
EX_ileprolys[e]	1	0
EX_ileserarg[e]	1	0
EX_iletrptyr[e]	1	0
EX_imp[e]	1	0
EX_ind3ac[e]	0	1
EX_inost[e]	1	0
EX_ins[e]	1	0
EX_isochol[e]	0	1
EX_itacon[e]	0	1
EX_ivcrn[e]	0	1
EX_k[e]	0	1
EX_ksi[e]	0	1
EX_kynate[e]	0	1
EX_L2aadp[e]	1	0
EX_lac_L[e]	1	0
EX_lcts[e]	0	1
EX_Lcyst[e]	0	1
EX_Lcystin[e]	0	1
EX_leu_L[e]	1	0
EX_leualaarg[e]	1	0
EX_leuasnasp[e]	1	0
EX_leuasplys[e]	1	0
EX_leuktrC4[e]	0	1
EX_leuktrE4[e]	0	1
EX_leuleu[e]	1	0
EX_leuleutrp[e]	1	0
EX_leupro[e]	1	0
EX_leuproarg[e]	1	0
EX_leusertrp[e]	1	0
EX_leutrp[e]	1	0
EX_leutrparg[e]	1	0
EX_leuval[e]	1	0
EX_lgnc[e]	0	1
EX_lipoate[e]	0	1
EX_Lkynr[e]	0	1
EX_lneldc[e]	1	0
EX_lneldccrn[e]	0	1
EX_lnlc[e]	1	0
EX_lnlccrn[e]	0	1
EX_lnlncg[e]	0	1
EX_lpam[e]	0	1
EX_lthstrl[e]	1	0
EX_lys_L[e]	1	0
EX_lysgluglu[e]	1	0
EX_lyspheile[e]	1	0
EX_lystyrile[e]	1	0
EX_lysvalphe[e]	1	0
EX_lysvaltrp[e]	1	0
EX_M00003[e]	0	1
EX_M00008[e]	0	1
EX_M00010[e]	0	1
EX_M00017[e]	0	1
EX_M00019[e]	1	0
EX_M00021[e]	0	1
EX_M00115[e]	0	1
EX_M00241[e]	0	1
EX_M00260[e]	0	1
EX_M00265[e]	0	1
EX_M00510[e]	0	1
EX_M01207[e]	0	1
EX_M01238[e]	0	1
EX_M01820[e]	0	1
EX_M01870[e]	0	1
EX_M02108[e]	0	1
EX_M02446[e]	0	1
EX_M02449[e]	0	1
EX_M02561[e]	0	1
EX_M02613[e]	0	1
EX_M03045[e]	0	1
EX_M03051[e]	0	1
EX_M03117[e]	0	1
EX_M03131[e]	0	1
EX_M03134[e]	0	1
EX_m3gacpail_prot_hs[e]	0	1
EX_mag_hs[e]	0	1
EX_mal_L[e]	1	0
EX_malt[e]	0	1
EX_malthp[e]	0	1
EX_malthx[e]	0	1
EX_malttr[e]	0	1
EX_maltttr[e]	0	1
EX_man[e]	0	1
EX_melatn[e]	0	1
EX_meoh[e]	0	1
EX_mepi[e]	0	1
EX_met_L[e]	1	0
EX_metargleu[e]	1	0
EX_metasntyr[e]	1	0
EX_metglntyr[e]	1	0
EX_metglyarg[e]	1	0
EX_methislys[e]	1	0
EX_metmetile[e]	1	0
EX_metphearg[e]	1	0
EX_mettrpphe[e]	1	0
EX_mg2[e]	0	1
EX_mi1p_D[e]	1	0
EX_mma[e]	0	1
EX_mqn10[e]	0	1
EX_mqn11[e]	0	1
EX_mqn7[e]	0	1
EX_mqn8[e]	0	1
EX_mqn9[e]	0	1
EX_n2m2nmasn[e]	0	1
EX_n5m2masn[e]	0	1
EX_n8aspmd[e]	0	1
EX_nac[e]	1	0
EX_nad[e]	0	1
EX_nadh[e]	0	1
EX_ncam[e]	1	0
EX_nfd[e]	0	1
EX_nfdlac[e]	0	1
EX_nfdnpy[e]	0	1
EX_nfdoh[e]	0	1
EX_nh4[e]	1	0
EX_nicrnt[e]	1	0
EX_no2[e]	0	1
EX_no3[e]	0	1
EX_normete_L[e]	0	1
EX_nrpphr[e]	0	1
EX_o2[e]	1	0
EX_o2s[e]	0	1
EX_oaa[e]	1	0
EX_oagt3_hs[e]	0	1
EX_ocdcea[e]	1	0
EX_octa[e]	0	1
EX_odecrn[e]	0	1
EX_oh1[e]	0	1
EX_orot[e]	0	1
EX_orot5p[e]	0	1
EX_pcrn[e]	0	1
EX_pe_hs[e]	1	0
EX_pe15_hs[e]	0	1
EX_pep[e]	1	0
EX_peplys[e]	0	1
EX_pglyc_hs[e]	1	0
EX_phe_L[e]	1	0
EX_pheasnmet[e]	1	0
EX_pheasp[e]	1	0
EX_pheleu[e]	1	0
EX_pheleuasp[e]	1	0
EX_pheleuhis[e]	1	0
EX_phelysala[e]	1	0
EX_phelyspro[e]	1	0
EX_phephe[e]	1	0
EX_phepheasn[e]	1	0
EX_phephethr[e]	1	0
EX_pheproarg[e]	1	0
EX_phesertrp[e]	1	0
EX_phethrlys[e]	1	0
EX_phetrpleu[e]	1	0
EX_phetyrgln[e]	1	0
EX_phetyrlys[e]	1	0
EX_phyt[e]	0	1
EX_pmtcrn[e]	0	1
EX_pro_L[e]	1	0
EX_proargasp[e]	1	0
EX_proargcys[e]	1	0
EX_proasncys[e]	1	0
EX_profvs[e]	0	1
EX_proglnpro[e]	1	0
EX_progly[e]	0	1
EX_prohistyr[e]	1	0
EX_proleuarg[e]	1	0
EX_prolyspro[e]	1	0
EX_prophe[e]	1	0
EX_proproarg[e]	1	0
EX_propropro[e]	1	0
EX_prostge1[e]	0	1
EX_prostgi2[e]	0	1
EX_protrpthr[e]	1	0
EX_pser_L[e]	1	0
EX_ptdca[e]	0	1
EX_ptrc[e]	1	0
EX_ptth[e]	0	1
EX_pydam[e]	1	0
EX_pydx[e]	1	0
EX_pydxn[e]	1	0
EX_pyr[e]	1	0
EX_q10[e]	0	1
EX_q10h2[e]	0	1
EX_quln[e]	0	1
EX_retinal[e]	1	0
EX_retinol_9_cis[e]	0	1
EX_retinol[e]	0	1
EX_retn[e]	0	1
EX_retnglc[e]	0	1
EX_ribflv[e]	1	0
EX_Rtotal[e]	1	0
EX_s2l2fn2m2masn[e]	0	1
EX_s2l2n2m2masn[e]	0	1
EX_sebacid[e]	0	1
EX_selni[e]	0	1
EX_ser_L[e]	1	0
EX_serargala[e]	1	0
EX_serglyglu[e]	1	0
EX_serphelys[e]	1	0
EX_sl_L[e]	0	1
EX_so3[e]	0	1
EX_so4[e]	1	0
EX_sph1p[e]	0	1
EX_sphgn[e]	1	0
EX_sphings[e]	1	0
EX_sphmyln180241_hs[e]	0	1
EX_sphmyln18114_hs[e]	0	1
EX_sphmyln18115_hs[e]	0	1
EX_sphmyln18116_hs[e]	0	1
EX_sphmyln181161_hs[e]	0	1
EX_sphmyln18117_hs[e]	0	1
EX_sphmyln18118_hs[e]	0	1
EX_sphmyln181181_hs[e]	0	1
EX_sphmyln18120_hs[e]	0	1
EX_sphmyln181201_hs[e]	0	1
EX_sphmyln18121_hs[e]	0	1
EX_sphmyln18122_hs[e]	0	1
EX_sphmyln181221_hs[e]	0	1
EX_sphmyln18123_hs[e]	0	1
EX_sphmyln1824_hs[e]	0	1
EX_sphmyln1825_hs[e]	0	1
EX_sphs1p[e]	0	1
EX_spmd[e]	0	1
EX_sprm[e]	0	1
EX_stcrn[e]	0	1
EX_strch2[e]	0	1
EX_strdnc[e]	0	1
EX_subgly[e]	0	1
EX_sucsal[e]	1	0
EX_tacr[e]	0	1
EX_tagat_D[e]	0	1
EX_tcdca3s[e]	0	1
EX_tchola[e]	1	0
EX_tcynt[e]	0	1
EX_tetdec2crn[e]	0	1
EX_tetdece1crn[e]	0	1
EX_tethex3[e]	0	1
EX_tetpent3[e]	0	1
EX_tetpent6[e]	0	1
EX_thbpt[e]	0	1
EX_thm[e]	0	1
EX_thr_L[e]	1	0
EX_thrargtyr[e]	1	0
EX_thrasntyr[e]	1	0
EX_thrglnglu[e]	1	0
EX_thrglntyr[e]	1	0
EX_thrilearg[e]	1	0
EX_thrmetarg[e]	1	0
EX_thrphearg[e]	1	0
EX_thrserarg[e]	1	0
EX_thrthrarg[e]	1	0
EX_thrtyrmet[e]	1	0
EX_thyox_L[e]	0	1
EX_tlacfvs[e]	0	1
EX_tmlys[e]	0	1
EX_tmndnc[e]	1	0
EX_triodthy[e]	0	1
EX_trp_L[e]	1	0
EX_trpalapro[e]	1	0
EX_trpargala[e]	1	0
EX_trpaspasp[e]	1	0
EX_trpglngln[e]	1	0
EX_trpglugly[e]	1	0
EX_trpgluleu[e]	1	1
EX_trpglutyr[e]	1	0
EX_trpglyasp[e]	1	0
EX_trpglyleu[e]	1	0
EX_trpglyphe[e]	1	0
EX_trpglyval[e]	1	0
EX_trpilelys[e]	1	0
EX_trpiletrp[e]	1	0
EX_trpleuval[e]	1	0
EX_trpmetarg[e]	1	0
EX_trpmetval[e]	1	0
EX_trpprogly[e]	0	1
EX_trpproleu[e]	1	0
EX_trpproval[e]	1	0
EX_trpthrglu[e]	1	0
EX_trpthrile[e]	1	0
EX_trpthrtyr[e]	1	0
EX_trptyrgln[e]	1	0
EX_trpvalasp[e]	1	0
EX_trypta[e]	0	1
EX_tststerone[e]	0	1
EX_ttdca[e]	0	1
EX_tudca3s[e]	0	1
EX_txa2[e]	0	1
EX_tym[e]	0	1
EX_tyr_L[e]	1	0
EX_tyrala[e]	1	0
EX_tyralaphe[e]	1	0
EX_tyrargglu[e]	1	0
EX_tyrargser[e]	1	0
EX_tyrasparg[e]	1	0
EX_tyrcysgly[e]	1	0
EX_tyrcysthr[e]	1	0
EX_tyrglu[e]	1	0
EX_tyrleuarg[e]	1	0
EX_tyrphetyr[e]	1	0
EX_tyrthr[e]	1	0
EX_tyrtrpphe[e]	1	0
EX_tyrtyr[e]	1	0
EX_tyrvalmet[e]	1	0
EX_uchol[e]	0	1
EX_udpglcur[e]	0	1
EX_urate[e]	0	1
EX_urea[e]	1	0
EX_utp[e]	1	0
EX_vacc[e]	1	0
EX_val_L[e]	1	0
EX_valarggly[e]	1	0
EX_valhisasn[e]	1	0
EX_valleuphe[e]	1	0
EX_vallystyr[e]	1	0
EX_valphearg[e]	1	0
EX_valprotrp[e]	1	0
EX_valserarg[e]	1	0
EX_valtrpphe[e]	1	0
EX_valtrpval[e]	1	0
EX_valval[e]	1	0
EX_xan[e]	1	0
EX_xmp[e]	0	1
EX_xol27oh[e]	0	1
EX_xol7aone[e]	0	1
EX_xolest182_hs[e]	0	1
EX_xolest183_hs[e]	0	1
EX_xtsn[e]	1	0
EX_xyl_D[e]	0	1
EX_xylu_D[e]	0	1
EX_xylu_L[e]	0	1
EX_zn2[e]	0	1
F1Ate	1	0
F1Ate2	1	0
F1Atg	1	0
F1PGT	0	1
FACOAL140i	0	1
FACOAL150	1	1
FACOAL170	0	1
FACOAL1831	0	1
FACOAL2042	0	1
FACOAL206	0	1
FACOAL224	0	1
FACOAL2251	0	1
FACOAL245_1	0	1
FACOAL245_2	0	1
FACOAL80i	0	1
FADH2tru	1	0
FADH2tx	1	0
FADtru	1	0
FADtx	1	0
FAOXC101C102m	1	0
FAOXC101x	1	0
FAOXC102C101m	1	1
FAOXC102C103m	1	0
FAOXC102C81m	1	0
FAOXC102m	1	0
FAOXC103C102m	1	0
FAOXC10DCC8DCx	0	1
FAOXC11	0	1
FAOXC11BRC9BRx	0	1
FAOXC11C9m	0	1
FAOXC121x	0	1
FAOXC122x	0	1
FAOXC123C102m	1	0
FAOXC123m	1	0
FAOXC12DCc	0	1
FAOXC12DCC10DCx	0	1
FAOXC12DCTc	0	1
FAOXC12DCx	0	1
FAOXC13BRC11BRx	0	1
FAOXC13C11m	0	1
FAOXC141C141OHm	0	1
FAOXC142C122x	0	1
FAOXC143C123m	1	0
FAOXC14C12m	1	1
FAOXC14C14OHm	0	1
FAOXC14DCC12DCx	0	1
FAOXC150m	0	1
FAOXC15C13m	0	1
FAOXC15NADPx	0	1
FAOXC16080m	0	1
FAOXC161C161OHm	0	1
FAOXC162C142m	1	0
FAOXC162C162OHm	0	1
FAOXC163C142x	0	1
FAOXC163C164Gm	1	0
FAOXC163C164x	0	1
FAOXC163GC142m	1	0
FAOXC163Gm	1	0
FAOXC163x	0	1
FAOXC164C163x	0	1
FAOXC164GC163m	1	0
FAOXC16C14m	1	0
FAOXC16C16OHm	0	1
FAOXC16DCC14DCx	0	1
FAOXC16DCr	0	1
FAOXC170m	0	1
FAOXC180	1	0
FAOXC1811601m	1	1
FAOXC1811602m	1	0
FAOXC1811603m	0	1
FAOXC181C181OHm	0	1
FAOXC18280m	0	1
FAOXC182C162m	1	0
FAOXC182C182OHm	0	1
FAOXC18480m	1	0
FAOXC184C163m	0	1
FAOXC184C163x	0	1
FAOXC184C164m	0	1
FAOXC184m	0	1
FAOXC184x	0	1
FAOXC18C18OHm	0	1
FAOXC200180m	1	0
FAOXC2031836m	1	1
FAOXC204184m	0	1
FAOXC204C184m	0	1
FAOXC204C205x	0	1
FAOXC205C184x	0	1
FAOXC2242046m	0	1
FAOXC2251836m	0	1
FAOXC2252053m	0	1
FAOXC225C204m	0	1
FAOXC225C204x	0	1
FAOXC225C226m	0	1
FAOXC225C226x	0	1
FAOXC225m	0	1
FAOXC225x	0	1
FAOXC226205m	1	0
FAOXC226C225m	0	1
FAOXC226C225x	0	1
FAOXC3DC	0	1
FAOXC4C4DCc	0	1
FAOXC5C3x	0	1
FAOXC5C5DCc	0	1
FAOXC5C5OHm	0	1
FAOXC5OHc	0	1
FAOXC6DCC4DCx	0	1
FAOXC7C5m	0	1
FAOXC80	1	0
FAOXC9C7m	0	1
FAOXTC162TC142m	1	0
FATP4t	1	0
FATP5t	1	0
FATP9t	1	0
FBA	1	0
FBA4	0	1
FCOAH	0	1
FK	0	1
FldAct	0	1
FMNALKPle	0	1
FOAXC122C101x	0	1
FOLOATPtc	1	0
FOLt2	1	0
FOLt2le	1	0
FOLTle	1	0
FORGLUt	0	1
FORMCOAtx	0	1
FPGS3	1	0
FPGS6	1	0
FPGS8	1	0
FPGS9	1	0
FRDPtc	1	0
FRDPtcr	1	0
FRDPtr	1	0
FT	1	0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	0	1
FUCACGALFUCGALACGLCGALGLUSIDEte	0	1
FUCASE2ly	0	1
FUCASEe	0	1
FUCtly	0	1
FUMAC	0	1
FUMSO3tm	1	0
FUMSO4tm	1	0
FUMtm	1	0
FUMTSULtm	1	0
FVSCOAhc	0	1
FVSCOAitx	0	1
FVShc	0	1
FVSitr	0	1
FVSitx	0	1
G14T19g	0	1
G14T20g	0	1
G14T2g	0	1
G14T3g	0	1
G14T4g	0	1
G14T5g	0	1
G6PDA	0	1
G6PDH1rer	1	0
G6PDH2rer	1	0
GA1tl	0	1
GABABGTtc	1	0
GACPAILter	0	1
GALASE10ly	0	1
GALASE11ly	0	1
GALASE12ly	0	1
GALASE13ly	0	1
GALASE14ly	0	1
GALASE15ly	0	1
GALASE16ly	1	1
GALASE17ly	1	1
GALASE18ly	1	1
GALASE19ly	0	1
GALASE1ly	0	1
GALASE3ly	0	1
GALASE4ly	0	1
GALASE5ly	0	1
GALASE6ly	0	1
GALASE7ly	0	1
GALASE8ly	0	1
GALASE9ly	0	1
GALGLUSIDEtg	0	1
GALGLUSIDEtl	0	1
GALGT3	0	1
GALGT4	0	1
GALNACT1g	0	1
GALNACT3g	0	1
GALNACT4g	0	1
GALNACT5g	0	1
GALNTg	0	1
GALOR	1	0
GALT	1	0
GALT2g	0	1
GALt4	1	0
GALTg	0	1
GALtly	0	1
GALTt	1	0
GALU	1	0
GAMt1r	0	1
GAO2	0	1
GAPD	1	0
GARFT	1	0
GASNASE2ly	0	1
GASNASE3ly	0	1
GASNASEly	0	1
GBA2e	0	1
GBSIDEte	0	1
GCALDD	0	1
GD1Btl	0	1
GD1Cte	0	1
GD3tg	0	1
GDCA3St	0	1
GFUCS	0	1
GGH_10FTHF5GLUe	0	1
GGH_10FTHF5GLUl	1	0
GGH_10FTHF6GLUe	0	1
GGH_10FTHF6GLUl	1	0
GGH_10FTHF7GLUe	0	1
GGH_10FTHF7GLUl	1	0
GGH_5DHFe	0	1
GGH_5DHFl	1	0
GGH_5THFe	0	1
GGH_5THFl	1	0
GGH_6DHFe	0	1
GGH_6DHFl	1	0
GGH_6THFe	0	1
GGH_6THFl	1	0
GGH_7DHFe	0	1
GGH_7DHFl	1	0
GGH_7THFe	0	1
GGH_7THFl	1	0
GGLUCT	0	1
GGTe_1	0	1
GHMT3	0	1
GK1	1	0
GLACO	0	1
GLCAASE1ly	0	1
GLCAASE7ly	0	1
GLCAASE8ly	0	1
GLCAASE9ly	0	1
GLCAE2g	0	1
GLCAT3g	0	1
GLCAT4g	0	1
GLCAT5g	0	1
GLCAT6g	0	1
GLCAT7g	0	1
GLCAT8g	0	1
GLCAT9g	0	1
GLCATg	0	1
GLCNACASE1ly	0	1
GLCNACASE2ly	0	1
GLCNACASE3ly	0	1
GLCNACASE4ly	0	1
GLCNACASE5ly	0	1
GLCNACDASg	0	1
GLCNACT1g	0	1
GLCNACT2g	0	1
GLCNACT3g	0	1
GLCNACT4g	0	1
GLCNACT5g	0	1
GLCRt1	0	1
GLCt4	1	0
GLCURter	0	1
GLCURtr	0	1
GLDBRAN	1	0
GLNASNGLNr	1	0
GLNASNGLNt	1	0
GLNHISLYSr	1	0
GLNHISLYSt	1	0
GLNPROGLUr	1	0
GLNPROGLUt	1	0
GLNS	1	0
GLNt4	1	0
GLNtm	1	0
GLNtN1	1	0
GLNTRPGLUr	1	0
GLNTRPGLUt	1	0
GLNTYRLEUr	1	0
GLNTYRLEUt	1	0
GLUARGLEUr	1	0
GLUARGLEUt	1	0
GLUASNLEUr	1	0
GLUASNLEUt	1	0
GLUDC	1	0
GLUDym	1	0
GLUGLUr	1	0
GLUGLUt	1	0
GLUILELYSr	1	0
GLUILELYSt	1	0
GLULEUr	1	0
GLULEUt	1	0
GLUMETHISr	1	0
GLUMETHISt	1	0
GLUNm	1	0
GLUPRT	1	0
GLUt2m	1	0
GLUt6	1	0
GLUt7l	1	0
GLUTCOAACBP	0	1
GLUTCOADHm	1	0
GLUTHRLYSr	1	0
GLUTHRLYSt	1	0
GLUTHRr	1	0
GLUTHRt	1	0
GLUTRPALAr	1	0
GLUTRPALAt	1	0
GLYAMDTRc	1	0
GLYBt4_2_r	1	0
GLYC_Rt	1	0
GLYCLTtp	1	0
GLYCTDle	1	0
GLYCTO1p	1	0
GLYGLYCNc	1	0
GLYHISASNr	1	0
GLYHISASNt	1	0
GLYHISLYSr	1	0
GLYHISLYSt	1	0
GLYLEUHYDROc	1	0
GLYLYSCYSr	1	0
GLYLYSCYSt	1	0
GLYLYSPHEr	1	0
GLYLYSPHEt	1	0
GLYOX	0	1
GLYOXm	0	1
GLYPHEHYc	1	0
GLYPROPRO1c	1	0
GLYPROt	1	0
GLYSARCNc	0	1
GLYSARPEPT1tc	0	1
GLYSNAT5tc	1	0
GLYt2r	1	0
GLYt4	1	0
GLYtp	1	0
GLYTYRLYSr	1	0
GLYTYRLYSt	1	0
GLYVALHISr	1	0
GLYVALHISt	1	0
GLZtd	0	1
GM1tg	0	1
GM1tl	0	1
GMAND	0	1
GP1CALPHAte	0	1
GP1CALPHAtg	0	1
GPIAT	0	1
GPIDA2er	0	1
GPIDAer	0	1
GPIMTer_U	0	1
GQ1Bte	0	1
GQ1Btg	0	1
GSNt2r	1	0
GT1Ate	0	1
GT1Atg	0	1
GTHOm	0	1
GTHP	1	0
GTHPm	1	0
GUAPRT	1	0
GUDACtr2	1	0
GULN3D	0	1
GULNter	0	1
H2CO3D	1	0
H2ETer	0	1
H2MTer_U	0	1
H2O2tly	1	0
H2O2tn	0	1
H2OGLYAQPt	1	0
H2Ot	1	0
H2Oter	1	0
H2Otly	1	0
H2Otm	1	0
H2Otp	1	0
H3ETer	0	1
H3MTer_U	0	1
H4ET3er	0	1
H4ETer	0	1
H5MTer_U	0	1
H6_ET2er	0	1
H6ET3er	0	1
H7_ETer	0	1
H7_TAer	0	1
H8TAer	0	1
HACD1m	1	0
HACD1x	1	0
HACD9m	1	0
HAtly	0	1
HC02149td	0	1
HCYSte	0	1
HDCACBP	0	1
HDCEAtr	1	0
HDD2CRNte	0	1
HDDACBP	0	1
HDECAACBP	0	1
HDECEACBP	0	1
HEDCECRNe	0	1
HEX1	1	0
HEX10	0	1
HEX4	0	1
HEX7	1	0
HEXA2l	0	1
HEXA3e	0	1
HEXAHBl	0	1
HEXCCOAtx	0	1
HEXDCRNe	0	1
HEXDIACtd	0	1
HEXDIACtr	0	1
HEXDICOAACBP	0	1
HEXDICOAACBPx	0	1
HGENTISt	0	1
HGNTOR	0	1
HISDC	1	0
HISGLNALAr	1	0
HISGLNALAt	1	0
HISGLYLYSr	1	0
HISGLYLYSt	1	0
HISLYSALAr	1	0
HISLYSALAt	1	0
HISLYSGLUr	1	0
HISLYSGLUt	1	0
HISLYSILEr	1	0
HISLYSILEt	1	0
HISLYSTHRr	1	0
HISLYSTHRt	1	0
HISLYSVALr	1	0
HISLYSVALt	1	0
HISMETGLNr	1	0
HISMETGLNt	1	0
HISPHEARGr	1	0
HISPHEARGt	1	0
HISPROLYSr	1	0
HISPROLYSt	1	0
HISSNAT5tc	1	0
HISt4	1	0
HIVCACBP	0	1
HIVCRNe	0	1
HKYNRtr	0	1
HMCRNc	0	1
HMCRNt	0	1
HMGCOASim	1	0
HMGCOAtm	1	0
HMGCOAtx	1	0
HMGLm	1	0
HMGLx	1	0
HMR_0008	0	1
HMR_0016	0	1
HMR_0019	1	0
HMR_0020	1	0
HMR_0155	1	0
HMR_0164	0	1
HMR_0165	0	1
HMR_0166	0	1
HMR_0167	1	1
HMR_0168	0	1
HMR_0170	0	1
HMR_0171	0	1
HMR_0172	0	1
HMR_0176	0	1
HMR_0177	0	1
HMR_0178	0	1
HMR_0180	0	1
HMR_0182	1	1
HMR_0183	0	1
HMR_0184	0	1
HMR_0185	0	1
HMR_0188	0	1
HMR_0191	1	0
HMR_0194	1	0
HMR_0203	1	0
HMR_0208	1	0
HMR_0211	1	0
HMR_0215	0	1
HMR_0232	1	0
HMR_0235	1	0
HMR_0239	1	0
HMR_0240	1	0
HMR_0243	1	0
HMR_0259	0	1
HMR_0268	1	0
HMR_0271	0	1
HMR_0279	1	0
HMR_0292	0	1
HMR_0293	0	1
HMR_0297	0	1
HMR_0300	0	1
HMR_0301	0	1
HMR_0303	0	1
HMR_0306	1	0
HMR_0309	0	1
HMR_0317	1	0
HMR_0319	0	1
HMR_0321	1	0
HMR_0359	1	0
HMR_0363	0	1
HMR_0374	0	1
HMR_0375	0	1
HMR_0381	0	1
HMR_0386	1	0
HMR_0387	1	0
HMR_0389	0	1
HMR_0393	0	1
HMR_0394	0	1
HMR_0415	1	1
HMR_0429	0	1
HMR_0435	1	0
HMR_0437	0	1
HMR_0582	1	0
HMR_0593	1	0
HMR_0598	1	0
HMR_0601	1	0
HMR_0642	1	0
HMR_0672	1	0
HMR_0678	1	0
HMR_0750	1	0
HMR_0753	1	0
HMR_0758	1	0
HMR_0765	1	1
HMR_0767	0	1
HMR_0770	1	0
HMR_0775	0	1
HMR_0809	0	1
HMR_0812	0	1
HMR_0814	0	1
HMR_0817	0	1
HMR_0819	0	1
HMR_0821	0	1
HMR_0822	0	1
HMR_0828	0	1
HMR_0831	0	1
HMR_0835	0	1
HMR_0836	0	1
HMR_0839	0	1
HMR_0841	0	1
HMR_0846	0	1
HMR_0854	0	1
HMR_0855	0	1
HMR_0859	0	1
HMR_0860	0	1
HMR_0864	0	1
HMR_0867	0	1
HMR_0870	0	1
HMR_0875	0	1
HMR_0876	0	1
HMR_0877	0	1
HMR_0889	0	1
HMR_0890	0	1
HMR_0911	0	1
HMR_0960	1	0
HMR_0962	1	0
HMR_0963	1	0
HMR_0979	1	1
HMR_1085	0	1
HMR_1095	1	0
HMR_1102	1	0
HMR_1104	1	0
HMR_1127	1	0
HMR_1135	1	0
HMR_1242	1	0
HMR_1243	1	0
HMR_1280	1	0
HMR_1283	1	0
HMR_1311	1	0
HMR_1315	0	1
HMR_1316	0	1
HMR_1329	1	0
HMR_1331	1	0
HMR_1332	1	0
HMR_1373	1	0
HMR_1532	1	0
HMR_1620	1	0
HMR_1623	1	0
HMR_1630	1	0
HMR_1635	1	0
HMR_1637	1	0
HMR_1644	1	0
HMR_1651	1	0
HMR_1653	1	0
HMR_1916	1	0
HMR_1990	0	1
HMR_1991	0	1
HMR_1992	0	1
HMR_2002	0	1
HMR_2007	0	1
HMR_2029	0	1
HMR_2041	1	0
HMR_2087	1	0
HMR_2088	1	0
HMR_2089	1	0
HMR_2090	1	0
HMR_2215	0	1
HMR_2217	0	1
HMR_2218	0	1
HMR_2219	0	1
HMR_2259	1	0
HMR_2260	1	0
HMR_2261	1	0
HMR_2262	1	0
HMR_2263	1	0
HMR_2264	1	0
HMR_2265	1	0
HMR_2266	1	0
HMR_2267	0	1
HMR_2268	0	1
HMR_2269	0	1
HMR_2270	0	1
HMR_2281	1	0
HMR_2282	0	1
HMR_2288	0	1
HMR_2289	0	1
HMR_2293	1	0
HMR_2294	0	1
HMR_2296	1	0
HMR_2332	0	1
HMR_2334	0	1
HMR_2336	0	1
HMR_2338	0	1
HMR_2342	1	0
HMR_2343	1	0
HMR_2344	1	0
HMR_2345	1	0
HMR_2347	1	0
HMR_2348	1	0
HMR_2349	1	0
HMR_2350	1	0
HMR_2353	1	0
HMR_2354	1	0
HMR_2355	1	0
