rxnList	subSystem	GPR	fluxspan_a	fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	localization	rxnFormula
C180CPT2	Fatty acid oxidation	1376.1	1018.9286559136	375.752679075014	2.71170030888904	L	carnitine shuttle	[m]	coa[m] + stcrn[m]  <=> crn[m] + stcoa[m] 
CYSTA	Methionine and cysteine metabolism	2805.1	20	37.5	0.533333333333333	H	NA	[c]	akg[c] + cys_L[c]  <=> glu_L[c] + mercppyr[c] 
FAOXC140	Fatty acid oxidation	35.1 or 34.1	85.2956870057668	53.0107355318084	1.60902666507214	L	betaoxidation	[m]	6 h2o[m] + 6 nad[m] + 6 coa[m] + 6 fad[m] + tdcoa[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 6 fadh2[m] 
FAOXC18480m	Fatty acid oxidation	34.1 or 35.1	40	20	2	L	betaoxidation	[m]	5 h2o[m] + 5 nad[m] + 5 coa[m] + fad[m] + strdnccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + fadh2[m] + occoa[m] 
HEX7	Fructose and mannose metabolism	2645.2 or 2645.3 or 3098.3 or 3098.1 or 3101.1 or 3098.2 or 3099.1 or 2645.1 or 3098.4 or 80201.1 or 3098.5	479.01861252115	0	Inf	L	fructose metabolism	[c]	atp[c] + fru[c]  -> h[c] + adp[c] + f6p[c] 
HMR_0354	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	389.018612521151	20	19.4509306260575	L	NA	[c]	h2o[c] + strdnccoa[c]  -> h[c] + coa[c] + strdnc[c] 
HMR_3115	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	583.546893884457	30	19.4515631294819	L	NA	[m]	fad[m] + stcoa[m]  -> fadh2[m] + od2coa[m] 
HMR_3398	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	91.0546822609702	55.5720600255755	1.63849751510138	L	NA	[m]	6 h2o[m] + 6 nad[m] + 6 coa[m] + 5 fad[m] + M00129[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 5 fadh2[m] 
MCLACCYSR	Methionine and cysteine metabolism		10	20	0.5	H	NA	[c]	nad[c] + cys_L[c] + mercplac[c]  -> h[c] + nadh[c] + mercplaccys[c] 
MCLOR	Methionine and cysteine metabolism	92483.1 or (3945.1 and 3939.1) or 55293.1 or 3948.2 or 3948.1 or 3945.1 or 160287.1 or 3939.1	10	20	0.5	H	NA	[c]	nad[c] + mercplac[c]  <=> h[c] + nadh[c] + mercppyr[c] 
MGCHrm	Valine, leucine, and isoleucine metabolism	549.1	305.003685185893	20	15.2501842592946	L	leucine metabolism	[m]	h2o[m] + 3mgcoa[m]  <=> hmgcoa[m] 
MMEm	Valine, leucine, and isoleucine metabolism	84693.1	544.879198912652	1020	0.534195293051619	H	gluconeogenesis, mitochondria	[m]	mmcoa_R[m]  <=> mmcoa_S[m] 
SFCYSc	Methionine and cysteine metabolism		10	20	0.5	H	NA	[c]	h[c] + so3[c] + cys_L[c]  <=> slfcys[c] 
STRDNCCPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	389.01861252115	20	19.4509306260575	L	carnitine shuttle	[c]	crn[c] + strdnccoa[c]  <=> coa[c] + strdnccrn[c] 
r0339	Miscellaneous	132158.1	319.345741680767	0	Inf	L	NA	[c]	atp[c] + glyc_R[c]  -> h[c] + adp[c] + 3pg[c] 
r0357	Fructose and mannose metabolism	3098.1 or 3099.1 or 3101.1	479.018612521151	0	Inf	L	fructose metabolism	[c]	itp[c] + fru[c]  -> h[c] + idp[c] + f6p[c] 
r0358	Fructose and mannose metabolism	3098.1 or 3099.1 or 3101.1	479.01861252115	0	Inf	L	fructose metabolism	[c]	datp[c] + fru[c]  -> h[c] + dadp[c] + f6p[c] 
r0390	Miscellaneous	6476.1	113.347081218274	75.0332967217819	1.51062376532057	L	NA	[e]	h2o[e] + isomal[e]  <=> 2 glc_D[e] 
r0392	Miscellaneous	224.1 or 217.1 or 219.1 or 223.1 or 501.1	319.345741680767	0	Inf	L	NA	[c]	h2o[c] + nad[c] + glyald[c]  <=> 2 h[c] + nadh[c] + glyc_R[c] 
r0571	Valine, leucine, and isoleucine metabolism		544.879198912652	1020	0.534195293051619	H	valine metabolism	[m]	h2o[m] + mmcoa_S[m]  <=> h[m] + coa[m] + HC00900[m] 
r0633	Fatty acid oxidation	55825.1 or 51102.1 	706.179763113367	461.01269035533	1.53180113668687	L	fatty acid synthesis & elongation	[m]	nadp[m] + occoa[m]  <=> h[m] + nadph[m] + HC01415[m] 
2OXOADOXm	Lysine metabolism	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	20	0	Inf	L	lysine metabolism	[m]	nad[m] + 2oxoadp[m] + coa[m]  -> nadh[m] + co2[m] + glutcoa[m] 
3SALATAi	Methionine and cysteine metabolism	2805.1	20	35	0.571428571428571	H	cysteine metabolism	[c]	h[c] + akg[c] + 3sala[c]  -> glu_L[c] + 3snpyr[c] 
3SALATAim	Methionine and cysteine metabolism	2806.1	20	35	0.571428571428571	H	NA	[m]	h[m] + akg[m] + 3sala[m]  -> glu_L[m] + 3snpyr[m] 
3SPYRSP	Methionine and cysteine metabolism		20	35	0.571428571428571	H	cysteine metabolism	[c]	h2o[c] + 3snpyr[c]  -> h[c] + pyr[c] + so3[c] 
3SPYRSPm	Methionine and cysteine metabolism		20	35	0.571428571428571	H	NA	[m]	h2o[m] + 3snpyr[m]  -> h[m] + pyr[m] + so3[m] 
AATAi	Lysine metabolism	51166.1 or 51166.2	20	0	Inf	L	NA	[c]	L2aadp[c] + akg[c]  <=> 2oxoadp[c] + glu_L[c] 
ADPOHc	Lysine metabolism		20	0	Inf	L	NA	[c]	h[c] + nadh[c] + 2oxoadp[c]  <=> nad[c] + adpoh[c] 
CLPNDCPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	40	10	4	L	carnitine shuttle	[c]	crn[c] + clpndcoa[c]  <=> coa[c] + clpndcrn[c] 
CLPNDCPT2	Fatty acid oxidation	1376.1	40	10	4	L	carnitine shuttle	[m]	coa[m] + clpndcrn[m]  <=> crn[m] + clpndcoa[m] 
ELAIDCPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	602.118322455887	65	9.26335880701364	L	carnitine shuttle	[c]	crn[c] + od2coa[c]  <=> coa[c] + elaidcrn[c] 
FAOXC101x	Fatty acid oxidation	1962.1 or 10455.1	30	38	0.789473684210526	H	betaoxidation	[x]	dece3coa[x]  -> dc2coa[x] 
FAOXC164C143m	Fatty acid oxidation	3030.1 and 3032.1	40	20	2	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2hexdtetcoa[m]  -> h[m] + nadh[m] + accoa[m] + 5tedtricoa[m] 
FAOXC164C165m	Fatty acid oxidation	37.1	40	20	2	L	betaoxidation	[m]	fad[m] + 4hexdtetcoa[m]  -> fadh2[m] + hexdpencoa[m] 
FAOXC164m	Fatty acid oxidation	1632.1	40	20	2	L	betaoxidation	[m]	3hexdtetcoa[m]  -> 2hexdtetcoa[m] 
FAOXC165C164m	Fatty acid oxidation	1666.1	40	20	2	L	betaoxidation	[m]	h[m] + nadph[m] + hexdpencoa[m]  -> nadp[m] + 3hexdtetcoa[m] 
FAOXC184C164m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	40	20	2	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + strdnccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + 4hexdtetcoa[m] 
HMR_0366	Fatty acid oxidation	11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1	40	10	4	L	NA	[c]	h2o[c] + clpndcoa[c]  -> h[c] + coa[c] + clpnd[c] 
HMR_2611	Fatty acid oxidation	1374.1 or 126129.1 or 1375.1	165	95	1.73684210526316	L	NA	[c]	2 h[c] + crn[c] + M00129[c]  <=> coa[c] + ttdcrn[c] 
HMR_3322	Fatty acid oxidation	1666.1 or 26063.1	30	38	0.789473684210526	H	NA	[x]	h[x] + nadh[x] + dec24dicoa[x]  -> nad[x] + dece3coa[x] 
HMR_3429	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	40	10	4	L	NA	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 5 fad[m] + clpndcoa[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 5 fadh2[m] 
HMR_9719	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	40	20	2	L	NA	[m]	8 h2o[m] + 8 nad[m] + 8 coa[m] + 4 fad[m] + strdnccoa[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 4 fadh2[m] 
ILETA	Valine, leucine, and isoleucine metabolism	586.1	20	1000	0.02	H	isoleucine metabolism	[c]	akg[c] + ile_L[c]  <=> glu_L[c] + 3mop[c] 
ILETAm	Valine, leucine, and isoleucine metabolism	587.1	20	1020	0.0196078431372549	H	isoleucine metabolism	[m]	akg[m] + ile_L[m]  <=> glu_L[m] + 3mop[m] 
RE1518X	Fatty acid oxidation	51.1 or 8310.1	30	38	0.789473684210526	H	betaoxidation	[x]	fad[x] + CE0785[x]  -> fadh2[x] + CE2432[x] 
RE1520X	Fatty acid oxidation	1962.1	30	38	0.789473684210526	H	betaoxidation	[x]	h2o[x] + C05279[x]  <=> CE2420[x] 
RE1521X	Fatty acid oxidation	1962.1	30	38	0.789473684210526	H	betaoxidation	[x]	h2o[x] + CE2432[x]  <=> CE2417[x] 
RE1522X	Fatty acid oxidation	1962.1	30	38	0.789473684210526	H	betaoxidation	[x]	h2o[x] + CE2433[x]  <=> CE2418[x] 
RE1525X	Fatty acid oxidation	3295.1 or 1962.1	30	38	0.789473684210526	H	betaoxidation	[x]	nad[x] + CE2418[x]  <=> h[x] + nadh[x] + CE2422[x] 
RE1526X	Fatty acid oxidation	3295.1 or 1962.1	30	38	0.789473684210526	H	betaoxidation	[x]	nad[x] + CE2417[x]  <=> h[x] + nadh[x] + CE2424[x] 
RE1527X	Fatty acid oxidation	3295.1 or 1962.1	30	38	0.789473684210526	H	betaoxidation	[x]	nad[x] + CE2420[x]  <=> h[x] + nadh[x] + CE0693[x] 
RE1532X	Fatty acid oxidation	30.1	30	38	0.789473684210526	H	betaoxidation	[x]	coa[x] + CE2422[x]  <=> accoa[x] + CE0785[x] 
RE1533X	Fatty acid oxidation	30.1	30	38	0.789473684210526	H	betaoxidation	[x]	coa[x] + CE2424[x]  <=> accoa[x] + C05280[x] 
RE1534X	Fatty acid oxidation	30.1	30	38	0.789473684210526	H	betaoxidation	[x]	coa[x] + CE0693[x]  <=> accoa[x] + dece4coa[x] 
RE1573X	Fatty acid oxidation	10455.1 or 1962.1	30	38	0.789473684210526	H	betaoxidation	[x]	C05280[x]  <=> C05279[x] 
RE3119C	Fatty acid oxidation		40	10	4	L	fatty acid synthesis & elongation	[c]	h[c] + nadph[c] + CE4821[c]  <=> nadp[c] + clpndcoa[c] 
RE3120C	Fatty acid oxidation	6785.1 or 79071.1 or 60481.1 or 54898.1 	40	10	4	L	fatty acid synthesis & elongation	[c]	h[c] + tmndnccoa[c] + malcoa[c]  -> co2[c] + coa[c] + CE4819[c] 
RE3121C	Fatty acid oxidation		40	10	4	L	fatty acid synthesis & elongation	[c]	h[c] + nadph[c] + CE4819[c]  <=> nadp[c] + CE4817[c] 
RE3122C	Fatty acid oxidation		40	10	4	L	fatty acid synthesis & elongation	[c]	CE4817[c]  <=> h2o[c] + CE4821[c] 
r0246	Miscellaneous	231.1 or 10327.1	0	141.061759729273	0	H	gluconeogenesis, mitochondria	[m]	nadp[m] + glyc[m]  -> h[m] + nadph[m] + glyald[m] 
r0340	Miscellaneous	132158.1	0	141.061759729273	0	H	NA	[m]	atp[m] + glyc_R[m]  -> h[m] + adp[m] + 3pg[m] 
r0393	Miscellaneous	224.1 or 217.1 or 219.1 or 223.1 or 501.1	0	141.061759729273	0	H	NA	[m]	h2o[m] + nad[m] + glyald[m]  -> 2 h[m] + nadh[m] + glyc_R[m] 
r0451	Miscellaneous	4967.1	20	0	Inf	L	lysine metabolism	[m]	h[m] + 2oxoadp[m] + lpam[m]  -> co2[m] + HC01712[m] 
r0557	Miscellaneous	1743.1	20	0	Inf	L	NA	[m]	coa[m] + HC01712[m]  -> glutcoa[m] + dhlam[m] 
r0594	Lysine metabolism	501.1	20	0	Inf	L	lysine metabolism	[c]	h2o[c] + nad[c] + L2aadp6sa[c]  -> 2 h[c] + L2aadp[c] + nadh[c] 
r0595	Methionine and cysteine metabolism	4357.1 or 7263.1	20	35	0.571428571428571	H	NA	[c]	h[c] + so3[c] + mercppyr[c]  -> pyr[c] + HC01501[c] 
r0627	Miscellaneous	2717.1	0	76.4463756817652	0	H	NA	[e]	h2o[e] + HC01444[e]  <=> gal[e] + glyc[e] 
r0638	Fatty acid oxidation	55825.1 or 51102.1 	645.806671501088	1089.27834179357	0.592875711122396	H	fatty acid synthesis & elongation	[m]	nadp[m] + ddcacoa[m]  <=> h[m] + nadph[m] + dd2coa[m] 
r0660	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	645.806671501088	1089.27834179357	0.592875711122396	H	betaoxidation	[m]	3hddcoa[m]  <=> h2o[m] + dd2coa[m] 
r0795	Miscellaneous		20	35	0.571428571428571	H	NA	[c]	h2o[c] + HC01501[c]  -> 2 h[c] + so4[c] + HC00250[c] 
