name	Mouse_Array_Rxns_Index	Mouse_Array_Rxns_Secondary	Rat_Array_Rxns_Index	Rat_Array_Rxns_Secondary	Rat_Seq_Rxns_Index	Rat_Seq_Rxns_Secondary
'HMR_0385'	0	0	1	0	0	0
'HMR_0389'	0	0	1	0	0	0
'HMR_0390'	0	0	0	1	0	0
'HMR_0393'	0	0	1	0	0	0
'HMR_0414'	0	0	0	1	0	0
'HMR_0429'	0	0	1	0	0	0
'HMR_0433'	0	0	1	0	0	0
'HMR_0437'	0	0	1	0	0	0
'HMR_0438'	0	0	0	1	0	0
'HMR_0482'	0	0	0	0	0	1
'HMR_0672'	0	0	1	0	0	0
'HMR_0753_b'	0	0	1	0	0	0
'HMR_0753_f'	0	0	1	0	0	0
'HMR_0765'	0	0	1	0	1	0
'HMR_0815'	0	0	1	0	0	0
'HMR_0819'	0	0	0	1	0	0
'HMR_0821'	0	0	0	1	0	0
'HMR_0824'	0	0	0	1	0	0
'HMR_0827'	0	0	1	0	0	0
'HMR_0828'	0	0	0	1	0	0
'HMR_0831'	0	0	0	1	0	0
'HMR_0835'	0	0	0	1	0	0
'HMR_0836'	0	0	0	1	0	0
'HMR_0841'	0	0	0	1	0	0
'HMR_0842'	0	0	1	0	0	0
'HMR_0843'	0	0	1	0	0	0
'HMR_0942'	0	0	1	0	0	1
'HMR_0946'	0	0	1	0	0	1
'HMR_0950'	0	0	1	0	0	1
'HMR_0954'	0	0	1	0	0	1
'HMR_0960'	0	0	0	0	1	0
'HMR_0962'	0	0	0	0	0	1
'HMR_0963'	0	0	0	0	1	0
'HMR_0979'	0	0	0	0	0	1
'HMR_0980'	0	0	0	0	0	1
'HMR_0981'	0	0	0	0	0	1
'HMR_1127'	0	0	0	0	0	1
'HMR_1243'	0	0	0	0	0	1
'HMR_1284'	0	0	0	0	0	1
'HMR_1305'	0	0	0	0	1	0
'HMR_1307'	0	0	0	0	1	0
'HMR_1332'	0	0	0	1	0	0
'HMR_1390'	0	0	0	1	1	0
'HMR_1392_b'	0	0	0	0	1	0
'HMR_1392_f'	0	0	0	0	1	0
'HMR_1392'	0	0	0	1	0	0
'HMR_1465'	0	0	0	1	0	1
'HMR_1467'	0	0	0	1	0	1
'HMR_1470'	0	0	0	1	0	1
'HMR_1473'	0	0	0	1	0	1
'HMR_1484'	0	0	0	1	0	1
'HMR_1490'	0	0	0	1	0	1
'HMR_1493'	0	0	0	1	0	1
'HMR_1494'	0	0	0	1	0	1
'HMR_1495'	0	0	0	1	0	1
'HMR_1496'	0	0	0	1	0	1
'HMR_1500'	0	0	0	1	0	1
'HMR_1502'	0	0	0	1	0	1
'HMR_1503'	0	0	0	1	0	1
'HMR_1504'	0	0	0	1	0	1
'HMR_1505'	0	0	0	1	0	1
'HMR_1509'	0	0	0	1	0	1
'HMR_1512'	0	0	0	1	0	1
'HMR_1516'	0	0	0	1	0	1
'HMR_1526'	0	0	0	1	0	1
'HMR_1536'	0	0	0	1	0	1
'HMR_1538'	0	0	0	1	0	1
'HMR_1539'	0	0	0	1	0	1
'HMR_1540'	0	0	0	1	0	1
'HMR_1543'	0	0	0	1	0	1
'HMR_1544'	0	0	0	1	0	1
'HMR_1545'	0	0	0	1	0	1
'HMR_1546'	0	0	0	1	0	1
'HMR_1547'	0	0	0	1	0	1
'HMR_1548'	0	0	0	1	0	1
'HMR_1549'	0	0	0	1	0	1
'HMR_1550'	0	0	0	1	0	1
'HMR_1551'	0	0	0	1	0	1
'HMR_1552'	0	0	0	1	0	1
'HMR_1620_b'	0	0	1	0	0	0
'HMR_1620_f'	0	0	1	0	0	0
'HMR_1623'	0	0	0	1	0	0
'HMR_1627'	0	0	1	0	0	0
'HMR_1665'	0	0	1	0	0	0
'HMR_1666'	0	0	1	0	0	0
'HMR_1706'	0	0	0	1	0	1
'HMR_1754'	0	0	1	0	0	0
'HMR_1756'	0	0	1	0	0	0
'HMR_1807'	0	0	0	1	0	1
'HMR_2029'	0	0	1	0	0	0
'HMR_2218'	0	0	1	0	0	0
'HMR_2259'	0	0	0	1	0	0
'HMR_2260'	0	0	0	1	0	0
'HMR_2261'	0	0	1	0	0	0
'HMR_2262'	0	0	0	1	0	0
'HMR_2263'	0	0	0	1	0	0
'HMR_2264'	0	0	0	1	0	0
'HMR_2265'	0	0	1	0	0	0
'HMR_2266'	0	0	0	1	0	0
'HMR_2269'	0	0	1	0	0	0
'HMR_2281'	0	0	0	1	0	1
'HMR_2282'	0	0	0	1	0	1
'HMR_2284'	0	0	0	1	0	1
'HMR_2286'	0	0	0	1	0	1
'HMR_2287'	0	0	0	1	0	1
'HMR_2288'	0	0	0	1	0	1
'HMR_2289'	0	0	0	1	0	1
'HMR_2293'	0	0	0	1	0	0
'HMR_2294'	0	0	0	1	0	0
'HMR_2295'	0	0	0	1	0	1
'HMR_2336'	0	0	1	0	0	0
'HMR_2342'	0	0	0	1	0	0
'HMR_2343'	0	0	0	1	0	0
'HMR_2344'	0	0	1	0	0	0
'HMR_2345'	0	0	0	1	0	0
'HMR_2347'	0	0	0	1	0	0
'HMR_2348'	0	0	0	1	0	0
'HMR_2349'	0	0	1	0	0	0
'HMR_2350'	0	0	0	1	0	0
'HMR_2353'	0	0	0	1	0	0
'HMR_2354'	0	0	0	1	0	0
'HMR_2355'	0	0	1	0	0	0
'HMR_2356'	0	0	0	1	0	0
'HMR_2359'	0	0	0	1	0	1
'HMR_2361'	0	0	0	1	0	0
'HMR_2362'	0	0	0	1	0	0
'HMR_2363'	0	0	1	0	0	0
'HMR_2364'	0	0	0	1	0	0
'HMR_2365'	0	0	0	1	0	1
'HMR_2368'	0	0	0	1	0	0
'HMR_2380'	0	0	0	0	0	1
'HMR_2433'	0	0	0	1	0	0
'HMR_2434'	0	0	0	1	0	0
'HMR_2435'	0	0	1	0	0	0
'HMR_2436'	0	0	0	1	0	0
'HMR_2457'	0	0	1	0	0	1
'HMR_2472'	0	0	0	1	0	0
'HMR_2484'	0	0	0	1	0	0
'HMR_2530'	0	0	0	1	0	0
'HMR_2533'	0	0	0	1	0	0
'HMR_2535'	0	0	1	0	0	0
'HMR_2537'	0	0	0	1	0	0
'HMR_2540'	0	0	0	1	0	0
'HMR_2541'	0	0	0	1	0	0
'HMR_2542'	0	0	1	0	0	0
'HMR_2543'	0	0	0	1	0	0
'HMR_2558'	0	0	0	1	0	0
'HMR_2560'	0	0	0	1	0	0
'HMR_2571'	0	0	0	1	0	0
'HMR_2581'	0	0	0	1	1	0
'HMR_2585'	0	0	0	1	1	0
'HMR_2611'	0	0	0	1	0	0
'HMR_2613'	0	0	0	1	0	0
'HMR_2620'	0	0	0	1	0	0
'HMR_2621'	0	0	0	1	0	0
'HMR_2622'	0	0	0	1	0	0
'HMR_2633'	0	0	0	1	0	0
'HMR_2634'	0	0	0	1	0	0
'HMR_2635'	0	0	0	1	0	0
'HMR_2648'	0	0	0	1	0	1
'HMR_2649'	0	0	0	1	0	1
'HMR_2650'	0	0	0	1	0	1
'HMR_2651'	0	0	0	1	0	1
'HMR_2652'	0	0	0	1	0	1
'HMR_2653'	0	0	0	1	0	1
'HMR_2659'	0	0	0	1	0	0
'HMR_2666'	0	0	0	1	0	0
'HMR_2668'	0	0	0	1	0	0
'HMR_2669'	0	0	0	1	0	0
'HMR_2670'	0	0	0	1	0	0
'HMR_2671'	0	0	0	1	0	0
'HMR_2675'	0	0	0	1	0	0
'HMR_2676'	0	0	0	1	0	0
'HMR_2677'	0	0	0	1	0	0
'HMR_2681'	0	0	0	1	0	0
'HMR_2682'	0	0	0	1	0	0
'HMR_2683'	0	0	0	1	0	0
'HMR_2687'	0	0	0	1	0	0
'HMR_2688'	0	0	0	1	0	0
'HMR_2689'	0	0	0	1	0	0
'HMR_2690'	0	0	0	1	0	0
'HMR_2691'	0	0	0	1	0	0
'HMR_2692'	0	0	0	1	0	0
'HMR_2693'	0	0	0	1	0	1
'HMR_2695'	0	0	0	1	0	1
'HMR_2697'	0	0	0	1	0	1
'HMR_2699'	0	0	0	1	0	0
'HMR_2700'	0	0	0	1	0	0
'HMR_2701'	0	0	0	1	0	0
'HMR_2702'	0	0	0	1	0	0
'HMR_2705'	0	0	0	1	0	0
'HMR_2706'	0	0	0	1	0	0
'HMR_2707'	0	0	0	1	0	0
'HMR_2708'	0	0	0	1	0	0
'HMR_2709'	0	0	0	1	0	0
'HMR_2710'	0	0	0	1	0	0
'HMR_2736'	0	0	0	1	0	0
'HMR_2737'	0	0	0	1	0	0
'HMR_2738'	0	0	0	1	0	0
'HMR_2744'	0	0	0	1	0	0
'HMR_2768'	0	0	0	1	0	0
'HMR_2769'	0	0	0	1	0	0
'HMR_2770'	0	0	0	1	0	0
'HMR_2771'	0	0	0	1	0	0
'HMR_2772'	0	0	0	1	0	0
'HMR_2773'	0	0	0	1	0	0
'HMR_2817'	0	0	0	1	0	0
'HMR_2819'	0	0	0	1	0	0
'HMR_2851'	0	0	0	1	0	0
'HMR_2852'	0	0	0	1	0	0
'HMR_2861'	0	0	0	1	0	0
'HMR_2862'	0	0	0	1	0	0
'HMR_2942'	0	0	1	0	0	0
'HMR_2943'	0	0	1	0	0	0
'HMR_2944'	0	0	1	0	0	0
'HMR_2945'	0	0	1	0	0	0
'HMR_2946'	0	0	1	0	0	0
'HMR_2947'	0	0	1	0	0	0
'HMR_2948'	0	0	1	0	0	0
'HMR_2951'	0	0	1	0	0	0
'HMR_2954'	0	0	1	0	0	0
'HMR_2955'	0	0	1	0	0	0
'HMR_2956'	0	0	1	0	0	0
'HMR_2957'	0	0	1	0	0	0
'HMR_2961'	0	0	1	0	0	0
'HMR_2962'	0	0	1	0	0	0
'HMR_2963'	0	0	1	0	0	0
'HMR_2964'	0	0	1	0	0	0
'HMR_2965'	0	0	1	0	0	0
'HMR_2966'	0	0	1	0	0	0
'HMR_2967'	0	0	1	0	0	0
'HMR_2968'	0	0	1	0	0	0
'HMR_2969'	0	0	1	0	0	0
'HMR_2970'	0	0	1	0	0	0
'HMR_2971'	0	0	1	0	0	0
'HMR_2972'	0	0	1	0	0	0
'HMR_2973'	0	0	1	0	0	0
'HMR_2974'	0	0	1	0	0	0
'HMR_2975'	0	0	1	0	0	0
'HMR_2976'	0	0	1	0	0	0
'HMR_2977'	0	0	1	0	0	0
'HMR_2978'	0	0	1	0	0	0
'HMR_2979'	0	0	1	0	0	0
'HMR_2980'	0	0	1	0	0	0
'HMR_2982'	0	0	1	0	0	0
'HMR_2983'	0	0	1	0	0	0
'HMR_2985'	0	0	1	0	0	0
'HMR_2986'	0	0	1	0	0	0
'HMR_2988'	0	0	1	0	0	0
'HMR_2989'	0	0	1	0	0	0
'HMR_2990'	0	0	1	0	0	0
'HMR_2994'	0	0	1	0	0	0
'HMR_2998'	0	0	1	0	0	0
'HMR_2999'	0	0	1	0	0	0
'HMR_3001'	0	0	1	0	0	0
'HMR_3002'	0	0	1	0	0	0
'HMR_3003'	0	0	1	0	0	0
'HMR_3023'	0	0	1	0	0	0
'HMR_3070'	0	0	0	0	0	1
'HMR_3071'	0	0	0	0	0	1
'HMR_3072'	0	0	0	0	0	1
'HMR_3073'	0	0	0	0	0	1
'HMR_3074'	0	0	0	1	0	0
'HMR_3075'	0	0	0	1	0	0
'HMR_3076'	0	0	0	1	0	0
'HMR_3094'	0	0	0	1	0	1
'HMR_3095'	0	0	0	1	0	1
'HMR_3096'	0	0	0	1	0	1
'HMR_3097'	0	0	0	1	0	1
'HMR_3098'	0	0	0	1	0	1
'HMR_3099'	0	0	0	1	0	1
'HMR_3100'	0	0	0	1	0	1
'HMR_3101'	0	0	0	1	0	1
'HMR_3102'	0	0	0	1	0	1
'HMR_3107'	0	0	1	0	0	0
'HMR_3111'	0	0	1	0	0	0
'HMR_3115'	0	0	1	0	0	0
'HMR_3116'	0	0	0	1	0	0
'HMR_3117'	0	0	0	1	0	0
'HMR_3118'	0	0	0	1	0	0
'HMR_3121'	0	0	1	0	0	0
'HMR_3128'	0	0	1	0	0	0
'HMR_3135'	0	0	1	0	0	0
'HMR_3142'	0	0	1	0	0	0
'HMR_3149'	0	0	1	0	0	0
'HMR_3170'	0	0	1	0	0	0
'HMR_3171'	0	0	0	1	0	0
'HMR_3172'	0	0	0	1	0	0
'HMR_3173'	0	0	0	1	0	0
'HMR_3174'	0	0	1	0	0	0
'HMR_3175'	0	0	0	1	0	0
'HMR_3176'	0	0	0	1	0	0
'HMR_3177'	0	0	0	1	0	0
'HMR_3178'	0	0	1	0	0	0
'HMR_3179'	0	0	0	1	0	0
'HMR_3180'	0	0	0	1	0	0
'HMR_3181'	0	0	0	1	0	0
'HMR_3182'	0	0	1	0	0	0
'HMR_3183'	0	0	0	1	0	0
'HMR_3184'	0	0	0	1	0	0
'HMR_3185'	0	0	0	1	0	0
'HMR_3186'	0	0	1	0	0	0
'HMR_3187'	0	0	0	1	0	0
'HMR_3188'	0	0	0	1	0	0
'HMR_3189'	0	0	0	1	0	0
'HMR_3190'	0	0	1	0	0	0
'HMR_3191'	0	0	0	1	0	0
'HMR_3192'	0	0	0	1	0	0
'HMR_3193'	0	0	0	1	0	0
'HMR_3194'	0	0	1	0	0	0
'HMR_3195'	0	0	0	1	0	0
'HMR_3196'	0	0	0	1	0	0
'HMR_3197'	0	0	0	1	0	0
'HMR_3198'	0	0	1	0	0	0
'HMR_3199'	0	0	0	1	0	0
'HMR_3200'	0	0	0	1	0	0
'HMR_3201'	0	0	0	1	0	0
'HMR_3202'	0	0	0	1	1	0
'HMR_3203'	0	0	0	1	0	0
'HMR_3204'	0	0	0	1	0	0
'HMR_3205'	0	0	0	1	0	0
'HMR_3218'	0	0	1	0	0	0
'HMR_3219'	0	0	0	1	0	0
'HMR_3220'	0	0	0	1	0	0
'HMR_3221'	0	0	0	1	0	0
'HMR_3222'	0	0	1	0	0	0
'HMR_3223'	0	0	0	1	0	0
'HMR_3224'	0	0	0	1	0	0
'HMR_3225'	0	0	0	1	0	0
'HMR_3229'	0	0	0	1	0	0
'HMR_3230'	0	0	1	0	0	0
'HMR_3231'	0	0	0	1	0	0
'HMR_3232'	0	0	0	1	0	0
'HMR_3233'	0	0	0	1	0	0
'HMR_3234'	0	0	1	0	0	0
'HMR_3235'	0	0	0	1	0	0
'HMR_3236'	0	0	0	1	0	0
'HMR_3237'	0	0	0	1	0	0
'HMR_3240'	0	0	1	0	0	0
'HMR_3241'	0	0	0	1	0	0
'HMR_3242'	0	0	0	1	0	0
'HMR_3243'	0	0	0	1	0	0
'HMR_3244'	0	0	1	0	0	0
'HMR_3245'	0	0	0	1	0	0
'HMR_3246'	0	0	0	1	0	0
'HMR_3247'	0	0	0	1	0	0
'HMR_3296'	0	0	0	1	0	0
'HMR_3321'	0	0	0	1	0	1
'HMR_3322'	0	0	0	1	0	1
'HMR_3396'	0	0	0	1	0	1
'HMR_3397'	0	0	0	1	0	1
'HMR_3398'	0	0	1	0	0	0
'HMR_3406'	0	0	1	0	0	0
'HMR_3407'	0	0	1	0	0	0
'HMR_3408'	0	0	1	0	0	0
'HMR_3409'	0	0	1	0	0	0
'HMR_3411'	0	0	1	0	0	0
'HMR_3413'	0	0	1	0	0	0
'HMR_3414'	0	0	1	0	0	1
'HMR_3416'	0	0	1	0	0	0
'HMR_3421'	0	0	1	0	0	1
'HMR_3422'	0	0	1	0	0	0
'HMR_3423'	0	0	1	0	0	0
'HMR_3424'	0	0	1	0	0	0
'HMR_3425'	0	0	1	0	0	0
'HMR_3426'	0	0	1	0	0	0
'HMR_3427'	0	0	1	0	0	0
'HMR_3428'	0	0	1	0	0	0
'HMR_3429'	0	0	1	0	0	0
'HMR_3431'	0	0	1	0	0	0
'HMR_3432'	0	0	1	0	0	0
'HMR_3433'	0	0	1	0	0	0
'HMR_3446'	0	0	0	1	0	1
'HMR_3447'	0	0	0	1	0	1
'HMR_3448'	0	0	1	0	0	0
'HMR_3452'	0	0	1	0	0	1
'HMR_3453'	0	0	0	1	0	1
'HMR_3454'	0	0	0	1	0	1
'HMR_3455'	0	0	0	1	0	1
'HMR_3456'	0	0	1	0	0	1
'HMR_3457'	0	0	0	1	0	1
'HMR_3522'	0	0	1	0	0	0
'HMR_3633'	0	0	0	1	0	0
'HMR_3660'	0	0	0	1	0	0
'HMR_3692'	0	0	0	1	0	0
'HMR_3719'	0	0	0	1	0	0
'HMR_3915'	0	0	0	1	0	0
'HMR_3953'	0	0	0	1	0	0
'HMR_4079'	0	0	0	0	1	0
'HMR_4630'	0	0	0	0	0	1
'HMR_4783'	0	0	0	1	0	1
'HMR_5420'	0	0	0	0	0	1
'HMR_6515'	0	0	0	0	0	1
'HMR_6534'	0	0	1	0	1	0
'HMR_6564'	0	0	0	1	0	0
'HMR_6790'	0	0	1	0	0	0
'HMR_6826'	0	0	0	1	0	0
'HMR_6834'	0	0	0	1	0	0
'HMR_6854'	0	0	0	1	0	1
'HMR_7703'	0	0	0	0	0	1
'HMR_7758'	0	0	0	1	0	0
'HMR_8505'	0	0	0	0	0	1
'HMR_8510'	0	0	0	1	0	0
'HMR_8776'	0	0	0	0	0	1
'HMR_9590'	0	0	1	0	0	0
'HMR_9620'	0	0	0	0	1	0
'HMR_9627'	0	0	0	1	0	0
'HMR_9640'	0	0	0	1	0	0
'HMR_9674'	0	0	0	1	0	0
'HMR_9719'	0	0	1	0	0	0
'HMR_9797'	0	0	0	1	0	0
'HMR_9803'	0	0	0	1	0	0
'HMR_9804_b'	0	0	1	0	0	0
'HMR_9804_f'	0	0	1	0	0	0
'HOXG'	0	0	1	0	0	1
'HPDCAt'	0	0	0	1	0	0
'HPDECECOAm'	0	0	0	1	0	0
'HPDECEm'	0	0	0	1	0	0
'HPDECEte'	0	0	0	1	0	0
'HPDECEtm'	0	0	0	1	0	0
'HPYRDCm'	0	0	0	0	0	1
'HSD17B42x'	0	0	0	1	0	1
'HSD17B9r'	0	0	0	0	0	1
'HSD3A1r'	0	0	0	1	0	0
'HSD3A2r'	0	0	0	1	0	0
'HSD3B2r'	0	0	0	0	0	1
'Htmi'	0	0	0	0	0	1
'HXAt3'	0	0	0	1	0	0
'HXCOAc'	0	0	0	1	0	0
'HXPRT'	0	0	1	0	0	0
'HYPTROX'	0	0	0	1	0	1
'IPDPtx'	0	0	0	0	0	1
'KCC2t'	0	0	0	0	1	0
'KCCt'	0	0	0	0	1	0
'KHK'	0	0	0	0	0	1
'KSII_CORE2t'	0	0	0	1	0	0
'KSII_CORE2tly'	0	0	0	1	0	0
'KSII_CORE4t'	0	0	0	1	0	0
'KSII_CORE4tly'	0	0	0	1	0	0
'LALDO'	0	0	0	1	0	0
'LCADi_D'	0	0	1	0	0	0
'LCADi'	0	0	1	0	0	0
'LCADim'	0	0	0	0	1	0
'LDH_Lm'	0	0	0	0	0	1
'LEUt4'	1	0	0	0	0	0
'LGNCt_b'	0	0	1	0	0	0
'LGNCt_f'	0	0	1	0	0	0
'LNELDCCPT1'	0	0	0	1	0	0
'LNELDCCPT2'	0	0	0	1	0	0
'LNLCCPT2'	0	0	0	1	0	0
'LNLNCACPT1'	0	0	0	1	0	0
'LNLNCACPT2'	0	0	0	1	0	0
'LNLNCACRNt'	0	0	0	1	0	0
'LNLNCAt'	0	0	0	1	0	0
'LNSTLSr'	0	0	0	0	0	1
'LSTO1r'	0	0	0	0	0	1
'LTHSTRLt'	0	0	0	0	0	1
'LTHSTRLtr'	0	0	0	1	0	1
'LYStiDF'	1	0	0	0	0	0
'MACOXO'	0	0	1	0	0	0
'MALTt1r_b'	0	0	0	0	1	0
'MALTt1r_f'	0	0	0	0	1	0
'MANt1r_b'	0	0	0	0	1	0
'MANt1r_f'	0	0	0	0	1	0
'MANt4'	0	0	0	0	0	1
'MELATNOX'	0	0	1	0	0	1
'METAT'	0	0	0	1	0	0
'METS'	0	0	0	1	0	0
'MEV_Rt'	0	0	0	0	0	1
'MEVK1c'	0	0	0	0	0	1
'MEVK1x'	0	0	0	0	0	1
'MGCHrm'	0	0	0	0	0	1
'MI13456PK'	0	0	0	0	0	1
'MI1345PKc'	0	0	0	0	0	1
'MI1345PP'	0	0	0	1	0	1
'MI134PP'	0	0	0	1	0	1
'MI145PK'	0	0	1	0	0	0
'MI145PP'	0	0	0	1	0	0
'MI14P4P'	0	0	0	1	0	1
'MI14PP'	0	0	0	1	0	1
'MI14Ptn'	0	0	0	1	0	0
'MI1PP'	0	0	0	1	0	1
'MI1PS'	0	0	0	0	0	1
'MI34PP'	0	0	0	1	0	1
'MI3PP'	0	0	0	1	0	1
'MI4PP'	0	0	0	1	0	1
'MMEm'	0	0	0	0	0	1
'MMMm'	0	0	0	0	0	1
'MMSAD1m'	0	0	0	0	0	1
'MMSAD3m'	0	0	0	1	0	0
'N3Tg'	0	0	0	1	0	0
'NABTNO'	0	0	0	0	0	1
'NACHEX23ly'	0	0	0	1	0	0
'NACHEX24ly'	0	0	0	1	0	0
'NACHEX25ly'	0	0	0	1	0	0
'NACHEX26ly'	0	0	0	1	0	0
'NAGA2ly'	0	0	0	1	0	0
'NAGLCAly'	0	0	0	1	0	0
'NAIt'	0	0	0	1	1	0
'NAt_s'	0	0	0	0	1	0
'NAt'	0	0	0	0	1	0
'NAt3_1_b'	0	0	1	0	1	0
'NAt3_1_f'	0	0	1	0	1	0
'NAt5_b'	0	0	1	0	0	0
'NAt5_f'	0	0	1	0	0	0
'NBAHH_ir'	0	0	0	0	0	1
'NCKt_b'	0	0	0	0	1	0
'NCKt_f'	0	0	0	0	1	0
'NDP7g'	0	0	0	1	0	0
'NEU11l'	0	0	0	1	0	0
'NEU24'	0	0	0	1	0	0
'NRVNCABCt'	0	0	1	0	0	0
'NTD7e'	0	0	0	0	0	1
'O2ter'	0	0	0	0	0	1
'O2tm'	0	0	0	0	0	1
'O2tp'	0	0	0	0	0	1
'OCCOAtx'	0	0	0	1	0	1
'OCD11COACPT1'	0	0	0	1	0	0
'OCD11CRNCACT'	0	0	0	1	0	0
'OCD11CRNCPT2'	0	0	0	1	0	0
'OCT11EFATP'	0	0	1	0	0	0
'ORNTArm'	1	0	0	0	0	0
'OROTGLUt_b'	0	0	1	0	0	0
'OROTGLUt_f'	0	0	1	0	0	0
'OROTGLUt'	0	0	0	0	0	1
'OXYPtepv'	0	0	0	1	0	0
'OXYPthc_b'	0	0	1	0	0	0
'OXYPthc_f'	0	0	1	0	0	0
'P4501B1r'	0	0	1	0	0	0
'P45027A12m'	0	0	0	1	0	1
'P45027A13m'	0	0	0	1	0	1
'P45027A15m'	0	0	0	1	0	1
'P45027A16m'	0	0	0	1	0	1
'PAILAR_HSPLA2'	0	0	0	0	1	0
'PAILPALM_HSPLA2'	0	0	0	0	1	0
'PAILPALM_HSSECt'	0	0	0	0	0	1
'PAILR_HSSECt'	0	0	0	0	0	1
'PAPStg'	0	0	0	1	0	1
'PAPtg'	0	0	0	1	0	1
'PCHOL2LINL_HSPLA2'	0	0	0	0	1	0
'PCHOL2OLE_HSPLA2'	0	0	0	0	1	0
'PCHOL2PALM_HSPLA2'	0	0	0	0	1	0
'PCHOL2STE_HSPLA2'	0	0	0	0	1	0
'PCHOLAR_HSPLA2'	0	0	0	0	1	0
'PCHOLDEIC_HSPLA2'	0	0	0	0	1	0
'PCHOLDET_HSPLA2'	0	0	0	0	1	0
'PCHOLDOC_HSPLA2'	0	0	0	0	1	0
'PCHOLHEP_HSPLA2'	0	0	0	0	1	0
'PCHOLLINL_HSPLA2'	0	0	0	0	1	0
'PCHOLMYR_HSPLA2'	0	0	0	0	1	0
'PCHOLN15_HSPLA2'	0	0	0	0	1	0
'PCHOLN183_HSPLA2'	0	0	0	0	1	0
'PCHOLN1836_HSPLA2'	0	0	0	0	1	0
'PCHOLN19_HSPLA2'	0	0	0	0	1	0
'PCHOLN201_HSPLA2'	0	0	0	0	1	0
'PCHOLN203_HSPLA2'	0	0	0	0	1	0
'PCHOLN204_HSPLA2'	0	0	0	0	1	0
'PCHOLN205_HSPLA2'	0	0	0	0	1	0
'PCHOLN224_HSPLA2'	0	0	0	0	1	0
'PCHOLN225_HSPLA2'	0	0	0	0	1	0
'PCHOLN2254_HSPLA2'	0	0	0	0	1	0
'PCHOLN226_HSPLA2'	0	0	0	0	1	0
'PCHOLN24_HSPLA2'	0	0	0	0	1	0
'PCHOLN261_HSPLA2'	0	0	0	0	1	0
'PCHOLN28_HSPLA2'	0	0	0	0	1	0
'PCHOLN281_HSPLA2'	0	0	0	0	1	0
'PCHOLOLE_HSPLA2'	0	0	0	0	1	0
'PCHOLPALM_HSPLA2'	0	0	0	0	1	0
'PCHOLPALME_HSPLA2'	0	0	0	0	1	0
'PCHOLSTE_HSPLA2'	0	0	0	0	1	0
'PDE1'	0	0	0	1	1	0
'PDE4'	0	0	0	0	1	0
'PE203_HSPLA2'	0	0	0	0	1	0
'PE224_HSPLA2'	0	0	0	0	1	0
'PE226_HSPLA2'	0	0	0	0	1	0
'PE2LINL_HSPLA2'	0	0	0	0	1	0
'PEAR_HSPLA2'	0	0	0	0	1	0
'PEDH12_HSPLA2'	0	0	0	0	1	0
'PEDH13_HSPLA2'	0	0	0	0	1	0
'PEDH14_HSPLA2'	0	0	0	0	1	0
'PEDH15_HSPLA2'	0	0	0	0	1	0
'PEDH161_HSPLA2'	0	0	0	0	1	0
'PEDH17_HSPLA2'	0	0	0	0	1	0
'PEDH203_HSPLA2'	0	0	0	0	1	0
'PELINL_HSPLA2'	0	0	0	0	1	0
'PEOLE_HSPLA2'	0	0	0	0	1	0
'PEPALM_HSPLA2'	0	0	0	0	1	0
'PFK'	0	0	0	0	1	0
'PGLer'	0	0	1	0	0	0
'PGS'	0	0	0	0	1	0
'PGSr'	0	0	0	0	1	0
'PHEMEtm'	0	0	0	0	0	1
'PHEt4'	1	0	0	0	0	0
'PI3P4K'	0	0	1	0	0	0
'PI45PLC'	1	0	0	1	1	0
'PI4PLC'	1	0	0	1	1	0
'PI4PLCn'	0	0	0	1	1	0
'PI5P3K'	0	0	1	0	0	0
'PI5P4K'	0	0	1	0	0	0
'PIK3'	0	0	1	0	0	0
'PIK4'	0	0	1	0	0	0
'PIPLC'	1	0	0	1	1	0
'PLA2_2'	0	0	0	0	1	0
'PLA2_2e'	0	0	0	0	1	0
'PMEVKc'	0	0	0	0	0	1
'PMEVKx'	0	0	0	0	0	1
'PMTCOAFABP1tc'	0	0	0	1	0	0
'PPIOGLYc'	0	0	0	0	0	1
'PPIOGLYte'	0	0	0	0	0	1
'PPIOGLYtm'	0	0	0	0	0	1
'PPPG9tm'	0	0	0	0	0	1
'PPPGOm'	0	0	0	0	0	1
'PRAGSr'	0	0	0	1	0	0
'PRASCS'	0	0	0	1	0	0
'PRDX'	0	0	0	1	0	1
'PRFGS'	0	0	0	1	0	0
'PROSTGE2t_b'	0	0	1	0	0	0
'PROSTGE2t_f'	0	0	1	0	0	0
'PROSTGE2t2'	0	0	0	1	0	0
'PTDCACRNCPT1'	0	0	0	1	0	0
'PTDCACRNCPT2'	0	0	0	1	0	0
'PTRCAT1'	0	0	0	0	0	1
'PTVSTtep'	0	0	0	1	0	0
'PTVSTtu_b'	0	0	1	0	0	0
'PTVSTtu_f'	0	0	1	0	0	0
'r0021'	0	0	1	0	0	0
'r0022'	0	0	1	0	0	1
'r0023'	1	0	0	0	0	1
'r0283'	0	0	0	0	1	0
'r0308'	0	0	0	1	0	1
'r0309'	0	0	1	0	0	0
'r0310'	0	0	1	0	0	0
'r0311'	0	0	1	0	0	0
'r0339'	0	0	0	0	0	1
'r0365'	0	0	0	1	0	0
'r0381'	0	0	0	1	0	1
'r0391'	0	0	0	0	1	0
'r0392'	0	0	0	0	1	0
'r0393'	0	0	0	0	1	0
'r0408'	0	0	0	0	1	0
'r0409'	0	0	0	0	1	0
'r0431'	0	0	0	1	0	0
