rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
FAOXC12DCx	Fatty acid oxidation	54677.1	0	258.333333333333	0	H	carnitine shuttle	[x]	crn[x] + c12dccoa[x]  <=> coa[x] + c12dc[x] 
FAOXC164C143m	Fatty acid oxidation	3030.1 and 3032.1	40	10	4	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2hexdtetcoa[m]  -> h[m] + nadh[m] + accoa[m] + 5tedtricoa[m] 
FAOXC164C165m	Fatty acid oxidation	37.1	40	10	4	L	betaoxidation	[m]	fad[m] + 4hexdtetcoa[m]  -> fadh2[m] + hexdpencoa[m] 
FAOXC164m	Fatty acid oxidation	1632.1	40	10	4	L	betaoxidation	[m]	3hexdtetcoa[m]  -> 2hexdtetcoa[m] 
FAOXC165C164m	Fatty acid oxidation	1666.1	40	10	4	L	betaoxidation	[m]	h[m] + nadph[m] + hexdpencoa[m]  -> nadp[m] + 3hexdtetcoa[m] 
FAOXC184C164m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	40	10	4	L	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + strdnccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + 4hexdtetcoa[m] 
FVStep	Drug metabolism		2000	0	Inf	L	NA	intercompartmental	fvs[c]  <=> fvs[e] 
GGTe_1	Tyrosine metabolism	2687.1	0	20	0	H	NA	[e]	h2o[e] + CE5026[e]  <=> glu_L[e] + 5cysgly34dhphe[e] 
HMR_1315	Eicosanoid metabolism		1020	0	Inf	L	NA	[r]	h2o[r] + txa2[r]  <=> HC02180[r] 
HMR_1316	Transport, endoplasmic reticular		1020	0	Inf	L	NA	intercompartmental	HC02180[c]  <=> HC02180[r] 
HMR_1629	Transport, peroxisomal	1582.1	10	20	0.5	H	NA	intercompartmental	cholcoar[c]  <=> cholcoar[x] 
HMR_1981	Steroid metabolism	1586.1	10	18.75	0.533333333333333	H	NA	[c]	o2[c] + h[c] + nadph[c] + prgstrn[c]  -> h2o[c] + nadp[c] + 17ahprgstrn[c] 
HMR_3106	Transport, peroxisomal		2000	1240	1.61290322580645	L	NA	intercompartmental	accoa[c]  <=> accoa[x] 
HMR_3951	Transport, extracellular		2000	20	100	L	NA	intercompartmental	na1[c] + so3[c]  <=> na1[e] + so3[e] 
HMR_9719	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	40	10	4	L	NA	[m]	8 h2o[m] + 8 nad[m] + 8 coa[m] + 4 fad[m] + strdnccoa[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 4 fadh2[m] 
HOMOVALte	Transport, extracellular	9376.1	1010	10	101	L	NA	intercompartmental	homoval[c] + akg[e]  <=> akg[c] + homoval[e] 
LNLNCGCPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	2000	280.142506142506	7.13922363135645	L	carnitine shuttle	[c]	crn[c] + lnlncgcoa[c]  <=> coa[c] + lnlncgcrn[c] 
OCDEAFABP1tc	Transport, endoplasmic reticular	2168.1	1140.92592592593	1629.16666666667	0.700312588803638	H	NA	intercompartmental	2 ocdcea[c]  <=> 2 ocdcea[r] 
PPAn	Miscellaneous		309.122807017543	390.579710144927	0.791446147837125	H	NA	[n]	h2o[n] + ppi[n]  -> h[n] + 2 pi[n] 
PRGSTRNt	Transport, extracellular		10	25	0.4	H	NA	intercompartmental	prgstrn[e]  <=> prgstrn[c] 
PRISTCOAtcx	Transport, peroxisomal	5825.1	0	495.925925925926	0	H	NA	intercompartmental	h2o[c] + atp[c] + pristcoa[c]  -> h[c] + adp[c] + pi[c] + pristcoa[x] 
PTCRTD	Transport, extracellular		300.534351145038	1198.71899641577	0.250712929421867	H	NA	intercompartmental	ptrc[e]  <=> ptrc[c] 
RE1916C	Tyrosine metabolism		0	20	0	H	NA	[c]	gthrd[c] + dopaqn[c]  <=> CE5026[c] 
RE3198C	Tyrosine metabolism		0	40	0	H	NA	[c]	h[c] + nadh[c] + L_dpchrm[c]  <=> nad[c] + 2c23dh56dhoxin[c] 
TXA2tr	Transport, endoplasmic reticular		1000	0	Inf	L	NA	intercompartmental	txa2[c]  <=> txa2[r] 
TYRASE	Tyrosine metabolism	7306.1	0	20	0	H	NA	[c]	56dihindlcrbxlt[c]  -> melanin[c] 
UDCHOLt	Transport, extracellular	(28234.1) or (10599.1) or (123264.1) or (200931.1)	10	1000	0.01	H	NA	intercompartmental	hco3[c] + HC02194[e]  <=> hco3[e] + HC02194[c] 
r0398	Tetrahydrobiopterin metabolism	5860.1	0	20	0	H	NA	[c]	h[c] + nadph[c] + dhbpt[c]  -> nadp[c] + thbpt[c] 
r0636	Fatty acid oxidation	54677.1	1045	130.118174409128	8.03116094077856	L	carnitine shuttle	[m]	coa[m] + c8crn[m]  <=> crn[m] + occoa[m] 
r0942	Transport, extracellular	6535.1	2000	0	Inf	L	NA	intercompartmental	creat[c]  <=> creat[e] 
r1401	Fatty acid oxidation		2000	1000	2	L	carnitine shuttle	intercompartmental	btcoa[m] + crn[c]  <=> crn[m] + btcoa[c] 
r2200	Transport, extracellular	10599.1	2000	0	Inf	L	NA	intercompartmental	hco3[c] + gthrd[c] + HC02180[e]  <=> hco3[e] + gthrd[e] + HC02180[c] 
r2311	Transport, extracellular	6579.1	2000	36.6666666666666	54.5454545454546	L	NA	intercompartmental	hco3[c] + ach[e] + gthrd[c]  <=> hco3[e] + ach[c] + gthrd[e] 
r2434	Transport, mitochondrial	788.1	1045	130.118174409128	8.03116094077856	L	NA	intercompartmental	crn[m] + c8crn[c]  <=> crn[c] + c8crn[m] 
r2511	Transport, endoplasmic reticular		1000	1259.79674796748	0.793778839017779	H	NA	intercompartmental	crn[r] + lnlc[c]  <=> crn[c] + lnlc[r] 
r2537	Transport, endoplasmic reticular		2000	40	50	L	NA	intercompartmental	lnlncgcoa[c]  <=> lnlncgcoa[r] 
sink_17ahprgstrn[c]	Sink		20	28.75	0.695652173913043	H	NA	[c]	17ahprgstrn[c]  <=> 
C160CPT2	Fatty acid oxidation	1376.1 or 1374.1	80	106.5	0.751173708920188	H	carnitine shuttle	[m]	coa[m] + pmtcrn[m]  <=> crn[m] + pmtcoa[m] 
EX_adrn[e]	Exchange/demand reaction		0	37.5	0	H	NA	[e]	adrn[e]  -> 
FAOXC18480m	Fatty acid oxidation	34.1 or 35.1	40	10	4	L	betaoxidation	[m]	5 h2o[m] + 5 nad[m] + 5 coa[m] + fad[m] + strdnccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + fadh2[m] + occoa[m] 
GLDBRAN	Starch and sucrose metabolism	178.4 or 178.5 or 178.1 or 178.3 or 178.2 or 178.6	1000	27.1929824561404	36.7741935483871	L	glycogen metabolism	[c]	h2o[c] + dxtrn[c]  -> glc_D[c] + glygn3[c] 
HMR_6617	Transport, nuclear		2000	258.333333333334	7.74193548387096	L	NA	intercompartmental	trdrd[c]  <=> trdrd[n] 
HMR_6619	Transport, nuclear		2000	258.333333333334	7.74193548387096	L	NA	intercompartmental	trdox[c]  <=> trdox[n] 
HMR_9640	Transport, extracellular		140.925925925926	0	Inf	L	NA	intercompartmental	galgluside_hs[c]  <=> galgluside_hs[e] 
NMNATr	NAD metabolism	349565.1 or 23057.1 or 23057.2	1261.85185185185	20	63.0925925925926	L	NA	[c]	h[c] + atp[c] + nmn[c]  <=> nad[c] + ppi[c] 
PHETA1	Phenylalanine metabolism	2805.1	1020	450.608108108108	2.26360773729195	L	phenylalanine metabolism	[c]	akg[c] + phe_L[c]  <=> glu_L[c] + phpyr[c] 
PHETA1m	Phenylalanine metabolism	6898.1 or 2806.1	1000	443.421052631579	2.25519287833828	L	phenylalanine metabolism	[m]	akg[m] + phe_L[m]  <=> glu_L[m] + phpyr[m] 
PHPYRtm	Transport, mitochondrial	51660.1 and 25874.1	1000	443.421052631579	2.25519287833828	L	NA	intercompartmental	h[m] + phpyr[m]  <=> h[c] + phpyr[c] 
PPA	Oxidative phosphorylation	5464.1 or 64077.1	309.122807017544	390.579710144927	0.791446147837126	H	NA	[c]	h2o[c] + ppi[c]  -> h[c] + 2 pi[c] 
RE0456N	Pyrimidine synthesis	50484.1	2000	258.333333333334	7.74193548387096	L	pyrimidine synthesis/ de novo	[n]	utp[n] + trdrd[n]  <=> h2o[n] + dutp[n] + trdox[n] 
UTPtn	Transport, nuclear		2000	258.333333333334	7.74193548387095	L	NA	intercompartmental	utp[c]  <=> utp[n] 
r1459	Transport, nuclear		1309.12280701754	648.913043478261	2.01740868083106	L	NA	intercompartmental	ppi[c]  <=> ppi[n] 
r2508	Transport, endoplasmic reticular		1010	2000	0.505	H	NA	intercompartmental	crn[r] + hdca[c]  <=> crn[c] + hdca[r] 
