rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
HMR_3427	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	0	35	0	H	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 5 fad[m] + eicostetcoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] 
HMR_3864	Transport, mitochondrial	10165.1 or 8604.1	846.346153846154	499.760129256774	1.69350475217943	L	NA	intercompartmental	h[c] + glu_L[c] + 3sala[m]  -> h[m] + glu_L[m] + 3sala[c] 
HMR_7198	Transport, lysosomal		10	0	Inf	L	NA	intercompartmental	Ser_Gly_Ala_X_Gly[l]  <=> Ser_Gly_Ala_X_Gly[r] 
HMR_9642	Transport, extracellular		0	10	0	H	NA	intercompartmental	adprbp[c]  <=> adprbp[e] 
MDHm	Citric acid cycle	4191.1 or 4190.1	2000	876.868630118083	2.2808433684424	L	TCA cycle, mitochondria	[m]	nad[m] + mal_L[m]  <=> h[m] + nadh[m] + oaa[m] 
MLTHFtm	Transport, mitochondrial		2000	1201.87739463602	1.66406324715483	L	NA	intercompartmental	mlthf[c]  <=> mlthf[m] 
MMALtm	Transport, mitochondrial		846.346153846154	499.760129256773	1.69350475217944	L	NA	intercompartmental	HC00900[m]  <=> HC00900[c] 
MTHFC	Folate metabolism	4522.1 or 100287639.1 or 441024.1	2000	221.309523809524	9.03711672942442	L	one carbon metabolism, cytosol	[c]	h2o[c] + methf[c]  <=> 10fthf[c] + h[c] 
MTHFCm	Folate metabolism	25902.1 or 10797.1	2000	5	400	L	NA	[m]	h2o[m] + methf[m]  <=> 10fthf[m] + h[m] 
NMNS	NAD metabolism	10135.1	10	20	0.5	H	NA	[c]	h[c] + prpp[c] + ncam[c]  -> ppi[c] + nmn[c] 
PAIL45P_HStn	Transport, nuclear		1527.22222222222	866.666666666666	1.76217948717949	L	NA	intercompartmental	pail45p_hs[c]  <=> pail45p_hs[n] 
PGESr	Eicosanoid metabolism	80142.4 or 80142.2 or 9536.1 or 80142.1 or 9536.2 or 80142.3	1000	2000	0.5	H	prostaglandin synthesis, cytosol	[r]	prostgh2[r]  <=> prostge2[r] 
PI45P5P	Inositol phosphate metabolism	8867.1 or 56623.1 or 4952.1 or 8871.1 or 8867.2 or 4952.2 or 3633.1	1000	433.333333333333	2.30769230769231	L	phospholipid metabolism/inositol, cytosol	[c]	h2o[c] + pail45p_hs[c]  -> pi[c] + pail4p_hs[c] 
PROSTGE2t2r	Transport, endoplasmic reticular		1000	2000	0.5	H	NA	intercompartmental	prostge2[r]  <=> prostge2[c] 
RE0583C	Fatty acid synthesis		456.583732057416	195.75	2.33248394409919	L	fatty acid synthesis & elongation	[c]	h[c] + nadph[c] + od2coa[c]  <=> nadp[c] + stcoa[c] 
RE2799C	Eicosanoid metabolism		2000	1028.33333333333	1.94489465153971	L	prostaglandin synthesis, cytosol	[c]	nadp[c] + prostgf2[c]  <=> h[c] + nadph[c] + prostgh2[c] 
RE3597C	Eicosanoid metabolism	874.1 or 873.1	2000	10	200	L	NA	[c]	h[c] + nadph[c] + leuktrB4wcooh[c]  <=> nadp[c] + CE5947[c] 
r0630	Bile acid synthesis	570.1	1020	30	34	L	NA	[c]	taur[c] + cholcoa[c]  <=> coa[c] + tchola[c] 
r0642	Miscellaneous	224.1 or 217.1 or 219.1 or 223.1 or 501.1	846.346153846154	499.760129256774	1.69350475217943	L	valine metabolism	[c]	h2o[c] + nad[c] + 2mop[c]  <=> 2 h[c] + nadh[c] + HC00900[c] 
r0990	Transport, peroxisomal		1010	10	101	L	NA	intercompartmental	cholcoa[x]  <=> cholcoa[c] 
r2435	Transport, mitochondrial	788.1	2000	85	23.5294117647059	L	NA	intercompartmental	crn[m] + pmtcrn[c]  <=> crn[c] + pmtcrn[m] 
sink_Ser_Gly_Ala_X_Gly[r]	Exchange/demand reaction		10	0	Inf	L	NA	[r]	Ser_Gly_Ala_X_Gly[r]  <=> 
sink_tmndnccoa[c]	Exchange/demand reaction		30	42	0.714285714285714	H	NA	[c]	tmndnccoa[c]  <=> 
2OXOADPt	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	2oxoadp[c] + akg[e]  <=> akg[c] + 2oxoadp[e] 
ACGAMPM	Aminosugar metabolism	5238.1	0	50	0	H	amino sugar metabolism	[c]	acgam6p[c]  <=> acgam1p[c] 
ACNAMlt	Transport, lysosomal	26503.1	0	10	0	H	NA	intercompartmental	h[c] + acnam[c]  <=> h[l] + acnam[l] 
ADPOHc	Lysine metabolism		20	0	Inf	L	NA	[c]	h[c] + nadh[c] + 2oxoadp[c]  <=> nad[c] + adpoh[c] 
ADPOHt	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	adpoh[c]  <=> adpoh[e] 
ASNCYSCYSr	Peptide metabolism		10	20	0.5	H	NA	[c]	2 h2o[c] + asncyscys[c]  <=> asn_L[c] + 2 cys_L[c] 
ASNCYSCYSt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + asncyscys[e]  <=> h[c] + asncyscys[c] 
BTNt2	Transport, extracellular	6566.1	10	1000	0.01	H	NA	intercompartmental	h[e] + btn[e]  <=> h[c] + btn[c] 
CMPACNAtg	Transport, golgi apparatus	10559.1	0	10	0	H	NA	intercompartmental	cmp[g] + cmpacna[c]  <=> cmp[c] + cmpacna[g] 
CYSCYSr	Peptide metabolism		10	20	0.5	H	NA	[c]	h2o[c] + cyscys[c]  <=> 2 cys_L[c] 
CYSCYSt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + cyscys[e]  <=> h[c] + cyscys[c] 
CYSTA	Methionine and cysteine metabolism	2805.1	20	40	0.5	H	NA	[c]	akg[c] + cys_L[c]  <=> glu_L[c] + mercppyr[c] 
DCMPDA	Pyrimidine catabolism	1635.1	1010	1443.33333333333	0.699769053117783	H	NA	[c]	h2o[c] + h[c] + dcmp[c]  <=> nh4[c] + dump[c] 
EX_2oxoadp[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	2oxoadp[e]  -> 
EX_HC00250[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	HC00250[e]  -> 
EX_L2aadp[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	L2aadp[e]  -> 
EX_adpoh[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	adpoh[e]  -> 
EX_asncyscys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	asncyscys[e]  -> 
EX_cys_L[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	cys_L[e]  <=> 
EX_cyscys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	cyscys[e]  -> 
EX_gthrd[e]	Exchange/demand reaction		20	40	0.5	H	NA	[e]	gthrd[e]  -> 
EX_hiscyscys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	hiscyscys[e]  -> 
EX_lpchol_hs[e]	Exchange/demand reaction		20	0	Inf	L	NA	[e]	lpchol_hs[e]  -> 
EX_mercplaccys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	mercplaccys[e]  -> 
EX_sfcys[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	slfcys[e]  -> 
EX_so4[e]	Exchange/demand reaction		29.9999999999999	50	0.599999999999998	H	NA	[e]	so4[e]  <=> 
EX_taur[e]	Exchange/demand reaction		40	60	0.666666666666667	H	NA	[e]	taur[e]  -> 
EX_tsul[e]	Exchange/demand reaction		10	20	0.5	H	NA	[e]	tsul[e]  -> 
GALASE16ly	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	0	10	0	H	NA	[l]	2 h2o[l] + ksii_core2_deg2[l]  -> 2 gal[l] + ksii_core2_deg3[l] 
GALASE17ly	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg5[l]  -> gal[l] + ksii_core2_deg6[l] 
GALASE18ly	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg8[l]  -> gal[l] + ksii_core2_deg9[l] 
GALASE19ly	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	0	10	0	H	NA	[l]	h2o[l] + f1a[l]  -> gal[l] + core6[l] 
GALASE20ly	Keratan sulfate degradation	(5476.1 and 2720.1 and 2588.1 and 4758.1) or (5476.1 and 2720.1)	0	10	0	H	NA	[l]	2 h2o[l] + ksii_core4_deg2[l]  -> 2 gal[l] + ksii_core4_deg3[l] 
GALNTg	O-glycan metabolism	26290.1 or 79695.1 or 2589.1 or 50614.1 or 8693.1 or 55568.2 or 114805.1 or 11226.1 or 117248.1 or 11227.1 or 55568.1 or 2590.1 or 51809.1 or 26290.1 or 79623.1 or 63917.1 or 2591.1	0	10	0	H	amino sugar metabolism	[g]	udpacgal[g] + Ser_Thr[g]  -> h[g] + udp[g] + Tn_antigen[g] 
GALSIDEtl	Transport, lysosomal		10	159.479166666667	0.0627041149575441	H	NA	intercompartmental	galside_hs[c]  <=> galside_hs[l] 
HISCYSCYSr	Peptide metabolism		10	20	0.5	H	NA	[c]	2 h2o[c] + hiscyscys[c]  <=> 2 cys_L[c] + his_L[c] 
HISCYSCYSt	Transport, extracellular	6564.1 or 6565.1	10	20	0.5	H	NA	intercompartmental	h[e] + hiscyscys[e]  <=> h[c] + hiscyscys[c] 
HMR_1317	Eicosanoid metabolism		1000	0	Inf	L	NA	[c]	h[c] + nadh[c] + CE1447[c]  <=> nad[c] + HC02180[c] 
KSII_CORE2tly	Transport, lysosomal		0	10	0	H	NA	intercompartmental	ksii_core2[e]  -> ksii_core2[l] 
KSII_CORE4tly	Transport, lysosomal		0	10	0	H	NA	intercompartmental	ksii_core4[e]  -> ksii_core4[l] 
L2AADPtr	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	L2aadp[e]  <=> L2aadp[c] 
LPCHOLt	Transport, extracellular		20	0	Inf	L	NA	intercompartmental	lpchol_hs[e]  <=> lpchol_hs[c] 
MCLACCYSR	Methionine and cysteine metabolism		10	20	0.5	H	NA	[c]	nad[c] + cys_L[c] + mercplac[c]  -> h[c] + nadh[c] + mercplaccys[c] 
MCLOR	Methionine and cysteine metabolism	92483.1 or (3945.1 and 3939.1) or 55293.1 or 3948.2 or 3948.1 or 3945.1 or 160287.1 or 3939.1	10	20	0.5	H	NA	[c]	nad[c] + mercplac[c]  <=> h[c] + nadh[c] + mercppyr[c] 
MERCPLACCYSt	Transport, extracellular		10	20	0.5	H	NA	intercompartmental	mercplaccys[c]  -> mercplaccys[e] 
MI145PP	Inositol phosphate metabolism	3635.1 or 8867.2 or 3636.1 or 27124.2 or 8867.1 or 27124.1 or 3633.1 or 56623.1 or 3632.1	518.759259259259	154.444444444445	3.35887290167865	L	NA	[c]	h2o[c] + mi145p[c]  -> pi[c] + mi14p[c] 
N3Tg	O-glycan metabolism	56913.1	0	10	0	H	NA	[g]	udpgal[g] + Tn_antigen[g]  -> h[g] + udp[g] + T_antigen[g] 
NACHEX23ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg4[l]  -> acgam[l] + ksii_core2_deg5[l] 
NACHEX24ly	Keratan sulfate degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg7[l]  -> acgam[l] + ksii_core2_deg8[l] 
NACHEX25ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg9[l]  -> acgam[l] + f1a[l] 
NACHEX26ly	Keratan sulfate degradation	(3073.1 and 3074.1) or 3073.1 or 3074.1	0	10	0	H	chondroitin sulphate degradation, lysosome	[l]	2 h2o[l] + ksii_core4_deg4[l]  -> 2 acgam[l] + ksii_core2_deg5[l] 
NAGA2ly	Keratan sulfate degradation	4668.1	0	10	0	H	NA	[l]	h[l] + udp[l] + Tn_antigen[l]  -> Ser_Thr[l] + udpacgal[l] 
NAGLCAly	Keratan sulfate degradation		0	10	0	H	NA	[l]	h2o[l] + core6[l]  -> acgam[l] + Tn_antigen[l] 
NDP7g	Nucleotide interconversion	9583.1	0	159.479166666667	0	H	pyrimidine degradation	[g]	udp[g] + h2o[g]  -> h[g] + pi[g] + ump[g] 
PI45PLC	Inositol phosphate metabolism	23236.2 or 5336.1 or 9651.1 or 113026.1 or 89869.1 or 84812.1 or 5330.1 or 5335.1 or 51196.1 or 5333.1 or 5332.2 or 5331.1 or 5335.2 or 5334.1 or 5332.1 or 257068.1 or 23236.1 or 23007.1	521.203703703704	154.444444444444	3.37470023980815	L	phospholipid metabolism/inositol, cytosol	[c]	h2o[c] + pail45p_hs[c]  -> h[c] + dag_hs[c] + mi145p[c] 
RE3477C1	Eicosanoid metabolism		1000	0	Inf	L	NA	[c]	nad[c] + txb2[c]  -> h[c] + nadh[c] + CE1447[c] 
S6TASE22ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg1[l]  <=> h[l] + so4[l] + ksii_core2_deg2[l] 
S6TASE23ly	Keratan sulfate degradation	2799.1	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg3[l]  <=> h[l] + so4[l] + ksii_core2_deg4[l] 
S6TASE24ly	Keratan sulfate degradation	2799.1	0	10	0	H	NA	[l]	h2o[l] + ksii_core2_deg6[l]  <=> h[l] + so4[l] + ksii_core2_deg7[l] 
S6TASE25ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	10	0	H	chondroitin degradation, lysosome	[l]	h2o[l] + ksii_core4_deg1[l]  <=> h[l] + so4[l] + ksii_core4_deg2[l] 
S6TASE26ly	Keratan sulfate degradation	2799.1	0	10	0	H	chondroitin degradation, lysosome	[l]	h2o[l] + ksii_core4_deg3[l]  <=> h[l] + so4[l] + ksii_core4_deg4[l] 
SFCYSc	Methionine and cysteine metabolism		10	20	0.5	H	NA	[c]	h[c] + so3[c] + cys_L[c]  <=> slfcys[c] 
SFCYSe	Transport, extracellular		10	20	0.5	H	NA	intercompartmental	slfcys[c]  <=> slfcys[e] 
SIAASE3ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	10	0	H	NA	[l]	h2o[l] + ksii_core2[l]  -> acnam[l] + ksii_core2_deg1[l] 
SIAASE4ly	Keratan sulfate degradation	5476.1 and 2720.1 and 2588.1 and 4758.1	0	10	0	H	chondroitin degradation, lysosome	[l]	h2o[l] + ksii_core4[l]  -> acnam[l] + ksii_core4_deg1[l] 
Ser_Thrtg	Transport, golgi apparatus		0	10	0	H	NA	intercompartmental	Ser_Thr[g]  <=> Ser_Thr[l] 
TXB2c	Eicosanoid metabolism		1000	0	Inf	L	lipid metabolism	[c]	h2o[c] + txa2[c]  <=> txb2[c] 
UAGDP	Aminosugar metabolism	6675.1 or 91373.1	0	50	0	H	amino sugar metabolism	[c]	h[c] + acgam1p[c] + utp[c]  -> ppi[c] + uacgam[c] 
UDPACGALtl	Transport, lysosomal		0	10	0	H	NA	intercompartmental	udpacgal[c]  <=> udpacgal[l] 
UDPGALtg	Transport, golgi apparatus	7355.1	0	159.479166666666	0	H	NA	intercompartmental	udpgal[c] + ump[g]  <=> udpgal[g] + ump[c] 
UDPtl	Transport, lysosomal		0	10	0	H	NA	intercompartmental	udp[c]  <=> udp[l] 
UGALNACtg	Transport, golgi apparatus	7355.1	0	10	0	H	NA	intercompartmental	ump[g] + udpacgal[c]  <=> udpacgal[g] + ump[c] 
UGLCNACtg	Transport, golgi apparatus	11046.1	0	50	0	H	NA	intercompartmental	uacgam[c] + ump[g]  <=> uacgam[g] + ump[c] 
r0594	Lysine metabolism	501.1	20	0	Inf	L	lysine metabolism	[c]	h2o[c] + nad[c] + L2aadp6sa[c]  -> 2 h[c] + L2aadp[c] + nadh[c] 
r0940	Transport, extracellular		20	40	0.5	H	NA	intercompartmental	HC00250[c]  <=> HC00250[e] 
r2347	Transport, extracellular	387775.1	2000	0	Inf	L	NA	intercompartmental	HC02180[e]  <=> HC02180[c] 
r2539	Transport, mitochondrial		20	0	Inf	L	NA	intercompartmental	L2aadp[m] + L2aadp6sa[c]  <=> L2aadp[c] + L2aadp6sa[m] 
sink_crvnc[c]	Exchange/demand reaction		20	10	2	L	NA	[c]	crvnc[c]  <=> 
sink_cys_L[c]	Exchange/demand reaction		20	40	0.5	H	NA	[c]	cys_L[c]  <=> 
