rxnList	subSystem	GPR	Fluxspan_a	Fluxspan_b	FluxSpanRatio	Flux	MetabolicUnits	Localization	RxnFormula
FAOXC204C184m	Fatty acid oxidation	37.1 and 3030.1 and 3032.1	0	10	0	H	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + eitetcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + 3octdectecoa[m] 
FAOXC204C205x	Fatty acid oxidation	51.1	0	10	0	H	betaoxidation	[x]	o2[x] + eitetcoa[x]  -> h2o2[x] + eipencoa[x] 
FAOXC205C184x	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	0	10	0	H	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + eipencoa[x]  -> h[x] + nadh[x] + accoa[x] + 3octdectecoa[x] 
FAOXC2251836m	Fatty acid oxidation	34.1 or 35.1	0	10	0	H	betaoxidation	[m]	2 h2o[m] + 2 nad[m] + 2 coa[m] + dcsptn1coa[m]  -> 2 h[m] + 2 nadh[m] + 2 accoa[m] + lnlncgcoa[m] 
FAOXC2252053m	Fatty acid oxidation	35.1 or 34.1	0	10	0	H	betaoxidation	[m]	h2o[m] + o2[m] + nad[m] + coa[m] + dcsptn1coa[m]  -> h[m] + nadh[m] + accoa[m] + h2o2[m] + tmndnccoa[m] 
FAOXC225C204m	Fatty acid oxidation	3030.1 and 3032.1	0	10	0	H	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + 2docopencoa[m]  -> h[m] + nadh[m] + accoa[m] + eitetcoa[m] 
FAOXC225C204x	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	0	10	0	H	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2docopencoa[x]  -> h[x] + nadh[x] + accoa[x] + eitetcoa[x] 
FAOXC225C226m	Fatty acid oxidation	37.1	0	10	0	H	betaoxidation	[m]	fad[m] + dcsptn1coa[m]  -> fadh2[m] + docohexcoa[m] 
FAOXC225C226x	Fatty acid oxidation	51.1	0	10	0	H	betaoxidation	[x]	o2[x] + dcsptn1coa[x]  -> h2o2[x] + docohexcoa[x] 
FAOXC225m	Fatty acid oxidation	1632.1	0	10	0	H	betaoxidation	[m]	3docopencoa[m]  -> 2docopencoa[m] 
FAOXC225x	Fatty acid oxidation	1962.1 or 10455.1	0	10	0	H	betaoxidation	[x]	3docopencoa[x]  -> 2docopencoa[x] 
FAOXC226C225m	Fatty acid oxidation	1666.1	0	10	0	H	betaoxidation	[m]	h[m] + nadph[m] + docohexcoa[m]  -> nadp[m] + 3docopencoa[m] 
FAOXC226C225x	Fatty acid oxidation	26063.1	0	10	0	H	betaoxidation	[x]	h[x] + nadph[x] + docohexcoa[x]  -> nadp[x] + 3docopencoa[x] 
FOAXC122C101x	Fatty acid oxidation	1962.1 and 3295.1 and 30.1	0	10	0	H	betaoxidation	[x]	nad[x] + coa[x] + h2o[x] + 2ddecdicoa[x]  -> h[x] + nadh[x] + accoa[x] + dece4coa[x] 
HMR_3422	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	0	10	0	H	NA	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 5 fad[m] + dcsptn1coa[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 5 fadh2[m] 
HMR_6617	Transport, nuclear		2000	383.333333333333	5.21739130434783	L	NA	intercompartmental	trdrd[c]  <=> trdrd[n] 
HMR_6619	Transport, nuclear		2000	383.333333333333	5.21739130434783	L	NA	intercompartmental	trdox[c]  <=> trdox[n] 
HMR_7949	Transport, endoplasmic reticular		22.5	2000	0.01125	H	NA	intercompartmental	chsterols[c]  <=> chsterols[r] 
HMR_9634	Transport, endoplasmic reticular		0	200	0	H	NA	intercompartmental	ethamp[r]  <=> ethamp[c] 
MMAte	Transport, extracellular	57127.1 or 51458.1	2000	0	Inf	L	NA	intercompartmental	h[c] + mma[e]  <=> h[e] + mma[c] 
PGESr	Eicosanoid metabolism	80142.4 or 80142.2 or 9536.1 or 80142.1 or 9536.2 or 80142.3	1000	2000	0.5	H	prostaglandin synthesis, cytosol	[r]	prostgh2[r]  <=> prostge2[r] 
PROSTGE2t2r	Transport, endoplasmic reticular		1000	2000	0.5	H	NA	intercompartmental	prostge2[r]  <=> prostge2[c] 
PUNP3	Purine catabolism	4860.1	868.265651438238	1225	0.708788286888358	H	purine catabolism	[c]	pi[c] + gsn[c]  <=> gua[c] + r1p[c] 
PUNP7	Nucleotide interconversion	4860.1	868.265651438241	1225	0.70878828688836	H	purine catabolism	[c]	pi[c] + xtsn[c]  <=> xan[c] + r1p[c] 
RDH2	Vitamin A metabolism	5959.1	2000	1000	2	L	NA	[c]	nad[c] + retinol_9_cis[c]  <=> h[c] + nadh[c] + retinal_cis_9[c] 
RDH3	Vitamin A metabolism	5959.1	2000	1000	2	L	vitamin A metabolism	[c]	nad[c] + retinol_cis_11[c]  <=> h[c] + nadh[c] + retinal_11_cis[c] 
RE0456N	Pyrimidine synthesis	50484.1	2000	383.333333333333	5.21739130434783	L	pyrimidine synthesis/ de novo	[n]	utp[n] + trdrd[n]  <=> h2o[n] + dutp[n] + trdox[n] 
RE1100R	Steroid metabolism	412.1	22.5	2000	0.01125	H	cholesterol synthesis	[r]	h2o[r] + chsterols[r]  <=> h[r] + chsterol[r] + so4[r] 
RE1447N	Phosphatidylinositol phosphate metabolism		1375.79949238579	1745	0.788423777871511	H	NA	[n]	h2o[n] + pail45p_hs[n]  <=> pi[n] + pail5p_hs[n] 
RE1448N	Phosphatidylinositol phosphate metabolism		1375.79949238579	1745	0.788423777871511	H	NA	[n]	h2o[n] + pail5p_hs[n]  <=> pail_hs[n] + pi[n] 
UTPtn	Transport, nuclear		2000	383.333333333333	5.21739130434783	L	NA	intercompartmental	utp[c]  <=> utp[n] 
r0276	Purine catabolism	51292.1 or 2766.1	828.26565143824	1205	0.687357387085676	H	purine synthesis, cytosol	[c]	nh4[c] + nadp[c] + imp[c]  <=> 2 h[c] + nadph[c] + gmp[c] 
r0394	Nucleotide interconversion	7498.1	868.265651438239	1225	0.70878828688836	H	purine degradation, cytosol	[c]	h2o[c] + nad[c] + hxan[c]  <=> h[c] + nadh[c] + xan[c] 
r0899	Transport, extracellular		489.454005199951	36.6666666666667	13.3487455963623	L	NA	intercompartmental	ala_B[c]  <=> ala_B[e] 
r1377	Miscellaneous		2000	0	Inf	L	NA	[c]	gthrd[c] + fald[c]  <=> HC02121[c] 
r1378	Miscellaneous	128.1	2000	0	Inf	L	NA	[c]	nad[c] + HC02121[c]  <=> h[c] + nadh[c] + Sfglutth[c] 
r1384	Nucleotide interconversion		868.265651438238	1225	0.708788286888358	H	purine catabolism, cytosol	[c]	h2o[c] + h[c] + gsn[c]  <=> nh4[c] + xtsn[c] 
r2520	Transport, mitochondrial	8402.1	2000	372.500000000001	5.36912751677851	L	NA	intercompartmental	akg[m] + gthrd[c]  <=> akg[c] + gthrd[m] 
sink_HC02191[c]	Exchange/demand reaction		10	0	Inf	L	NA	[c]	HC02191[c]  <=> 
BILIRUBtr	Transport, endoplasmic reticular		2000	0	Inf	L	NA	intercompartmental	bilirub[c]  <=> bilirub[r] 
C161CPT1	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	2000	418.333333333333	4.78087649402391	L	carnitine shuttle	[c]	crn[c] + hdcoa[c]  <=> coa[c] + hdcecrn[c] 
EX_ttdca[e]	Exchange		130	80	1.625	L	NA	[e]	ttdca[e]  -> 
EX_ttdcea[e]	Exchange/demand reaction		130	80	1.625	L	NA	[e]	ttdcea[e]  -> 
HMR_2865	Transport, endoplasmic reticular	6584.1	390.685279187818	18	21.7047377326565	L	NA	intercompartmental	crn[r] + tmndnccrn[c]  <=> crn[c] + tmndnccrn[r] 
HMR_2866	Transport, endoplasmic reticular	1384.1	390.685279187818	18	21.7047377326565	L	NA	[r]	crn[r] + tmndnccoa[r]  <=> coa[r] + tmndnccrn[r] 
HMR_3428	Fatty acid oxidation	30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1	40	20	2	L	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 4 fad[m] + tmndnccoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 4 fadh2[m] 
TTDCEAt	Transport, extracellular		130	80	1.625	L	lipid metabolism	intercompartmental	ttdcea[c]  <=> ttdcea[e] 
sink_crvnc[c]	Exchange/demand reaction		10	20	0.5	H	NA	[c]	crvnc[c]  <=> 
