del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization
ACGPID	522.702700578703	9.096189574393	Phosphatidylinositol phosphate metabolism	9487.1	NA	[c]
ACN13ACNGALGBSIDEte	522.702700578585	9.09618957439301	Transport, extracellular		NA	intercompartmental
ACN13ACNGALGBSIDEtg	522.702700578585	9.09618957439301	Transport, golgi apparatus		NA	intercompartmental
ACNAMlt	777.466362536155	13.5304041097558	Transport, lysosomal	26503.1	NA	intercompartmental
ACNAMtn	490.157989551845	9.46230594830738	Transport, nuclear		NA	intercompartmental
ACNMLr	543.744328044097	9.4624234772432	Aminosugar metabolism		NA	[c]
ACOAD10m	420.638155412286	9.09562583207886	Valine, leucine, and isoleucine metabolism	36.1 or 34.1	isoleucine metabolism	[m]
ACOAD8m	543.744328908611	9.46242347724313	Valine, leucine, and isoleucine metabolism	3712.1	leucine metabolism	[m]
ACOAD9m	522.702700582256	9.09618957439295	Valine, leucine, and isoleucine metabolism	34.1 or 27034.1	valine metabolism	[m]
ACONTm	1.9698853843951	8.63872654819778	Citric acid cycle	50.1 or 48.1	TCA cycle, mitochondria	[m]
ACP1_FMN_	543.744328912365	9.4624234772432	Vitamin B2 metabolism	52.1 or 52.3 or 52.2 or 55.1 or 51205.1 or 54.1	vitamin b2 metabolism	[c]
ACS2	481.604299664385	9.09613475377278	Propanoate metabolism	55902.1 or 65985.1 or 55902.2	fatty acid activation, cytosol	[c]
ACSRTNMT	543.744328009704	9.46242347724308	Tryptophan metabolism	438.1	tryptophan degradation, cytosol/ tryptophan decarboxylase	[c]
ACt2m	37.667180372554	9.44882035312083	Transport, mitochondrial		NA	intercompartmental
ACt2r	5.12382849679096	9.12737545496267	Transport, extracellular		NA	intercompartmental
ACtg	543.744328012057	9.46242347724307	Transport, golgi apparatus		NA	intercompartmental
ADK3	1.7649699242369	9.20983252054254	Nucleotide interconversion	26289.1 or 26289.2	purine synthesis, cytosol	[c]
ADK3m	276.167047858836	9.09582171100402	Nucleotide interconversion	50808.1	purine synthesis, cytosol	[m]
ADKd	33.56800688976	9.49362898087646	Nucleotide interconversion	26289.2 or 26289.1	purine synthesis, cytosol	[c]
ADMDC	72.6351747148431	9.46025156877099	Arginine and proline metabolism	262.1	polyamine metabolism	[c]
ADNCYC	181.048872376043	4.34540536926553	Nucleotide interconversion	112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1	purine synthesis, cytosol	[c]
ADNtm	324.083506329357	9.09556695803794	Transport, mitochondrial	2030.1	NA	intercompartmental
ADPtx	5.70678588097937	8.76283547061936	Transport, peroxisomal		NA	intercompartmental
ADRNCOAtx	505.769976469388	8.80147197383504	Transport, peroxisomal		NA	intercompartmental
ADRNCPT1	505.769975613453	8.80147197383491	Fatty acid oxidation	1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2	carnitine shuttle	[c]
ADRNCPT2	522.702700569684	9.09618957439302	Fatty acid oxidation	1376.1	carnitine shuttle	[m]
ADRNCRNt	1.35748816569535	8.82820995814844	Fatty acid oxidation	788.1 or 788.1	carnitine shuttle	intercompartmental
ADRNt	10.2224117698562	9.09035395381192	Transport, extracellular		NA	intercompartmental
ADSK	543.744328012114	9.46242347724302	Nucleotide interconversion	9060.1 or 9061.1	NA	[c]
ADSL1	450.950905146969	9.46194582459383	Nucleotide interconversion	158.1 or 158.2	purine synthesis, cytosol	[c]
ADSL2	71.1398325568565	9.4835638391215	Purine synthesis	158.1 or 158.2	purine synthesis, cytosol	[c]
AG13T16g	287.882594791082	5.00909678251555	Keratan sulfate synthesis	79369.1 or 10678.1 or 11041.1 or 146712.1 or 374907.1 or 93010.1 or 374907.2 or 10678.2 or 10331.1	NA	[g]
AG13T17g	287.882594791082	5.00909678251555	Keratan sulfate synthesis	10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1	NA	[g]
AG13T18g	287.882594791082	5.00909678251555	Keratan sulfate synthesis	10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1	NA	[g]
AG13T1g	543.744328016263	9.46242347724309	Keratan sulfate synthesis	11041.1 or 10678.1 or 93010.1 or 374907.2 or 374907.1 or 146712.1 or 10331.1 or 10678.2 or 79369.1	NA	[g]
AG13T2g	505.769975614694	8.80147197383491	Keratan sulfate synthesis	79369.1 or 374907.1 or 11041.1 or 146712.1 or 374907.2 or 93010.1 or 10331.1 or 10678.1 or 10678.2	NA	[g]
AG13T3g	505.769975614694	8.80147197383491	Keratan sulfate synthesis	10331.1 or 11041.1 or 374907.2 or 10678.1 or 79369.1 or 374907.1 or 10678.2 or 93010.1 or 146712.1	NA	[g]
AHCYStr	522.702700577581	9.09618957439303	Transport, endoplasmic reticular		NA	intercompartmental
AHEXASE2ly	522.702700577581	9.09618957439303	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]
AHEXASEly	522.702700577581	9.09618957439303	N-glycan degradation	3073.1 or 3074.1 or (3073.1 and 3074.1)	NA	[l]
AIRCr	71.1398325568565	9.4835638391215	Purine synthesis	10606.1	purine synthesis, cytosol	[c]
AKGDm	8.11638356796243	8.70087511138558	Citric acid cycle	(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1)	TCA cycle, mitochondria	[m]
AKGMALtm	3.69623362460527	8.46790389961698	Transport, mitochondrial	8402.1 or 1468.1	malate-aspartate shuttle	intercompartmental
AKGt4_3	0.726079039785461	3.56290212265433	Transport, extracellular	64849.1 or 64849.2	NA	intercompartmental
AKGtp	5.73539128356971	8.9558153360266	Transport, peroxisomal		NA	intercompartmental
AKR1C41	0.956685623169354	8.65008700032266	Bile acid synthesis	1109.1	bile acid synthesis, cytosol	[c]
AKR1C42	1.11903838648265	8.68384482905159	Bile acid synthesis	1109.1	bile acid synthesis, cytosol	[c]
ALADGLNexR	2.27891268506918	9.12923432705375	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental
ALADGLYexR	1.42598675780876	9.61316273446365	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental
ALAGLNexR	6.07024712011356	8.78503158613373	Transport, extracellular	6520.1 and 56301.1	NA	intercompartmental
ALAGLYexR	18.7706039461861	9.95831581033416	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental
ALASm	3.13853506918877	9.19428623244736	Glycine, serine, alanine, and threonine metabolism	212.1 or 23464.1 or 211.2 or 211.1	heme synthesis	[m]
ALAt4	4.73605228971702	4.09433677179525	Transport, extracellular	54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1)	NA	intercompartmental
ALATA_L	13.8386094341539	9.35691080343763	Glutamate metabolism	2875.1 or 84706.1	alanine transaminase, cytosol	[c]
ALAtN1	2.17405319877729	8.69324967115397	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental
ALCD21_D	1.25655070025456	8.35877778383285	Pyruvate metabolism	127.1 or 284273.2 or 125.1 or 128.1 or 131.1 or (125.1 and 124.1) or 124.1 or 130.1 or 137872.1 or (125.1 and 126.1) or (126.1 and 124.1) or 284273.1 or 126.1	NA	[c]
ALCD21_L	543.74432893127	9.46242347724322	Pyruvate metabolism	130.1 or 125.1 or 125.1 and 124.1 or 128.1 or 126.1 or 284273.2 or 137872.1 or 127.1 or 124.1 or (126.1 and 124.1) or 284273.1 or (125.1 and 126.1) or 131.1	NA	[c]
ALCD22_D	1.9127285423458	9.02060537584324	Pyruvate metabolism	126.1 or 137872.1 or (126.1 and 124.1) or 127.1 or 130.1 or 284273.1 or (125.1 and 124.1) or 128.1 or 124.1 or 125.1 or 284273.2 or 131.1 or (125.1 and 126.1)	NA	[c]
ALCD2if	522.702700577581	9.09618957439303	Glycolysis/gluconeogenesis	(125.1 and 126.1) or 137872.1 or (125.1 and 124.1) or 127.1 or 130.1 or 284273.1 or 126.1 or 124.1 or 128.1 or 125.1 or 126.1 or 284273.2 or 131.1 or (126.1 and 124.1)	NA	[c]
ALDD20x	522.7027005771	9.09618957439302	Tryptophan metabolism	216.1 or 8854.2 or 501.1 or 8854.1 or 223.1 or 224.1 or 8854.3	NA	[c]
ALDD20xm	522.7027005771	9.09618957439302	Tryptophan metabolism	219.1 or 8659.1 or 217.1 or 8659.2	NA	[m]
ALDD21	0.649501341762029	8.06609513502829	Fatty acid oxidation	224.1	alpha oxidation	[c]
ALDD2xm	133.968538621178	9.45537247897922	Glycolysis/gluconeogenesis	219.1 or 217.1	NA	[m]
ALDD2y	206.997358438779	9.09628074522362	Glycolysis/gluconeogenesis	223.1 or 221.1 or 218.1 or 8854.1 or 8854.3 or 222.1 or 8854.2 or 224.1 or 219.1	NA	[c]
ALR2	543.74432893127	9.46242347724322	Pyruvate metabolism	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]
ALR3	543.74432893127	9.46242347724322	Pyruvate metabolism	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]
AMETr	522.702700577581	9.09618957439303	Transport, endoplasmic reticular		NA	intercompartmental
AMETt2m	0.850309434489943	2.07033637725733	Transport, mitochondrial	115286.3 or 115286.2 or 115286.1	NA	intercompartmental
AMPDA	392.088819791072	9.46156295966881	Nucleotide interconversion	271.2 or 270.1 or 271.1 or 272.1 or 271.3	purine synthesis, cytosol	[c]
AMPTASECGe	522.702700577581	9.09618957439303	Glutathione metabolism	290.1	NA	[e]
AMPtp	10.1840910002571	9.02854241027591	Transport, peroxisomal		NA	intercompartmental
ANDRSTRNte	522.702700577581	9.09618957439303	Transport, extracellular		NA	intercompartmental
APRTO2	495.270837330389	8.80144080796733	Arginine and proline metabolism	4128.1 or 4129.1	NA	[c]
ARAB_Lt	522.702700577581	9.09618957439303	Transport, extracellular		NA	intercompartmental
ARABR	522.702700577581	9.09618957439303	Pentose phosphate pathway	10327.2 or 8574.1 or 10327.1 or 231.1	NA	[c]
ARACHCRNt	2.78009519533719	9.14464420220576	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental
ARACHDCOAtx	0.975236321475098	8.28078527766685	Transport, peroxisomal		NA	intercompartmental
ARACHDt2	1.7635644981062	8.94300549946253	Transport, extracellular	10998.1	NA	intercompartmental
ARACHDtr	4.29920541086401	8.90819607438884	Transport, endoplasmic reticular		NA	intercompartmental
ARACHt	1.17936175824796	4.92310159342254	Transport, extracellular		NA	intercompartmental
ARGLYSex	2.11605600602336	8.38338715426453	Transport, extracellular	9057.1 and 6520.1	NA	intercompartmental
ARGt4	5.61742616911919	9.00463334613926	Transport, extracellular	11254.1	NA	intercompartmental
ARGtm	419.777694515006	8.80109746050453	Transport, mitochondrial	83884.1 or 10166.1	NA	intercompartmental
ARSA	780.760576393057	13.5877405878505	Sphingolipid metabolism	410.1	NA	[l]
ARTFR208	6.43073019047191	13.1246185932929	R group synthesis		NA	intercompartmental
ASAH1	543.605549785078	9.46242272171262	Sphingolipid metabolism	427.1 or 427.2	NA	[l]
ASCBt	2.76021988198022	5.4874798369639	Transport, extracellular		NA	intercompartmental
ASCBt4	4.64554620472892	9.94052192499589	Transport, extracellular	9962.2 or 9963.1 or 9962.1 or 9963.2	NA	intercompartmental
ASNt4	15.3710789020801	8.59856632886205	Transport, extracellular	81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1)	NA	intercompartmental
ASNtN1	11.1091494698653	8.56897941877818	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental
ASPCTr	522.702700577581	9.09618957439303	Pyrimidine synthesis	790.1	pyrimidine synthesis/ de novo	[c]
ASPDt6	5.25108183655474	8.22887312312226	Transport, extracellular	6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1	NA	intercompartmental
ASPt6	11.1226643789248	8.77058664910628	Transport, extracellular	6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1	NA	intercompartmental
ASPTAm	199.604789772014	9.0938860900914	Alanine and aspartate metabolism	2806.1	malate-aspartate shuttle	[m]
ATP1ter	207.197627080214	4.71393877665696	Transport, endoplasmic reticular		NA	intercompartmental
ATP2ter	80.4356763360854	13.5204397332613	Transport, endoplasmic reticular		NA	intercompartmental
ATPH1e	158.95780685451	9.46131119861666	Nucleotide interconversion	954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1	purine catabolism, cytosol	[e]
ATPH2e	522.702700577581	9.09618957439303	Nucleotide interconversion	954.2 or 954.1 or 953.1 or 956.1 or 955.1 or 957.1 or 377841.1	purine catabolism, cytosol	[e]
ATPtm	1.34900641745601	9.00841880519402	Transport, mitochondrial	291.1 or 293.1 or 292.1	NA	intercompartmental
ATPtx	4.62469626021794	9.02409226210025	Transport, peroxisomal		NA	intercompartmental
B_MANNASEly	522.702700577581	9.09618957439303	N-glycan degradation	4126.1	NA	[l]
B3GALT3g	522.702700578585	9.09618957439301	Sphingolipid metabolism	8706.4 or 8706.1 or 8706.3 or 8706.2	NA	[g]
B3GALT41g	522.702700582576	9.09618957439299	Sphingolipid metabolism	8705.1	NA	[g]
B3GALT43g	522.7027005771	9.09618957439302	Sphingolipid metabolism	8705.1	NA	[g]
B3GALT5g	522.702700578585	9.09618957439301	Sphingolipid metabolism	10317.4 or 10317.1 or 10317.3 or 10317.2 or 10317.5	NA	[g]
BAAT2x	1.76824617910412	8.52561868995351	Bile acid synthesis	570.1	NA	[x]
BAAT4x	0.935365307837751	7.94388490130122	Bile acid synthesis	570.1	NA	[x]
BAMPPALDOX	517.580363823885	9.09616976222905	Beta-Alanine metabolism	8854.2 or 501.1 or 216.1 or 224.1 or 8854.3 or 223.1 or 8854.1	NA	[c]
BHBt	21.1033888777062	9.29739292450854	Transport, extracellular		NA	intercompartmental
BHMT	395.897950704149	9.46212453842995	Glycine, serine, alanine, and threonine metabolism	23743.1 or 635.1	methionine regeneration, cytosol	[c]
BILDGLCURt	5.25676075398419	15.1602527284209	Transport, extracellular	10599.1	NA	intercompartmental
BILGLCURt	19.021161948349	9.34063714908746	Transport, extracellular	10599.1 or 28234.1	NA	intercompartmental
BILGLCURtr	505.769975613373	8.80147197383492	Transport, endoplasmic reticular		NA	intercompartmental
BILIRUBt2	2.00134298663454	10.3633892530368	Transport, extracellular	10599.1	NA	intercompartmental
BILIRUBtr	505.769975613373	8.80147197383492	Transport, endoplasmic reticular		NA	intercompartmental
BMTer_U	543.744328933241	9.46242347724329	Phosphatidylinositol phosphate metabolism	9488.1	NA	[r]
BTNt2	84.823598684283	9.09713923422938	Transport, extracellular	6566.1	NA	intercompartmental
C14STRr	545.007831401194	9.46243326353185	Cholesterol metabolism	7108.1	cholesterol synthesis	[r]
C160CPT1	0.348328266091343	3.82309100414086	Fatty acid oxidation	126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1	carnitine shuttle	[c]
C160CPT2	429.313400946779	9.46189869145043	Fatty acid oxidation	1376.1 or 1374.1	carnitine shuttle	[m]
C160CRNt	7.70806779686116	8.93710165748157	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental
C161CPT12	156.548373321	13.5761812344213	Fatty acid oxidation	126129.1 or 1375.3 or 1375.1 or 1375.2 or 1374.1 or 1375.4	carnitine shuttle	[c]
C161CPT22	93.9226193950126	9.08337557248245	Fatty acid oxidation	1376.1	carnitine shuttle	[m]
C161CRN2t	2.17510475614377	9.05145902056384	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental
C161CRNt	51.2993468752376	8.78807346954414	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental
C180CPT1	271.624288954432	5.0090056336472	Fatty acid oxidation	1375.4 or 1375.2 or 126129.1 or 1375.1 or 1374.1 or 1375.3	carnitine shuttle	[c]
C180CPT2	469.803543289818	9.09602925299289	Fatty acid oxidation	1376.1	carnitine shuttle	[m]
C180CRNt	0.807047342193469	7.7003574194882	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental
C181CPT1	3.62173362813339	8.79089439729693	Fatty acid oxidation	126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4	carnitine shuttle	[c]
C181CPT2	2.16779842207105	4.77768845731573	Fatty acid oxidation	1376.1	carnitine shuttle	[m]
C181CRNt	2.53391872271519	9.05886496163288	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental
C204CPT1	0.870226246305768	7.62899401402023	Fatty acid oxidation	1374.1 or 1375.4 or 1375.1 or 1375.3 or 1375.2 or 126129.1	carnitine shuttle	[c]
C204CPT2	101.124395433618	9.09286372824109	Fatty acid oxidation	1376.1	carnitine shuttle	[m]
C204CRNt	1.89115489767293	8.64358363536548	Fatty acid oxidation	788.1	carnitine shuttle	intercompartmental
C226COAtx	14.2515383816087	9.02285154511626	Transport, peroxisomal		NA	intercompartmental
C226CPT1	535.537778140717	9.46243639723759	Fatty acid oxidation	126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4	carnitine shuttle	[c]
C226CPT2	514.813587915412	9.09619863597245	Fatty acid oxidation	1376.1	carnitine shuttle	[m]
C226CRNt	3.4203025303124	8.56311749432811	Fatty acid oxidation		carnitine shuttle	intercompartmental
C3STDH1Pr	545.007831401194	9.46243326353185	Cholesterol metabolism	50814.1	cholesterol synthesis	[r]
C3STKR2r	545.007831401194	9.46243326353185	Cholesterol metabolism	3295.1	cholesterol synthesis	[r]
C4STMO1r	545.007831401194	9.46243326353185	Cholesterol metabolism	6307.1	cholesterol synthesis	[r]
C4STMO2r	545.007831401194	9.46243326353185	Cholesterol metabolism	6307.1 or 50814.1	NA	[r]
CAATPS	499.352879633614	9.09717686336213	Transport, extracellular	492.1 or 491.1 or 490.1 or 493.1	NA	intercompartmental
CAt7r	2.25579383701021	11.5849952608898	Transport, extracellular	6547.6 or 6547.4 or 6547.2 or 6546.1 or 6547.1 or 6547.5 or 6543.1 or 6547.3	NA	intercompartmental
CATm	22.9022506895052	9.0474775708327	ROS detoxification	847.1	catalase	[m]
CATp	80.2491321641069	9.45922041893147	Miscellaneous	847.1	catalase	[x]
CBR2	1.12163595967303	8.79525437677303	Eicosanoid metabolism	873.1	prostaglandin synthesis, cytosol	[c]
CDIPTr	668.239317007882	13.53030259331	Glycerophospholipid metabolism	10423.1 or 10423.2	new to recon	[c]
CDPDAGtm	716.521240574184	13.5303069697099	Transport, mitochondrial		NA	intercompartmental
CDSm	716.521240574184	13.5303069697099	Glycerophospholipid metabolism	1040.1 or 8760.1	new to recon	[m]
CERT1gt	522.702701458559	9.09618957439324	Transport, golgi apparatus	10087.1	NA	intercompartmental
CERT1rt	522.702700578788	9.09618957439298	Transport, endoplasmic reticular	10087.1	NA	intercompartmental
CERT2gt	2.73072152560141	8.79942007627987	Transport, golgi apparatus	10087.1	NA	intercompartmental
CHAT	93.6699681626871	9.08916460920355	Glycerophospholipid metabolism	1103.4 or 1103.2 or 1103.3 or 1103.1	choline acetyltransferase	[c]
CHLPCTD	527.253249372429	9.09617986751118	Glycerophospholipid metabolism	5130.1 or 9468.1	phospholipid metabolism, phosphatidylcholine synthesis, cytosol	[c]
CHOLATEt	1.15777381713242	8.73471886342229	Transport, extracellular	6579.1 or 10599.1	NA	intercompartmental
CHOLPtl	543.605549785078	9.46242272171262	Transport, lysosomal		NA	intercompartmental
CHOLt4	777.466362506871	13.5304041097557	Citric acid cycle	47.1 or 47.2	NA	[c]
CHSTEROLt1	3.69233466592247	13.2084454646935	Transport, mitochondrial	10948.1	NA	intercompartmental
CHSTEROLt3	3.69233466592247	13.2084454646935	Transport, mitochondrial		NA	intercompartmental
CHSTEROLtg	745.127405830482	13.5876192664968	Transport, golgi apparatus	19.1	NA	intercompartmental
CHTNASEe	522.702700577581	9.09618957439303	Aminosugar metabolism	27159.2	NA	[e]
CITRtm	5.05786298226205	9.29056000444443	Transport, mitochondrial	83884.1 or 10166.1	NA	intercompartmental
CITt4_2	20.5681633573215	8.6305862600257	Transport, extracellular	9058.1	NA	intercompartmental
CITtam	1.49652527508838	8.41647269397119	Transport, mitochondrial	6576.1	NA	intercompartmental
CITtbm	1.38002872294762	8.72694446358504	Transport, mitochondrial	6576.1	NA	intercompartmental
CKc	522.702700577581	9.09618957439303	Urea cycle	1152.1 or 1158.1	creatine metabolism	[c]
CLOXAtex2	426.90678690302	9.09696303562775	Transport, extracellular	65010.1 or 65010.3 or 65010.2	NA	intercompartmental
