del_rxnID_KO	mta_score	alt_score	subSystem	GPR	MetabolicUnits	Localization	mta_score_prctile
r0817	1.65154686920892	1.02454351818925	Transport, extracellular	6542.1	NA	intercompartmental	99.0958992573458
NACSMCTte	1.59134712543192	2.94287890513595	Transport, extracellular	160728.1	NA	intercompartmental	99.079754601227
NDPK4	1.5685149472446	7.15876526531791	Nucleotide interconversion	(4832.1) or (4831.1 and 4830.1) or (10201.1) or (29922.2) or (29922.1) or (4831.1 and 4830.2)	NA	[c]	99.0636099451082
MLTHFte	1.51325208417957	7.62748210600824	Transport, extracellular	113235.1	NA	intercompartmental	99.0474652889893
r1512	1.47122044005858	2.05858292519386	Transport, extracellular		NA	intercompartmental	99.0313206328705
r0409	1.44819115223939	4.68517112022645	Miscellaneous	5211.1	HMP shunt	[c]	99.0151759767517
r0425	1.38263630974378	0.0272362721494116	Miscellaneous	(3421.1 and 3420.1 and 3419.1) or 3417.1 or 3418.1	TCA cycle, mitochondria	[m]	98.9990313206329
ICDHxm	1.37139728632683	0.0276376470520559	Citric acid cycle	( 3421.2 and 3420.3 and 3419.1 ) or ( 3420.1 and 3421.1 and 3419.1 ) or ( 3420.1 and 3421.1 and 3419.1 ) or ( 3420.3 and 3421.1 and 3419.1 ) or ( 3421.1 and 3419.1 and 3420.2 ) or ( 3421.2 and 3419.1 and 3420.2 )	TCA cycle, mitochondria	[m]	98.982886664514
CDS	1.33471967905466	0.0292838254920603	Glycerophospholipid metabolism	1040.1 or 8760.1	new to recon	[c]	98.9667420083952
LYSt4	1.33434854455197	1.22362760528738	Transport, extracellular	11254.1 or 6584.1	NA	intercompartmental	98.9505973522764
CAATPS	1.30138349933715	0.0386945900957006	Transport, extracellular	492.1 or 491.1 or 490.1 or 493.1	NA	intercompartmental	98.9344526961576
C06439t	1.25438599060665	0.876210870343642	Transport, extracellular		NA	intercompartmental	98.9183080400388
CRVStu	1.20808109872984	2.01823960991278	Drug metabolism		NA	intercompartmental	98.9021633839199
CRVSthc	1.20808109872984	2.01823960991278	Drug metabolism	10599.1	NA	intercompartmental	98.9021633839199
r0474	1.20193336801153	0.762866351713525	Nucleotide interconversion	50484.1 and 6240.1 and 6241.1	pyrimidine degradation	[c]	98.8698740716823
56DTHMtd	1.1992813222702	1.41643378025492	Transport, extracellular		NA	intercompartmental	98.8537294155634
BILIRUBt2	1.19295655858935	1.20978664732792	Transport, extracellular	10599.1	NA	intercompartmental	98.8375847594446
GLCt1r	1.18663792445286	1.35759482515745	Transport, extracellular	66035.1 or 6517.1 or 56606.1 or 154091.1 or 6513.1 or 11182.1 or 29988.1 or 6514.1 or 155184.1 or 56606.2 or 144195.1 or 6515.1 or 81031.1	glucose transporters	intercompartmental	98.8214401033258
RNDR3	1.18561152922279	1.2383309420071	Nucleotide interconversion	(6240.1 and 6241.1) or 50484.1	NA	[c]	98.805295447207
ALAtN1	1.18483826506777	0.0528762873147936	Transport, extracellular	92745.1 or 10991.1	NA	intercompartmental	98.7891507910881
FRUt4	1.16871748905112	1.62640744755269	Transport, extracellular	125206.1 or 200010.1	NA	intercompartmental	98.7730061349693
ILEtec	1.15909997956554	1.17225976306519	Transport, extracellular	8501.1 or 124935.1	NA	intercompartmental	98.7568614788505
CRVNCtr	1.13336051562118	1.99032808423799	Transport, extracellular		NA	intercompartmental	98.7407168227317
FATP7t	1.13336051562118	1.99032808423799	Transport, extracellular	10998.1 or 11001.1	NA	intercompartmental	98.7407168227317
LTD4DP	1.11007922308656	7.71068068957141	Eicosanoid metabolism		leukotriene synthesis	[c]	98.708427510494
RNDR4	1.09653558003872	1.56366223956704	Nucleotide interconversion	(6240.1 and 6241.1) or 50484.1	NA	[c]	98.6922828543752
SO4t4_2	1.09604794189548	2.81082026691646	Transport, extracellular	26266.1	NA	intercompartmental	98.6761381982564
MANt1r	1.09059692795554	2.54761056857011	Transport, extracellular	6513.1 or 6515.1 or 6514.1	glucose transporters	intercompartmental	98.6599935421375
MANt4	1.09059427738827	2.54760372809323	Transport, extracellular	125206.1 or 200010.1	NA	intercompartmental	98.6438488860187
CALAtr	1.07478117884395	0.544842491390091	Transport, extracellular		NA	intercompartmental	98.6277042298999
FATP9t	1.06990900498007	1.74268963286113	Transport, extracellular	10998.1 or 11001.1	NA	intercompartmental	98.6115595737811
HMR_0155	0.999570112943066	1.2768551380779	Transport, extracellular	28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1	NA	intercompartmental	98.5954149176623
ABUTt4_2_r	0.992108123847818	1.24340151546689	Transport, extracellular	6529.1 or 6538.1 or 6540.1 or 6539.1	NA	intercompartmental	98.5792702615434
RE3010M	0.991750218113397	1.55311218205741	Eicosanoid metabolism	10901.1	NA	[m]	98.5631256054246
r0756	0.991674387563066	1.53883600192863	Miscellaneous	221.1 or 218.1 or 222.1 or 220.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[m]	98.5469809493058
r0757	0.991674387563066	1.53883600192863	Miscellaneous	221.1 or 218.1 or 222.1 or 220.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[m]	98.5469809493058
HMR_1102	0.991669740404032	1.55297147534487	Leukotriene metabolism	10901.1 or 873.1 or 874.1	NA	[m]	98.5146916370681
r0752	0.989339461242984	1.2103258062587	Miscellaneous	221.1 or 218.1 or 222.1 or 220.1	NA	[m]	98.4985469809493
r0753	0.989339461242984	1.2103258062587	Miscellaneous	221.1 or 218.1 or 222.1 or 220.1	NA	[m]	98.4985469809493
56DTHMt	0.988888128956009	1.14448874750115	Transport, extracellular		NA	intercompartmental	98.4662576687116
r2535	0.988124751863764	0.12022207383669	Transport, extracellular	8501.1	NA	intercompartmental	98.4501130125928
r0754	0.986998088716586	0.980186798884129	Miscellaneous	221.1 or 218.1 or 222.1 or 220.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[m]	98.433968356474
r0755	0.986998088716586	0.980186798884129	Miscellaneous	221.1 or 218.1 or 222.1 or 220.1	tyrosine metabolism, cytosol/ degradation of catechoamines	[m]	98.433968356474
PIt8	0.972745853232181	0.50420076399849	Transport, extracellular	6574.1 or 6575.1	NA	intercompartmental	98.4016790442364
HDCAtr	0.972191127295797	1.19190652433022	Transport, extracellular	10998.1	NA	intercompartmental	98.3855343881175
GLYBt4_2_r	0.970834406498765	1.66726833069853	Transport, extracellular	6539.1	NA	intercompartmental	98.3693897319987
BETBGTtc	0.970834406498765	1.66726833069853	Transport, extracellular	6539.1	NA	intercompartmental	98.3693897319987
r1665	0.970636239386698	0.473289010108826	Transport, extracellular	9057.1	NA	intercompartmental	98.3371004197611
SERLYSNaex	0.970263573503414	1.76693346001924	Transport, extracellular	9056.1 and 6519.1	NA	intercompartmental	98.3209557636422
CYSSNAT5tc	0.966963457093916	0.973784819872362	Transport, extracellular	92745.1	NA	intercompartmental	98.3048111075234
RE0453N	0.961968602568867	0.247554372035621	Pyrimidine synthesis	4830.1 or 4831.1	pyrimidine synthesis/ de novo	[n]	98.2886664514046
3HPVStep	0.959142164359593	0.321933028591862	Drug metabolism		NA	intercompartmental	98.2725217952858
3HPVSthc	0.959142164359593	0.321933028591862	Drug metabolism	(10599.1 or 11309.1)	NA	intercompartmental	98.2725217952858
LSTNM7TDhc	0.957964586418814	0.493969638195772	Drug metabolism		NA	intercompartmental	98.2402324830481
LSTNM7thc	0.957964586418814	0.493969638195772	Drug metabolism		NA	intercompartmental	98.2402324830481
r0946	0.953268194379898	0.77458815896263	Transport, extracellular	11136.1	NA	intercompartmental	98.2079431708105
HC00900t4	0.949034129067119	2.24251751676767	Transport, extracellular		NA	intercompartmental	98.1917985146916
RSVtev	0.948235402473997	0.250752709853542	Drug metabolism		NA	intercompartmental	98.1756538585728
RSVtu	0.948235402473997	0.250752709853542	Drug metabolism	(6579.1 or 11309.1)	NA	intercompartmental	98.1756538585728
RE2626M	0.942265060559846	0.20965709587548	Bile acid synthesis	1593.1	NA	[m]	98.1433645463352
RE3346M	0.942265060559846	0.20965709587548	Bile acid synthesis	217.1 or 219.1 or 501.1	NA	[m]	98.1433645463352
r0819	0.927020392318315	6.41611497649874	Transport, mitochondrial	1468.1	NA	intercompartmental	98.1110752340975
RETNt	0.924958397632062	0.82852558010922	Transport, extracellular		NA	intercompartmental	98.0949305779787
56DURAt	0.918584597326666	2.00649351099075	Transport, extracellular		NA	intercompartmental	98.0787859218599
56DURAtd	0.918584597326666	2.00649351099075	Transport, extracellular		NA	intercompartmental	98.0787859218599
NDPK4n	0.918240761482142	0.476964487209974	Nucleotide interconversion	(4831.1 and 4830.1) or (4830.2 and 4831.1)	NA	[n]	98.0464966096222
GLYt2r	0.914325102591442	0.128190737778563	Transport, extracellular	153201.1 or 206358.1	NA	intercompartmental	98.0303519535034
LKYNRtr	0.89378819215424	0.58551795872927	Transport, extracellular	8501.1 or 124935.1	NA	intercompartmental	98.0142072973846
SERDGLYexR	0.874669262792023	1.06146309016108	Transport, extracellular	56301.1 and 6520.1	NA	intercompartmental	97.9980626412657
NEU23	0.863346334961282	0.0221764903126887	Sphingolipid metabolism	4759.1	NA	[c]	97.9819179851469
HMR_0844	0.863346334961282	0.0221764903126887	Glycosphingolipid metabolism	6482.1 or 6484.1 or 6483.1	NA	[c]	97.9819179851469
35DHPVStep	0.860857896793004	0.562635658988217	Drug metabolism		NA	intercompartmental	97.9496286729093
35DHPVSthc	0.860857896793004	0.562635658988217	Drug metabolism	(10599.1 or 11309.1)	NA	intercompartmental	97.9496286729093
3AIBSYMPt	0.84293483215531	0.629335080411996	Transport, extracellular		NA	intercompartmental	97.9173393606716
SPRMTDe	0.837133014411002	0.72706511093172	Transport, extracellular	6580.1	NA	intercompartmental	97.9011947045528
SPRMt2r	0.837133014411002	0.72706511093172	Transport, extracellular		NA	intercompartmental	97.9011947045528
r2306	0.835122400224631	3.47127257716784	Transport, extracellular	10599.1	NA	intercompartmental	97.8689053923151
r2495	0.835122400224631	3.47127257716784	Transport, extracellular	6579.1	NA	intercompartmental	97.8689053923151
AKGt4_3	0.823670250771239	3.42879316960834	Transport, extracellular	64849.1 or 64849.2	NA	intercompartmental	97.8366160800775
ICDHyrm	0.812632710972734	0.0151481752226723	Citric acid cycle	3418.1	TCA cycle, mitochondria	[m]	97.8204714239587
PIt6b	0.810159300966469	2.65365152263831	Transport, extracellular		NA	intercompartmental	97.8043267678398
EX_pi[e]	0.808039228932838	1.25838995750425	Exchange/demand reaction		NA	[e]	97.788182111721
PYRt2p	0.767331081185914	8.36575383054667	D-alanine metabolism	6566.1 or 9194.1	NA	intercompartmental	97.7720374556022
r0173	0.767331081185914	8.36575383054667	Glycolysis/gluconeogenesis	3945.1 or 3939.1 or 3948.1	glycolysis	[x]	97.7720374556022
r0470	0.763699310104186	1.21993769155546	Nucleotide interconversion	50484.1 and 6240.1 and 6241.1	purine catabolism, cytosol	[c]	97.7397481433646
PPA	0.749035173285451	0.0269676472438176	Oxidative phosphorylation	5464.1 or 64077.1	NA	[c]	97.7236034872457
TMDOATthc	0.746749521438763	4.5945899136425	Drug metabolism	9356.1	NA	intercompartmental	97.7074588311269
7KILTCHOLt	0.735411085704029	0.0347978384693499	Transport, extracellular	6554.1	NA	intercompartmental	97.6913141750081
EX_7klitchol[e]	0.735411085704029	0.0347978384693499	Exchange/demand reaction		NA	[e]	97.6913141750081
sink_7klitchol[c]	0.735411085704029	0.0347978384693499	Exchange/demand reaction		NA	[c]	97.6913141750081
TMDtd	0.716229576275505	0.494783552686602	Drug metabolism		NA	intercompartmental	97.6428802066516
NKCCt	0.711137654284174	1.47307378917043	Transport, extracellular	6557.1 or 6558.1	NA	intercompartmental	97.6267355505328
NH4tb	0.705333948361555	1.3770203075859	Transport, extracellular		NA	intercompartmental	97.6105908944139
SCP21x	0.698575501593745	0.0144831150338309	Transport, peroxisomal	6342.1	NA	intercompartmental	97.5944462382951
SCP21cx	0.698575501593745	0.0144831150338309	Transport, peroxisomal	5825.1	NA	intercompartmental	97.5944462382951
PPASMCT1	0.6952704197436	1.74891046606274	Transport, extracellular	160728.1	NA	intercompartmental	97.5621569260575
BALAPAT1tc2	0.695031589784545	1.0471630408343	Transport, extracellular		NA	intercompartmental	97.5460122699387
r0355	0.690021260648103	0.151413916687925	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	glycolysis	[c]	97.5298676138198
r0165	0.64173558490951	0.868533225948658	Glycolysis/gluconeogenesis	5313.1	glycolysis	[c]	97.513722957701
GLYCTDle	0.637547797643829	0.522827676423492	Transport, extracellular		NA	intercompartmental	97.4975783015822
H2OGLYAQPt	0.637547797643829	0.522827676423492	Transport, extracellular	360.1 or 364.1 or 366.1 or 89872.1	NA	intercompartmental	97.4975783015822
FATP2t	0.633485274190459	1.13479211278645	Transport, extracellular	376497.1 or 376497.2	NA	intercompartmental	97.4652889893445
HCO3_NAt	0.633031171558417	0.64260525305848	Transport, extracellular	9497.1	NA	intercompartmental	97.4491443332257
HC00900t2	0.627257332860688	2.35967489637258	Transport, extracellular		NA	intercompartmental	97.4329996771069
FATP5t	0.622867099401298	1.44613410201615	Transport, extracellular	10998.1	NA	intercompartmental	97.4168550209881
ADK1	0.617334203374475	3.53464824284899	Nucleotide interconversion	122481.1 or 203.1 or 26289.1 or 26289.2 or 204.1	purine synthesis, cytosol	[c]	97.4007103648692
PYRSMCT1	0.610292378744827	0.926803450943389	Transport, extracellular	160728.1	NA	intercompartmental	97.3845657087504
PROSTGI2t	0.607961010898115	0.644422160241677	Transport, extracellular		NA	intercompartmental	97.3684210526316
L_LACt4r	0.600804010303115	1.00395777632081	Transport, extracellular	160728.1	NA	intercompartmental	97.3522763965127
r0963	0.597060810872205	2.495653942577	Transport, extracellular	2348.1 or 2350.1 or 2352.1	NA	intercompartmental	97.3361317403939
r0280	0.584623399619595	0.419495691722806	Glycolysis/gluconeogenesis	5313.1	glycolysis	[c]	97.3199870842751
LKYNRtr2	0.579067101609168	0.619330804023066	Transport, extracellular	23428.1	NA	intercompartmental	97.3038424281563
SO4HCOtex	0.577185914261394	0.640124838844714	Transport, extracellular	115111.1 or 115019.2 or 1836.1 or 115111.2 or 116369.2 or 284129.1 or 10861.2 or 116369.1 or 10861.1 or 10861.3 or 115019.1 or 1811.1	NA	intercompartmental	97.2876977720374
FATP3t	0.571933310049366	0.621469158554962	Transport, extracellular	376497.1 or 376497.2	NA	intercompartmental	97.2715531159186
ATVACIDOATPtu	0.566558310107192	0.908459729085388	Drug metabolism	11309.1	NA	intercompartmental	97.2554084597998
ATVACIDtdu	0.566558310107192	0.908459729085388	Drug metabolism		NA	intercompartmental	97.2554084597998
CE2510t	0.551155350277661	0.0108385161480221	Transport, extracellular		lipid metabolism	intercompartmental	97.2231191475622
H2Ot	0.547480937490063	0.535096010695905	Transport, extracellular	358.1 or 361.1 or 4284.1 or 359.1 or 362.1 or 343.1	leukotriene synthesis	intercompartmental	97.2069744914433
r0610	0.546819721615122	1.71155697053187	Miscellaneous	5211.1	NA	[c]	97.1908298353245
r0611	0.546819721615122	1.71155697053187	Miscellaneous	5211.1	NA	[c]	97.1908298353245
EX_tdechola[e]	0.546113702130204	0.0293277045623288	Exchange/demand reaction		NA	[e]	97.1585405230869
C05463t2	0.546113702130204	0.0293277045623288	Transport, extracellular		NA	intercompartmental	97.1585405230869
sink_tdechola[c]	0.546113702130204	0.0293277045623288	Exchange/demand reaction		NA	[c]	97.1585405230869
HMR_6595	0.53333535747944	0.0113769735111784	Inositol phosphate metabolism	8395.1 or 8394.1 or 138429.1 or 23396.1	NA	[c]	97.1101065547304
CDIPTr	0.530352720605067	0.0114895882540379	Glycerophospholipid metabolism	10423.1 or 10423.2	new to recon	[c]	97.0939618986116
CE2537ATP	0.518206422532582	0.00934671994050444	Transport, extracellular		lipid metabolism	intercompartmental	97.0778172424927
CE2537ABCt	0.518206422532582	0.00934671994050444	Transport, extracellular	376497.1 or 11001.1 or 11000.1 or 10999.1 or 10998.1 or 28965.1	NA	intercompartmental	97.0778172424927
SO4CLtex2	0.514546753692806	1.65444450372178	Transport, extracellular	65010.1 or 65010.3 or 65010.2	NA	intercompartmental	97.0455279302551
RE0453C	0.504132668111223	0.952342523062761	Pyrimidine synthesis		pyrimidine synthesis/ de novo	[c]	97.0293832741363
r2099	0.503914047183355	1.25338030642854	Transport, extracellular	6566.1	NA	intercompartmental	97.0132386180174
DHEASt	0.497249572829482	0.927720183922475	Transport, extracellular	11309.1 or 6579.1 or 28234.1 or 10599.1	NA	intercompartmental	96.9970939618986
r2343	0.497249572829482	0.927720183922475	Transport, extracellular	387775.1	NA	intercompartmental	96.9970939618986
2HATVLACtep	0.495544392749101	0.428205053081732	Drug metabolism		NA	intercompartmental	96.964804649661
2HATVLACthc	0.495544392749101	0.428205053081732	Drug metabolism	(10599.1 or 11309.1)	NA	intercompartmental	96.964804649661
LSTNRATt	0.493547976210431	0.215517417811976	Drug metabolism		NA	intercompartmental	96.9325153374233
LSTNtd	0.493547976210431	0.215517417811976	Drug metabolism		NA	intercompartmental	96.9325153374233
2HATVACIDtep	0.492880401157629	0.273196293608109	Drug metabolism		NA	intercompartmental	96.9002260251857
2HATVACIDthc	0.492880401157629	0.273196293608109	Drug metabolism	(10599.1 or 11309.1)	NA	intercompartmental	96.9002260251857
EX_na1[e]	0.491288311236693	0.0190581917192408	Exchange/demand reaction		NA	[e]	96.867936712948
6EPVStep	0.491261013301794	0.22130432561529	Drug metabolism		NA	intercompartmental	96.8517920568292
6EPVSthc	0.491261013301794	0.22130432561529	Drug metabolism	(10599.1 or 11309.1)	NA	intercompartmental	96.8517920568292
LEUKTRE4t	0.491073088053336	0.804444136899121	Transport, extracellular	387775.1	NA	intercompartmental	96.8195027445915
r1418	0.484311528000854	0.509210368830287	Miscellaneous	771.1 or 760.1 or 768.1 or 23632.1 or 765.1 or 759.1 or 762.1 or 766.1 or 767.1 or 377677.1	NA	[e]	96.8033580884727
4HATVLACtep	0.484049644340095	0.119178711381572	Drug metabolism		NA	intercompartmental	96.7872134323539
4HATVLACthc	0.484049644340095	0.119178711381572	Drug metabolism	(10599.1 or 11309.1)	NA	intercompartmental	96.7872134323539
HMR_1331	0.483123912676293	1.44552453917204	Transport, endoplasmic reticular		NA	intercompartmental	96.7549241201162
PVSOATPtu	0.48223289465234	0.106481559438982	Drug metabolism	11309.1	NA	intercompartmental	96.7387794639974
PVStep	0.48223289465234	0.106481559438982	Drug metabolism		NA	intercompartmental	96.7387794639974
PGDIr	0.480771262645907	1.43656752972597	Eicosanoid metabolism	5730.1 or 27306.1	prostaglandin synthesis, cytosol	[r]	96.7064901517598
PTVSTtep	0.479765263616759	0.0927439086907243	Drug metabolism		NA	intercompartmental	96.6903454956409
PTVSTtu	0.479765263616759	0.0927439086907243	Drug metabolism	(6579.1 or 11309.1)	NA	intercompartmental	96.6903454956409
ESTRONESt	0.476399402504058	0.934067379626878	Transport, extracellular	11309.1 or 10599.1 or 53919.1 or 6579.1 or 28232.1 or 28231.1 or 28234.1	NA	intercompartmental	96.6580561834033
r2342	0.476399402504058	0.934067379626878	Transport, extracellular	387775.1	NA	intercompartmental	96.6580561834033
GCHOLAt	0.476268865801052	0.605791837805769	Transport, extracellular	6579.1 or 28234.1 or 10599.1	NA	intercompartmental	96.6257668711656
4HATVACIDtep	0.471577407007635	0.935601139496195	Drug metabolism		NA	intercompartmental	96.6096222150468
4HATVACIDthc	0.471577407007635	0.935601139496195	Drug metabolism	(10599.1 or 11309.1)	NA	intercompartmental	96.6096222150468
CE2510ABCt	0.46886936630525	0.00747593517173121	Transport, extracellular	376497.1 or 11001.1 or 11000.1 or 10999.1 or 10998.1 or 28965.1	NA	intercompartmental	96.5773329028092
CMPSAS	0.466943798096561	0.00861644163016266	Aminosugar metabolism	55907.1	NA	[c]	96.5611882466903
r2007	0.466538808928904	0.361448684753838	Transport, extracellular	11136.1	NA	intercompartmental	96.5450435905715
r2121	0.465209354667386	0.109675506727006	Transport, extracellular	6566.1	NA	intercompartmental	96.5288989344527
r2091	0.464766074695197	0.0819771946934794	Transport, extracellular	6566.1	NA	intercompartmental	96.5127542783339
