subSystem	disrupted_module	rxnList	MetabolicUnits	rxnFormula	rxnName	rxnECNumbers
Fatty acid oxidation	FVA_ST_norm_t2	FACOAL1821	fatty acid activation, cytosol	atp[c] + coa[c] + lnlc[c]  -> amp[c] + ppi[c] + lnlccoa[c] 	Fatty-Acid- Coenzyme A Ligase	6.2.1.3
Fatty acid oxidation	FVA_ST_norm_t2	FACOAL1831	fatty acid activation, cytosol	atp[c] + coa[c] + lnlncg[c]  -> amp[c] + ppi[c] + lnlncgcoa[c] 	Fatty-Acid- Coenzyme A Ligase	6.2.1.3
Fatty acid oxidation	FVA_ST_norm_t2	FACOAL204	fatty acid activation, cytosol	atp[c] + coa[c] + arachd[c]  -> amp[c] + ppi[c] + arachdcoa[c] 	Fatty-Acid- Coenzyme A Ligase	6.2.1.3
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC10C10OHm	betaoxidation	h2o[m] + fad[m] + dcacoa[m]  -> fadh2[m] + 3hdcoa[m] 	Fatty Acid Beta Oxidation (C10->Ohc10), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC12C12OHm	betaoxidation	h2o[m] + fad[m] + ddcacoa[m]  -> fadh2[m] + 3hddcoa[m] 	Fatty Acid Beta Oxidation (C12->Ohc12), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC12DCTc	NA	c12dc[x]  <=> c12dc[c] 	Transport of Dodecanedioyl Carnitine into Cytosol	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC12DCc	carnitine shuttle	crn[c] + c12dccoa[c]  <=> coa[c] + c12dc[c] 	Formation of Dodecanedioyl Carnitine	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC12DCx	carnitine shuttle	crn[x] + c12dccoa[x]  <=> coa[x] + c12dc[x] 	Production of Dodecanedioyl Carnitine	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC162C142m	betaoxidation	h2o[m] + nad[m] + coa[m] + fad[m] + hexddcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + tetdecdicoa[m] 	Fatty Acid Beta Oxidation (C16:2->C14:2), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC164C143m	betaoxidation	h2o[m] + nad[m] + coa[m] + 2hexdtetcoa[m]  -> h[m] + nadh[m] + accoa[m] + 5tedtricoa[m] 	Fatty Acid Beta Oxidation (C16:4->C14:3), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC164C165m	betaoxidation	fad[m] + 4hexdtetcoa[m]  -> fadh2[m] + hexdpencoa[m] 	Fatty Acid Beta Oxidation (C16:4->C16:5), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC164m	betaoxidation	3hexdtetcoa[m]  -> 2hexdtetcoa[m] 	Isomerization (C16:4), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC165C164m	betaoxidation	h[m] + nadph[m] + hexdpencoa[m]  -> nadp[m] + 3hexdtetcoa[m] 	Fatty Acid Beta Oxidation (C16:5->C16:4), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC182806m	betaoxidation	5 h2o[m] + 5 nad[m] + 5 coa[m] + 3 fad[m] + lnlccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + occoa[m] 	Beta Oxidation of Fatty Acid	4.2.1.74
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC182C162m	betaoxidation	h2o[m] + nad[m] + coa[m] + fad[m] + lnlccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + hexddcoa[m] 	Fatty Acid Beta Oxidation (C18:2->C16:2), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC18480m	betaoxidation	5 h2o[m] + 5 nad[m] + 5 coa[m] + fad[m] + strdnccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + fadh2[m] + occoa[m] 	Beta Oxidation of Fatty Acid	4.2.1.74
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC184C164m	betaoxidation	h2o[m] + nad[m] + coa[m] + fad[m] + strdnccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + 4hexdtetcoa[m] 	Fatty Acid Beta Oxidation (C18:4->C16:4), Mitochondrial	
Fatty acid oxidation	FVA_ST_norm_t2	FAOXC4C4DCc	carnitine shuttle	crn[c] + succoa[c]  <=> coa[c] + c4dc[c] 	Succ->C4Dcc	
Fatty acid oxidation	FVA_ST_norm_t2	HMR_3115	NA	fad[m] + stcoa[m]  -> fadh2[m] + od2coa[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	FVA_ST_norm_t2	HMR_3121	NA	fad[m] + pmtcoa[m]  -> fadh2[m] + hdd2coa[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	FVA_ST_norm_t2	HMR_3128	NA	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	FVA_ST_norm_t2	HMR_3135	NA	fad[m] + ddcacoa[m]  -> fadh2[m] + dd2coa[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	FVA_ST_norm_t2	HMR_3142	NA	fad[m] + dcacoa[m]  -> fadh2[m] + dc2coa[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.99.-
Fatty acid oxidation	FVA_ST_norm_t2	HMR_3149	NA	fad[m] + occoa[m]  -> fadh2[m] + HC01415[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.99.-
Fatty acid oxidation	FVA_ST_norm_t2	HMR_9719	NA	8 h2o[m] + 8 nad[m] + 8 coa[m] + 4 fad[m] + strdnccoa[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 4 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	FVA_ST_norm_t2	LNLCCPT2	carnitine shuttle	coa[m] + lnlccrn[m]  <=> crn[m] + lnlccoa[m] 	Carnitine Transferase	
Fatty acid oxidation	FVA_ST_norm_t2	LNLNCGCPT1	carnitine shuttle	crn[c] + lnlncgcoa[c]  <=> coa[c] + lnlncgcrn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	FVA_ST_norm_t2	RE0512M	betaoxidation	nad[m] + CE2421[m]  -> h[m] + nadh[m] + CE0713[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	FVA_ST_norm_t2	RE1516M	betaoxidation	fad[m] + lnlccoa[m]  <=> fadh2[m] + CE2434[m] 	RE1516M	1.3.99.13
Fatty acid oxidation	FVA_ST_norm_t2	RE1517M	betaoxidation	fad[m] + CE0849[m]  <=> fadh2[m] + CE2433[m] 	RE1517M	1.3.99.13
Fatty acid oxidation	FVA_ST_norm_t2	RE1523M	betaoxidation	h2o[m] + CE2434[m]  <=> CE2421[m] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	FVA_ST_norm_t2	RE1531M	betaoxidation	coa[m] + CE0713[m]  <=> accoa[m] + CE0849[m] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	FVA_ST_norm_t2	SUCCCROT	carnitine shuttle	crn[x] + succoa[x]  <=> coa[x] + c4dc[x] 	Production of Succinyl Carnitine	
Fatty acid oxidation	FVA_ST_norm_t2	r0308	NA	h[x] + coa[x] + arachd[x]  -> h2o[x] + arachdcoa[x] 	Palmitoyl Coenzyme A Hydrolase	3.1.2.22
Fatty acid oxidation	FVA_ST_norm_t2	r1257	NA	atp[r] + coa[r] + lnlc[r]  -> amp[r] + ppi[r] + lnlccoa[r] 	Long-Chain-Fatty-Acid---Coa Ligase	6.2.1.3
Fatty acid oxidation	MTA_ST_norm_t2	HMR_3338	NA	o2[x] + CE5151[x]  -> h2o2[x] + CE5150[x] 	Acyl Coenzyme A Oxidase	EC:1.3.3.6
Fatty acid oxidation	MTA_ST_norm_t2	HMR_3071	NA	h2o[x] + CE2243[x]  -> CE2247[x] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_ST_norm_t2	HMR_3351	NA	h2o[x] + M03022[x]  -> M01573[x] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_ST_norm_t2	RE3177M	betaoxidation	nad[m] + CE4801[m]  <=> h[m] + nadh[m] + CE4803[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_ST_norm_t2	RE3178M	betaoxidation	nad[m] + CE4800[m]  <=> h[m] + nadh[m] + CE4796[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_ST_norm_t2	RE3179M	betaoxidation	nad[m] + CE4802[m]  <=> h[m] + nadh[m] + CE4804[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_ST_norm_t2	RE3185M	betaoxidation	fad[m] + CE4798[m]  <=> fadh2[m] + CE4799[m] 	RE3185M	1.3.99.3
Fatty acid oxidation	MTA_ST_norm_t2	RE3186M	betaoxidation	fad[m] + CE4808[m]  <=> fadh2[m] + CE4807[m] 	RE3186M	1.3.99.3
Fatty acid oxidation	MTA_ST_norm_t2	RE3189M	betaoxidation	coa[m] + CE4803[m]  <=> accoa[m] + CE4797[m] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	MTA_ST_norm_t2	RE3190M	betaoxidation	coa[m] + CE4796[m]  <=> ppcoa[m] + CE4808[m] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	MTA_ST_norm_t2	RE3192M	betaoxidation	h2o[m] + CE4806[m]  <=> CE4801[m] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_ST_norm_t2	RE3193M	betaoxidation	h2o[m] + CE4799[m]  <=> CE4800[m] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_ST_norm_t2	RE3194M	betaoxidation	h2o[m] + CE4807[m]  <=> CE4802[m] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_ST_norm_t2	RE3195M	betaoxidation	CE4798[m]  <=> CE4797[m] 	Alpha-Methylacyl Coenzyme A Racemase	5.1.99.4
Fatty acid oxidation	MTA_ST_norm_t2	HMR_3522	NA	fad[m] + dmnoncoa[m]  -> 2 h[m] + fadh2[m] + CE4806[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8
Fatty acid oxidation	MTA_ST_norm_t2	FAOXC1811601m	betaoxidation	5 h2o[m] + 5 nad[m] + 5 coa[m] + 4 fad[m] + od2coa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 4 fadh2[m] + occoa[m] 	Beta Oxidation Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_ST_norm_t2	FAOXC14C12m	betaoxidation	h2o[m] + nad[m] + coa[m] + fad[m] + tdcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + ddcacoa[m] 	Fatty Acid Beta Oxidation (C14->C12), Mitochondrial	
Fatty acid oxidation	MTA_ST_norm_t2	FAOXC102C101m	betaoxidation	h[m] + nadph[m] + dec24dicoa[m]  -> nadp[m] + dece3coa[m] 	Reduction (C10:2->C10:1), Mitochondrial	
Fatty acid oxidation	MTA_ST_norm_t2	FACOAL150	fatty acid activation, cytosol	atp[c] + coa[c] + ptdca[c]  -> amp[c] + ppi[c] + ptdcacoa[c] 	Fatty-Acid- Coenzyme A Ligase	6.2.1.3
Fatty acid oxidation	MTA_ST_norm_t2	FAOXC2031836m	betaoxidation	h2o[m] + nad[m] + coa[m] + fad[m] + dlnlcgcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + lnlncgcoa[m] 	Beta Oxidation of Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_ST_norm_t2	r1259	NA	atp[r] + coa[r] + lnlnca[r]  -> amp[r] + ppi[r] + lnlncgcoa[r] 	Long-Chain-Fatty-Acid---Coa Ligase	6.2.1.3
