name	Ctrl_vs_HT_Unchanged	Ctrl_vs_Primary_Unchanged	Ctrl_vs_ST
CYOR_u10mi	0	0	1
CYSCYSr	0	0	1
CYSCYSt	0	0	1
CYSTA	0	1	1
DCIm	0	1	1
DESAT14_9	0	0	1
DESAT16_2	0	0	1
DESAT18_10	0	0	1
DESAT18_3	0	0	1
DESAT18_4	0	0	1
DESAT18_5	0	0	1
DESAT18_6	0	1	1
DESAT18_7	1	0	1
DESAT18_8	0	0	1
DESAT20_1	1	0	1
DESAT20_2	0	0	1
DGK1	0	0	1
DGK2m	0	0	1
DGNSKm	0	0	1
DGSNtm	0	0	1
DGULND	1	1	1
DHCHOLESTANATEt	1	1	1
DHCR71r	0	0	1
DHCRMter	1	0	1
DHFtm	0	0	1
DLNLCGCPT2	0	1	1
DM_adprbp[c]	1	1	1
DM_Lcystin	0	0	1
DM_pmtcoa[r]	0	0	1
DMATT	0	0	1
DOCOSACTDr	0	0	1
DSMSTEROLte	0	0	1
DTMPK	0	0	1
DUMPtn	1	0	1
DURAD	1	1	1
DURIPP	0	0	1
DUTPDPn	1	0	1
ECOAH12m	0	1	1
EICOSTETCPT1	0	0	1
EICOSTETCPT2	0	0	1
ELAIDCPT1	1	0	1
ELAIDCPT2	1	0	1
ELAIDCRNtd	0	1	1
ENO	0	1	1
ETF	0	0	1
ETFQO	0	0	1
ETHAMPtr	0	0	1
ETHAt	0	0	1
EX_2hb[e]	0	0	1
EX_2obut[e]	0	0	1
EX_3hmp[e]	0	0	1
EX_3hpp[e]	0	1	1
EX_4abut[e]	1	1	1
EX_5aop[e]	0	0	1
EX_abt_D[e]	1	1	1
EX_ac[e]	0	0	1
EX_acac[e]	1	0	1
EX_ach[e]	1	1	1
EX_aclys[e]	0	0	1
EX_adn[e]	0	1	1
EX_adprbp[e]	1	1	1
EX_arach[e]	0	0	1
EX_asncyscys[e]	0	0	1
EX_biliverd[e]	0	0	1
EX_btn[e]	0	0	1
EX_C02712[e]	0	0	1
EX_C13856[e]	1	0	1
EX_CE1557[e]	0	0	1
EX_cgly[e]	0	0	1
EX_chol[e]	0	0	1
EX_cholp[e]	0	0	1
EX_co[e]	0	0	1
EX_crm_hs[e]	1	1	1
EX_crvnc[e]	0	1	1
EX_cys_L[e]	0	0	1
EX_cyscys[e]	0	0	1
EX_dchac[e]	0	0	1
EX_dhcholestanate[e]	1	1	1
EX_dsmsterol[e]	0	0	1
EX_etha[e]	0	0	1
EX_ethamp[e]	0	0	1
EX_for[e]	0	1	1
EX_gal[e]	1	1	1
EX_galt[e]	1	1	1
EX_gchola[e]	0	0	1
EX_glcur[e]	1	1	1
EX_gly[e]	0	0	1
EX_glyc_S[e]	0	0	1
EX_glyc[e]	1	0	1
EX_glyclt[e]	0	0	1
EX_gthrd[e]	0	0	1
EX_h2o2[e]	0	0	1
EX_HC00250[e]	0	0	1
EX_HC00900[e]	0	1	1
EX_HC02203[e]	0	0	1
EX_HC02205[e]	0	0	1
EX_hdca[e]	0	0	1
EX_hiscyscys[e]	0	0	1
EX_lnlc[e]	1	0	1
EX_lthstrl[e]	0	1	1
EX_M00117[e]	0	0	1
EX_M01989[e]	0	0	1
EX_mag_hs[e]	0	0	1
EX_mercplaccys[e]	0	0	1
EX_ncam[e]	0	0	1
EX_ocdca[e]	0	0	1
EX_ocdcea[e]	0	1	1
EX_oxa[e]	0	0	1
EX_ppbng[e]	0	0	1
EX_ribflv[e]	0	0	1
EX_Rtotal[e]	1	0	1
EX_Rtotal2[e]	1	0	1
EX_ser_D[e]	0	0	1
EX_ser_L[e]	0	0	1
EX_serglyglu[e]	0	0	1
EX_so4[e]	0	0	1
EX_sph1p[e]	0	1	1
EX_sphs1p[e]	0	1	1
EX_strdnc[e]	1	1	1
EX_sucsal[e]	1	1	1
EX_taur[e]	0	0	1
EX_tchola[e]	0	0	1
EX_thf[e]	1	1	1
EX_urea[e]	0	0	1
EX_uri[e]	0	0	1
EX_xol27oh[e]	0	0	1
EX_xol7ah3[e]	1	0	1
EX_xol7aone[e]	0	0	1
EX_xtsn[e]	0	0	1
EX_xyl_D[e]	1	1	1
EX_xylt[e]	1	1	1
EX_xylu_D[e]	1	1	1
EX_xylu_L[e]	1	1	1
FACOAL160i	0	0	1
FACOAL1821	1	0	1
FACOAL204	1	0	1
FADH2tru	0	0	1
FADH2tx	0	0	1
FADtru	0	0	1
FADtx	0	0	1
FAOXC101C102x	0	0	1
FAOXC101x	0	0	1
FAOXC102C103m	1	0	1
FAOXC102C103x	0	0	1
FAOXC102C81m	1	0	1
FAOXC102C81x	0	0	1
FAOXC102m	1	0	1
FAOXC102x	0	0	1
FAOXC103C102m	1	0	1
FAOXC103C102x	0	0	1
FAOXC10C10OHm	1	1	1
FAOXC121C101m	0	0	1
FAOXC123C102m	1	0	1
FAOXC123C102x	0	0	1
FAOXC123m	1	0	1
FAOXC123x	0	0	1
FAOXC12C12OHm	1	1	1
FAOXC140	0	0	1
FAOXC141C121m	0	0	1
FAOXC143C123m	1	0	1
FAOXC143C123x	0	0	1
FAOXC14C12m	0	0	1
FAOXC160	0	0	1
FAOXC16080m	0	0	1
FAOXC161802m	0	0	1
FAOXC16180m	0	0	1
FAOXC161C141m	0	0	1
FAOXC162C142m	1	1	1
FAOXC163C143m	1	0	1
FAOXC164C143x	0	0	1
FAOXC164C165x	0	0	1
FAOXC164x	0	0	1
FAOXC165C164x	0	0	1
FAOXC16C14m	0	0	1
FAOXC180	0	0	1
FAOXC1811601m	0	0	1
FAOXC1811602m	0	0	1
FAOXC1811603m	0	1	1
FAOXC181C161m	0	0	1
FAOXC182806m	1	1	1
FAOXC18280m	0	0	1
FAOXC182C162m	1	1	1
FAOXC183803m	1	0	1
FAOXC183806m	1	0	1
FAOXC183C163m	1	0	1
FAOXC184C164x	0	0	1
FAOXC2031836m	0	1	1
FAOXC204	1	1	1
FAOXC204184m	0	0	1
FAOXC2051843x	0	0	1
FAOXC2242046m	0	1	1
FAOXC61m	1	0	1
FAOXC61x	0	0	1
FAOXC81C61m	1	0	1
FAOXC81C61x	0	0	1
FAOXTC101TC102m	0	0	1
FAOXTC102C101m	0	0	1
FAOXTC122m	0	0	1
FAOXTC122TC101m	0	0	1
FAOXTC142TC122m	0	0	1
FAOXTC162TC142m	0	0	1
FAOXTC182TC162m	0	0	1
FCLTc	0	0	1
FMNAT	0	0	1
FORt2m	0	1	1
FORtr	0	1	1
FTHFL	0	1	1
FTHFLm	0	1	1
G6PDH2r	0	0	1
GALGLUSIDEtl	0	0	1
GALOR	1	1	1
GALtly	0	0	1
GALTt	1	1	1
GARFT	0	0	1
GCALDD	0	1	1
GCALDDm	0	0	1
GHMT2r	0	0	1
GHMT2rm	0	0	1
GK1	0	1	1
GLB1	0	0	1
GLCURtr	1	1	1
GLDBRAN	1	0	1
GLUPRT	0	0	1
GLUt2m	0	1	1
GLXO1	0	0	1
GLYBt4_2_r	0	1	1
GLYC_St	0	0	1
GLYCLTtd	0	0	1
GLYCLTtm	0	0	1
GPAM_hs	1	0	1
GRTT	0	0	1
GTHP	0	0	1
GTHPm	0	0	1
GTHS	0	1	1
GUAPRT	0	0	1
GULN3D	1	1	1
H2O2itr	0	0	1
H2O2t	0	0	1
H2O2tp	0	0	1
HACD9m	0	0	1
HC00900t1	0	0	1
HEXCOAACBP	0	0	1
HISCYSCYSr	0	0	1
HISCYSCYSt	0	0	1
HMBS	0	0	1
HMGCOASim	1	0	1
HMR_0200	0	0	1
HMR_0292	0	0	1
HMR_0482	0	0	1
HMR_0593	1	0	1
HMR_0597	0	0	1
HMR_0598	0	0	1
HMR_0601	1	0	1
HMR_0614	0	0	1
HMR_0625	0	0	1
HMR_0629	0	0	1
HMR_0642	0	0	1
HMR_0672	1	0	1
HMR_0678	1	0	1
HMR_0750	1	0	1
HMR_0753	1	0	1
HMR_0758	1	0	1
HMR_0765	0	1	1
HMR_0769	0	0	1
HMR_0770	0	1	1
HMR_0844	1	0	1
HMR_1095	1	1	1
HMR_1315	0	0	1
HMR_1316	0	0	1
HMR_1318	1	0	1
HMR_1470	0	0	1
HMR_1473	0	0	1
HMR_1484	0	0	1
HMR_1490	0	0	1
HMR_1493	0	0	1
HMR_1494	0	0	1
HMR_1500	0	0	1
HMR_1502	0	0	1
HMR_1503	0	0	1
HMR_1504	0	0	1
HMR_1505	0	0	1
HMR_1509	0	0	1
HMR_1512	0	0	1
HMR_1516	0	0	1
HMR_1536	0	0	1
HMR_1538	0	0	1
HMR_1539	0	0	1
HMR_1540	0	0	1
HMR_1543	0	0	1
HMR_1544	0	0	1
HMR_1545	0	0	1
HMR_1546	0	0	1
HMR_1547	0	0	1
HMR_1548	0	0	1
HMR_1549	0	0	1
HMR_1550	0	0	1
HMR_1551	0	0	1
HMR_1552	0	0	1
HMR_1706	0	0	1
HMR_1834	0	0	1
HMR_1988	0	1	1
HMR_2259	0	0	1
HMR_2260	0	0	1
HMR_2261	0	0	1
HMR_2262	0	0	1
HMR_2281	0	0	1
HMR_2282	0	0	1
HMR_2284	0	0	1
HMR_2286	0	0	1
HMR_2287	0	0	1
HMR_2292	0	0	1
HMR_2293	0	0	1
HMR_2294	0	0	1
HMR_2295	0	0	1
HMR_2296	0	0	1
HMR_2332	0	0	1
HMR_2334	0	0	1
HMR_2336	0	0	1
HMR_2338	0	0	1
HMR_2347	0	0	1
HMR_2348	0	0	1
HMR_2349	0	0	1
HMR_2350	0	0	1
HMR_2353	0	0	1
HMR_2354	0	0	1
HMR_2355	0	0	1
HMR_2356	0	0	1
HMR_2359	0	1	1
HMR_2361	0	0	1
HMR_2362	0	0	1
HMR_2363	0	0	1
HMR_2364	0	0	1
HMR_2365	0	0	1
HMR_2380	1	0	1
HMR_2433	0	0	1
HMR_2434	0	0	1
HMR_2435	0	0	1
HMR_2436	0	0	1
HMR_2472	0	0	1
HMR_2484	0	0	1
HMR_2530	1	0	1
HMR_2533	1	0	1
HMR_2535	1	0	1
HMR_2537	1	0	1
HMR_2540	1	0	1
HMR_2541	1	0	1
HMR_2542	1	0	1
HMR_2543	1	0	1
HMR_2611	0	0	1
HMR_2613	0	0	1
HMR_2620	0	0	1
HMR_2621	0	0	1
HMR_2622	0	0	1
HMR_2633	0	0	1
HMR_2634	0	0	1
HMR_2657	0	0	1
HMR_2659	0	1	1
HMR_2666	0	0	1
HMR_2668	0	0	1
HMR_2669	0	0	1
HMR_2670	0	0	1
HMR_2671	0	0	1
HMR_2675	0	0	1
HMR_2676	0	0	1
HMR_2677	0	0	1
HMR_2687	0	0	1
HMR_2688	0	0	1
HMR_2689	0	0	1
HMR_2690	0	0	1
HMR_2691	0	0	1
HMR_2692	0	0	1
HMR_2693	0	0	1
HMR_2695	0	0	1
HMR_2697	0	0	1
HMR_2708	0	0	1
HMR_2709	0	0	1
HMR_2710	0	0	1
HMR_2733	1	0	1
HMR_2734	1	0	1
HMR_2735	1	0	1
HMR_2736	1	0	1
HMR_2737	1	0	1
HMR_2738	1	0	1
HMR_2768	0	0	1
HMR_2769	0	0	1
HMR_2770	0	0	1
HMR_2771	0	0	1
HMR_2772	0	0	1
HMR_2773	0	0	1
HMR_2817	1	1	1
HMR_2819	1	1	1
HMR_2851	0	0	1
HMR_2852	0	0	1
HMR_2857	1	0	1
HMR_2859	1	0	1
HMR_2861	0	1	1
HMR_2862	0	1	1
HMR_2973	0	0	1
HMR_2982	0	1	1
HMR_3023	0	0	1
HMR_3070	1	1	1
HMR_3071	1	1	1
HMR_3072	1	1	1
HMR_3073	1	1	1
HMR_3074	1	0	1
HMR_3075	1	0	1
HMR_3076	1	0	1
HMR_3094	0	0	1
HMR_3095	0	0	1
HMR_3096	0	0	1
HMR_3097	0	0	1
HMR_3098	1	0	1
HMR_3099	1	0	1
HMR_3100	1	0	1
HMR_3101	1	0	1
HMR_3115	1	0	1
HMR_3116	0	0	1
HMR_3117	0	0	1
HMR_3118	0	0	1
HMR_3121	1	1	1
HMR_3128	1	1	1
HMR_3135	1	1	1
HMR_3142	1	1	1
HMR_3149	1	1	1
HMR_3174	0	0	1
HMR_3175	0	0	1
HMR_3176	0	0	1
HMR_3177	0	0	1
HMR_3229	0	1	1
HMR_3230	0	1	1
HMR_3231	0	1	1
HMR_3232	0	1	1
HMR_3233	0	1	1
HMR_3234	0	1	1
HMR_3235	0	1	1
HMR_3236	0	1	1
HMR_3237	0	1	1
HMR_3244	0	0	1
HMR_3245	0	0	1
HMR_3246	0	0	1
HMR_3247	0	0	1
HMR_3322	0	0	1
HMR_3326	0	0	1
HMR_3327	0	0	1
HMR_3328	0	0	1
HMR_3329	0	0	1
HMR_3398	0	0	1
HMR_3406	0	1	1
HMR_3407	0	0	1
HMR_3408	0	0	1
HMR_3409	0	0	1
HMR_3411	0	0	1
HMR_3413	0	0	1
HMR_3414	0	0	1
HMR_3416	0	0	1
HMR_3421	0	1	1
HMR_3423	0	0	1
HMR_3424	0	0	1
HMR_3426	1	0	1
HMR_3427	0	0	1
HMR_3431	1	0	1
HMR_3432	1	0	1
HMR_3446	1	1	1
HMR_3447	1	1	1
HMR_3448	0	1	1
HMR_3449	0	1	1
HMR_3450	0	1	1
HMR_3451	0	1	1
HMR_3452	1	0	1
HMR_3453	1	0	1
HMR_3454	1	0	1
HMR_3455	1	0	1
HMR_3456	1	0	1
HMR_3457	1	0	1
HMR_4592	1	1	1
HMR_6545	0	0	1
HMR_6617	1	1	1
HMR_6619	1	1	1
HMR_7198	0	0	1
HMR_7757	0	0	1
HMR_7947	0	1	1
HMR_7949	0	1	1
HMR_8776	0	0	1
HMR_9189	0	0	1
HMR_9627	0	1	1
HMR_9634	0	1	1
HMR_9640	0	1	1
HMR_9642	1	1	1
HMR_9797	0	1	1
HOXG	0	0	1
HPYRDCm	0	0	1
HPYRR2x	0	0	1
HSD11B2r	0	0	1
HSD17B42x	0	0	1
HSD3A1r	0	0	1
HSD3A2r	0	0	1
Htg	0	0	1
Htr	0	0	1
HXPRT	0	0	1
HYPTROX	0	0	1
IMPD	0	0	1
IMPtr	0	0	1
INSt2	0	0	1
INSTt4	1	1	1
KYNATEtr	0	0	1
LDH_D	0	0	1
LNELDCCPT1	0	0	1
LNELDCCPT2	0	0	1
LNLCCPT2	1	1	1
LNLCCRNtd	0	0	1
LNLNCGCPT2	0	1	1
LNSTLSr	0	0	1
LPS3	0	0	1
LSTO1r	0	0	1
LTC4CP	0	1	1
LTD4DP	0	1	1
LTHSTRLt	0	1	1
LYStm	1	0	1
MAGt	0	0	1
MCLACCYSR	0	0	1
MCLOR	0	0	1
MERCPLACCYSt	0	0	1
METAT	1	0	1
MI145PP	0	0	1
MLTHFte2	1	0	1
MLTHFtm	0	0	1
MTHFC	0	0	1
NAtx	0	0	1
NCAMUP	0	0	1
NDPK5m	0	0	1
NMNATr	0	0	1
NMNS	0	0	1
NRVNCCOAtx	0	0	1
NTD10	0	0	1
NTD11	0	0	1
NTD5	0	0	1
NTD8	0	0	1
NTD9	0	0	1
O2ter	1	0	1
O2tm	0	1	1
O2tp	0	0	1
OCCOAtx	0	1	1
OCD11COACPT1	0	0	1
OCD11CRNCACT	0	0	1
OCD11CRNCPT2	0	0	1
OCOAT1m	0	0	1
P5CRxm	1	0	1
PAIL45P_HStn	0	1	1
PEt	0	0	1
PETHCT	0	0	1
PGCD	0	1	1
PGESr	1	0	1
PGL	0	0	1
PGLc	0	0	1
PGM	0	1	1
PGMT	1	1	1
PHETA1m	0	0	1
PHPYRtm	0	0	1
PI345P5P	0	0	1
PI3P4K	0	0	1
PI45P3K	0	0	1
PI45PLC	0	0	1
PItn	0	0	1
PMTCOAFABP1tc	0	0	1
PPAm	0	0	1
PPBNGS	0	0	1
PPBNGte	0	0	1
PPItm	0	1	1
PPM	0	0	1
PRAGSr	0	0	1
PRASCS	0	0	1
PRDX	0	0	1
PRFGS	0	0	1
PRGNLONEtr	0	1	1
PRISTCOAtcx	0	0	1
PROD2m	1	1	1
PROSTGE2t2r	1	0	1
PSERT	0	1	1
PTCRTD	0	0	1
PUNP1	0	1	1
PUNP3	0	0	1
PUNP4	0	1	1
PUNP5	0	0	1
PUNP7	0	0	1
PYNP2r	0	0	1
R_group_phosphotase_1	1	0	1
R_group_phosphotase_2	1	0	1
r0023	0	0	1
r0130	0	0	1
r0160	0	0	1
r0193	0	0	1
r0210	0	0	1
r0276	0	1	1
r0309	1	1	1
r0310	0	0	1
r0311	0	0	1
r0394	0	1	1
r0395	0	0	1
r0409	1	1	1
r0441	1	0	1
r0480	0	0	1
r0510	0	0	1
r0511	0	0	1
r0527	0	0	1
r0537	0	1	1
r0629	0	0	1
r0630	0	0	1
r0634	0	1	1
r0638	1	0	1
r0642	0	1	1
r0643	0	1	1
r0652	0	1	1
r0660	1	0	1
r0661	0	0	1
r0666	0	0	1
r0688	1	0	1
r0715	0	0	1
r0717	0	0	1
r0719	0	0	1
r0721	0	0	1
r0722	0	0	1
r0723	0	0	1
r0724	0	0	1
r0726	0	1	1
r0727	0	0	1
r0728	0	1	1
r0729	0	0	1
r0735	1	0	1
r0739	1	1	1
r0758	1	1	1
r0781	0	1	1
r0786	0	1	1
r0788	0	0	1
r0789	0	0	1
r0792	0	0	1
r0818	0	0	1
r0853	0	1	1
r0860	1	1	1
r0940	0	0	1
r0942	1	1	1
r0974	0	0	1
r1007	1	0	1
r1106	0	0	1
r1117	0	0	1
r1154	0	0	1
r1253	1	1	1
r1254	1	1	1
r1257	1	0	1
r1259	1	0	1
r1262	1	0	1
r1292	1	0	1
r1384	0	0	1
r1435	0	0	1
r1443	0	0	1
r1444	0	0	1
r1445	0	0	1
r1447	0	0	1
r1448	0	0	1
r1449	0	0	1
r1450	0	0	1
r1451	0	0	1
r1454	0	0	1
r1455	0	0	1
r1457	0	1	1
r1468	0	0	1
r1472	0	1	1
r1474	0	1	1
r1477	0	1	1
r2201	0	0	1
r2314	0	1	1
r2318	0	0	1
r2331	1	1	1
r2347	0	1	1
r2357	0	0	1
r2435	0	0	1
r2508	1	1	1
r2518	1	0	1
RE0383C	1	1	1
RE0452M	0	0	1
RE0456N	1	1	1
RE0512M	1	1	1
RE0512X	0	0	1
RE0583C	1	0	1
RE1100R	0	1	1
RE1135C	0	1	1
RE1135R	0	1	1
RE1448N	0	0	1
RE1516M	1	1	1
RE1516X	0	0	1
RE1517M	1	1	1
RE1517X	0	0	1
RE1518M	0	1	1
RE1518X	0	0	1
RE1520X	0	0	1
RE1521M	0	1	1
RE1521X	0	0	1
RE1522X	0	0	1
RE1523M	1	1	1
RE1523X	0	0	1
RE1525X	0	0	1
RE1526M	0	1	1
RE1526X	0	0	1
RE1527X	0	0	1
RE1531M	1	1	1
RE1531X	0	0	1
RE1532X	0	0	1
RE1533M	0	1	1
RE1533X	0	0	1
RE1534X	0	0	1
RE1573M	0	1	1
RE1573X	0	0	1
RE1845C	0	1	1
RE1845X	0	1	1
RE2112C	0	0	1
RE2407C	0	0	1
RE2410C	0	0	1
RE2563C	1	0	1
RE2644C	0	0	1
RE2814R	0	0	1
RE2954C	1	1	1
RE2958C	1	0	1
RE2985M	1	1	1
RE2992M	1	0	1
RE2998M	0	0	1
RE2999M	0	0	1
RE3000M	0	0	1
RE3001M	0	0	1
RE3003M	0	0	1
RE3004M	0	0	1
RE3005M	0	0	1
RE3006M	0	0	1
RE3114R	1	0	1
RE3136C	0	0	1
RE3624M	0	0	1
RPEc	1	1	1
RTOTAL2t	1	0	1
RTOTALt	1	0	1
Rtotalter	1	0	1
SCP2x	1	0	1
SERGLYGLUr	0	0	1
SERGLYGLUt	0	0	1
SGPL12r	0	1	1
sink_11docrtsl[c]	0	1	1
sink_4abut[l]	1	1	1
sink_acac[m]	1	0	1
sink_bhb[m]	1	0	1
sink_chol[c]	1	1	1
sink_cholate[c]	0	0	1
sink_cys_L[c]	0	0	1
sink_dchac[c]	0	0	1
sink_dhcholestanate[c]	1	1	1
sink_gchola[c]	0	0	1
sink_gly[c]	0	0	1
sink_hdca[c]	0	0	1
sink_lnlc[c]	1	0	1
sink_lnlccoa[c]	1	1	1
sink_lnlncacoa[c]	1	0	1
sink_odecoa[c]	0	1	1
sink_pmtcoa[c]	0	0	1
sink_Ser_Gly_Ala_X_Gly[r]	0	0	1
sink_ser_L[c]	0	0	1
sink_stcoa[c]	0	0	1
sink_tdchola[c]	0	0	1
sink_tmndnccoa[c]	0	1	1
SMS	1	1	1
SPH1Pte	0	1	1
SPHGNtr	1	0	1
SPHMYLNtg	0	0	1
SPHS1Ptr	0	1	1
SQLEr	0	0	1
SRR	0	0	1
STRDNCCPT1	0	0	1
STRDNCCPT2	0	0	1
SUCSALte	1	1	1
SUCSALtm	1	1	1
TAURtcx	0	0	1
TDCHOLAtx	0	1	1
THMDt2r	0	1	1
TKT1	0	0	1
TKT2	0	0	1
TRDR	0	0	1
TRDR2	0	0	1
TRDR3	0	0	1
TSULt4_3	0	0	1
TTDCEAc	0	0	1
TTDCRNNAt	0	0	1
TXA2tr	0	0	1
UDPG4E	1	1	1
UDPGALt2r	0	1	1
UGT1A10r	0	1	1
UPP3S	0	0	1
UPPDC1	0	0	1
URIDK2m	0	0	1
VALt5m	0	0	1
VALTA	0	0	1
VALTAm	0	0	1
VLCS2p	1	0	1
XOL27OHte	0	0	1
XOL27OHtm	0	0	1
XOL27OHtmc	0	0	1
XOL7AH3t	1	0	1
XOL7AONEt	0	0	1
XOL7AONEtr	0	0	1
XYLt	1	1	1
XYLTD_Dr	1	1	1
XYLTt	1	1	1
XYLUDte	1	1	1
XYLULte	1	1	1
10FTHF7GLUtl	1	1	0
10FTHFtl	1	1	0
11DOCRTSLte	1	1	0
13DAMPPte	1	0	0
15KPROSTGF2c	1	0	0
15KPROSTGF2t	1	0	0
17AHPRGSTRNte	1	1	0
2H3MVc	1	1	0
2H3MVte	1	1	0
2HATVACIDtep	1	1	0
2HATVACIDthc	1	1	0
2HATVLACtep	1	1	0
2HATVLACthc	1	1	0
2HCO3_NAt	1	1	0
2HIVc	1	1	0
2HIVte	1	1	0
2M3HVACc	1	1	0
2M3HVACte	1	1	0
2M3OVACm	1	1	0
2M3OVACtm	1	1	0
2M3OVCOAm	1	1	0
2MB2COAc	1	0	0
2PGtr	1	1	0
34DHOXMANDte	1	1	0
34DHOXPEGOX	1	1	0
34DHOXPEGt	1	1	0
34DHPHAMT	1	1	0
34DHPHEt	1	1	0
34HPPte	1	1	0
35DHPVStep	1	1	0
35DHPVSthc	1	1	0
3AIBSYMPt	1	1	0
3AIBt1	1	1	0
3AIBTm	1	1	0
3AIBtmi	1	1	0
3HADICOAx	1	1	0
3HADPACte	1	1	0
3HADPACtxc	1	1	0
3HADPACx	1	1	0
3HBCDm	1	0	0
3HBCOARc	1	0	0
3HCO3_NAt	1	1	0
3HPVSCOAhc	1	1	0
3HPVSCOAitm	1	1	0
3HPVSCOAitx	1	1	0
3HPVStep	1	1	0
3HPVSTETCOAhcm	1	1	0
3HPVSTETCOAhcx	1	1	0
3HPVSTETCOAitm	1	1	0
3HPVSTETCOAitx	1	1	0
3HPVSTEThc	1	1	0
3HPVSTETtev	1	1	0
3HPVSthc	1	1	0
3ISPVStep	1	1	0
3ISPVSthc	1	1	0
3MHISc	1	1	0
3MHISt1	1	1	0
3MHISt2	1	1	0
3MHISt3	1	1	0
3MOBte	1	1	0
3MOPte	1	1	0
3MOX4HOXMte	1	1	0
3MOX4HOXPGALDOX	1	1	0
3MOX4HOXPGALDOX_NADP_	1	1	0
3MOXTYRt	1	1	0
3OHSEBACte	1	1	0
3OHSEBACtxc	1	1	0
3OHSEBACx	1	1	0
3OHSEBCOAx	1	1	0
3OHSUBACte	1	1	0
3OHSUBACtxc	1	1	0
3OHSUBACx	1	1	0
3OHSUBCOAx	1	1	0
3SALACBOXL	1	0	0
4HATVACIDtep	1	1	0
4HATVACIDthc	1	1	0
4HATVLACtep	1	1	0
4HATVLACthc	1	1	0
4HOXPACDOX_NADP_	1	0	0
4MOPt2im	1	1	0
4MOPte	1	1	0
4TMEABUTNt1	1	1	0
4TMEABUTNt2	1	1	0
56DTHMt	1	1	0
56DTHMtd	1	1	0
56DURAt	1	1	0
56DURAtd	1	1	0
5ADTSTSTERONESte	1	1	0
5ADTSTSTERONEte	1	1	0
5HOXINDOAtr	1	1	0
5HPETtd	1	1	0
5MTAte	1	1	0
5MTHFt	1	1	0
5MTHFt2	1	1	0
5MTHFt2le	1	1	0
5OXPROt	1	0	0
6EPVStep	1	1	0
6EPVSthc	1	1	0
7DHCHOLt	1	1	0
7DHCHSTEROLtd	1	1	0
7DHCHSTEROLtr	1	1	0
7DHFtl	1	1	0
7THFtl	1	1	0
A_MANASEly	1	1	0
A4GALTg	1	0	0
ABTD	1	0	0
ABUTD	1	1	0
ABUTt2r	1	1	0
ABUTt4_2_r	1	1	0
ACACt2	1	1	0
ACACT9p	1	1	0
ACCOAC	1	0	0
ACCOAgt	1	1	0
ACCOAL	1	0	0
ACCOAtn	1	0	0
ACCOAtr	1	1	0
ACGALtly	1	1	0
ACGALtr	1	1	0
ACGAM2E	1	1	0
