SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
NDUFS5	4725	604.109	276.036	385.512	328.435	cerebral-cortex	glial-cells	Medium	Supported
NDUFS6	4726	80.1262	57.3032	51.0693	56.4988	cerebral-cortex	glial-cells	Medium	Supported
NDUFS7	374291	53.6671	26.8426	39.5705	32.6438	NA	NA	NA	NA
NDUFS8	4728	91.8904	59.8596	62.6249	64.9272	NA	NA	NA	NA
NDUFV1	4723	117.262	64.5136	94.2853	75.5372	NA	NA	NA	NA
NDUFV2	4729	148.984	93.7312	83.2076	97.5409	cerebral-cortex	glial-cells	Medium	Supported
NDUFV2P1	4730	13.397	4.02214	7.02849	5.12608	NA	NA	NA	NA
NDUFV3	4731	22.4768	12.2458	19.9952	15.9476	cerebral-cortex	glial-cells	Low	Enhanced
NEAT1	283131	5.61263	2.35474	25.0353	2.86126	NA	NA	NA	NA
NEB	4703	155.277	1.1638	29.3007	0.934066	NA	NA	NA	NA
NEBL	10529	1.42851	5.37656	1.15894	1.26875	NA	NA	NA	NA
NECAB1	64168	3.32064	0.272351	1.10665	0.539769	cerebral-cortex	glial-cells	Medium	Enhanced
NECAB2	54550	1.22438	5.58869	1.26676	6.02806	NA	NA	NA	NA
NECAB3	63941	19.4047	7.97906	9.64262	10.6205	NA	NA	NA	NA
NECAP1	25977	14.3739	13.6913	13.6449	14.9799	NA	NA	NA	NA
NECAP2	55707	30.12	19.1624	30.9764	26.0271	NA	NA	NA	NA
NEDD1	121441	12.739	25.3086	15.4447	16.7491	cerebral-cortex	glial-cells	High	Approved
NEDD4	4734	5.99542	5.84011	8.55642	5.67815	NA	NA	NA	NA
NEDD4L	23327	17.4629	17.0862	12.5448	18.2525	NA	NA	NA	NA
NEDD8	4738	342.737	138.197	198.631	161.181	NA	NA	NA	NA
NEDD8-MDP1	100528064	0	0	0.202959	1.01972	NA	NA	NA	NA
NEDD9	4739	2.64483	7.62715	5.4234	7.14814	NA	NA	NA	NA
NEFH	4744	2.35652	1.31523	4.59212	1.4285	NA	NA	NA	NA
NEFL	4747	57.2394	34.4502	45.1364	47.7093	NA	NA	NA	NA
NEFM	4741	317.787	114.833	161.017	200.986	NA	NA	NA	NA
NEGR1	257194	5.08386	2.7241	1.32631	2.38224	NA	NA	NA	NA
NEIL1	79661	6.40869	8.13296	2.75169	6.12848	cerebral-cortex	glial-cells	Medium	Approved
NEIL2	252969	15.9582	6.89073	13.2816	9.72329	NA	NA	NA	NA
NEIL3	55247	6.42417	8.40054	6.91978	6.79418	NA	NA	NA	NA
NEK1	4750	5.75198	4.8237	6.53553	5.63716	cerebral-cortex	glial-cells	Low	Approved
NEK10	152110	0.283152	1.10772	0.270508	0.785981	NA	NA	NA	NA
NEK11	79858	2.34549	0.597765	3.27486	1.16541	NA	NA	NA	NA
NEK2	4751	21.033	26.4875	22.5684	18.015	NA	NA	NA	NA
NEK3	4752	23.0921	14.3743	18.2044	15.7664	NA	NA	NA	NA
NEK4	6787	7.88224	17.3115	10.3491	14.1758	cerebral-cortex	glial-cells	Medium	Enhanced
NEK5	341676	0.0405454	0.133075	0.202328	0.25091	NA	NA	NA	NA
NEK6	10783	19.0882	24.5726	29.3094	16.514	NA	NA	NA	NA
NEK7	140609	33.8057	11.0899	18.3126	11.1607	cerebral-cortex	glial-cells	Medium	Approved
NEK8	284086	2.33139	1.54974	2.81648	1.96799	cerebral-cortex	glial-cells	Medium	Approved
NEK9	91754	33.4884	27.7963	27.6463	26.4861	cerebral-cortex	glial-cells	Low	Approved
NELFA	7469	18.2635	21.5975	16.6485	22.404	cerebral-cortex	glial-cells	Medium	Supported
NELFB	25920	30.8862	31.0193	31.472	29.7014	cerebral-cortex	glial-cells	Low	Supported
NELFCD	51497	50.9135	82.002	52.2955	74.838	NA	NA	NA	NA
NELL1	4745	0.463174	9.91352	1.36268	10.3097	cerebral-cortex	glial-cells	Low	Approved
NELL2	4753	1.71291	56.9265	3.05766	25.6098	NA	NA	NA	NA
NEMF	9147	55.4493	26.3699	31.4493	34.0338	NA	NA	NA	NA
NENF	29937	38.4883	13.6277	23.4348	17.9513	NA	NA	NA	NA
NEO1	4756	18.4256	91.6342	34.4586	58.2406	NA	NA	NA	NA
NES	10763	576.994	414.112	276.702	262.441	NA	NA	NA	NA
NET1	10276	40.6054	22.1192	76.6365	25.8707	NA	NA	NA	NA
NETO1	81832	7.88195	8.83255	3.31981	5.99165	NA	NA	NA	NA
NETO2	81831	21.4745	61.2808	36.348	59.2572	NA	NA	NA	NA
NEU3	10825	1.33287	3.85888	2.3015	2.47792	NA	NA	NA	NA
NEU4	129807	8.57936	0.133416	1.02298	0.220156	NA	NA	NA	NA
NEURL1	9148	3.99425	0.868578	1.34667	1.04155	cerebral-cortex	glial-cells	Medium	Enhanced
NEURL1B	54492	3.64184	4.41551	4.53306	3.66719	cerebral-cortex	glial-cells	Medium	Approved
NEURL2	140825	2.48064	2.02467	1.97944	2.15009	NA	NA	NA	NA
NEURL4	84461	13.5198	23.7295	19.1501	21.4707	NA	NA	NA	NA
NEUROD1	4760	0.166192	4.8241	0.291988	2.80108	cerebral-cortex	glial-cells	Medium	Approved
NEUROD4	58158	0.338276	3.54904	0.355834	2.25689	NA	NA	NA	NA
NEUROG2	63973	0	0.991161	0.0411752	0.238745	NA	NA	NA	NA
NEXN	91624	225.35	6.81708	27.8668	5.6715	NA	NA	NA	NA
NEXN-AS1	374987	0.539852	0.303969	0.358109	0.285103	NA	NA	NA	NA
NF1	4763	12.3179	25.472	13.245	18.8656	NA	NA	NA	NA
NF2	4771	6.13105	7.1984	9.22167	8.56648	cerebral-cortex	glial-cells	High	Supported
NFASC	23114	2.10328	7.69826	2.92819	4.36762	NA	NA	NA	NA
NFAT5	10725	4.20886	8.64291	10.0881	8.1367	cerebral-cortex	glial-cells	Medium	Approved
NFATC1	4772	10.9354	0.800519	7.61803	2.05852	NA	NA	NA	NA
NFATC2	4773	0.129945	0.122629	0.618659	0.395796	cerebral-cortex	glial-cells	Low	Enhanced
NFATC2IP	84901	15.9392	40.1272	25.2136	34.775	NA	NA	NA	NA
NFATC3	4775	8.89275	19.7549	14.3636	14.2811	NA	NA	NA	NA
NFATC4	4776	121.521	23.5904	78.1892	30.5519	NA	NA	NA	NA
NFE2	4778	0.375811	0.123234	0.235146	0.0579993	NA	NA	NA	NA
NFE2L1	4779	43.9862	87.0205	69.6048	67.1415	cerebral-cortex	glial-cells	Low	Approved
NFE2L2	4780	33.322	17.104	33.3765	29.6661	cerebral-cortex	glial-cells	High	Supported
NFE2L3	9603	4.3425	7.87898	4.84328	5.70971	NA	NA	NA	NA
NFIA	4774	11.5695	1.26867	6.44708	4.99486	cerebral-cortex	glial-cells	High	Enhanced
NFIB	4781	34.6992	6.7129	22.0818	13.2539	cerebral-cortex	glial-cells	Medium	Supported
NFIC	4782	5.66139	2.68977	9.5126	4.63141	cerebral-cortex	glial-cells	Medium	Supported
NFIL3	4783	14.3999	7.19749	12.1865	8.12211	NA	NA	NA	NA
NFIX	4784	4.11538	1.55372	7.8008	12.7277	cerebral-cortex	glial-cells	Low	Supported
NFKB1	4790	12.3542	3.86386	10.8633	6.89712	NA	NA	NA	NA
NFKB2	4791	10.5806	7.50081	12.3254	10.3937	NA	NA	NA	NA
NFKBIA	4792	24.7134	10.2897	18.1889	12.5327	NA	NA	NA	NA
NFKBIB	4793	19.622	6.19976	13.5523	10.3584	NA	NA	NA	NA
NFKBID	84807	1.65111	2.18319	2.19195	2.5122	NA	NA	NA	NA
NFKBIE	4794	3.7853	8.56633	7.3742	12.018	cerebral-cortex	glial-cells	Medium	Supported
NFKBIZ	64332	2.89423	0.796476	3.05555	1.78316	NA	NA	NA	NA
NFRKB	4798	9.27802	18.3222	9.85897	13.6897	cerebral-cortex	glial-cells	Low	Approved
NFS1	9054	15.7986	6.02236	14.127	9.47935	cerebral-cortex	glial-cells	Medium	Enhanced
NFU1	27247	46.4635	29.7784	32.6154	35.6827	NA	NA	NA	NA
NFX1	4799	13.7258	16.0878	15.499	16.8814	cerebral-cortex	glial-cells	High	Approved
NFXL1	152518	5.88398	7.50261	8.4655	7.91177	NA	NA	NA	NA
NFYA	4800	19.2556	31.5033	27.8762	29.0481	cerebral-cortex	glial-cells	Medium	Enhanced
NFYB	4801	31.4261	33.0485	35.7069	26.1109	cerebral-cortex	glial-cells	High	Supported
NFYC	4802	47.659	36.4065	35.754	28.5255	NA	NA	NA	NA
NFYC-AS1	100130557	1.57363	4.10665	2.03883	2.34153	NA	NA	NA	NA
NGDN	25983	52.4764	33.1559	34.4102	34.9652	NA	NA	NA	NA
NGEF	25791	0.234921	1.20867	0.385109	2.08543	cerebral-cortex	glial-cells	Medium	Approved
NGF	4803	3.46436	0	6.08481	0.748766	NA	NA	NA	NA
NGFR	4804	44.0272	34.9577	40.7961	120.672	NA	NA	NA	NA
NGLY1	55768	18.2025	13.3588	13.4554	16.8253	cerebral-cortex	glial-cells	Low	Approved
NGRN	51335	142.524	152.299	101.708	131.465	NA	NA	NA	NA
NHEJ1	79840	14.6487	12.8234	12.9866	12.7779	cerebral-cortex	glial-cells	Medium	Approved
NHLH1	4807	0.652291	6.61559	0.545852	6.45986	NA	NA	NA	NA
NHLH2	4808	0.190449	0.633376	0.227744	0.616638	NA	NA	NA	NA
NHLRC1	378884	0.539935	0.34826	0.488514	0.351316	NA	NA	NA	NA
NHLRC2	374354	2.79102	8.51406	4.3381	5.54399	cerebral-cortex	glial-cells	Low	Approved
NHLRC3	387921	13.9539	15.2184	12.9137	11.0886	NA	NA	NA	NA
NHLRC4	283948	1.95508	1.20154	1.61624	1.42814	NA	NA	NA	NA
NHP2	55651	158.433	89.6785	108.337	98.5569	NA	NA	NA	NA
NHP2P1	414200	1.58439	0	0.314461	0.344962	NA	NA	NA	NA
NHS	4810	1.89445	9.82987	3.25743	6.60575	NA	NA	NA	NA
NHSL1	57224	8.17593	27.9362	7.31713	16.8886	NA	NA	NA	NA
NHSL2	340527	0.315293	8.92975	1.92027	3.33484	NA	NA	NA	NA
NICN1	84276	8.43305	10.1274	7.98472	10.347	NA	NA	NA	NA
NID1	4811	45.2129	28.4627	61.4428	41.0823	NA	NA	NA	NA
NID2	22795	36.2463	23.0595	41.7291	43.53	NA	NA	NA	NA
NIF3L1	60491	26.8007	26.6623	27.3039	23.6378	cerebral-cortex	glial-cells	Medium	Supported
NIFK	84365	37.4326	28.8113	30.7464	35.0837	NA	NA	NA	NA
NIFK-AS1	254128	9.53198	6.02659	5.40363	4.62208	NA	NA	NA	NA
NIM1K	167359	0.183769	0.40945	0.203337	0.542913	NA	NA	NA	NA
NIN	51199	22.2218	39.5286	18.9388	30.476	NA	NA	NA	NA
NINJ1	4814	12.8594	9.10907	15.4776	11.5573	NA	NA	NA	NA
NINL	22981	19.0023	42.2263	14.6177	26.8523	NA	NA	NA	NA
NIP7	51388	17.6314	11.6464	19.2132	13.0618	cerebral-cortex	glial-cells	Low	Supported
NIPA1	123606	3.65073	8.59767	6.47331	8.59106	NA	NA	NA	NA
NIPA2	81614	37.7347	27.3235	41.9889	34.4081	NA	NA	NA	NA
NIPAL1	152519	0.177492	0.185015	0.20777	0.149933	NA	NA	NA	NA
NIPAL2	79815	0.68137	0.4586	0.444208	1.20617	NA	NA	NA	NA
NIPAL3	57185	2.00299	1.80838	3.0856	1.42328	cerebral-cortex	glial-cells	High	Approved
NIPAL4	348938	0.0572772	0.162555	0.371014	0.0315645	NA	NA	NA	NA
NIPBL	25836	21.8877	30.4411	20.2205	23.3691	NA	NA	NA	NA
NIPSNAP1	8508	58.7498	82.4856	50.6048	62.5761	NA	NA	NA	NA
NIPSNAP3A	25934	27.2889	7.33083	14.4339	9.10728	cerebral-cortex	glial-cells	Low	Approved
NIPSNAP3B	55335	3.25174	0.625859	1.2415	0.496426	NA	NA	NA	NA
NISCH	11188	34.7412	62.5936	45.9648	48.3184	NA	NA	NA	NA
NIT1	4817	27.1078	28.3527	21.1107	28.668	cerebral-cortex	glial-cells	Low	Approved
NIT2	56954	17.776	12.5358	17.0672	14.3698	cerebral-cortex	glial-cells	Medium	Approved
NKAIN1	79570	5.06401	28.4469	6.54234	24.4956	NA	NA	NA	NA
NKAIN2	154215	3.1581	0.643434	1.32954	0.825703	NA	NA	NA	NA
NKAIN3	286183	0.524721	1.68898	1.70052	1.8917	cerebral-cortex	glial-cells	Medium	Enhanced
NKAIN4	128414	54.1289	28.1014	9.71944	22.6547	cerebral-cortex	glial-cells	Low	Approved
NKAP	79576	20.0233	10.0603	14.9629	12.8711	cerebral-cortex	glial-cells	Medium	Supported
NKD1	85407	0.616234	2.7841	0.657484	1.56757	NA	NA	NA	NA
NKD2	85409	2.99568	16.5785	5.76247	24.7262	NA	NA	NA	NA
NKIRAS1	28512	10.2347	6.9513	8.27982	7.81964	NA	NA	NA	NA
NKIRAS2	28511	0.70825	0.930939	1.38665	0.653024	NA	NA	NA	NA
NKPD1	284353	0.100683	0.173521	0.0478135	0.141324	NA	NA	NA	NA
NKRF	55922	6.80112	7.2707	8.29843	8.11883	NA	NA	NA	NA
NKTR	4820	40.9455	73.5873	49.4569	49.467	NA	NA	NA	NA
NKX2-5	1482	0.66646	7.14265	0.283115	12.1317	NA	NA	NA	NA
NKX3-1	4824	0.0179555	0.380929	0.112139	0.254786	NA	NA	NA	NA
NKX3-2	579	0.317679	0.443798	0.330763	1.20161	cerebral-cortex	glial-cells	Medium	Approved
NKX6-1	4825	2.8671	44.8201	4.2627	16.0136	NA	NA	NA	NA
NKX6-2	84504	1.01012	3.02129	0.0494817	1.73625	NA	NA	NA	NA
NLE1	54475	8.7645	7.71453	9.89367	7.4332	NA	NA	NA	NA
NLGN1	22871	1.18455	3.34821	1.46063	2.01631	cerebral-cortex	glial-cells	Medium	Approved
NLGN2	57555	29.8369	61.9196	37.7819	47.72	cerebral-cortex	glial-cells	Low	Enhanced
NLGN3	54413	2.63278	19.6679	2.32359	16.9851	NA	NA	NA	NA
NLGN4X	57502	1.28945	11.3823	2.10084	7.28261	NA	NA	NA	NA
NLGN4Y	22829	2.97891	42.5444	9.27737	28.6279	NA	NA	NA	NA
NLK	51701	5.13536	13.9916	7.74294	11.0265	cerebral-cortex	glial-cells	Medium	Approved
NLN	57486	10.1314	12.8064	14.8668	12.9144	NA	NA	NA	NA
NLRC3	197358	0.262282	0.305848	0.310308	0.325889	NA	NA	NA	NA
NLRC4	58484	0.559215	0.106633	0.286393	0.315664	NA	NA	NA	NA
NLRC5	84166	0.722657	0.230479	1.60668	0.662478	NA	NA	NA	NA
NLRP1	22861	42.5323	48.2641	28.2407	47.7251	NA	NA	NA	NA
NLRX1	79671	0.373645	2.0261	1.17276	1.55338	NA	NA	NA	NA
NMB	4828	3.62318	1.25376	3.52637	2.35413	NA	NA	NA	NA
NMBR	4829	0	0.125157	0	0.11776	NA	NA	NA	NA
NMD3	51068	16.7452	19.7449	20.2537	18.4981	NA	NA	NA	NA
NME1	4830	195.406	131.341	163.268	148.653	cerebral-cortex	glial-cells	Low	Supported
NME1-NME2	654364	450.432	188.873	439.176	293.787	cerebral-cortex	glial-cells	Medium	Approved
NME2	4831	21.9374	25.4779	24.5302	25.4619	NA	NA	NA	NA
NME2P1	283458	7.38867	1.57352	2.82901	3.15458	NA	NA	NA	NA
NME3	4832	17.424	4.97798	8.96986	7.12442	NA	NA	NA	NA
NME4	4833	184.477	106.52	135.902	119.099	cerebral-cortex	glial-cells	Low	Approved
NME5	8382	1.62799	4.40525	2.01227	4.52602	NA	NA	NA	NA
NME6	10201	16.6626	20.4439	19.8054	17.6688	cerebral-cortex	glial-cells	Low	Approved
NME7	29922	28.029	24.6003	18.0627	19.1014	NA	NA	NA	NA
NME9	347736	0.855855	1.67341	0.297673	0.617797	NA	NA	NA	NA
NMI	9111	2.23297	0.270571	3.27352	1.77447	cerebral-cortex	glial-cells	Low	Approved
NMNAT1	64802	8.53442	5.74413	7.3542	8.19094	cerebral-cortex	glial-cells	Low	Approved
NMNAT2	23057	1.2954	14.1747	5.18592	18.8798	NA	NA	NA	NA
NMNAT3	349565	0.527987	0.279908	0.417387	0.179866	NA	NA	NA	NA
NMRAL1	57407	13.7829	5.0033	14.9915	6.4295	NA	NA	NA	NA
NMRK1	54981	3.99554	0.582	1.29265	0.978534	NA	NA	NA	NA
NMT1	4836	54.576	32.9818	62.3277	36.2825	cerebral-cortex	glial-cells	Medium	Supported
NMT2	9397	15.483	13.1599	12.7692	15.1765	cerebral-cortex	glial-cells	Medium	Approved
NMU	10874	4.37769	25.9801	5.72352	12.7695	NA	NA	NA	NA
NNAT	4826	731.979	49.4583	138.111	27.4568	NA	NA	NA	NA
NNMT	4837	134.294	0.758478	39.6826	1.02094	NA	NA	NA	NA
NNT	23530	45.3289	25.7742	42.6436	26.9443	cerebral-cortex	glial-cells	Low	Enhanced
NNT-AS1	100652772	6.73101	5.56066	4.46603	5.9474	NA	NA	NA	NA
NOA1	84273	9.65388	5.69857	8.32977	5.92915	NA	NA	NA	NA
NOB1	28987	27.301	19.5274	31.3662	23.5435	NA	NA	NA	NA
NOC2L	26155	38.47	28.869	32.3367	26.9552	NA	NA	NA	NA
NOC3L	64318	8.72958	7.61526	8.35269	8.03786	NA	NA	NA	NA
NOC4L	79050	13.1721	12.3375	11.2582	11.5678	NA	NA	NA	NA
NOD1	10392	4.45797	2.07433	6.93415	3.40937	NA	NA	NA	NA
NODAL	4838	0	0.421034	0.224282	0.203759	NA	NA	NA	NA
NOG	9241	8.4995	0.312816	4.05725	0.401567	NA	NA	NA	NA
NOL10	79954	13.724	13.0566	14.1748	12.9479	NA	NA	NA	NA
NOL11	25926	62.8099	41.2539	33.7594	35.0723	cerebral-cortex	glial-cells	Medium	Supported
NOL12	79159	19.0598	14.5092	19.1266	16.751	NA	NA	NA	NA
NOL3	8996	10.1838	6.01008	7.87859	8.34522	cerebral-cortex	glial-cells	Low	Enhanced
NOL4	8715	0.498791	1.15538	0.0893144	1.21439	NA	NA	NA	NA
NOL6	65083	13.669	11.5234	14.4883	11.549	cerebral-cortex	glial-cells	Medium	Supported
NOL7	51406	65.2144	41.5691	50.5168	47.3235	NA	NA	NA	NA
NOL8	55035	26.0229	16.2225	19.1688	16.9296	NA	NA	NA	NA
NOL9	79707	8.84441	8.75462	7.27297	7.57832	NA	NA	NA	NA
NOLC1	9221	39.449	49.4412	45.7354	42.6594	NA	NA	NA	NA
NOM1	64434	7.98666	12.7402	12.0595	8.97448	NA	NA	NA	NA
NOMO1	23420	25.1427	17.2839	21.8489	22.195	cerebral-cortex	glial-cells	Medium	Approved
NOMO2	283820	5.45801	7.39435	8.21588	6.94665	cerebral-cortex	glial-cells	Medium	Approved
NOMO3	408050	1.06749	6.07478	4.0009	7.40527	cerebral-cortex	glial-cells	Medium	Approved
NONO	4841	274.45	458.318	317.875	367.224	cerebral-cortex	glial-cells	High	Enhanced
NONOP2	100271700	0.528949	0.934121	0.289943	0.527244	NA	NA	NA	NA
NOP10	55505	252.952	122.211	172.018	147.864	NA	NA	NA	NA
NOP14	8602	15.4032	11.8376	13.6244	11.3508	NA	NA	NA	NA
NOP14-AS1	317648	5.65506	6.27866	4.08452	5.8387	NA	NA	NA	NA
NOP16	51491	23.8481	12.8927	20.3838	18.488	NA	NA	NA	NA
NOP2	4839	19.7711	23.8982	21.1913	24.0959	cerebral-cortex	glial-cells	Low	Supported
NOP56	10528	205.589	176.501	197.261	171.589	cerebral-cortex	glial-cells	Medium	Supported
NOP58	51602	77.3655	61.3739	61.4858	50.9951	cerebral-cortex	glial-cells	Medium	Supported
NOP9	161424	7.54698	12.3112	9.84785	10.4156	NA	NA	NA	NA
NOS1AP	9722	0.70497	5.05573	0.802972	4.30173	cerebral-cortex	glial-cells	Low	Approved
NOS3	4846	1.11017	0.372652	3.10151	0.120962	NA	NA	NA	NA
NOSIP	51070	57.4235	33.119	39.0638	40.683	NA	NA	NA	NA
NOSTRIN	115677	0.624932	1.08006	0.285524	0.572509	cerebral-cortex	glial-cells	Medium	Approved
NOTCH1	4851	12.0637	22.6892	16.8266	25.6113	cerebral-cortex	glial-cells	Low	Supported
NOTCH2	4853	14.0435	10.1385	20.9295	12.2454	NA	NA	NA	NA
NOTCH3	4854	54.5574	49.2524	45.0642	48.4471	cerebral-cortex	glial-cells	Low	Approved
NOVA1	4857	11.24	24.3967	10.271	22.6018	NA	NA	NA	NA
NOVA2	4858	0.669482	24.0924	2.09997	16.9253	NA	NA	NA	NA
NOX4	50507	1.65497	0.991418	3.83208	1.49975	NA	NA	NA	NA
NOXA1	10811	0.556251	0.0761632	0.10158	0.0306478	NA	NA	NA	NA
NOXO1	124056	0.368811	0.16974	0.0463885	0.31682	NA	NA	NA	NA
NOXRED1	122945	0.545262	1.19736	0.436354	0.82404	NA	NA	NA	NA
NPAS1	4861	0.342387	1.22227	0.245131	1.5745	NA	NA	NA	NA
NPAS2	4862	1.28989	0.441219	2.77998	2.58761	NA	NA	NA	NA
NPAS3	64067	2.78004	11.6571	4.2026	14.0814	cerebral-cortex	glial-cells	Medium	Enhanced
NPAS4	266743	0.0982798	0.542641	0.412961	0.598616	NA	NA	NA	NA
NPAT	4863	5.09473	7.6222	8.49839	6.79407	NA	NA	NA	NA
NPB	256933	0.13761	0.252693	0.155198	0.488603	NA	NA	NA	NA
NPC1	4864	14.0872	19.1774	15.7042	16.627	cerebral-cortex	glial-cells	Medium	Approved
NPC2	10577	112.202	54.7021	65.681	54.8969	NA	NA	NA	NA
NPDC1	56654	20.1643	26.7625	19.9801	35.0899	NA	NA	NA	NA
NPEPL1	79716	14.5244	16.5909	9.89818	15.2682	NA	NA	NA	NA
NPEPPS	9520	54.3314	57.2903	56.8747	47.6765	NA	NA	NA	NA
NPFF	8620	4.49142	0	3.22717	2.69826	NA	NA	NA	NA
NPHP1	4867	4.67412	6.36219	5.38646	4.96781	NA	NA	NA	NA
NPHP3	27031	13.6244	7.52518	14.194	10.4065	NA	NA	NA	NA
NPHP4	261734	3.86472	8.51784	6.23883	6.50852	NA	NA	NA	NA
NPHS1	4868	0.339265	0.210664	0	0.557926	NA	NA	NA	NA
NPIPA1	9284	27.2567	12.0601	13.5582	12.3109	cerebral-cortex	glial-cells	Medium	Supported
NPIPA2	642799	3.82274	1.07303	1.34835	1.48699	cerebral-cortex	glial-cells	Medium	Approved
NPIPA3	642778	0.38227	0.464391	0.156262	0.704589	cerebral-cortex	glial-cells	Medium	Approved
NPIPA5	100288332	5.41853	0.809904	0.760657	1.0396	cerebral-cortex	glial-cells	Medium	Approved
NPIPA8	101059953	0.763143	0.307663	0.923078	0.43878	cerebral-cortex	glial-cells	Medium	Approved
NPIPB11	728888	0.655142	0.790207	0.705486	1.24617	cerebral-cortex	glial-cells	Medium	Approved
NPIPB15	440348	6.18935	2.90087	3.34489	3.54122	cerebral-cortex	glial-cells	High	Supported
NPIPB3	23117	8.83755	7.4329	7.18234	6.68653	cerebral-cortex	glial-cells	Medium	Approved
NPIPB4	440345	16.4361	14.5471	13.4428	10.3807	cerebral-cortex	glial-cells	Medium	Approved
NPIPB5	100132247	24.1527	43.0615	32.3506	37.8586	cerebral-cortex	glial-cells	Medium	Approved
NPIPB6	728741	0.53425	0.423918	0.723204	0.800558	cerebral-cortex	glial-cells	Medium	Approved
NPIPB8	728734	0.0591386	0.233049	0.395754	0.195033	NA	NA	NA	NA
NPIPB9	100507607	0.35885	0.263372	0.280437	0.221915	cerebral-cortex	glial-cells	Medium	Approved
NPIPP1	100874381	16.0191	14.005	10.4975	13.5373	NA	NA	NA	NA
NPL	80896	1.39	0.682766	2.8767	1.97875	NA	NA	NA	NA
NPLOC4	55666	28.8503	30.3099	33.5686	32.8132	NA	NA	NA	NA
NPM1	4869	1774.89	1352.4	1437.82	1114.23	cerebral-cortex	glial-cells	High	Supported
NPM1P12	10835	0.766204	0.0760466	0.200567	0.0714554	NA	NA	NA	NA
NPM1P18	10829	0	0.362731	0.158759	0.085159	NA	NA	NA	NA
NPM1P19	10828	2.82838	0.753977	0.247219	0.176972	NA	NA	NA	NA
NPM1P21	100129237	1.4357	0.0858246	0.0752343	0.241836	NA	NA	NA	NA
NPM1P24	100422312	5.92444	2.01413	2.2024	2.28468	NA	NA	NA	NA
NPM1P26	100422313	0.29955	0.179335	0.235543	0.336848	NA	NA	NA	NA
NPM1P27	100422243	263.147	130.639	162.798	118.003	NA	NA	NA	NA
NPM1P29	100422259	1.25143	1.35948	2.03646	1.65286	NA	NA	NA	NA
NPM1P32	440902	2.50018	0.59766	0.103773	0	NA	NA	NA	NA
NPM1P35	100129067	0.485462	0.288657	0.127031	0.271271	NA	NA	NA	NA
NPM1P37	100422261	1.12292	0.286079	0.188921	0.268856	NA	NA	NA	NA
NPM1P39	440577	21.7967	7.44409	8.77801	7.47114	NA	NA	NA	NA
NPM1P46	729342	1.62532	0.362454	0.0637966	0.408743	NA	NA	NA	NA
NPM1P5	4874	3.5538	0	0	0	NA	NA	NA	NA
NPM1P6	4875	5.1557	2.44258	2.33975	1.48537	NA	NA	NA	NA
NPM1P9	392428	0.586926	1.34752	0.658373	1.33657	NA	NA	NA	NA
NPM2	10361	2.21922	0.765223	0.524929	1.09553	cerebral-cortex	glial-cells	Medium	Enhanced
NPM3	10360	69.0643	18.6565	35.9033	26.0477	NA	NA	NA	NA
NPNT	255743	117.798	0.685598	11.9698	1.23225	NA	NA	NA	NA
NPPA	4878	0.528005	0.302963	0.0798827	0.484092	NA	NA	NA	NA
NPPA-AS1	100379251	1.60399	3.90919	1.40933	3.04245	NA	NA	NA	NA
NPR1	4881	0.328034	0.0953087	1.43868	0.609995	NA	NA	NA	NA
NPR2	4882	9.32616	4.24585	9.00141	7.36113	NA	NA	NA	NA
NPR3	4883	5.25605	0.720605	1.95415	0.3244	NA	NA	NA	NA
NPRL2	10641	12.6546	13.8729	12.9047	12.6606	cerebral-cortex	glial-cells	Low	Approved
NPRL3	8131	14.9395	20.0405	17.0616	22.3674	NA	NA	NA	NA
NPS	594857	0	0	0	1.06548	NA	NA	NA	NA
NPTN	27020	68.4972	41.792	66.0843	52.8926	NA	NA	NA	NA
NPTX1	4884	0.10306	0.263742	0.0350369	0.441008	cerebral-cortex	glial-cells	Medium	Enhanced
NPTX2	4885	5.86756	25.1661	7.94983	38.7196	NA	NA	NA	NA
NPTXR	23467	1.92059	4.39955	3.24371	3.92593	NA	NA	NA	NA
NPW	283869	3.63575	0.0608934	1.78053	0.687224	NA	NA	NA	NA
NPY	4852	0.144973	1.50538	0.652347	3.56745	NA	NA	NA	NA
NPY1R	4886	1.22737	0.663007	3.59596	1.93588	NA	NA	NA	NA
NPY2R	4887	0.0997509	0	0.116796	0.204769	NA	NA	NA	NA
NPY5R	4889	0.142185	0.0395251	0.279969	0.823821	NA	NA	NA	NA
NQO1	1728	69.6895	17.2308	241.286	93.1985	cerebral-cortex	glial-cells	Low	Enhanced
NQO2	4835	14.2923	11.1208	16.5749	16.9172	NA	NA	NA	NA
NR1D1	9572	1.12978	0.753438	2.10763	1.75479	NA	NA	NA	NA
NR1D2	9975	5.70335	9.84098	7.86904	7.82343	NA	NA	NA	NA
NR1H2	7376	15.3785	9.96088	13.9887	15.7861	NA	NA	NA	NA
NR1H3	10062	6.42733	3.69247	8.46414	7.56386	cerebral-cortex	glial-cells	Medium	Approved
NR1I3	9970	0.625351	0.354603	0.632415	0.269186	NA	NA	NA	NA
NR2C1	7181	32.1799	34.3506	29.2225	28.7797	cerebral-cortex	glial-cells	Medium	Supported
