name	iPS_Ctrl_TP_vs_iPS_BD_NR_TP	iPS_Ctrl_TP_vs_iPS_BD_R_TP	iPS_Ctrl_TP_vs_iPS_BD_TP	UnChanged_iPS_Ctrl_TP_vs_Primary_TP
EX_o2s[e]	0	1	0	0
EX_ppbng[e]	1	1	0	1
EX_ribflv[e]	1	1	0	1
EX_Rtotal[e]	0	1	0	0
EX_sphgn[e]	1	1	0	0
EX_sphings[e]	0	1	0	0
EX_spmd[e]	1	1	0	1
EX_thcholstoic[e]	0	1	0	0
EX_xan[e]	0	1	0	0
EX_xmp[e]	0	1	0	0
EX_xtsn[e]	0	1	0	0
FAOXC122x	0	1	0	1
FAOXC142C122x	0	1	0	1
FAOXC16080m	0	1	0	0
FAOXC161802m	1	1	0	0
FAOXC163C142x	0	1	0	1
FAOXC163C143m	1	1	0	1
FAOXC163C164x	0	1	0	1
FAOXC163x	0	1	0	1
FAOXC164C163x	0	1	0	1
FAOXC16C14m	1	1	0	0
FAOXC183803m	1	1	0	1
FAOXC183C163m	1	1	0	1
FAOXC184C163m	0	1	0	1
FAOXC184C163x	0	1	0	1
FAOXC184m	0	1	0	1
FAOXC184x	0	1	0	1
FAOXC204C184m	0	1	0	1
FAOXC204C205x	0	1	0	1
FAOXC205C184x	0	1	0	1
FAOXC2251836m	0	1	0	1
FAOXC2252053m	0	1	0	1
FAOXC225C204m	0	1	0	1
FAOXC225C204x	0	1	0	1
FAOXC225C226m	0	1	0	1
FAOXC225C226x	0	1	0	1
FAOXC225m	0	1	0	1
FAOXC225x	0	1	0	1
FAOXC226C225m	0	1	0	1
FAOXC226C225x	0	1	0	1
FCLTm	1	1	0	0
FOAXC122C101x	0	1	0	1
FORt2m	1	1	0	1
FTHFL	1	1	0	1
FTHFLm	1	1	0	1
GALK	1	1	0	0
GALOR	1	1	0	1
GALSIDEtg	1	1	0	0
GALSIDEtl	1	1	0	0
GALtly	1	1	0	0
GALTt	1	1	0	1
GARFT	1	1	0	1
GGT6	0	1	0	0
GK1	0	1	0	0
GLUPRT	1	1	0	1
GLYC3Ptm	0	1	0	0
GLYOX	1	1	0	0
GLYOXm	1	1	0	0
GUAPRT	1	1	0	1
GUAt	0	1	0	0
H2O2tn	0	1	0	0
HC02149td	1	1	0	1
HEXDTRm	1	1	0	1
HEXDTRte	1	1	0	1
HEXDTRtm	1	1	0	1
HMBS	1	1	0	0
HMR_0350	1	1	0	1
HMR_0426	1	1	0	1
HMR_0427	1	1	0	1
HMR_0582	1	1	0	1
HMR_1104	0	1	0	0
HMR_1283	0	1	0	0
HMR_1318	0	1	0	0
HMR_1629	0	1	0	0
HMR_1630	0	1	0	0
HMR_1635	0	1	0	0
HMR_1637	0	1	0	0
HMR_1644	0	1	0	0
HMR_1651	0	1	0	0
HMR_1653	0	1	0	0
HMR_1665	1	1	0	0
HMR_1666	1	1	0	0
HMR_2472	1	1	0	1
HMR_2530	1	1	0	1
HMR_2533	1	1	0	1
HMR_2535	1	1	0	1
HMR_2537	1	1	0	1
HMR_2540	1	1	0	1
HMR_2541	1	1	0	1
HMR_2542	1	1	0	1
HMR_2543	1	1	0	1
HMR_2602	1	1	0	0
HMR_2603	1	1	0	0
HMR_2604	1	1	0	0
HMR_2633	1	1	0	0
HMR_2666	1	1	0	0
HMR_2733	1	1	0	1
HMR_2734	1	1	0	1
HMR_2735	1	1	0	1
HMR_2736	1	1	0	1
HMR_2737	1	1	0	1
HMR_2738	1	1	0	1
HMR_2821	1	1	0	0
HMR_2827	1	1	0	0
HMR_2857	1	1	0	1
HMR_2859	1	1	0	1
HMR_3070	0	1	0	0
HMR_3071	0	1	0	0
HMR_3072	0	1	0	0
HMR_3073	0	1	0	0
HMR_3422	0	1	0	1
HMR_3426	1	1	0	1
HMR_3431	1	1	0	1
HMR_3432	1	1	0	1
HMR_4079	1	1	0	1
HMR_4630	0	1	0	0
HMR_4664	0	1	0	0
HMR_5387	1	1	0	1
HMR_5389	1	1	0	1
HMR_5420	1	1	0	0
HMR_6545	1	1	0	0
HMR_6595	1	1	0	0
HMR_6617	0	1	0	1
HMR_6619	0	1	0	1
HMR_7758	0	1	0	0
HMR_7947	0	1	0	0
HMR_7949	0	1	0	1
HMR_8475	0	1	0	0
HMR_8505	1	1	0	0
HMR_8510	1	1	0	0
HMR_9634	0	1	0	1
HMR_9638	1	1	0	1
HOXG	1	1	0	0
HSD17B4x	0	1	0	0
HXPRT	1	1	0	1
HYXNt	0	1	0	0
IMPtr	0	1	0	0
KYNATEtr2	0	1	0	0
LALDO	0	1	0	0
LCADi	1	1	0	0
LCADi_D	1	1	0	0
LCADim	1	1	0	0
LDH_D	0	1	0	0
LEUKTRF4t	0	1	0	0
LTD4DP	0	1	0	0
MDRPD	1	1	0	1
MLTHFte	0	1	0	0
MMAte	0	1	0	1
MMSAD3m	1	1	0	1
MTAP	1	1	0	1
MTRI	1	1	0	1
N8ASPMDte	1	1	0	1
NAtx	1	1	0	1
NDP7g	1	1	0	0
NDPK3m	1	1	0	1
NICRNtr	1	1	0	1
O2St	0	1	0	0
O2Stm	0	1	0	0
O2Stn	0	1	0	0
O2Stx	0	1	0	0
O2tn	0	1	0	0
OCDEAFABP1tc	1	1	0	1
OROTGLUt	0	1	0	0
PAFABCt	1	1	0	0
PAIL_HStn	0	1	0	0
PCHOL_HSter	1	1	0	0
PETOHMr_hs	0	1	0	0
PGESr	0	1	0	1
PHEMEtm	1	1	0	0
PI45P4P	0	1	0	0
PIK5	1	1	0	0
PPBNGS	1	1	0	1
PPBNGte	1	1	0	1
PPPG9tm	1	1	0	0
PPPGOm	1	1	0	0
PRAGSr	1	1	0	1
PRASCS	1	1	0	1
PRFGS	1	1	0	1
PRGNLONEtr	0	1	0	0
PROSTGE2t2r	0	1	0	1
PSDm_hs	1	1	0	1
PSFLIPm	1	1	0	1
PSSA1_hs	1	1	0	1
PSSA2_hs	1	1	0	1
PUNP3	0	1	0	1
PUNP4	1	1	0	1
PUNP7	0	1	0	1
r0276	0	1	0	1
r0394	0	1	0	1
r0480	1	1	0	1
r0488	0	1	0	0
r0641	0	1	0	0
r0643	0	1	0	0
r0666	1	1	0	1
r0706	0	1	0	0
r0743	0	1	0	0
r0744	0	1	0	0
r0788	1	1	0	1
r0789	1	1	0	1
r0791	0	1	0	0
r0899	0	1	0	1
r0944	1	1	0	1
r1259	1	1	0	1
r1292	0	1	0	0
r1377	0	1	0	1
r1378	0	1	0	1
r1384	0	1	0	1
r1421	1	1	0	1
r1446	0	1	0	0
r1459	1	1	0	1
r2143	0	1	0	0
r2317	1	1	0	0
r2324	0	1	0	0
r2352	0	1	0	0
r2357	0	1	0	0
r2520	0	1	0	1
RDH2	0	1	0	1
RDH3	0	1	0	1
RE0456N	0	1	0	1
RE1100R	0	1	0	1
RE1135C	0	1	0	0
RE1135R	0	1	0	0
RE1233C	0	1	0	0
RE1235C	1	1	0	1
RE1447N	0	1	0	1
RE1448N	0	1	0	1
RE1804M	1	1	0	0
RE1834M	1	1	0	0
RE1834X	1	1	0	0
RE2112C	0	1	0	0
RE2624M	0	1	0	0
RE2624X	0	1	0	0
RE2666G	1	1	0	0
RE3010C	0	1	0	0
RE3010X	0	1	0	0
RE3106C	0	1	0	0
RE3110C	0	1	0	0
RE3112C	0	1	0	0
RE3113C	0	1	0	0
RE3114R	1	1	0	1
RE3245C	1	1	0	1
RE3247M	0	1	0	0
RE3247X	0	1	0	0
RE3430C	0	1	0	0
RE3430X	0	1	0	0
RE3432X	0	1	0	0
Rtotaltl	0	1	0	0
SCP22x	1	1	0	0
SCPx	0	1	0	0
SERPT	1	1	0	0
SFGTH	1	1	0	1
sink_chol[c]	0	1	0	0
sink_gchola[c]	0	1	0	0
sink_HC02191[c]	0	1	0	1
sink_lnlncacoa[c]	1	1	0	1
sink_nad[c]	1	1	0	1
sink_pmtcoa[c]	1	1	0	0
sink_thcholstoic[c]	0	1	0	0
SPHGNSte	0	1	0	0
SPHGNte	1	1	0	0
SPHINGStl	0	1	0	0
SPMS	1	1	0	1
SPODM	0	1	0	0
SPODMm	0	1	0	0
SPODMn	0	1	0	0
SPODMx	0	1	0	0
SPRMS	1	1	0	1
TAURt4_2_r	1	1	0	0
TAURtcx	1	1	0	1
THCHOLSTOICt	0	1	0	0
UDCHOLt	0	1	0	0
UDPG4E	1	1	0	1
UDPGALtg	1	1	0	0
UNK3r	1	1	0	1
UPP3S	1	1	0	0
UPPDC1	1	1	0	0
UREAtm	0	1	0	0
UTPtn	0	1	0	1
VALt5m	1	1	0	1
VALTA	1	1	0	1
VALTAm	1	1	0	1
XANtr	0	1	0	0
XMPtr	0	1	0	0
XTSNtr	0	1	0	0
2M3HVACc	1	0	0	1
2M3HVACte	1	0	0	1
2M3OVACm	1	0	0	1
2M3OVACtm	1	0	0	1
2M3OVCOAm	1	0	0	1
3HPPt	1	0	0	1
3HPPtm	1	0	0	1
4ABUTtm	1	0	0	1
ABTArm	1	0	0	1
ACACT5p	1	0	0	1
ACACT6p	1	0	0	1
ACACT7p	1	0	0	1
ACACtx	1	0	0	1
ACCOAL	1	0	0	1
ACITL	1	0	0	1
ACNAMtn	1	0	0	1
ACOAD1fm	1	0	0	0
ACP1_FMN_	1	0	0	1
ACS	1	0	0	1
ACS2	1	0	0	1
ACt2m	1	0	0	1
ACYP	1	0	0	1
ADNCYC	1	0	0	1
ADNK1	1	0	0	1
ADNK1m	1	0	0	1
ADNtl	1	0	0	1
ADSK	1	0	0	1
ADSL1	1	0	0	1
ADSS	1	0	0	1
AHC	1	0	0	1
AK2LGCHOLABCt	1	0	0	1
AK2LGCHOLt1	1	0	0	1
AMPDA	1	0	0	1
AMPTASECG	1	0	0	1
AMPTASECGe	1	0	0	0
APOC_LYS_BTNP	1	0	0	1
APOC_LYS_BTNPm	1	0	0	1
APOCF	1	0	0	1
APOCFm	1	0	0	1
ARACHCPT1	1	0	0	1
ARACHCPT2	1	0	0	1
ARACHDFATPtc	1	0	0	1
ASPt6	1	0	0	0
ATP1ter	1	0	0	1
ATP2ter	1	0	0	1
ATPH1e	1	0	0	1
ATPtg	1	0	0	1
BAAT4x	1	0	0	0
BACCL	1	0	0	1
BACCLm	1	0	0	1
BHMT	1	0	0	1
BIOCYTtn	1	0	0	1
biomass_maintenance	1	0	0	1
biomass_maintenance_noTrTr	1	0	0	1
BPNT2	1	0	0	1
BTND1n	1	0	0	1
BTNDm	1	0	0	1
BTNPL	1	0	0	1
BTNPLm	1	0	0	1
CAATPS	1	0	0	1
CBR2	1	0	0	1
CDIPTr	1	0	0	1
CDS	1	0	0	1
CE2176t	1	0	0	0
CE2510t	1	0	0	0
CE2512te	1	0	0	1
CE2537ABCt	1	0	0	1
CE2537ATP	1	0	0	1
CHLPCTD	1	0	0	1
CHOLt4	1	0	0	1
CHSTEROLt	1	0	0	1
CHSTEROLtg	1	0	0	1
CMPSAS	1	0	0	1
CRMte	1	0	0	1
CSm	1	0	0	1
CYTDtl	1	0	0	1
D_LACt2	1	0	0	0
DAGK_hs	1	0	0	1
DCATDc	1	0	0	1
DCSPTN1t	1	0	0	1
DGCHOLte	1	0	0	1
DGCHOLtx	1	0	0	0
DHCHOLESTANATEtm	1	0	0	1
DIGALSIDEtg	1	0	0	0
DIGALSIDEtl	1	0	0	0
DM_atp_c_	1	0	0	1
DM_pmtcoa[r]	1	0	0	0
DMGLYtr	1	0	0	1
DNDPt60m	1	0	0	0
DOCOSACTDe	1	0	0	1
DOCOSACTDr	1	0	0	1
DRIBt	1	0	0	0
DUMPtn	1	0	0	1
DURIPP	1	0	0	1
DUTPDPm	1	0	0	1
DUTPDPn	1	0	0	1
EIC21114TRc	1	0	0	0
EIC21114TRte	1	0	0	0
ELAIDt	1	0	0	1
ENO	1	0	0	1
EX_2m3hvac[e]	1	0	0	1
EX_3hpp[e]	1	0	0	1
EX_asp_L[e]	1	0	0	0
EX_CE2176[e]	1	0	0	0
EX_dgchol[e]	1	0	0	1
EX_dmgly[e]	1	0	0	1
EX_drib[e]	1	0	0	0
EX_eic21114tr[e]	1	0	0	0
EX_fru[e]	1	0	0	1
EX_glcn[e]	1	0	0	1
EX_glyc_S[e]	1	0	0	1
EX_glyclt[e]	1	0	0	1
EX_HC02203[e]	1	0	0	0
EX_HC02205[e]	1	0	0	0
EX_hxa[e]	1	0	0	1
EX_inost[e]	1	0	0	1
EX_lac_D[e]	1	0	0	0
EX_lac_L[e]	1	0	0	1
EX_leuktrB4wcooh[e]	1	0	0	0
EX_meoh[e]	1	0	0	1
EX_ppa[e]	1	0	0	1
EX_prostge2[e]	1	0	0	0
EX_prostgi2[e]	1	0	0	0
EX_pyr[e]	1	0	0	1
EX_succ[e]	1	0	0	1
EX_sucsal[e]	1	0	0	1
EX_tchola[e]	1	0	0	0
FACOAL140i	1	0	0	1
FACOAL150	1	0	0	1
FACOAL170	1	0	0	1
FACOAL180i	1	0	0	1
FACOAL181i	1	0	0	1
FACOAL1821	1	0	0	1
FACOAL1831	1	0	0	1
FACOAL204	1	0	0	1
FACOAL2251	1	0	0	1
FACOAL244_1	1	0	0	1
FACOAL245_1	1	0	0	1
FACOAL245_2	1	0	0	1
FAOXC10C10OHm	1	0	0	1
FAOXC12C12OHm	1	0	0	1
FAOXC200180m	1	0	0	1
FAOXC61C4m	1	0	0	0
FAOXC80	1	0	0	1
FATP2t	1	0	0	0
G3PD2m	1	0	0	1
G5SDym	1	0	0	0
GBA	1	0	0	1
GBA2e	1	0	0	1
GCALDDm	1	0	0	1
GCC2cm	1	0	0	1
GGNG	1	0	0	1
GLAl	1	0	0	0
GLBRAN	1	0	0	1
GLCNte	1	0	0	1
GLGNS1	1	0	0	1
GLNS	1	0	0	1
GLNtm	1	0	0	1
GLPASE1	1	0	0	1
GLPASE2	1	0	0	1
GLU5Km	1	0	0	0
GLUDC	1	0	0	1
GLUNm	1	0	0	1
GLYC_St	1	0	0	1
GLYCLTtd	1	0	0	1
GLYCLTtm	1	0	0	1
GND	1	0	0	0
GSNtl	1	0	0	1
GTHS	1	0	0	1
H2O2tp	1	0	0	0
H2Otg	1	0	0	1
HEX1	1	0	0	1
HMGCOASim	1	0	0	1
HMGLm	1	0	0	1
HMGLx	1	0	0	1
HMR_0188	1	0	0	1
HMR_0191	1	0	0	1
HMR_0192	1	0	0	1
HMR_0193	1	0	0	1
HMR_0194	1	0	0	1
HMR_0200	1	0	0	1
HMR_0203	1	0	0	1
HMR_0204	1	0	0	1
HMR_0206	1	0	0	1
HMR_0207	1	0	0	1
HMR_0208	1	0	0	1
HMR_0209	1	0	0	1
HMR_0210	1	0	0	1
HMR_0211	1	0	0	1
HMR_0214	1	0	0	1
HMR_0230	1	0	0	1
HMR_0232	1	0	0	1
HMR_0233	1	0	0	1
HMR_0235	1	0	0	1
HMR_0238	1	0	0	1
HMR_0239	1	0	0	1
HMR_0240	1	0	0	1
HMR_0241	1	0	0	1
HMR_0242	1	0	0	1
HMR_0243	1	0	0	1
HMR_0244	1	0	0	1
HMR_0245	1	0	0	1
HMR_0246	1	0	0	1
HMR_0247	1	0	0	1
HMR_0253	1	0	0	1
HMR_0254	1	0	0	1
HMR_0255	1	0	0	1
HMR_0256	1	0	0	1
HMR_0257	1	0	0	1
HMR_0259	1	0	0	1
HMR_0260	1	0	0	1
HMR_0267	1	0	0	1
HMR_0268	1	0	0	1
HMR_0270	1	0	0	1
HMR_0273	1	0	0	1
HMR_0277	1	0	0	0
HMR_0278	1	0	0	1
HMR_0279	1	0	0	1
HMR_0280	1	0	0	1
HMR_0281	1	0	0	1
HMR_0287	1	0	0	1
HMR_0288	1	0	0	1
HMR_0289	1	0	0	1
HMR_0290	1	0	0	1
HMR_0291	1	0	0	1
HMR_0293	1	0	0	1
HMR_0296	1	0	0	1
HMR_0297	1	0	0	1
HMR_0298	1	0	0	1
HMR_0299	1	0	0	1
HMR_0300	1	0	0	1
HMR_0301	1	0	0	1
HMR_0302	1	0	0	1
HMR_0303	1	0	0	1
HMR_0304	1	0	0	1
HMR_0305	1	0	0	1
HMR_0306	1	0	0	1
HMR_0307	1	0	0	1
HMR_0308	1	0	0	1
HMR_0309	1	0	0	1
HMR_0310	1	0	0	1
HMR_0311	1	0	0	1
HMR_0317	1	0	0	1
HMR_0321	1	0	0	1
HMR_0322	1	0	0	1
HMR_0323	1	0	0	1
HMR_0324	1	0	0	1
HMR_0325	1	0	0	1
HMR_0326	1	0	0	1
HMR_0327	1	0	0	1
HMR_0328	1	0	0	1
HMR_0329	1	0	0	1
HMR_0344	1	0	0	1
HMR_0345	1	0	0	1
HMR_0346	1	0	0	1
HMR_0347	1	0	0	1
HMR_0363	1	0	0	1
HMR_0370	1	0	0	1
HMR_0371	1	0	0	1
HMR_0380	1	0	0	1
HMR_0381	1	0	0	1
HMR_0382	1	0	0	1
HMR_0383	1	0	0	1
HMR_0384	1	0	0	1
HMR_0385	1	0	0	1
HMR_0386	1	0	0	1
HMR_0387	1	0	0	1
HMR_0388	1	0	0	1
HMR_0389	1	0	0	1
HMR_0390	1	0	0	1
HMR_0391	1	0	0	1
HMR_0392	1	0	0	1
HMR_0393	1	0	0	1
HMR_0394	1	0	0	1
HMR_0395	1	0	0	1
HMR_0398	1	0	0	1
HMR_0402	1	0	0	1
HMR_0406	1	0	0	1
HMR_0415	1	0	0	1
HMR_0418	1	0	0	1
HMR_0419	1	0	0	1
HMR_0422	1	0	0	1
HMR_0423	1	0	0	1
HMR_0428	1	0	0	1
HMR_0429	1	0	0	1
HMR_0430	1	0	0	1
HMR_0431	1	0	0	1
HMR_0432	1	0	0	1
HMR_0433	1	0	0	1
HMR_0434	1	0	0	1
HMR_0435	1	0	0	1
HMR_0436	1	0	0	1
HMR_0437	1	0	0	1
HMR_0438	1	0	0	1
HMR_0439	1	0	0	1
HMR_0597	1	0	0	1
HMR_0598	1	0	0	1
HMR_0614	1	0	0	1
HMR_0625	1	0	0	1
HMR_0629	1	0	0	1
HMR_0642	1	0	0	1
HMR_0761	1	0	0	1
HMR_0770	1	0	0	1
HMR_0837	1	0	0	0
HMR_0844	1	0	0	1
HMR_1126	1	0	0	0
HMR_1465	1	0	0	0
HMR_1467	1	0	0	0
HMR_1470	1	0	0	0
HMR_1473	1	0	0	0
HMR_1916	1	0	0	1
HMR_2259	1	0	0	1
HMR_2260	1	0	0	1
HMR_2261	1	0	0	1
HMR_2262	1	0	0	1
HMR_2263	1	0	0	1
HMR_2264	1	0	0	1
HMR_2265	1	0	0	1
HMR_2266	1	0	0	1
HMR_2342	1	0	0	1
HMR_2343	1	0	0	1
HMR_2344	1	0	0	1
HMR_2345	1	0	0	1
HMR_2433	1	0	0	0
HMR_2434	1	0	0	0
HMR_2435	1	0	0	0
HMR_2436	1	0	0	0
HMR_2620	1	0	0	0
HMR_2621	1	0	0	0
HMR_2622	1	0	0	0
HMR_2635	1	0	0	0
HMR_2660	1	0	0	1
HMR_2661	1	0	0	1
HMR_2662	1	0	0	1
HMR_2675	1	0	0	1
HMR_2676	1	0	0	1
HMR_2677	1	0	0	1
HMR_2681	1	0	0	1
HMR_2682	1	0	0	1
HMR_2683	1	0	0	1
HMR_2699	1	0	0	1
HMR_2700	1	0	0	1
HMR_2701	1	0	0	1
HMR_2702	1	0	0	1
HMR_2768	1	0	0	0
HMR_2769	1	0	0	0
HMR_2770	1	0	0	0
HMR_2771	1	0	0	0
HMR_2772	1	0	0	0
HMR_2773	1	0	0	0
HMR_2851	1	0	0	1
HMR_2852	1	0	0	1
HMR_2942	1	0	0	1
HMR_2943	1	0	0	1
HMR_2944	1	0	0	1
HMR_2945	1	0	0	1
HMR_2946	1	0	0	1
HMR_2947	1	0	0	1
HMR_2948	1	0	0	1
HMR_2951	1	0	0	1
HMR_2954	1	0	0	1
HMR_2955	1	0	0	1
HMR_2956	1	0	0	1
HMR_2957	1	0	0	1
HMR_2961	1	0	0	1
HMR_2962	1	0	0	1
HMR_2963	1	0	0	1
HMR_2964	1	0	0	1
HMR_2965	1	0	0	1
HMR_2966	1	0	0	1
HMR_2967	1	0	0	1
HMR_2968	1	0	0	1
HMR_2969	1	0	0	1
HMR_2970	1	0	0	1
HMR_2971	1	0	0	1
HMR_2972	1	0	0	1
HMR_2973	1	0	0	1
HMR_2974	1	0	0	1
HMR_2975	1	0	0	1
HMR_2976	1	0	0	1
HMR_2977	1	0	0	1
HMR_2978	1	0	0	1
HMR_2979	1	0	0	1
HMR_2980	1	0	0	1
HMR_2982	1	0	0	1
HMR_2983	1	0	0	1
HMR_2985	1	0	0	1
HMR_2986	1	0	0	1
HMR_2988	1	0	0	1
HMR_2989	1	0	0	1
HMR_2990	1	0	0	1
HMR_2994	1	0	0	1
HMR_2998	1	0	0	1
HMR_2999	1	0	0	1
HMR_3001	1	0	0	1
HMR_3002	1	0	0	1
HMR_3003	1	0	0	1
HMR_3111	1	0	0	1
HMR_3112	1	0	0	1
HMR_3113	1	0	0	1
HMR_3114	1	0	0	1
HMR_3121	1	0	0	1
HMR_3128	1	0	0	1
HMR_3135	1	0	0	1
HMR_3142	1	0	0	1
HMR_3149	1	0	0	1
HMR_3170	1	0	0	1
HMR_3171	1	0	0	1
HMR_3172	1	0	0	1
HMR_3173	1	0	0	1
HMR_3174	1	0	0	1
HMR_3175	1	0	0	1
HMR_3176	1	0	0	1
HMR_3177	1	0	0	1
HMR_3240	1	0	0	1
HMR_3241	1	0	0	1
HMR_3242	1	0	0	1
HMR_3243	1	0	0	1
HMR_3423	1	0	0	0
HMR_3424	1	0	0	0
HMR_3455	1	0	0	1
HMR_3625	1	0	0	1
HMR_3626	1	0	0	1
HMR_3627	1	0	0	1
HMR_3628	1	0	0	1
HMR_3629	1	0	0	1
HMR_3630	1	0	0	1
HMR_3631	1	0	0	1
HMR_3633	1	0	0	1
HMR_3635	1	0	0	1
HMR_3636	1	0	0	1
HMR_3637	1	0	0	1
HMR_3639	1	0	0	1
HMR_3640	1	0	0	1
HMR_3642	1	0	0	1
HMR_3644	1	0	0	1
HMR_3645	1	0	0	1
HMR_3646	1	0	0	1
HMR_3647	1	0	0	1
HMR_3648	1	0	0	1
HMR_3649	1	0	0	1
HMR_3650	1	0	0	1
HMR_3651	1	0	0	1
HMR_3652	1	0	0	1
HMR_3654	1	0	0	1
HMR_3655	1	0	0	1
HMR_3656	1	0	0	1
HMR_3657	1	0	0	1
HMR_3658	1	0	0	1
HMR_3659	1	0	0	1
HMR_3660	1	0	0	1
HMR_3663	1	0	0	1
HMR_3665	1	0	0	1
HMR_3666	1	0	0	1
HMR_3667	1	0	0	1
HMR_3668	1	0	0	1
HMR_3669	1	0	0	1
HMR_3670	1	0	0	1
HMR_3677	1	0	0	1
HMR_3678	1	0	0	1
HMR_3679	1	0	0	1
HMR_3680	1	0	0	1
HMR_3681	1	0	0	1
HMR_3682	1	0	0	1
HMR_3684	1	0	0	1
HMR_3685	1	0	0	1
HMR_3686	1	0	0	1
HMR_3687	1	0	0	1
HMR_3688	1	0	0	1
HMR_3689	1	0	0	1
HMR_3690	1	0	0	1
HMR_3692	1	0	0	1
HMR_3694	1	0	0	1
HMR_3695	1	0	0	1
HMR_3696	1	0	0	1
HMR_3698	1	0	0	1
HMR_3699	1	0	0	1
HMR_3701	1	0	0	1
HMR_3703	1	0	0	1
HMR_3704	1	0	0	1
HMR_3705	1	0	0	1
HMR_3706	1	0	0	1
HMR_3707	1	0	0	1
HMR_3708	1	0	0	1
HMR_3709	1	0	0	1
HMR_3710	1	0	0	1
HMR_3711	1	0	0	1
HMR_3713	1	0	0	1
HMR_3714	1	0	0	1
HMR_3715	1	0	0	1
HMR_3716	1	0	0	1
HMR_3717	1	0	0	1
HMR_3718	1	0	0	1
HMR_3719	1	0	0	1
HMR_3722	1	0	0	1
HMR_3724	1	0	0	1
HMR_3725	1	0	0	1
HMR_3726	1	0	0	1
HMR_3727	1	0	0	1
HMR_3728	1	0	0	1
HMR_3729	1	0	0	1
HMR_3736	1	0	0	1
HMR_3737	1	0	0	1
HMR_3738	1	0	0	1
HMR_3739	1	0	0	1
HMR_3740	1	0	0	1
HMR_3741	1	0	0	1
HMR_3953	1	0	0	0
HMR_3966	1	0	0	1
HMR_4078	1	0	0	0
HMR_4263	1	0	0	1
HMR_4700	1	0	0	1
HMR_4701	1	0	0	1
HMR_6549	1	0	0	1
HMR_6564	1	0	0	1
HMR_6580	1	0	0	1
HMR_6584	1	0	0	1
HMR_7652	1	0	0	1
HMR_7711	1	0	0	1
HMR_7715	1	0	0	1
HMR_7720	1	0	0	1
HMR_7724	1	0	0	1
HMR_7727	1	0	0	1
HMR_8776	1	0	0	1
HMR_9797	1	0	0	1
HMR_9802	1	0	0	1
HMR_9803	1	0	0	1
HMR_9804	1	0	0	1
HPDCACRNCPT1	1	0	0	1
HPDCACRNCPT2	1	0	0	1
HPDCAt	1	0	0	1
HPYRDCm	1	0	0	1
HPYRR2x	1	0	0	1
Htg	1	0	0	1
HXAt3	1	0	0	1
HYPOE	1	0	0	1
IMPD	1	0	0	1
LEUKTRB4WCOOHt	1	0	0	0
LINOFATPtc	1	0	0	1
LNLCt	1	0	0	1
LNLNCGt	1	0	0	1
LYStn	1	0	0	1
MEOHt2	1	0	0	1
METAT	1	0	0	1
METS	1	0	0	1
MI1345PP	1	0	0	1
MI134PP	1	0	0	1
MI145PK	1	0	0	1
MI14P4P	1	0	0	1
MI14PP	1	0	0	1
MI1PP	1	0	0	1
MI1PS	1	0	0	1
MI34PP	1	0	0	1
MI3PP	1	0	0	1
MI4PP	1	0	0	1
MINOHPtn	1	0	0	1
MMMm	1	0	0	1
MMSAD1m	1	0	0	1
NDP8	1	0	0	1
NEU23	1	0	0	1
NICRNS	1	0	0	1
NICRNTtn	1	0	0	1
NNATn	1	0	0	1
NNATr	1	0	0	1
NRVNCABCt	1	0	0	1
NT5C	1	0	0	1
NTD1	1	0	0	1
NTD10	1	0	0	1
NTD11	1	0	0	1
NTD1m	1	0	0	1
NTD2	1	0	0	0
NTD2l	1	0	0	1
NTD3	1	0	0	1
NTD4	1	0	0	1
NTD4l	1	0	0	1
NTD5	1	0	0	1
NTD5l	1	0	0	1
NTD7	1	0	0	1
NTD7e	1	0	0	1
NTD7l	1	0	0	1
NTD8	1	0	0	1
NTD9	1	0	0	1
NTD9l	1	0	0	1
OCOAT1m	1	0	0	1
OLEICFATPtc	1	0	0	1
PAFt1	1	0	0	0
PCm	1	0	0	1
PDE1	1	0	0	1
PDHm	1	0	0	1
PDXPP	1	0	0	1
PESTE_HSABCt	1	0	0	1
PESTE_HSt1e	1	0	0	1
PETHCT	1	0	0	1
PGCD	1	0	0	1
PGK	1	0	0	1
PGL	1	0	0	0
PGLc	1	0	0	0
PGLer	1	0	0	0
PGM	1	0	0	1
PGMT	1	0	0	1
PI345P5P	1	0	0	1
PI34P5K	1	0	0	1
PI3P4K	1	0	0	1
PI3P5K	1	0	0	1
PI45P3K	1	0	0	1
PI4P3K	1	0	0	1
PI4P5K	1	0	0	1
PI5P4K	1	0	0	1
PIK3	1	0	0	1
PIPLC	1	0	0	1
PItg	1	0	0	1
PMI12346PH	1	0	0	1
PMI12346PHn	1	0	0	1
PMTCOAFABP1tc	1	0	0	1
PPMI12346Ptn	1	0	0	1
PSERT	1	0	0	1
PSHSABCtc	1	0	0	1
PSP_L	1	0	0	1
PTDCAt	1	0	0	0
PYDAMK	1	0	0	1
PYDXK	1	0	0	1
PYDXNK	1	0	0	1
PYDXPP	1	0	0	1
PYNP2r	1	0	0	1
r0047	1	0	0	1
r0068	1	0	0	1
r0085	1	0	0	1
r0086	1	0	0	1
r0097	1	0	0	1
r0119	1	0	0	1
r0156	1	0	0	1
r0157	1	0	0	1
r0178	1	0	0	1
r0220	1	0	0	1
r0221	1	0	0	1
r0318	1	0	0	1
